event_id,event_cause,corridor,junction,T,survival_risk_score
FKID000026,pot_holes,Non-corridor,,116501.06442363332,782.2612781291649
FKID000027,vehicle_breakdown,Bannerghata Road,,116523.35210696667,814.7491308754053
FKID000028,pot_holes,Non-corridor,,9.079776783333331,773.3363275564523
FKID000029,pot_holes,Non-corridor,,116504.51495696668,769.4616655156395
FKID000030,pot_holes,Non-corridor,,116502.2175403,769.4616655156395
FKID000031,vehicle_breakdown,Bannerghata Road,,116528.04472363334,885.856024714437
FKID000032,vehicle_breakdown,Bannerghata Road,,116672.8288403,839.5628544632784
FKID000033,tree_fall,Non-corridor,,2907.6902057166667,851.0765393890085
FKID000034,congestion,ORR North 2,,116677.87965696667,510.495895373938
FKID000035,pot_holes,Non-corridor,,116500.1765403,769.4616655156395
FKID000036,vehicle_breakdown,Magadi Road,,62518.2885403,879.2369802412796
FKID000037,accident,Non-corridor,,116783.15230633334,484.7429404781056
FKID000038,vehicle_breakdown,Bannerghata Road,,116100.96875696669,734.8654485250305
FKID000040,construction,ORR East 1,,0.5525333333333333,1084.955051103229
FKID000041,others,Bellary Road 1,,106.41915116666668,1014.8738404481462
FKID000042,vehicle_breakdown,ORR East 1,,115777.8155903,916.6073321718249
FKID000043,vehicle_breakdown,Non-corridor,,62626.290123633335,855.8804514448174
FKID000044,vehicle_breakdown,Non-corridor,Peenya14thCrossJunc,164169.69815696668,1016.8566174992436
FKID000046,vehicle_breakdown,Tumkur Road,,115842.71412363333,940.0806410437089
FKID000047,others,Tumkur Road,,133.52983253333335,980.14942739411
FKID000048,tree_fall,Bellary Road 1,,1829.3005564666664,778.4141288263878
FKID000049,vehicle_breakdown,ORR East 1,,55.541728516666666,916.6073321718249
FKID000050,congestion,IRR(Thanisandra road),,115769.5651403,795.6525930285078
FKID000051,vehicle_breakdown,Mysore Road,,115742.21365696666,928.1130838712744
FKID000052,construction,ORR East 2,,729.7378,1200.1102398581295
FKID000053,vehicle_breakdown,Bellary Road 1,,69.32987603333332,787.386228171778
FKID000054,vehicle_breakdown,West of Chord Road,,62493.17762363333,949.8279563292348
FKID000055,road_conditions,Non-corridor,,61.27697078333333,897.786476529564
FKID000056,vehicle_breakdown,Non-corridor,,115839.5760403,933.444436617646
FKID000057,vehicle_breakdown,Non-corridor,,36.41233746666667,912.0508742110233
FKID000058,tree_fall,Bellary Road 1,,1819.0784875333336,778.4141288263878
FKID000059,tree_fall,Bellary Road 1,,1823.1111353833332,778.4141288263878
FKID000060,tree_fall,Bellary Road 1,,1825.6380844833336,778.4141288263878
FKID000061,vehicle_breakdown,ORR East 1,,10.513486133333334,939.2395632119157
FKID000062,tree_fall,Non-corridor,,22124.802723566667,1035.4908653117584
FKID000063,vehicle_breakdown,Non-corridor,,83.22766023333334,917.7468975745612
FKID000064,vehicle_breakdown,Non-corridor,,115734.17305696668,895.6115267396548
FKID000065,pot_holes,CBD 1,,62470.226123633336,656.6481372291137
FKID000066,tree_fall,Non-corridor,,321.23818236666665,887.9624358727385
FKID000067,pot_holes,Non-corridor,,115511.53315696666,807.4272420686091
FKID000068,pot_holes,ORR North 1,,115514.5344903,811.8029141210646
FKID000069,vehicle_breakdown,West of Chord Road,,44.18835605,991.9204833274848
FKID000070,vehicle_breakdown,West of Chord Road,,41.797760616666665,991.9204833274848
FKID000071,vehicle_breakdown,Non-corridor,,26.158530816666666,952.7751734479394
FKID000072,pot_holes,Magadi Road,,8639.783111666668,809.839919665648
FKID000073,others,Non-corridor,,20609.415342416665,955.9979811633182
FKID000074,vehicle_breakdown,Non-corridor,,115656.51647363332,917.7468975745612
FKID000075,vehicle_breakdown,Non-corridor,,115625.07297363336,917.7468975745612
FKID000076,pot_holes,Non-corridor,,5754.0936329333335,781.1330753817867
FKID000077,vehicle_breakdown,ORR East 1,,115617.62307363332,1030.8121429190403
FKID000078,vehicle_breakdown,Non-corridor,,62572.463823633334,845.4752036837444
FKID000079,vehicle_breakdown,Non-corridor,,62572.71440696667,845.4752036837444
FKID000080,others,Non-corridor,,15.88912515,985.0203606488138
FKID000081,tree_fall,Non-corridor,,116.8119772,887.9624358727385
FKID000082,construction,ORR East 2,,762.4895166666666,1200.1102398581295
FKID000083,others,Mysore Road,,13265.728999266668,1176.212374014529
FKID000084,others,Non-corridor,,17229.866743983333,985.0203606488138
FKID000085,pot_holes,Non-corridor,,44592.990813649994,781.1330753817867
FKID000086,vehicle_breakdown,Non-corridor,,83.47854003333333,946.384535102581
FKID000087,vehicle_breakdown,Mysore Road,,52.75157615,992.189524910923
FKID000088,vehicle_breakdown,ORR North 1,,74.82553706666666,934.7492691623248
FKID000089,vehicle_breakdown,Non-corridor,,115447.21630696669,939.0336855153172
FKID000090,water_logging,Mysore Road,,8282.429940516666,981.0681893067942
FKID000091,vehicle_breakdown,Magadi Road,,115493.61460696669,995.0598724873804
FKID000092,vehicle_breakdown,Mysore Road,,115470.38157363332,983.415743449609
FKID000093,vehicle_breakdown,Mysore Road,,47.68990556666667,995.44587983018
FKID000094,vehicle_breakdown,ORR East 1,,115364.9047903,971.1099588171109
FKID000095,tree_fall,Non-corridor,,8.620181266666666,901.2786617637364
FKID000096,tree_fall,Non-corridor,,62426.8079903,1060.7603226672168
FKID000097,others,CBD 2,,62416.78569030001,983.240371994758
FKID000098,tree_fall,Non-corridor,,62418.184190299995,1060.7603226672168
FKID000099,tree_fall,Non-corridor,,8761.173063133332,1060.7603226672168
FKID000100,tree_fall,Mysore Road,,13245.791290366667,1099.216592374403
FKID000101,vehicle_breakdown,Bellary Road 1,,115384.9106903,841.1012388853485
FKID000102,vehicle_breakdown,Non-corridor,,115372.9792403,946.384535102581
FKID000103,pot_holes,Bannerghata Road,,62414.94225696667,613.1743446214842
FKID000104,pot_holes,Bannerghata Road,,62413.47062363334,613.1743446214842
FKID000105,water_logging,West of Chord Road,,62409.19827363334,955.757291331892
FKID000106,pot_holes,Bannerghata Road,,62408.26212363333,613.1743446214842
FKID000107,vehicle_breakdown,ORR West 1,,141.02791743333333,965.2841370260708
FKID000108,others,Non-corridor,,115129.48637363334,956.6577523759476
FKID000109,tree_fall,Mysore Road,,13203.4163744,938.0940948090218
FKID000110,tree_fall,Non-corridor,,13212.042736283332,901.2786617637364
FKID000111,vehicle_breakdown,Non-corridor,,62388.0133403,912.0508742110233
FKID000112,pot_holes,ORR East 1,SilkBoardJunc,171296.69161185002,772.2082900953626
FKID000113,construction,Bellary Road 1,,545.3734030166667,1081.5293463990429
FKID000114,vehicle_breakdown,Non-corridor,,62505.0112903,972.655704167544
FKID000115,water_logging,Old Madras Road,,62361.05575696667,931.3806172888976
FKID000116,pot_holes,Non-corridor,,62383.089473633336,783.0213300589246
FKID000117,vehicle_breakdown,ORR North 1,,62367.6083903,940.6497866494976
FKID000118,congestion,ORR North 2,,115227.7619903,510.495895373938
FKID000119,vehicle_breakdown,Hosur Road,,115200.3739403,864.3090551983449
FKID000120,vehicle_breakdown,Magadi Road,,115219.73280696668,987.0367050388504
FKID000121,vehicle_breakdown,Tumkur Road,,62546.37065696667,940.0806410437089
FKID000122,tree_fall,Non-corridor,,61.79462865,1075.8079684572062
FKID000123,vehicle_breakdown,Mysore Road,,102.3569732,977.6637986705276
FKID000124,vehicle_breakdown,Hosur Road,,115090.51252363334,836.2724767142556
FKID000125,construction,Non-corridor,,114904.31467363331,1008.1720116912428
FKID000126,accident,Non-corridor,,114604.6170403,546.5090717958105
FKID000127,accident,Tumkur Road,,114423.00200696666,898.2671579881137
FKID000128,vehicle_breakdown,Bannerghata Road,,114418.9843903,732.618551728284
FKID000129,others,Non-corridor,RingRoad-UllalJunction,150768.82749298334,1065.0808727024844
FKID000130,pot_holes,Non-corridor,,114365.4446403,750.133826922878
FKID000131,vehicle_breakdown,Bellary Road 2,,102.53794968333334,783.5261343437394
FKID000132,vehicle_breakdown,Magadi Road,,106.48373361666668,916.5534382971268
FKID000133,accident,Tumkur Road,,114421.6374403,898.2671579881137
FKID000134,vehicle_breakdown,Hosur Road,,75.3592525,855.0020780921062
FKID000135,others,ORR North 2,BhadrappaLayout,59870.43972695,1078.4124463366954
FKID000136,vehicle_breakdown,Bellary Road 1,,114324.2686403,781.9403365317074
FKID000137,vehicle_breakdown,Tumkur Road,,114337.70072363334,976.535151308816
FKID000138,pot_holes,Non-corridor,,365.2268505833334,982.312952396621
FKID000139,construction,ORR East 2,,720.6875,1200.1102398581295
FKID000140,vehicle_breakdown,Non-corridor,,62440.4866903,912.0508742110233
FKID000141,others,Non-corridor,,62327.2844903,955.9979811633182
FKID000142,water_logging,ORR East 1,,49.972616783333336,930.3649986839198
FKID000143,vehicle_breakdown,Mysore Road,,111.6212591,1101.0191932934924
FKID000144,tree_fall,Mysore Road,,13118.919869416666,1116.069871188225
FKID000145,road_conditions,ORR West 1,,56341.49851448333,924.7414203452784
FKID000146,vehicle_breakdown,Non-corridor,,114306.2649403,895.6115267396548
FKID000147,road_conditions,ORR West 1,,114256.7019403,924.7414203452784
FKID000148,road_conditions,ORR West 1,,114282.38732363332,924.7414203452784
FKID000149,vehicle_breakdown,Bannerghata Road,,114436.06597363332,732.618551728284
FKID000150,vehicle_breakdown,Mysore Road,,114312.20422363334,928.1130838712744
FKID000151,tree_fall,Non-corridor,,62304.46825696667,1060.528343828612
FKID000152,vehicle_breakdown,ORR East 1,,114255.12927363333,932.8520293357128
FKID000153,road_conditions,ORR West 1,,114251.28655696666,924.7414203452784
FKID000154,road_conditions,ORR West 1,,114250.42337363333,924.7414203452784
FKID000155,vehicle_breakdown,Non-corridor,,114348.3230903,858.647541811609
FKID000156,vehicle_breakdown,Tumkur Road,,114345.39175696668,976.535151308816
FKID000157,vehicle_breakdown,Hosur Road,,52.83199456666667,805.2338977423209
FKID000159,water_logging,ORR East 1,IbblurJunction',9653.8610076,1001.2306697726152
FKID000160,vehicle_breakdown,Non-corridor,,62402.9245403,912.0508742110233
FKID000161,others,Non-corridor,,81.46960444999999,988.2917916340684
FKID000162,others,Mysore Road,,15.3042995,1040.0309061000405
FKID000163,tree_fall,Non-corridor,,178.15932105,1060.528343828612
FKID000164,pot_holes,Non-corridor,,94064.39405435,783.0213300589246
FKID000165,vehicle_breakdown,Non-corridor,,62433.299240299995,912.0508742110233
FKID000166,construction,Bellary Road 2,,31.910260883333333,1095.821538769152
FKID000167,vehicle_breakdown,Tumkur Road,,62413.02910696667,991.539642703336
FKID000168,pot_holes,Non-corridor,,1510.57253935,791.1898756896393
FKID000169,pot_holes,Magadi Road,,62241.987756966664,831.6218507212518
FKID000170,vehicle_breakdown,ORR East 1,,114250.87772363333,932.8520293357128
FKID000171,vehicle_breakdown,Non-corridor,,11.80107465,952.7751734479394
FKID000172,vehicle_breakdown,Magadi Road,,24.504338233333332,995.0598724873804
FKID000173,vehicle_breakdown,Mysore Road,,114049.42467363334,996.1520274293996
FKID000174,tree_fall,Non-corridor,,1228.0686473666667,941.5963581437516
FKID000175,vehicle_breakdown,ORR East 1,,114146.16517363332,940.5673227932784
FKID000176,vehicle_breakdown,Tumkur Road,,86.29591815,1000.6940269397652
FKID000177,vehicle_breakdown,Mysore Road,,62139.540273633334,988.8430499642772
FKID000178,vehicle_breakdown,Hosur Road,,114126.99205696669,805.2338977423209
FKID000179,vehicle_breakdown,Hosur Road,,114120.79512363332,805.2338977423209
FKID000180,vehicle_breakdown,Non-corridor,,62245.3255903,952.7751734479394
FKID000181,vehicle_breakdown,Non-corridor,,62204.11112363333,939.0336855153172
FKID000182,vehicle_breakdown,Hosur Road,,114118.2891903,805.2338977423209
FKID000183,vehicle_breakdown,ORR North 1,,18.84050655,963.7585251349502
FKID000184,vehicle_breakdown,Bellary Road 1,,23.641425966666667,841.1012388853485
FKID000185,vehicle_breakdown,Tumkur Road,,36.504006333333336,1015.833129445616
FKID000186,vehicle_breakdown,Mysore Road,,23.382822833333332,1119.3289727332813
FKID000187,vehicle_breakdown,Non-corridor,,104.21347743333334,955.3195491711392
FKID000188,vehicle_breakdown,Bellary Road 1,,86.29412574999999,833.0630630494187
FKID000189,vehicle_breakdown,Old Airport Road,,70.8526748,972.675964815412
FKID000190,vehicle_breakdown,Bellary Road 2,,113928.64710696667,843.0326269230698
FKID000191,vehicle_breakdown,Bellary Road 2,,113887.97725696668,863.5963795269852
FKID000192,construction,Non-corridor,,0.08095,1098.6690913269204
FKID000193,road_conditions,CBD 2,,61997.621473633335,859.5740990867182
FKID000194,vehicle_breakdown,West of Chord Road,,62189.58167363333,979.3120387055924
FKID000195,road_conditions,CBD 2,,61996.41535696667,859.5740990867182
FKID000196,vehicle_breakdown,Non-corridor,,61991.337290300005,952.6478262033436
FKID000197,vehicle_breakdown,Magadi Road,,72.9697583,994.9045398531
FKID000198,vehicle_breakdown,Non-corridor,,113987.74605696667,939.0336855153172
FKID000199,construction,Bellary Road 2,,60.798384383333335,1104.2974556623071
FKID000200,vehicle_breakdown,West of Chord Road,,114031.8214903,979.3120387055924
FKID000201,road_conditions,CBD 2,,40387.38096753333,859.5740990867182
FKID000202,others,Bannerghata Road,,119.5907288,1029.3020855673187
FKID000203,vehicle_breakdown,Non-corridor,,78.98550595,955.3195491711392
FKID000204,vehicle_breakdown,Tumkur Road,,113966.77955696666,1007.1295860130144
FKID000205,vehicle_breakdown,ORR North 2,,138.03128305,964.5517347830394
FKID000206,vehicle_breakdown,Old Airport Road,,28.376774483333335,965.2841370260708
FKID000207,congestion,ORR North 2,,113773.09265696668,510.495895373938
FKID000208,vehicle_breakdown,Non-corridor,,93.05635131666666,949.1172418951784
FKID000209,others,Magadi Road,Sumanhalli,16403.151545516666,1114.8291747460332
FKID000210,vehicle_breakdown,Magadi Road,,113743.58907363334,989.1257123588892
FKID000211,vehicle_breakdown,Mysore Road,,113898.50080696668,995.44587983018
FKID000212,vehicle_breakdown,Non-corridor,,61950.529756966665,949.1172418951784
FKID000213,vehicle_breakdown,Bellary Road 1,,113919.2183403,861.6649914892639
FKID000214,vehicle_breakdown,Hosur Road,,11.49699995,867.5994667804349
FKID000215,pot_holes,Non-corridor,,31510.201385300003,784.5356021053109
FKID000216,construction,Non-corridor,,9655.5205891,1079.3117798223184
FKID000217,vehicle_breakdown,Mysore Road,,66.23017465000001,990.7479479227966
FKID000218,others,Non-corridor,,199.88949181666663,976.920099461028
FKID000219,vehicle_breakdown,Non-corridor,,113658.87512363332,940.1012307636696
FKID000220,construction,Non-corridor,,113726.9786403,1047.828229313037
FKID000221,congestion,ORR North 2,,113773.09265696668,510.495895373938
FKID000222,pot_holes,Non-corridor,,181729.84717363337,786.7490395224502
FKID000223,pot_holes,Non-corridor,,181729.0020403,786.7490395224502
FKID000224,vehicle_breakdown,Hosur Road,,75.03727443333334,833.8418720683137
FKID000225,vehicle_breakdown,Old Madras Road,,113608.1476403,951.5479941784596
FKID000226,others,Hennur Main Road,,43.87439846666667,983.2412196119906
FKID000227,pot_holes,Non-corridor,,11562.4573284,778.2847816767502
FKID000228,vehicle_breakdown,Non-corridor,,62054.4848403,955.3195491711392
FKID000229,construction,Mysore Road,,0.0791833333333333,1425.8991312206883
FKID000230,vehicle_breakdown,Non-corridor,,62079.6117903,955.3195491711392
FKID000231,vehicle_breakdown,Non-corridor,,113310.42607363334,844.7831242463682
FKID000232,vehicle_breakdown,ORR West 1,,113225.74255696668,907.8978402802342
FKID000233,vehicle_breakdown,Bellary Road 2,,113000.47762363331,752.888702602193
FKID000234,vehicle_breakdown,Tumkur Road,,22.174727083333337,940.0806410437089
FKID000235,construction,ORR East 2,,746.7284166666667,1200.1102398581295
FKID000236,pot_holes,Non-corridor,,11560.307439216667,778.2847816767502
FKID000237,pot_holes,Non-corridor,,180629.18812363333,748.1684037843655
FKID000238,pot_holes,Non-corridor,BucheryJunction,177503.2503403,718.5522601720679
FKID000239,pot_holes,Non-corridor,BucheryJunction,177502.3605903,718.5522601720679
FKID000240,pot_holes,Non-corridor,BucheryJunction,177497.66419029998,718.5522601720679
FKID000241,vip_movement,Mysore Road,,20.98006666666667,920.4302940231436
FKID000242,pot_holes,Non-corridor,,160244.76774029998,772.3118830867498
FKID000243,tree_fall,Non-corridor,,105.48940756666666,1071.9483699597256
FKID000244,tree_fall,Non-corridor,,2198.129693766667,940.5214673446532
FKID000245,vehicle_breakdown,Mysore Road,,57.51257438333334,928.1130838712744
FKID000246,tree_fall,Non-corridor,,2195.455855816667,940.5214673446532
FKID000247,congestion,ORR North 2,,61981.01707363334,512.2222087808553
FKID000248,vehicle_breakdown,Tumkur Road,,112783.59515696666,997.010262303814
FKID000249,vehicle_breakdown,Tumkur Road,,33.33879541666667,976.535151308816
FKID000250,vehicle_breakdown,Mysore Road,,39.6093981,990.7479479227966
FKID000251,vehicle_breakdown,Non-corridor,,112934.02885696666,858.647541811609
FKID000252,vehicle_breakdown,Non-corridor,,112851.23592363334,895.6115267396548
FKID000253,construction,Non-corridor,,0.35335,1506.4275949159212
FKID000254,vehicle_breakdown,Tumkur Road,,10.150965166666667,1000.9837427603626
FKID000255,tree_fall,Non-corridor,,66.3340463,1057.8590377509938
FKID000256,vehicle_breakdown,ORR East 1,,19.115834,939.2395632119157
FKID000257,tree_fall,Non-corridor,,64.12170315,934.1361235122218
FKID000258,pot_holes,Non-corridor,,112665.78472363332,998.5590771837124
FKID000259,congestion,Magadi Road,,112665.9468903,667.8271931621437
FKID000260,others,Non-corridor,,42.96236663333333,1194.5909491579969
FKID000261,tree_fall,Non-corridor,,61784.94330696667,1081.2942250945691
FKID000262,vehicle_breakdown,ORR North 1,,112770.25640696666,940.6497866494976
FKID000263,vehicle_breakdown,Non-corridor,,112764.40562363334,917.7468975745612
FKID000264,road_conditions,Non-corridor,,1107.119046283333,946.1778087410196
FKID000265,others,Non-corridor,,87.31756581666667,984.742597412706
FKID000266,vehicle_breakdown,Mysore Road,,112417.40737363332,992.189524910923
FKID000267,vehicle_breakdown,Mysore Road,,66.13607151666666,977.6637986705276
FKID000268,vehicle_breakdown,ORR East 1,,13.551236183333334,967.853603897854
FKID000269,vehicle_breakdown,Bellary Road 1,,61765.5073403,820.4071905261028
FKID000270,vehicle_breakdown,West of Chord Road,,112361.90220696668,975.7310518021852
FKID000271,vehicle_breakdown,Tumkur Road,,30.63011775,1013.5102140604412
FKID000272,vehicle_breakdown,ORR East 1,,112287.02940696669,966.0351269293564
FKID000273,vehicle_breakdown,Non-corridor,,18.7735204,948.2399543673206
FKID000274,vehicle_breakdown,Non-corridor,,77.0688961,948.2399543673206
FKID000275,vehicle_breakdown,Non-corridor,,112359.46750696666,949.1172418951784
FKID000276,water_logging,Old Airport Road,,61755.59030696667,952.5390629899708
FKID000277,accident,Bellary Road 2,,112281.3265903,661.7702498193719
FKID000278,congestion,ORR North 2,,112383.49232363333,512.2222087808553
FKID000279,vehicle_breakdown,West of Chord Road,,112400.39527363332,980.6652707848676
FKID000280,vehicle_breakdown,Mysore Road,,112398.60435696668,992.189524910923
FKID000281,vehicle_breakdown,Bellary Road 1,,112364.36552363331,850.6159667540752
FKID000282,vehicle_breakdown,Bellary Road 1,,61827.39350696666,822.9026179806646
FKID000283,water_logging,Non-corridor,,820.8788695333334,930.2370149773652
FKID000284,vehicle_breakdown,Non-corridor,,61514.00422363333,863.577839301769
FKID000285,pot_holes,Non-corridor,,65572.5368325,785.3161934919302
FKID000286,construction,ORR East 1,IbblurJunction',19427.48784265,1118.3061554764042
FKID000287,others,Non-corridor,,101592.23127151668,940.551849019766
FKID000288,construction,Non-corridor,,61504.13805696667,1416.2297376503664
FKID000289,others,Non-corridor,,61444.925673633334,886.6258628648499
FKID000290,vehicle_breakdown,Bellary Road 1,,112234.11157363332,822.9026179806646
FKID000291,accident,Bellary Road 1,,112138.4415403,870.2825001380533
FKID000292,vehicle_breakdown,Non-corridor,,61431.7076403,844.7831242463682
FKID000293,others,Non-corridor,,112014.8800903,908.7794474459024
FKID000294,others,Non-corridor,,25.367629383333338,908.7794474459024
FKID000295,others,Non-corridor,,112013.55960696666,908.7794474459024
FKID000296,vehicle_breakdown,Non-corridor,,112177.6050403,937.2744344932638
FKID000297,vehicle_breakdown,Non-corridor,,112172.8707403,937.2744344932638
FKID000298,others,Non-corridor,,112016.3317403,908.7794474459024
FKID000299,vehicle_breakdown,Mysore Road,,15.771933,887.98613546905
FKID000300,vehicle_breakdown,Tumkur Road,,111981.31465696666,956.5068984267584
FKID000301,accident,Old Airport Road,,35.956496816666665,907.3512398442678
FKID000302,others,Tumkur Road,,111564.8992403,943.0179436297682
FKID000303,vehicle_breakdown,Old Airport Road,,27.47141106666667,893.6366113195111
FKID000304,others,Mysore Road,,1922.4556106166667,1065.9190378990602
FKID000305,vehicle_breakdown,Bellary Road 1,,111592.39690696666,757.7523134620488
FKID000306,vehicle_breakdown,Non-corridor,,61193.57057363333,855.8804514448174
FKID000307,vehicle_breakdown,Bellary Road 2,,111561.1169403,742.9982911136191
FKID000308,pot_holes,Non-corridor,,111421.25267363334,775.0623900635226
FKID000309,others,Mysore Road,,17.062712316666666,1065.9190378990602
FKID000310,vehicle_breakdown,ORR East 1,,111395.89367363333,933.5520841736922
FKID000311,vehicle_breakdown,Non-corridor,,61147.470456966665,849.377179052736
FKID000312,construction,ORR East 2,,685.2822166666666,1188.3632235110294
FKID000313,vehicle_breakdown,Non-corridor,,35.281999049999996,911.0374730206069
FKID000314,vehicle_breakdown,Mysore Road,,111375.0884403,948.6194891811112
FKID000315,others,Non-corridor,,1.09467605,992.3422297461055
FKID000316,pot_holes,Non-corridor,PotteryCircle,83621.89525755,840.6970720752731
FKID000317,others,Non-corridor,,3015.3421913166667,992.3422297461055
FKID000318,vehicle_breakdown,Bellary Road 1,,111348.12927363333,861.9698210459507
FKID000319,vehicle_breakdown,Tumkur Road,,111458.59050696666,974.4304413771234
FKID000320,water_logging,Non-corridor,,61140.88685696667,842.1295436611189
FKID000321,vehicle_breakdown,ORR West 1,,20.211203416666667,948.5728831232358
FKID000322,vehicle_breakdown,Bellary Road 1,,141.6439397166667,779.3531885978763
FKID000323,vehicle_breakdown,ORR North 2,,111176.06080696666,970.2884393732152
FKID000324,vehicle_breakdown,Bellary Road 1,,111343.2092903,779.3531885978763
FKID000325,others,Non-corridor,,111111.5079403,993.5487087092024
FKID000326,vehicle_breakdown,Non-corridor,,111389.05470696666,911.0374730206069
FKID000327,vehicle_breakdown,Non-corridor,,111261.24532363334,920.2182442879274
FKID000328,accident,Non-corridor,,78.2774947,751.4294588772207
FKID000329,vehicle_breakdown,ORR North 1,,61111.61680696667,888.4330723574365
FKID000330,vehicle_breakdown,ORR West 1,,36.08605643333333,974.3738035384896
FKID000331,pot_holes,Non-corridor,,111034.65335696666,779.7481762843173
FKID000332,others,ORR North 1,"VeerannapalyaJunction(BEL,HO)",79376.58893283334,1222.457743946502
FKID000333,vehicle_breakdown,Bellary Road 2,,111093.99542363331,832.3340085228398
FKID000334,congestion,Non-corridor,,111076.2082403,520.6027024911026
FKID000335,vehicle_breakdown,Bellary Road 1,,61085.2832903,753.8969793439538
FKID000336,vehicle_breakdown,Hosur Road,,31.520573033333335,850.8049480734161
FKID000337,construction,ORR East 2,,8801.107604216666,1129.6116819403278
FKID000338,vehicle_breakdown,Tumkur Road,,132.2670364,1013.6267160025754
FKID000339,vehicle_breakdown,Non-corridor,,61129.75787363333,849.377179052736
FKID000340,vehicle_breakdown,Tumkur Road,,110880.7060903,1013.6267160025754
FKID000341,vehicle_breakdown,ORR East 2,,61154.44375696666,879.481779567287
FKID000342,vehicle_breakdown,Magadi Road,,111032.34095696668,995.2582665886814
FKID000343,vehicle_breakdown,Non-corridor,,72.34147603333332,946.5044450926738
FKID000344,vehicle_breakdown,Hosur Road,,96.5241556,854.7209471342022
FKID000345,others,Non-corridor,,2522.9359043,978.5786541615004
FKID000346,water_logging,Non-corridor,,35883.953440833335,941.6445712674526
FKID000347,vehicle_breakdown,Bellary Road 2,,110840.1568403,844.9892539268111
FKID000348,tree_fall,Non-corridor,,508.2992390666667,900.2846594632367
FKID000349,vehicle_breakdown,ORR West 1,,75.99775528333333,941.6223324351882
FKID000350,vehicle_breakdown,Magadi Road,,110907.7798403,987.135849949967
FKID000351,congestion,ORR North 2,,110954.67755696666,544.2164640701211
FKID000352,vehicle_breakdown,ORR North 1,,110910.15110696666,965.994991681652
FKID000353,vehicle_breakdown,Tumkur Road,,110870.29107363331,1013.6267160025754
FKID000354,vehicle_breakdown,Old Airport Road,,10.359373833333333,959.7303967545972
FKID000355,construction,Non-corridor,,180.51771666666667,1505.2406864969155
FKID000356,vehicle_breakdown,ORR North 1,,61104.1055403,888.4330723574365
FKID000357,accident,Bellary Road 2,,110782.63472363332,617.9215844878862
FKID000358,vehicle_breakdown,Bellary Road 1,,10.859754400000002,814.1626324518418
FKID000359,vehicle_breakdown,Mysore Road,,110809.42880696668,990.8470928339136
FKID000360,tree_fall,Old Madras Road,,60936.570690299995,928.9308551850978
FKID000361,procession,Non-corridor,,61015.81480696667,895.7328992925773
FKID000362,vehicle_breakdown,ORR North 2,,61066.9576403,891.120505582771
FKID000363,vehicle_breakdown,Bellary Road 2,,110200.63385696668,747.2585828344734
FKID000364,vehicle_breakdown,Non-corridor,,60871.9732903,920.2182442879274
FKID000365,vehicle_breakdown,Bellary Road 1,,61115.32410696666,753.8969793439538
FKID000366,vehicle_breakdown,ORR North 1,,80.29286535,907.1929228377657
FKID000367,others,ORR North 1,,60866.100173633335,1132.323343383556
FKID000368,others,Non-corridor,,110103.73717363334,873.4223377844474
FKID000369,vehicle_breakdown,ORR East 1,,16.53580991666667,876.0024992423427
FKID000370,vehicle_breakdown,Mysore Road,,110202.2785903,891.4459790378091
FKID000371,vehicle_breakdown,Bellary Road 2,,110180.60290696664,747.2585828344734
FKID000372,others,Mysore Road,,36.87994801666667,999.4925372805196
