query_event_id,query_junction,query_lat,query_lon,match_rank,match_event_id,match_junction,match_lat,match_lon,match_cause,match_duration_min,dist_km,gower_sim,phi_weight,s_final,within_2km,is_relevant
FKID005806,BanashankariBusStandJunc,12.916914513846152,77.57278397769231,1,FKID005805,BanashankariBusStandJunc,12.916914513846152,77.57278397769231,public_event,67.6,0.0,1.0,1.0,1.0,True,True
FKID005806,BanashankariBusStandJunc,12.916914513846152,77.57278397769231,2,FKID008054,KanakapuraRd-RingRdJunction,12.905958257777778,77.57323213000001,public_event,67.6,1.2192,0.8788,0.9837,0.8645,True,True
FKID005806,BanashankariBusStandJunc,12.916914513846152,77.57278397769231,3,FKID007405,JP Nagar 9th cross-24th main jn,12.91187576,77.58611252,vehicle_breakdown,67.6,1.5494,0.7819,0.9738,0.7614,True,True
FKID005806,BanashankariBusStandJunc,12.916914513846152,77.57278397769231,4,FKID006210,UttarahalliJunction,12.905854762,77.54496494333333,construction,67.6,3.2563,0.8466,0.8893,0.7529,False,False
FKID005806,BanashankariBusStandJunc,12.916914513846152,77.57278397769231,5,FKID006063,Arbindo Circle,12.91728056,77.585654,vehicle_breakdown,67.6,1.3955,0.689,0.9787,0.6743,True,True
FKID005956,Marigowda-TavarkereRdJunc,12.935764,77.60780676153846,1,FKID007274,DairyCircle,12.93636748,77.6029089,vehicle_breakdown,73.6,0.535,0.8273,0.9968,0.8247,True,True
FKID005956,Marigowda-TavarkereRdJunc,12.935764,77.60780676153846,2,FKID006209,Marigowda-TavarkereRdJunc,12.935764,77.60780676153846,vehicle_breakdown,67.6,0.0,0.8206,1.0,0.8206,True,True
FKID005956,Marigowda-TavarkereRdJunc,12.935764,77.60780676153846,3,FKID006211,Marigowda-TavarkereRdJunc,12.935764,77.60780676153846,vehicle_breakdown,67.6,0.0,0.8206,1.0,0.8206,True,True
FKID005956,Marigowda-TavarkereRdJunc,12.935764,77.60780676153846,4,FKID006838,MarenahalliRd-18thMainRdJunc,12.9186031,77.58915404999999,procession,0.1,2.7799,0.8877,0.918,0.8149,False,False
FKID005956,Marigowda-TavarkereRdJunc,12.935764,77.60780676153846,5,FKID006137,NIMHANS Junction,12.940403733333332,77.5977461,vehicle_breakdown,67.6,1.2062,0.8242,0.984,0.8111,True,True
FKID006105,FTI Junction(KanteeravaStudio),13.021223754545453,77.53143259090909,1,FKID005893,FTI Junction(KanteeravaStudio),13.021223754545453,77.53143259090909,vehicle_breakdown,13.7,0.0,0.8189,1.0,0.8189,True,True
FKID006105,FTI Junction(KanteeravaStudio),13.021223754545453,77.53143259090909,2,FKID005906,FTI Junction(KanteeravaStudio),13.021223754545453,77.53143259090909,pot_holes,67.6,0.0,0.7862,1.0,0.7862,True,True
FKID006105,FTI Junction(KanteeravaStudio),13.021223754545453,77.53143259090909,3,FKID006287,FTI Junction(KanteeravaStudio),13.021223754545453,77.53143259090909,vehicle_breakdown,67.6,0.0,0.7846,1.0,0.7846,True,True
FKID006105,FTI Junction(KanteeravaStudio),13.021223754545453,77.53143259090909,4,FKID005964,FTI Junction(KanteeravaStudio),13.021223754545453,77.53143259090909,vehicle_breakdown,50.3,0.0,0.7735,1.0,0.7735,True,True
FKID006105,FTI Junction(KanteeravaStudio),13.021223754545453,77.53143259090909,5,FKID006839,FTI Junction(KanteeravaStudio),13.021223754545453,77.53143259090909,vehicle_breakdown,67.6,0.0,0.7377,1.0,0.7377,True,True
FKID006248,HunsemarammanahalliJunction,13.142240485714286,77.61770735714286,1,FKID005856,HunsemarammanahalliJunction,13.142240485714286,77.61770735714286,accident,16.3,0.0,0.7376,1.0,0.7376,True,True
FKID006248,HunsemarammanahalliJunction,13.142240485714286,77.61770735714286,2,FKID005857,HunsemarammanahalliJunction,13.142240485714286,77.61770735714286,accident,14.4,0.0,0.7365,1.0,0.7365,True,True
FKID006248,HunsemarammanahalliJunction,13.142240485714286,77.61770735714286,3,FKID005953,BagalurCrossJunc,13.122025955555555,77.61086333333333,others,250.2,2.3668,0.764,0.9399,0.7181,False,False
FKID006248,HunsemarammanahalliJunction,13.142240485714286,77.61770735714286,4,FKID006544,HunsemarammanahalliJunction,13.142240485714286,77.61770735714286,vehicle_breakdown,67.6,0.0,0.7004,1.0,0.7004,True,True
FKID006248,HunsemarammanahalliJunction,13.142240485714286,77.61770735714286,5,FKID006145,BagalurCrossJunc,13.122025955555555,77.61086333333333,vehicle_breakdown,67.6,2.3668,0.7446,0.9399,0.6999,False,False
FKID006283,AnepalyaJunc,12.951754411666668,77.60533033,1,FKID007478,AnepalyaJunc,12.951754411666668,77.60533033,vehicle_breakdown,67.6,0.0,0.8022,1.0,0.8022,True,True
FKID006283,AnepalyaJunc,12.951754411666668,77.60533033,2,FKID007629,CMP GateJunc,12.957914185000002,77.60585476,vehicle_breakdown,67.6,0.6873,0.7904,0.9948,0.7863,True,True
FKID006283,AnepalyaJunc,12.951754411666668,77.60533033,3,FKID007449,CMP GateJunc,12.957914185000002,77.60585476,vehicle_breakdown,113.6,0.6873,0.7843,0.9948,0.7803,True,True
FKID006283,AnepalyaJunc,12.951754411666668,77.60533033,4,FKID006808,Richmond circle jn,12.965108050909093,77.59626807090909,vehicle_breakdown,67.6,1.7802,0.8042,0.9655,0.7765,True,True
FKID006283,AnepalyaJunc,12.951754411666668,77.60533033,5,FKID006314,HudsonCircle,12.967816574375,77.590308950625,procession,67.6,2.4165,0.8042,0.9374,0.7539,False,False
FKID006314,HudsonCircle,12.967816574375,77.590308950625,1,FKID007686,SiddalingaiahCircle,12.971612360909091,77.59445759545454,procession,67.6,0.6166,1.0,0.9958,0.9958,True,True
FKID006314,HudsonCircle,12.967816574375,77.590308950625,2,FKID006315,K R Circle,12.976696022580644,77.58604781483871,procession,67.6,1.09,0.8788,0.9869,0.8673,True,True
FKID006314,HudsonCircle,12.967816574375,77.590308950625,3,FKID006808,Richmond circle jn,12.965108050909093,77.59626807090909,vehicle_breakdown,67.6,0.7125,0.8466,0.9944,0.8419,True,True
FKID006314,HudsonCircle,12.967816574375,77.590308950625,4,FKID007862,Richmond circle jn,12.965108050909093,77.59626807090909,vehicle_breakdown,67.6,0.7125,0.8109,0.9944,0.8064,True,True
FKID006314,HudsonCircle,12.967816574375,77.590308950625,5,FKID007864,Richmond circle jn,12.965108050909093,77.59626807090909,vehicle_breakdown,62.4,0.7125,0.8076,0.9944,0.8031,True,True
FKID006315,K R Circle,12.976696022580644,77.58604781483871,1,FKID007686,SiddalingaiahCircle,12.971612360909091,77.59445759545454,procession,67.6,1.0723,0.8788,0.9874,0.8677,True,True
FKID006315,K R Circle,12.976696022580644,77.58604781483871,2,FKID006314,HudsonCircle,12.967816574375,77.590308950625,procession,67.6,1.09,0.8788,0.9869,0.8673,True,True
FKID006315,K R Circle,12.976696022580644,77.58604781483871,3,FKID006812,SagarTheatreJunc,12.974529163333331,77.57870924833334,vehicle_breakdown,67.6,0.8309,0.8466,0.9924,0.8402,True,True
FKID006315,K R Circle,12.976696022580644,77.58604781483871,4,FKID002354,"Trilight Circle,Race course Road",12.984309145,77.582696795,construction,67.6,0.9211,0.8466,0.9907,0.8387,True,True
FKID006315,K R Circle,12.976696022580644,77.58604781483871,5,FKID002486,SubbannaJunction,12.982947461111111,77.57678229777778,construction,67.6,1.2211,0.8466,0.9836,0.8328,True,True
FKID006401,DomlurWaterTank,12.961040745,77.63887486666667,1,FKID006075,Indiranasgar13thMainJunc,12.96677619,77.641548645,construction,74.1,0.7005,0.6875,0.9946,0.6838,True,True
FKID006401,DomlurWaterTank,12.961040745,77.63887486666667,2,FKID006342,OldMadrasRd-80FeetRdJunc,12.985833575,77.645409175,vehicle_breakdown,67.6,2.8463,0.7184,0.9142,0.6568,False,False
FKID006401,DomlurWaterTank,12.961040745,77.63887486666667,3,FKID005943,DomlurWaterTank,12.961040745,77.63887486666667,vehicle_breakdown,4.6,0.0,0.6564,1.0,0.6564,True,True
FKID006401,DomlurWaterTank,12.961040745,77.63887486666667,4,FKID006666,OldPoliceStation-Ashoknagar,12.9683707,77.60624623999999,public_event,3.4,3.6284,0.759,0.8644,0.6561,False,False
FKID006401,DomlurWaterTank,12.961040745,77.63887486666667,5,FKID005801,Ashoknagar Junction(ShoolayCircle),12.966321083333334,77.60641865000001,vehicle_breakdown,67.6,3.5657,0.7459,0.8687,0.648,False,False
FKID006473,Batrayanapura(Amrutahalli)Junction,13.067096859285714,77.59289248,1,FKID006797,YelhankaBypass,13.082246415789474,77.59342907894738,vehicle_breakdown,67.6,1.6856,0.7457,0.969,0.7226,True,True
FKID006473,Batrayanapura(Amrutahalli)Junction,13.067096859285714,77.59289248,2,FKID006073,Batrayanapura(Amrutahalli)Junction,13.067096859285714,77.59289248,vehicle_breakdown,117.0,0.0,0.6648,1.0,0.6648,True,True
FKID006473,Batrayanapura(Amrutahalli)Junction,13.067096859285714,77.59289248,3,FKID007188,Batrayanapura(Amrutahalli)Junction,13.067096859285714,77.59289248,vehicle_breakdown,67.6,0.0,0.6616,1.0,0.6616,True,True
FKID006473,Batrayanapura(Amrutahalli)Junction,13.067096859285714,77.59289248,4,FKID007018,JakkurCrossJunction,13.073616027777778,77.59285452777777,vehicle_breakdown,67.6,0.7249,0.6545,0.9942,0.6507,True,True
FKID006473,Batrayanapura(Amrutahalli)Junction,13.067096859285714,77.59289248,5,FKID007201,Batrayanapura(Amrutahalli)Junction,13.067096859285714,77.59289248,vehicle_breakdown,67.6,0.0,0.638,1.0,0.638,True,True
FKID006547,Marigowda-TavarkereRdJunc,12.935764,77.60780676153846,1,FKID006581,Marigowda-TavarkereRdJunc,12.935764,77.60780676153846,public_event,180.2,0.0,0.9567,1.0,0.9567,True,True
FKID006547,Marigowda-TavarkereRdJunc,12.935764,77.60780676153846,2,FKID007245,Marigowda-TavarkereRdJunc,12.935764,77.60780676153846,congestion,115.8,0.0,0.7995,1.0,0.7995,True,True
FKID006547,Marigowda-TavarkereRdJunc,12.935764,77.60780676153846,3,FKID007274,DairyCircle,12.93636748,77.6029089,vehicle_breakdown,73.6,0.535,0.7865,0.9968,0.784,True,True
FKID006547,Marigowda-TavarkereRdJunc,12.935764,77.60780676153846,4,FKID006552,NIMHANS Junction,12.940403733333332,77.5977461,vehicle_breakdown,67.6,1.2062,0.7929,0.984,0.7802,True,True
FKID006547,Marigowda-TavarkereRdJunc,12.935764,77.60780676153846,5,FKID005956,Marigowda-TavarkereRdJunc,12.935764,77.60780676153846,procession,67.6,0.0,0.7686,1.0,0.7686,True,True
FKID006581,Marigowda-TavarkereRdJunc,12.935764,77.60780676153846,1,FKID006547,Marigowda-TavarkereRdJunc,12.935764,77.60780676153846,public_event,146.2,0.0,0.9567,1.0,0.9567,True,True
FKID006581,Marigowda-TavarkereRdJunc,12.935764,77.60780676153846,2,FKID007245,Marigowda-TavarkereRdJunc,12.935764,77.60780676153846,congestion,115.8,0.0,0.7649,1.0,0.7649,True,True
FKID006581,Marigowda-TavarkereRdJunc,12.935764,77.60780676153846,3,FKID007112,NIMHANS Junction,12.940403733333332,77.5977461,vehicle_breakdown,74.3,1.2062,0.7685,0.984,0.7562,True,True
FKID006581,Marigowda-TavarkereRdJunc,12.935764,77.60780676153846,4,FKID007274,DairyCircle,12.93636748,77.6029089,vehicle_breakdown,73.6,0.535,0.7525,0.9968,0.7501,True,True
FKID006581,Marigowda-TavarkereRdJunc,12.935764,77.60780676153846,5,FKID006552,NIMHANS Junction,12.940403733333332,77.5977461,vehicle_breakdown,67.6,1.2062,0.7586,0.984,0.7465,True,True
FKID006633,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,1,FKID006638,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,public_event,0.0,0.0,1.0,1.0,1.0,True,True
FKID006633,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,2,FKID007340,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,construction,134.0,0.0,0.7563,1.0,0.7563,True,True
FKID006633,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,3,FKID006350,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,vehicle_breakdown,67.6,0.0,0.7515,1.0,0.7515,True,True
FKID006633,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,4,FKID006215,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,vehicle_breakdown,99.0,0.0,0.7481,1.0,0.7481,True,True
FKID006633,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,5,FKID006635,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,public_event,720.1,0.0,0.5645,1.0,0.5645,True,True
FKID006635,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,1,FKID006633,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,public_event,0.0,0.0,0.5645,1.0,0.5645,True,True
FKID006635,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,2,FKID006638,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,public_event,0.0,0.0,0.5645,1.0,0.5645,True,True
FKID006635,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,3,FKID007340,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,construction,134.0,0.0,0.5282,1.0,0.5282,True,True
FKID006635,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,4,FKID006639,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,public_event,1440.0,0.0,0.5646,1.0,0.3952,True,True
FKID006635,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,5,FKID006248,HunsemarammanahalliJunction,13.142240485714286,77.61770735714286,public_event,190.0,6.1958,0.5875,0.6539,0.3842,False,False
FKID006638,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,1,FKID006633,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,public_event,0.0,0.0,1.0,1.0,1.0,True,True
FKID006638,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,2,FKID007340,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,construction,134.0,0.0,0.7563,1.0,0.7563,True,True
FKID006638,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,3,FKID006350,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,vehicle_breakdown,67.6,0.0,0.7515,1.0,0.7515,True,True
FKID006638,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,4,FKID006215,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,vehicle_breakdown,99.0,0.0,0.7481,1.0,0.7481,True,True
FKID006638,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,5,FKID006635,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,public_event,720.1,0.0,0.5645,1.0,0.5645,True,True
FKID006639,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,1,FKID006635,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,public_event,720.1,0.0,0.7514,1.0,0.7514,True,True
FKID006639,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,2,FKID006960,BagalurCrossJunc,13.122025955555555,77.61086333333333,others,1440.0,8.53,0.8216,0.447,0.3672,False,False
FKID006639,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,3,FKID007136,BagalurCrossJunc,13.122025955555555,77.61086333333333,others,1369.9,8.53,0.8008,0.447,0.3579,False,False
FKID006639,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,4,FKID005852,BagalurCrossJunc,13.122025955555555,77.61086333333333,others,1440.0,8.53,0.7676,0.447,0.3431,False,False
FKID006639,SadahalliGateJunc(AirportRd),13.190765028571429,77.64583525714285,5,FKID007664,BagalurCrossJunc,13.122025955555555,77.61086333333333,others,1440.0,8.53,0.6706,0.447,0.2997,False,False
FKID006650,RajajinagarEntranceJunction,12.9822577,77.55984628,1,FKID006949,KarnatakaBhavanJunction,12.981451431111113,77.5647627311111,vehicle_breakdown,8.6,0.5402,0.8243,0.9968,0.8217,True,True
FKID006650,RajajinagarEntranceJunction,12.9822577,77.55984628,2,FKID006680,BasavamantapaJunc-Dr RajkumarRd,12.9802019,77.55618905,vehicle_breakdown,16.8,0.4575,0.8189,0.9977,0.817,True,True
FKID006650,RajajinagarEntranceJunction,12.9822577,77.55984628,3,FKID006930,KrishnaFlourMill,12.984845371578947,77.57305116631579,vehicle_breakdown,12.0,1.4594,0.831,0.9767,0.8116,True,True
FKID006650,RajajinagarEntranceJunction,12.9822577,77.55984628,4,FKID006651,SubedarChatramRd near SheshadripuramPS,12.9875192825,77.57405029,vehicle_breakdown,12.9,1.6465,0.8357,0.9704,0.811,True,True
FKID006650,RajajinagarEntranceJunction,12.9822577,77.55984628,5,FKID007111,ShantalaJunction,12.974563449333337,77.57028000666668,vehicle_breakdown,6.9,1.4178,0.8227,0.978,0.8046,True,True
FKID006666,OldPoliceStation-Ashoknagar,12.9683707,77.60624623999999,1,FKID007311,SiddalingaiahCircle,12.971612360909091,77.59445759545454,vehicle_breakdown,3.5,1.3273,0.8153,0.9807,0.7996,True,True
FKID006666,OldPoliceStation-Ashoknagar,12.9683707,77.60624623999999,2,FKID006871,HudsonCircle,12.967816574375,77.590308950625,vehicle_breakdown,14.2,1.728,0.8224,0.9675,0.7957,True,True
FKID006666,OldPoliceStation-Ashoknagar,12.9683707,77.60624623999999,3,FKID006427,N R SquareJunc,12.96546108,77.58656263,vehicle_breakdown,13.2,2.1573,0.8347,0.9498,0.7928,False,False
FKID006666,OldPoliceStation-Ashoknagar,12.9683707,77.60624623999999,4,FKID007373,AshirwadamCircle,12.9710604,77.60420058,vehicle_breakdown,67.6,0.3723,0.7918,0.9985,0.7906,True,True
FKID006666,OldPoliceStation-Ashoknagar,12.9683707,77.60624623999999,5,FKID007374,AshirwadamCircle,12.9710604,77.60420058,vehicle_breakdown,67.6,0.3723,0.7918,0.9985,0.7906,True,True
FKID006703,Bommanahalli,12.906963534615384,77.62816493076923,1,FKID007199,Bommanahalli,12.906963534615384,77.62816493076923,vehicle_breakdown,23.5,0.0,0.7987,1.0,0.7987,True,True
FKID006703,Bommanahalli,12.906963534615384,77.62816493076923,2,FKID007002,Bommanahalli,12.906963534615384,77.62816493076923,vehicle_breakdown,67.6,0.0,0.7787,1.0,0.7787,True,True
FKID006703,Bommanahalli,12.906963534615384,77.62816493076923,3,FKID006286,Bommanahalli,12.906963534615384,77.62816493076923,vehicle_breakdown,67.6,0.0,0.7744,1.0,0.7744,True,True
FKID006703,Bommanahalli,12.906963534615384,77.62816493076923,4,FKID006452,Bommanahalli,12.906963534615384,77.62816493076923,vehicle_breakdown,1.4,0.0,0.7725,1.0,0.7725,True,True
FKID006703,Bommanahalli,12.906963534615384,77.62816493076923,5,FKID006503,SilkBoardJunc,12.917013388484849,77.62287403454545,vehicle_breakdown,22.3,1.256,0.7858,0.9827,0.7722,True,True
FKID006806,PurnimaTheaterJunc,12.96036127625,77.58765571250001,1,FKID005989,BMTCJunction-K H Road,12.956571942,77.593179472,vehicle_breakdown,67.6,0.732,0.8466,0.9941,0.8416,True,True
FKID006806,PurnimaTheaterJunc,12.96036127625,77.58765571250001,2,FKID000008,QueensStatueCircle,12.977181917777775,77.59924659111113,public_event,67.6,2.2529,0.8788,0.9454,0.8308,False,False
FKID006806,PurnimaTheaterJunc,12.96036127625,77.58765571250001,3,FKID000439,QueensStatueCircle,12.977181917777775,77.59924659111113,public_event,67.6,2.2529,0.8788,0.9454,0.8308,False,False
FKID006806,PurnimaTheaterJunc,12.96036127625,77.58765571250001,4,FKID008046,K H Road-SiddaiahRdJunc(BMTC-BigBazaar),12.952732066666668,77.59074646666666,vehicle_breakdown,67.6,0.9121,0.8083,0.9908,0.8009,True,True
FKID006806,PurnimaTheaterJunc,12.96036127625,77.58765571250001,5,FKID007689,PurnimaTheaterJunc,12.96036127625,77.58765571250001,vehicle_breakdown,67.6,0.0,0.7885,1.0,0.7885,True,True
FKID006807,PoliceCornerJunc,12.968714985,77.58703580538462,1,FKID006764,CMP GateJunc,12.957914185000002,77.60585476,pot_holes,1440.0,2.3666,0.7855,0.9399,0.7383,False,False
FKID006807,PoliceCornerJunc,12.968714985,77.58703580538462,2,FKID006642,Dr TCM RoyanRd near AmbedkarStatue,12.965155475,77.56807370833333,pot_holes,1329.9,2.0925,0.7625,0.9527,0.7264,False,False
FKID006807,PoliceCornerJunc,12.968714985,77.58703580538462,3,FKID006643,Dr TCM RoyanRd near AmbedkarStatue,12.965155475,77.56807370833333,construction,1329.5,2.0925,0.7623,0.9527,0.7262,False,False
FKID006807,PoliceCornerJunc,12.968714985,77.58703580538462,4,FKID006040,IndianExpressJunction,12.98415381875,77.59736211250001,pot_holes,1440.0,2.0492,0.7556,0.9546,0.7213,False,False
FKID006807,PoliceCornerJunc,12.968714985,77.58703580538462,5,FKID007206,CMP GateJunc,12.957914185000002,77.60585476,pot_holes,1440.0,2.3666,0.7662,0.9399,0.7201,False,False
FKID006838,MarenahalliRd-18thMainRdJunc,12.9186031,77.58915404999999,1,FKID005956,Marigowda-TavarkereRdJunc,12.935764,77.60780676153846,procession,67.6,2.7799,0.8877,0.918,0.8149,False,False
FKID006838,MarenahalliRd-18thMainRdJunc,12.9186031,77.58915404999999,2,FKID006837,Arbindo Circle,12.91728056,77.585654,vehicle_breakdown,67.6,0.4068,0.8025,0.9982,0.801,True,True
FKID006838,MarenahalliRd-18thMainRdJunc,12.9186031,77.58915404999999,3,FKID007131,BanashankariBusStandJunc,12.916914513846152,77.57278397769231,vehicle_breakdown,67.6,1.7841,0.8025,0.9654,0.7747,True,True
FKID006838,MarenahalliRd-18thMainRdJunc,12.9186031,77.58915404999999,4,FKID007366,South end circle,12.937703816666668,77.57961607,accident,18.2,2.3621,0.8151,0.9401,0.7663,False,False
FKID006838,MarenahalliRd-18thMainRdJunc,12.9186031,77.58915404999999,5,FKID006389,28thMainJayanagarJunc,12.9168331,77.59537391666667,pot_holes,67.6,0.7023,0.7688,0.9946,0.7647,True,True
FKID007012,VijayanagarBusStandJunction,12.973221583333334,77.53947993333334,1,FKID007013,VijayanagarBusStandJunction,12.973221583333334,77.53947993333334,public_event,2.2,0.0,0.9971,1.0,0.9971,True,True
FKID007012,VijayanagarBusStandJunction,12.973221583333334,77.53947993333334,2,FKID007235,VijayanagarBusStandJunction,12.973221583333334,77.53947993333334,vehicle_breakdown,32.7,0.0,0.8018,1.0,0.8018,True,True
FKID007012,VijayanagarBusStandJunction,12.973221583333334,77.53947993333334,3,FKID006242,Fire Force Junction,12.98076095,77.5495049,vehicle_breakdown,9.6,1.3721,0.8147,0.9794,0.7979,True,True
FKID007012,VijayanagarBusStandJunction,12.973221583333334,77.53947993333334,4,FKID007204,CholurpalyaJunction(MagadiRd),12.97376415,77.5500964,others,64.1,1.1519,0.7956,0.9854,0.784,True,True
FKID007012,VijayanagarBusStandJunction,12.973221583333334,77.53947993333334,5,FKID007047,PuttammaChoultryNagarbhavi,12.9756474,77.53791515,vehicle_breakdown,67.6,0.3186,0.7849,0.9989,0.784,True,True
FKID007013,VijayanagarBusStandJunction,12.973221583333334,77.53947993333334,1,FKID007012,VijayanagarBusStandJunction,12.973221583333334,77.53947993333334,public_event,5.9,0.0,0.9971,1.0,0.9971,True,True
FKID007013,VijayanagarBusStandJunction,12.973221583333334,77.53947993333334,2,FKID007235,VijayanagarBusStandJunction,12.973221583333334,77.53947993333334,vehicle_breakdown,32.7,0.0,0.7994,1.0,0.7994,True,True
FKID007013,VijayanagarBusStandJunction,12.973221583333334,77.53947993333334,3,FKID006242,Fire Force Junction,12.98076095,77.5495049,vehicle_breakdown,9.6,1.3721,0.8123,0.9794,0.7956,True,True
FKID007013,VijayanagarBusStandJunction,12.973221583333334,77.53947993333334,4,FKID007204,CholurpalyaJunction(MagadiRd),12.97376415,77.5500964,others,64.1,1.1519,0.7932,0.9854,0.7817,True,True
FKID007013,VijayanagarBusStandJunction,12.973221583333334,77.53947993333334,5,FKID007047,PuttammaChoultryNagarbhavi,12.9756474,77.53791515,vehicle_breakdown,67.6,0.3186,0.7826,0.9989,0.7817,True,True
FKID007161,LeprosyhospitalJunc,12.97553827904762,77.5642398852381,1,FKID006375,LeprosyhospitalJunc,12.97553827904762,77.5642398852381,vehicle_breakdown,66.2,0.0,0.8079,1.0,0.8079,True,True
