event_id,event_cause,service_tier,officers_allocated,barricades_allocated,tow_trucks_allocated,qru_allocated,diversion_activated,diversion_reason,expected_delay_reduction_min,effectiveness,robustness_score,resource_rationale_score,resource_explanation,generated_at
FKID000944,water_logging,elevated,3,2,1,1,0,not_activated,129701.8854471377,0.7247292169102477,0.6090335979003525,0.261075,"Service tier 'elevated' drives baseline staffing; allocated 3 officers, 2 barricades, 1 tow, 1 QRU. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.61; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID003911,pot_holes,elevated,3,2,1,0,0,not_activated,84551.18426212123,0.6284233089779543,0.6196003610207792,0.241767,"Service tier 'elevated' drives baseline staffing; allocated 3 officers, 2 barricades, 1 tow. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.62; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID000923,pot_holes,elevated,3,2,1,0,0,not_activated,87621.77553204313,0.6284233089779543,0.6397455898466224,0.23673,"Service tier 'elevated' drives baseline staffing; allocated 3 officers, 2 barricades, 1 tow. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.64; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID000129,others,elevated,3,2,1,0,0,not_activated,86587.82129478145,0.6284233089779543,0.6489802537919833,0.234422,"Service tier 'elevated' drives baseline staffing; allocated 3 officers, 2 barricades, 1 tow. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.65; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID007189,tree_fall,elevated,3,2,1,0,0,not_activated,35588.95191386835,0.6284233089779543,0.6496417004311966,0.234256,"Service tier 'elevated' drives baseline staffing; allocated 3 officers, 2 barricades, 1 tow. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.65; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID000842,others,elevated,3,2,1,0,0,not_activated,57185.44887154343,0.6284233089779543,0.6506820533819835,0.233996,"Service tier 'elevated' drives baseline staffing; allocated 3 officers, 2 barricades, 1 tow. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.65; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID006015,pot_holes,elevated,2,2,0,0,0,not_activated,51603.09643413564,0.4287909361511851,0.5883711828589915,0.232907,"Service tier 'elevated' drives baseline staffing; allocated 2 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.59; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID001133,pot_holes,elevated,3,2,0,0,0,not_activated,65454.41716028219,0.5228860844789656,0.6543371025232864,0.220582,"Service tier 'elevated' drives baseline staffing; allocated 3 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.65; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID005996,tree_fall,elevated,3,2,0,0,0,not_activated,21638.194111518143,0.5228860844789656,0.6752215159679494,0.215361,"Service tier 'elevated' drives baseline staffing; allocated 3 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.68; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID003897,debris,elevated,3,2,0,0,0,not_activated,38274.58757645357,0.5228860844789656,0.6914644886976131,0.211301,"Service tier 'elevated' drives baseline staffing; allocated 3 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.69; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID006340,others,normal,2,2,0,0,0,not_activated,548133.0984335963,0.4287909361511851,0.3937542091984826,0.164895,"Service tier 'normal' drives baseline staffing; allocated 2 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.39; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID008103,water_logging,normal,2,2,0,0,0,not_activated,256837.48021440455,0.4287909361511851,0.5056611060946288,0.136918,"Service tier 'normal' drives baseline staffing; allocated 2 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.51; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID007137,construction,normal,3,2,0,0,0,not_activated,30504.94022531875,0.5228860844789656,0.6550900509162499,0.103727,"Service tier 'normal' drives baseline staffing; allocated 3 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.66; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID004829,road_conditions,normal,2,2,0,0,0,not_activated,40520.44108069066,0.4287909361511851,0.6387857868281211,0.103637,"Service tier 'normal' drives baseline staffing; allocated 2 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.64; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID004711,public_event,normal,2,2,0,0,0,not_activated,18224.11684448476,0.4287909361511851,0.6437840266918657,0.102387,"Service tier 'normal' drives baseline staffing; allocated 2 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.64; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID000346,water_logging,normal,2,2,0,0,0,not_activated,62645.601334316525,0.4287909361511851,0.6455097531394642,0.101956,"Service tier 'normal' drives baseline staffing; allocated 2 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.65; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID003103,pot_holes,normal,2,2,0,0,0,not_activated,41404.53354864768,0.4287909361511851,0.6646987745829482,0.097159,"Service tier 'normal' drives baseline staffing; allocated 2 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.66; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID001646,pot_holes,normal,3,2,0,0,0,not_activated,48826.83254286062,0.5228860844789656,0.68147331536248,0.097132,"Service tier 'normal' drives baseline staffing; allocated 3 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.68; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID001931,construction,normal,2,2,0,0,0,not_activated,25758.2930312448,0.4287909361511851,0.6693175650627632,0.096004,"Service tier 'normal' drives baseline staffing; allocated 2 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.67; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID000528,tree_fall,normal,2,2,0,0,0,not_activated,11569.806600265263,0.4287909361511851,0.6700278627808904,0.095826,"Service tier 'normal' drives baseline staffing; allocated 2 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.67; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID000002,others,normal,2,2,0,0,0,not_activated,29012.763953773112,0.4287909361511851,0.6709110911334648,0.095606,"Service tier 'normal' drives baseline staffing; allocated 2 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.67; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID001592,pot_holes,normal,2,2,0,0,0,not_activated,54630.07756501407,0.4287909361511851,0.6709886318385415,0.095586,"Service tier 'normal' drives baseline staffing; allocated 2 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.67; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID004694,pot_holes,normal,2,2,0,0,0,not_activated,47255.00525253864,0.4287909361511851,0.6725722440310071,0.09519,"Service tier 'normal' drives baseline staffing; allocated 2 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.67; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID001932,construction,normal,2,2,0,0,0,not_activated,27521.464592051478,0.4287909361511851,0.675278842047122,0.094514,"Service tier 'normal' drives baseline staffing; allocated 2 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.68; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID001489,construction,normal,2,2,0,0,0,not_activated,20840.06360057465,0.4287909361511851,0.6763844153996201,0.094237,"Service tier 'normal' drives baseline staffing; allocated 2 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.68; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID004408,pot_holes,normal,2,2,0,0,0,not_activated,39691.01573827251,0.4287909361511851,0.6790515572069142,0.09357,"Service tier 'normal' drives baseline staffing; allocated 2 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.68; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID004967,pot_holes,normal,2,2,0,0,0,not_activated,34037.81956423304,0.4287909361511851,0.6793103582988712,0.093506,"Service tier 'normal' drives baseline staffing; allocated 2 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.68; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID004492,pot_holes,normal,2,2,0,0,0,not_activated,35357.08162921238,0.4287909361511851,0.6826415338933803,0.092673,"Service tier 'normal' drives baseline staffing; allocated 2 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.68; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID000164,pot_holes,normal,2,2,0,0,0,not_activated,44839.79088850492,0.4287909361511851,0.6828907213210744,0.092611,"Service tier 'normal' drives baseline staffing; allocated 2 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.68; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID005593,water_logging,normal,2,2,0,0,0,not_activated,57981.6134993236,0.4287909361511851,0.6833205318591065,0.092503,"Service tier 'normal' drives baseline staffing; allocated 2 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.68; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID000968,tree_fall,normal,2,2,0,0,0,not_activated,11212.06926337473,0.4287909361511851,0.6835458828388872,0.092447,"Service tier 'normal' drives baseline staffing; allocated 2 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.68; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID004806,others,normal,2,2,0,0,0,not_activated,35483.70615161021,0.4287909361511851,0.6880040484949375,0.091332,"Service tier 'normal' drives baseline staffing; allocated 2 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.69; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID005244,construction,normal,2,2,0,0,0,not_activated,12655.047405004643,0.4287909361511851,0.6893124681097379,0.091005,"Service tier 'normal' drives baseline staffing; allocated 2 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.69; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID003235,tree_fall,normal,2,2,0,0,0,not_activated,13422.809355887975,0.4287909361511851,0.6897632840817196,0.090893,"Service tier 'normal' drives baseline staffing; allocated 2 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.69; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID004401,road_conditions,normal,2,2,0,0,0,not_activated,41539.14366730869,0.4287909361511851,0.6917314958749643,0.0904,"Service tier 'normal' drives baseline staffing; allocated 2 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.69; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID005137,pot_holes,normal,2,2,0,0,0,not_activated,54774.88301788697,0.4287909361511851,0.6937476000644609,0.089896,"Service tier 'normal' drives baseline staffing; allocated 2 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.69; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID005194,pot_holes,normal,2,2,0,0,0,not_activated,39807.27611203364,0.4287909361511851,0.6952947838934367,0.08951,"Service tier 'normal' drives baseline staffing; allocated 2 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.70; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID005079,road_conditions,normal,2,2,0,0,0,not_activated,43191.31201692419,0.4287909361511851,0.6962510139836364,0.089271,"Service tier 'normal' drives baseline staffing; allocated 2 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.70; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID004519,road_conditions,normal,2,2,0,0,0,not_activated,40872.48564579967,0.4287909361511851,0.697549590099694,0.088946,"Service tier 'normal' drives baseline staffing; allocated 2 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.70; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
FKID004531,construction,normal,2,2,0,0,0,not_activated,19084.52558455004,0.4287909361511851,0.6986795236708991,0.088663,"Service tier 'normal' drives baseline staffing; allocated 2 officers, 2 barricades. Highest marginal-value resource city-wide is 'qru' (shadow price 71388). Robustness=0.70; chance constraints satisfied.",2026-06-20T01:47:22.843487+00:00
