grid_time_utc,t_hours,zone,split,hour_sin,hour_cos,dow,is_weekend,is_peak,lambda_v,log_lambda_v,count_1h,count_4h,count_24h,burden_1h,burden_4h,hotspot_n_sig,hotspot_max_z,hotspot_mean_burden,zone_mean_fragility,zone_hist_rate,Y_count_3h,Y_bin_3h,Y_count_6h,Y_bin_6h,Y_count_9h,Y_bin_9h
2023-11-01T15:00:00.000000001+00:00,-196.41337611111112,Central Zone 1,train,-0.914964,0.403535,2,0,1,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01T16:00:00.000000001+00:00,-195.41337611111112,Central Zone 1,train,-0.779345,0.626595,2,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01T17:00:00.000000001+00:00,-194.41337611111112,Central Zone 1,train,-0.590615,0.806954,2,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01T18:00:00.000000001+00:00,-193.41337611111112,Central Zone 1,train,-0.361635,0.93232,2,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01T19:00:00.000000001+00:00,-192.41337611111112,Central Zone 1,train,-0.10801,0.99415,2,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01T20:00:00.000000001+00:00,-191.41337611111112,Central Zone 1,train,0.152975,0.98823,2,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01T21:00:00.000000001+00:00,-190.41337611111112,Central Zone 1,train,0.403535,0.914964,2,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01T22:00:00.000000001+00:00,-189.41337611111112,Central Zone 1,train,0.626595,0.779345,2,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01T23:00:00.000000001+00:00,-188.41337611111112,Central Zone 1,train,0.806954,0.590615,2,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-02T00:00:00.000000001+00:00,-187.41337611111112,Central Zone 1,train,0.93232,0.361635,3,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-02T01:00:00.000000001+00:00,-186.41337611111112,Central Zone 1,train,0.99415,0.10801,3,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-02T02:00:00.000000001+00:00,-185.41337611111112,Central Zone 1,train,0.98823,-0.152975,3,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-02T03:00:00.000000001+00:00,-184.41337611111112,Central Zone 1,train,0.914964,-0.403535,3,0,1,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-02T04:00:00.000000001+00:00,-183.41337611111112,Central Zone 1,train,0.779345,-0.626595,3,0,1,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-02T05:00:00.000000001+00:00,-182.41337611111112,Central Zone 1,train,0.590615,-0.806954,3,0,1,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-02T06:00:00.000000001+00:00,-181.41337611111112,Central Zone 1,train,0.361635,-0.93232,3,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-02T07:00:00.000000001+00:00,-180.41337611111112,Central Zone 1,train,0.10801,-0.99415,3,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-02T08:00:00.000000001+00:00,-179.41337611111112,Central Zone 1,train,-0.152975,-0.98823,3,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-02T09:00:00.000000001+00:00,-178.41337611111112,Central Zone 1,train,-0.403535,-0.914964,3,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-02T10:00:00.000000001+00:00,-177.41337611111112,Central Zone 1,train,-0.626595,-0.779345,3,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-02T11:00:00.000000001+00:00,-176.41337611111112,Central Zone 1,train,-0.806954,-0.590615,3,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-02T12:00:00.000000001+00:00,-175.41337611111112,Central Zone 1,train,-0.93232,-0.361635,3,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-02T13:00:00.000000001+00:00,-174.41337611111112,Central Zone 1,train,-0.99415,-0.10801,3,0,1,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-02T14:00:00.000000001+00:00,-173.41337611111112,Central Zone 1,train,-0.98823,0.152975,3,0,1,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-02T15:00:00.000000001+00:00,-172.41337611111112,Central Zone 1,train,-0.914964,0.403535,3,0,1,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-02T16:00:00.000000001+00:00,-171.41337611111112,Central Zone 1,train,-0.779345,0.626595,3,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-02T17:00:00.000000001+00:00,-170.41337611111112,Central Zone 1,train,-0.590615,0.806954,3,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-02T18:00:00.000000001+00:00,-169.41337611111112,Central Zone 1,train,-0.361635,0.93232,3,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-02T19:00:00.000000001+00:00,-168.41337611111112,Central Zone 1,train,-0.10801,0.99415,3,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-02T20:00:00.000000001+00:00,-167.41337611111112,Central Zone 1,train,0.152975,0.98823,3,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-02T21:00:00.000000001+00:00,-166.41337611111112,Central Zone 1,train,0.403535,0.914964,3,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-02T22:00:00.000000001+00:00,-165.41337611111112,Central Zone 1,train,0.626595,0.779345,3,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-02T23:00:00.000000001+00:00,-164.41337611111112,Central Zone 1,train,0.806954,0.590615,3,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-03T00:00:00.000000001+00:00,-163.41337611111112,Central Zone 1,train,0.93232,0.361635,4,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-03T01:00:00.000000001+00:00,-162.41337611111112,Central Zone 1,train,0.99415,0.10801,4,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-03T02:00:00.000000001+00:00,-161.41337611111112,Central Zone 1,train,0.98823,-0.152975,4,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-03T03:00:00.000000001+00:00,-160.41337611111112,Central Zone 1,train,0.914964,-0.403535,4,0,1,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-03T04:00:00.000000001+00:00,-159.41337611111112,Central Zone 1,train,0.779345,-0.626595,4,0,1,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-03T05:00:00.000000001+00:00,-158.41337611111112,Central Zone 1,train,0.590615,-0.806954,4,0,1,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-03T06:00:00.000000001+00:00,-157.41337611111112,Central Zone 1,train,0.361635,-0.93232,4,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-03T07:00:00.000000001+00:00,-156.41337611111112,Central Zone 1,train,0.10801,-0.99415,4,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-03T08:00:00.000000001+00:00,-155.41337611111112,Central Zone 1,train,-0.152975,-0.98823,4,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-03T09:00:00.000000001+00:00,-154.41337611111112,Central Zone 1,train,-0.403535,-0.914964,4,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-03T10:00:00.000000001+00:00,-153.41337611111112,Central Zone 1,train,-0.626595,-0.779345,4,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-03T11:00:00.000000001+00:00,-152.41337611111112,Central Zone 1,train,-0.806954,-0.590615,4,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-03T12:00:00.000000001+00:00,-151.41337611111112,Central Zone 1,train,-0.93232,-0.361635,4,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-03T13:00:00.000000001+00:00,-150.41337611111112,Central Zone 1,train,-0.99415,-0.10801,4,0,1,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-03T14:00:00.000000001+00:00,-149.41337611111112,Central Zone 1,train,-0.98823,0.152975,4,0,1,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-03T15:00:00.000000001+00:00,-148.41337611111112,Central Zone 1,train,-0.914964,0.403535,4,0,1,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-03T16:00:00.000000001+00:00,-147.41337611111112,Central Zone 1,train,-0.779345,0.626595,4,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-03T17:00:00.000000001+00:00,-146.41337611111112,Central Zone 1,train,-0.590615,0.806954,4,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-03T18:00:00.000000001+00:00,-145.41337611111112,Central Zone 1,train,-0.361635,0.93232,4,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-03T19:00:00.000000001+00:00,-144.41337611111112,Central Zone 1,train,-0.10801,0.99415,4,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-03T20:00:00.000000001+00:00,-143.41337611111112,Central Zone 1,train,0.152975,0.98823,4,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-03T21:00:00.000000001+00:00,-142.41337611111112,Central Zone 1,train,0.403535,0.914964,4,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-03T22:00:00.000000001+00:00,-141.41337611111112,Central Zone 1,train,0.626595,0.779345,4,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-03T23:00:00.000000001+00:00,-140.41337611111112,Central Zone 1,train,0.806954,0.590615,4,0,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-04T00:00:00.000000001+00:00,-139.41337611111112,Central Zone 1,train,0.93232,0.361635,5,1,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-04T01:00:00.000000001+00:00,-138.41337611111112,Central Zone 1,train,0.99415,0.10801,5,1,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-04T02:00:00.000000001+00:00,-137.41337611111112,Central Zone 1,train,0.98823,-0.152975,5,1,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-04T03:00:00.000000001+00:00,-136.41337611111112,Central Zone 1,train,0.914964,-0.403535,5,1,1,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-04T04:00:00.000000001+00:00,-135.41337611111112,Central Zone 1,train,0.779345,-0.626595,5,1,1,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-04T05:00:00.000000001+00:00,-134.41337611111112,Central Zone 1,train,0.590615,-0.806954,5,1,1,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-04T06:00:00.000000001+00:00,-133.41337611111112,Central Zone 1,train,0.361635,-0.93232,5,1,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-04T07:00:00.000000001+00:00,-132.41337611111112,Central Zone 1,train,0.10801,-0.99415,5,1,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-04T08:00:00.000000001+00:00,-131.41337611111112,Central Zone 1,train,-0.152975,-0.98823,5,1,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-04T09:00:00.000000001+00:00,-130.41337611111112,Central Zone 1,train,-0.403535,-0.914964,5,1,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-04T10:00:00.000000001+00:00,-129.41337611111112,Central Zone 1,train,-0.626595,-0.779345,5,1,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-04T11:00:00.000000001+00:00,-128.41337611111112,Central Zone 1,train,-0.806954,-0.590615,5,1,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-04T12:00:00.000000001+00:00,-127.41337611111112,Central Zone 1,train,-0.93232,-0.361635,5,1,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-04T13:00:00.000000001+00:00,-126.41337611111112,Central Zone 1,train,-0.99415,-0.10801,5,1,1,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-04T14:00:00.000000001+00:00,-125.41337611111112,Central Zone 1,train,-0.98823,0.152975,5,1,1,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-04T15:00:00.000000001+00:00,-124.41337611111112,Central Zone 1,train,-0.914964,0.403535,5,1,1,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-04T16:00:00.000000001+00:00,-123.41337611111112,Central Zone 1,train,-0.779345,0.626595,5,1,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-04T17:00:00.000000001+00:00,-122.41337611111112,Central Zone 1,train,-0.590615,0.806954,5,1,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-04T18:00:00.000000001+00:00,-121.41337611111112,Central Zone 1,train,-0.361635,0.93232,5,1,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-04T19:00:00.000000001+00:00,-120.41337611111112,Central Zone 1,train,-0.10801,0.99415,5,1,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-04T20:00:00.000000001+00:00,-119.41337611111112,Central Zone 1,train,0.152975,0.98823,5,1,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-04T21:00:00.000000001+00:00,-118.41337611111112,Central Zone 1,train,0.403535,0.914964,5,1,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-04T22:00:00.000000001+00:00,-117.41337611111112,Central Zone 1,train,0.626595,0.779345,5,1,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-04T23:00:00.000000001+00:00,-116.41337611111112,Central Zone 1,train,0.806954,0.590615,5,1,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-05T00:00:00.000000001+00:00,-115.41337611111112,Central Zone 1,train,0.93232,0.361635,6,1,0,0.027409,-3.5969,0,0,0,0.0,0.0,9.0,0.2543368368598545,5.738809523809524,4.276671918690674,0.149397,0.0,0.0,0.0,0.0,0.0,0.0
