event_id,rank,feature,shap_value
FKID003865,2,cause_enc,12.966803145128905
FKID003865,3,hotspot_z,-12.442919912234123
FKID005126,1,cause_enc,20.623627264808267
FKID005126,2,corridor_enc,13.562795335965845
FKID005126,3,hotspot_z,-11.413708665466402
FKID000550,1,corridor_enc,40.29590733854892
FKID000550,2,cause_enc,21.227647252381406
FKID000550,3,hotspot_z,-10.716435061807076
FKID006145,1,corridor_enc,-96.46278180324494
FKID006145,2,hotspot_z,42.854866020086845
FKID006145,3,hour_cos,41.26858318580493
FKID001847,1,corridor_enc,27.50856516250024
FKID001847,2,hour_cos,-26.461857280981523
FKID001847,3,cause_enc,11.254194813625197
FKID005271,1,hour_cos,-21.375163050832757
FKID005271,2,corridor_enc,15.231088834849274
FKID005271,3,cause_enc,11.69093719497168
FKID007329,1,hotspot_z,56.17121283892272
FKID007329,2,hour_sin,-51.99693537059977
FKID007329,3,hotspot_intensity,42.01626515222008
FKID005542,1,corridor_enc,40.41749339632156
FKID005542,2,hour_cos,30.457328305515322
FKID005542,3,cause_enc,22.817827360093005
FKID002983,1,cause_enc,18.74520710566482
FKID002983,2,corridor_enc,17.08871370897911
FKID002983,3,hour_cos,12.847914210922578
FKID003606,1,cause_enc,22.105324589068
FKID003606,2,hour_cos,19.233904833168552
FKID003606,3,corridor_enc,16.462165844316846
FKID003761,1,hour_cos,-20.67980958941091
FKID003761,2,corridor_enc,12.134150103037548
FKID003761,3,hotspot_z,-11.377606867313323
FKID007496,1,closure_int,157.77229056669702
FKID007496,2,corridor_enc,53.186935661253585
FKID007496,3,hotspot_intensity,34.15779654724996
FKID004140,1,cause_enc,20.678694643701252
FKID004140,2,corridor_enc,13.509292145896296
FKID004140,3,hotspot_z,-11.375107601219225
FKID005939,1,corridor_enc,66.06330281538493
FKID005939,2,hotspot_intensity,25.010853319040695
FKID005939,3,hotspot_z,23.46388506463712
FKID006035,1,cause_enc,-211.92949972110193
FKID006035,2,junction_enc,39.42124122426775
FKID006035,3,hour_sin,-32.55420125124701
FKID003254,1,corridor_enc,-116.09330348724363
FKID003254,2,hour_cos,37.4747594472997
FKID003254,3,hotspot_z,-11.269310960369365
FKID003001,1,corridor_enc,39.35604341211714
FKID003001,2,hour_cos,31.45431140662417
FKID003001,3,cause_enc,14.618529272689328
FKID006240,1,corridor_enc,18.121842484598663
FKID006240,2,junction_enc,14.633236382055827
FKID006240,3,hotspot_z,13.426696760682688
FKID000619,1,cause_enc,89.71162066376502
FKID000619,2,hour_cos,20.44488676859593
FKID000619,3,priority_enc,12.836796556788515
FKID005190,1,corridor_enc,35.50538537777614
FKID005190,2,hour_cos,-23.373496717775904
FKID005190,3,cause_enc,11.516678138953385
FKID005564,1,cause_enc,-51.58986047775901
FKID005564,2,hour_cos,45.55573310473851
FKID005564,3,priority_enc,19.013511477510143
FKID006707,1,hour_cos,-25.459769560049736
FKID006707,2,hotspot_z,22.450116363175475
FKID006707,3,junction_enc,15.056512411304235
FKID000692,1,corridor_enc,25.989790311083073
FKID000692,2,hour_cos,-11.367854740734696
FKID000692,3,hotspot_z,-10.82486643056423
FKID002254,1,closure_int,168.61723751987603
FKID002254,2,cause_enc,50.05054923036932
FKID002254,3,corridor_enc,14.282621010014857
FKID000790,1,corridor_enc,-93.97121470628238
FKID000790,2,hour_cos,32.82511019353983
FKID000790,3,cause_enc,13.147878083980784
FKID007879,1,corridor_enc,40.5965419479638
FKID007879,2,hotspot_intensity,22.168428827087453
FKID007879,3,hour_cos,-21.479997577944296
FKID006143,1,corridor_enc,54.9949163877345
FKID006143,2,hour_cos,35.24464416607527
FKID006143,3,hotspot_z,29.44020529343418
FKID000352,1,hour_cos,27.772624871381396
FKID000352,2,cause_enc,20.368443889295204
FKID000352,3,corridor_enc,17.50088875930884
FKID006931,1,corridor_enc,43.72646324473117
FKID006931,2,hour_cos,39.71620029629813
FKID006931,3,hotspot_z,31.715180780115826
FKID005673,1,cause_enc,81.52291446100239
FKID005673,2,hour_cos,-41.268661179442546
FKID005673,3,priority_enc,-13.955091338508852
FKID003542,1,corridor_enc,39.31497716252167
FKID003542,2,hour_cos,31.047342626542736
FKID003542,3,cause_enc,21.79203060069027
FKID006955,1,cause_enc,88.74171195473241
FKID006955,2,junction_enc,24.604740312651778
FKID006955,3,hour_cos,14.386080494553076
FKID001574,1,corridor_enc,-93.35855928009475
FKID001574,2,hour_cos,32.78836980948041
FKID001574,3,cause_enc,13.136157683532241
FKID002957,1,corridor_enc,-97.24333246929913
FKID002957,2,hour_sin,-37.82731522412103
FKID002957,3,hour_cos,20.970643016749317
FKID000516,1,cause_enc,-168.76412018511698
FKID000516,2,hour_sin,-63.556784489581354
FKID000516,3,corridor_enc,-34.056929568471624
FKID000758,1,cause_enc,-264.06240478104803
FKID000758,2,corridor_enc,30.21243835682677
FKID000758,3,hour_cos,-27.403230408729126
FKID004037,1,cause_enc,19.016515315879822
FKID004037,2,corridor_enc,14.374713533043131
FKID004037,3,hotspot_z,-11.205238239775875
FKID007885,1,corridor_enc,47.449525243087784
FKID007885,2,hotspot_intensity,23.163584087997418
FKID007885,3,hotspot_z,20.75822314489909
FKID003533,1,corridor_enc,-78.75041703511565
FKID003533,2,hour_cos,15.283743231368765
FKID003533,3,hotspot_z,-10.952937755712776
FKID002557,1,cause_enc,99.66834422181624
FKID002557,2,priority_enc,-14.981318167366666
FKID002557,3,hotspot_z,-9.934537562662781
FKID006562,1,hotspot_intensity,24.41121767659896
FKID006562,2,hour_cos,22.049810557253224
FKID006562,3,cause_enc,18.106645409473803
FKID005112,1,hour_sin,-43.15686242109489
FKID005112,2,cause_enc,22.12722310995336
FKID005112,3,hour_cos,20.331855306800744
FKID005494,1,hour_cos,26.42172921785528
FKID005494,2,corridor_enc,22.467546432531183
FKID005494,3,cause_enc,21.2030318308592
FKID003813,1,hour_cos,27.74242936842813
FKID003813,2,corridor_enc,20.364706492120312
FKID003813,3,cause_enc,15.868572515213861
FKID006322,1,hotspot_intensity,246.5931560697659
FKID006322,2,corridor_enc,-131.18033051270723
FKID006322,3,hour_cos,-27.897285735301516
FKID003337,1,hour_cos,-48.256083066120226
FKID003337,2,hotspot_z,-13.48859359631642
FKID003337,3,cause_enc,12.120575786634912
FKID002879,1,closure_int,130.31018405323013
FKID002879,2,hour_cos,33.148109245600516
FKID002879,3,corridor_enc,15.52081710487576
FKID006050,1,hotspot_z,38.440896444221295
FKID006050,2,hotspot_intensity,30.422256953889953
FKID006050,3,junction_enc,17.694094168965645
FKID001054,1,cause_enc,80.89597726745586
FKID001054,2,hour_cos,24.599636023485893
FKID001054,3,priority_enc,-13.575957216574057
FKID005581,1,corridor_enc,-101.66284672425105
FKID005581,2,hour_cos,31.117868377717453
FKID005581,3,hour_sin,-22.706742381022465
FKID002696,1,hour_cos,28.7023041319856
FKID002696,2,cause_enc,21.856091293516883
FKID002696,3,corridor_enc,15.62750423177945
FKID000717,1,cause_enc,15.996674277236764
FKID000717,2,hour_cos,-15.692223799747627
FKID000717,3,corridor_enc,14.702478984406085
FKID004592,1,hour_cos,30.23394868670462
FKID004592,2,cause_enc,24.1210358463591
FKID004592,3,hotspot_z,-13.77163410169761
FKID003632,1,corridor_enc,55.02423924617613
FKID003632,2,hour_cos,28.54057334214856
FKID003632,3,cause_enc,13.359664492780514
FKID006787,1,corridor_enc,45.2673800588783
FKID006787,2,hour_cos,39.57402790119867
FKID006787,3,hotspot_z,32.4746280766012
