event_id,duration_sanity_flag,excluded_from_posterior,quality_weight,data_quality_flag,duration_guard_reason,generated_at
FKID005814,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID000002,0,1,0.6000000000000001,flagged,fallback_blended_low_reliability|tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID004433,1,1,0.8,flagged,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005823,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005825,1,1,0.8,flagged,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004440,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005827,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005828,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005831,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004444,0,1,0.6000000000000001,flagged,p95_clamped|fallback_blended_low_reliability,2026-06-20T01:47:22.930010+00:00
FKID005836,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005837,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005838,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005839,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005204,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005842,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005844,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005845,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004467,0,1,0.6000000000000001,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005852,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005855,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005856,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005857,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005860,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004490,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID004492,0,1,0.6000000000000001,flagged,fallback_blended_low_reliability|tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID005862,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004495,0,1,0.6000000000000001,flagged,raw_quantile_crossing|fallback_blended_low_reliability|tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID005205,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005206,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004497,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005865,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004499,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005867,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005868,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID001592,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID005870,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID005872,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005873,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005874,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005208,0,1,0.6000000000000001,flagged,fallback_blended_low_reliability|tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID005875,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005876,0,1,0.6000000000000001,flagged,fallback_blended_low_reliability,2026-06-20T01:47:22.930010+00:00
FKID005877,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005209,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005880,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005881,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005883,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005210,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005884,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005886,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005887,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005888,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004512,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005892,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005893,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005894,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005895,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005899,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005211,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005900,0,1,0.6000000000000001,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID004523,1,1,0.8,flagged,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004525,0,1,0.6000000000000001,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID004526,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID004555,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005902,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004531,0,1,0.6000000000000001,flagged,raw_quantile_crossing|tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID005904,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005905,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004535,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005913,0,1,0.6000000000000001,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID004536,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005915,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005916,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005918,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID004546,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004551,0,1,0.6000000000000001,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID004552,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005924,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005925,1,1,0.8,flagged,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005213,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005214,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005928,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005929,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005931,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004563,0,0,0.8,flagged,raw_quantile_crossing,2026-06-20T01:47:22.930010+00:00
FKID005939,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005942,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005943,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004569,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005946,0,1,0.6000000000000001,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005947,1,1,0.8,flagged,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005216,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005948,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004574,0,1,0.6000000000000001,flagged,p95_clamped|tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID005950,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005953,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005961,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005963,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID004589,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005964,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005965,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005967,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005968,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005969,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005970,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005218,0,1,0.6000000000000001,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005975,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005976,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID004600,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005977,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005979,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004596,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004597,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005981,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004601,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005986,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005987,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005219,0,1,0.6000000000000001,flagged,fallback_blended_low_reliability|tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID005990,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005991,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005993,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005994,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005995,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005996,0,1,0.6000000000000001,flagged,raw_quantile_crossing|tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID004606,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005997,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005998,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006001,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006002,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006003,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005221,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005222,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004609,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006007,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004612,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006010,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006011,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004613,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005223,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006012,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004615,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006015,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID006016,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID004620,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006023,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006024,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004625,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006026,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006028,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004627,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004629,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006031,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006034,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004634,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006036,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006038,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006040,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004643,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004646,0,0,0.8,flagged,raw_quantile_crossing,2026-06-20T01:47:22.930010+00:00
FKID004132,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004647,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006046,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006047,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006048,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID006049,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006050,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006051,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006054,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006058,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004660,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006060,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006061,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004928,0,1,0.6000000000000001,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006062,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006067,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006068,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004682,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006069,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004685,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006072,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004687,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004689,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006073,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004698,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006075,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004699,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004700,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006076,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006078,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005226,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005227,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006080,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID004702,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006083,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006085,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006087,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004710,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006091,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006077,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005231,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005232,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006095,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006097,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID000168,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006102,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006103,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006104,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID006107,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004724,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006109,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006110,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006111,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006113,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006114,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006115,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006116,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006117,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID006118,0,1,0.6000000000000001,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID004731,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004732,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006119,1,1,0.8,flagged,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006124,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006126,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006127,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006128,1,1,0.8,flagged,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006129,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID004766,0,0,0.8,flagged,raw_quantile_crossing,2026-06-20T01:47:22.930010+00:00
FKID006130,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006133,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID003897,0,1,0.6000000000000001,flagged,raw_quantile_crossing|tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID006134,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006135,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006136,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006140,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004748,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005235,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005234,1,1,0.8,flagged,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006141,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005236,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004754,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006142,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006143,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004756,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006146,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006147,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006149,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004761,0,1,0.6000000000000001,flagged,tail_risk_high,2026-06-20T01:47:22.930010+00:00
FKID006150,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005237,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006151,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006153,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004764,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004770,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006160,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006161,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID004784,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006166,1,1,0.8,flagged,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005239,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006167,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006169,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006174,0,0,0.8,flagged,raw_quantile_crossing|p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID005240,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006176,0,0,0.8,flagged,p95_clamped,2026-06-20T01:47:22.930010+00:00
FKID006178,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006180,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID005241,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
FKID006181,1,0,1.0,ok,sanitized_ok,2026-06-20T01:47:22.930010+00:00
