event_id,tail_risk_prob_raw,tail_risk_prob
FKID005867,0.12250207152971501,0.02857142857142857
FKID005868,0.03487995416310008,0.0
FKID001592,0.8644565008051349,1.0
FKID005870,0.5657682462097229,0.5454545454545454
FKID005872,0.1796281951664691,0.24299065420560748
FKID005873,0.09262735897179322,0.02857142857142857
FKID005874,0.07423914179371335,0.014035087719298246
FKID005208,0.8380280877329873,0.8421052631578947
FKID005875,0.10850391554374901,0.02857142857142857
FKID005876,0.5274557004762437,0.5
FKID005877,0.04941240310060955,0.014035087719298246
FKID005209,0.16864302657101934,0.24299065420560748
FKID005880,0.15323887789372076,0.24299065420560748
FKID005881,0.20537757414001856,0.24299065420560748
FKID005883,0.20338973214300532,0.24299065420560748
FKID005210,0.17308429537923242,0.24299065420560748
FKID005884,0.2862105006236692,0.24367816091954023
FKID005886,0.1537402279852585,0.24299065420560748
FKID005887,0.23954760633292305,0.24367816091954023
FKID005888,0.26504371606319266,0.24367816091954023
FKID004512,0.10657115804411217,0.02857142857142857
FKID005892,0.28965676597265927,0.24367816091954023
FKID005893,0.14897784167104555,0.24299065420560748
FKID005894,0.23465411225957675,0.24367816091954023
FKID005895,0.16778158377185115,0.24299065420560748
FKID005899,0.20118327061770655,0.24299065420560748
FKID005211,0.05058512286445732,0.014035087719298246
FKID005900,0.31872190766819736,0.24367816091954023
FKID004523,0.4152023416764372,0.24367816091954023
FKID004525,0.1810256813278798,0.24299065420560748
FKID004526,0.5755939187384318,0.6
FKID004555,0.06716850372625853,0.014035087719298246
FKID005902,0.1461077497246683,0.24299065420560748
FKID004531,0.884476599848222,1.0
FKID005904,0.18849570299458235,0.24299065420560748
FKID005905,0.07742175399063875,0.014035087719298246
FKID004535,0.11190381920557689,0.02857142857142857
FKID005913,0.3020463389930524,0.24367816091954023
FKID004536,0.29563497069638095,0.24367816091954023
FKID005915,0.20468013149652434,0.24299065420560748
FKID005916,0.32667961729317274,0.24367816091954023
FKID005918,0.15666930621088573,0.24299065420560748
FKID004546,0.2299249123593008,0.24367816091954023
FKID004551,0.195959511838402,0.24299065420560748
FKID004552,0.13553670059698583,0.24299065420560748
FKID005924,0.24626188393924495,0.24367816091954023
FKID005925,0.17436005730591173,0.24299065420560748
FKID005213,0.17603402834186857,0.24299065420560748
FKID005214,0.2839698490403461,0.24367816091954023
FKID005928,0.16827299577969432,0.24299065420560748
FKID005929,0.16856838170184762,0.24299065420560748
FKID005931,0.2939936529824358,0.24367816091954023
FKID004563,0.03174399914320218,0.0
FKID005939,0.38042743041182403,0.24367816091954023
FKID005942,0.03552794197298187,0.0
FKID005943,0.29917459859368534,0.24367816091954023
FKID004569,0.29608839158567957,0.24367816091954023
FKID005946,0.13187508761376687,0.02857142857142857
FKID005947,0.47387982443407917,0.24367816091954023
FKID005216,0.035617909319261135,0.0
FKID005948,0.039506747127248595,0.0
FKID004574,0.7371650428711577,0.8421052631578947
FKID005950,0.34113999299029973,0.24367816091954023
FKID005953,0.02510840792038789,0.0
FKID005961,0.20953065857342357,0.24299065420560748
FKID005963,0.5643193634752847,0.5454545454545454
FKID004589,0.29682173452569993,0.24367816091954023
FKID005964,0.22300262634435772,0.24367816091954023
FKID005965,0.33455703467257675,0.24367816091954023
FKID005967,0.0657389387112623,0.014035087719298246
FKID005968,0.0657389387112623,0.014035087719298246
FKID005969,0.0657389387112623,0.014035087719298246
FKID005970,0.3478292788644633,0.24367816091954023
FKID005218,0.5374502553785271,0.5
FKID005975,0.05384085838704025,0.014035087719298246
FKID005976,0.05278631387055772,0.014035087719298246
FKID004600,0.2839591332074516,0.24367816091954023
FKID005977,0.18487704892528267,0.24299065420560748
FKID005979,0.22883190113365035,0.24367816091954023
FKID004596,0.3094213699891848,0.24367816091954023
FKID004597,0.022392836225570187,0.0
FKID005981,0.03449462313498379,0.0
FKID004601,0.07161412445570459,0.014035087719298246
FKID005986,0.15575527623954552,0.24299065420560748
FKID005987,0.2707967484207813,0.24367816091954023
FKID005219,0.8784111769640399,1.0
FKID005990,0.30058409157362526,0.24367816091954023
FKID005991,0.19942555779368193,0.24299065420560748
FKID005993,0.2956324576177153,0.24367816091954023
FKID005994,0.1607211791452234,0.24299065420560748
FKID005995,0.04455224397605697,0.0
FKID005996,0.8538211231882002,1.0
FKID004606,0.29220089998322724,0.24367816091954023
FKID005997,0.0540019015820414,0.014035087719298246
FKID005998,0.13538484693711164,0.24299065420560748
FKID006001,0.29321577212607136,0.24367816091954023
FKID006002,0.2913646200881364,0.24367816091954023
FKID006003,0.3073064875203317,0.24367816091954023
FKID005221,0.2865192759880332,0.24367816091954023
FKID005222,0.25102754638885344,0.24367816091954023
FKID004609,0.13420072570960723,0.24299065420560748
FKID006007,0.1731652370959349,0.24299065420560748
FKID004612,0.22083732764350789,0.24310320667629648
FKID006010,0.2772121078642695,0.24367816091954023
FKID006011,0.3399228771945427,0.24367816091954023
FKID004613,0.22457569392957916,0.24367816091954023
FKID005223,0.02252680049777118,0.0
FKID006012,0.3501008184259135,0.24367816091954023
FKID004615,0.04265895245673635,0.0
FKID006015,0.7081642048831028,0.8421052631578947
FKID006016,0.02896327218074534,0.0
FKID004620,0.20892743332750316,0.24299065420560748
FKID006023,0.338766946673687,0.24367816091954023
FKID006024,0.21918375184854977,0.24299065420560748
FKID004625,0.037333848997226644,0.0
FKID006026,0.1982800917624204,0.24299065420560748
FKID006028,0.37197721611542073,0.24367816091954023
FKID004627,0.35159232476442803,0.24367816091954023
FKID004629,0.084013958958391,0.02857142857142857
FKID006031,0.3399299202863436,0.24367816091954023
FKID006034,0.345689581251353,0.24367816091954023
FKID004634,0.2573940903501844,0.24367816091954023
FKID006036,0.18487181695457353,0.24299065420560748
FKID006038,0.04580751191782993,0.0
FKID006040,0.03661679633891533,0.0
FKID004643,0.2579543445233577,0.24367816091954023
FKID004646,0.021123517466916885,0.0
FKID004132,0.21149003225779037,0.24299065420560748
FKID004647,0.3151247178197713,0.24367816091954023
FKID006046,0.03261200255190906,0.0
FKID006047,0.20769081794977698,0.24299065420560748
FKID006048,0.5985405046360327,0.8165793521420048
FKID006049,0.34739423330159713,0.24367816091954023
FKID006050,0.1890633775654741,0.24299065420560748
FKID006051,0.20769081794977698,0.24299065420560748
FKID006054,0.2650617248544037,0.24367816091954023
FKID006058,0.2557128777078226,0.24367816091954023
FKID004660,0.04565095084917479,0.0
FKID006060,0.3340429663046698,0.24367816091954023
FKID006061,0.2764405251391731,0.24367816091954023
FKID004928,0.13544528639258716,0.24299065420560748
FKID006062,0.24611276903464765,0.24367816091954023
FKID006067,0.3010047557048753,0.24367816091954023
FKID006068,0.19881254553254438,0.24299065420560748
FKID004682,0.13557189399900463,0.24299065420560748
FKID006069,0.3046178482395681,0.24367816091954023
FKID004685,0.27037224633791274,0.24367816091954023
FKID006072,0.29905536260199655,0.24367816091954023
FKID004687,0.3149637054868957,0.24367816091954023
FKID004689,0.33510355730065705,0.24367816091954023
FKID006073,0.2977446253699931,0.24367816091954023
FKID004698,0.3399725725733183,0.24367816091954023
FKID006075,0.02658956352619863,0.0
FKID004699,0.33205636748541933,0.24367816091954023
FKID004700,0.10495731063650654,0.02857142857142857
FKID006076,0.24570084542567133,0.24367816091954023
FKID006078,0.22629905012540374,0.24367816091954023
FKID005226,0.13751925784612293,0.24299065420560748
FKID005227,0.3307521716435938,0.24367816091954023
FKID006080,0.08988628094769066,0.02857142857142857
FKID004702,0.2650585463077375,0.24367816091954023
FKID006083,0.2855558567548275,0.24367816091954023
FKID006085,0.04568523937826813,0.0
FKID006087,0.3936062090664964,0.24367816091954023
FKID004710,0.4147523126514155,0.24367816091954023
FKID006091,0.06649277020334891,0.014035087719298246
FKID006077,0.3675464567686285,0.24367816091954023
FKID005231,0.30758491563555307,0.24367816091954023
FKID005232,0.38149831324319433,0.24367816091954023
FKID006095,0.03566299091589672,0.0
FKID006097,0.3566483075229236,0.24367816091954023
FKID000168,0.04560958294191188,0.0
FKID006102,0.30343046899940834,0.24367816091954023
FKID006103,0.20352406934595701,0.24299065420560748
FKID006104,0.8273346568265316,0.8421052631578947
FKID006107,0.21810974403389263,0.24299065420560748
FKID004724,0.05766629118742573,0.014035087719298246
FKID006109,0.22009569402353932,0.24299065420560748
FKID006110,0.38053303790919146,0.24367816091954023
FKID006111,0.31273790298644194,0.24367816091954023
FKID006113,0.2676852247132942,0.24367816091954023
FKID006114,0.2501339906617742,0.24367816091954023
FKID006115,0.3398978622021706,0.24367816091954023
FKID006116,0.3797727438457687,0.24367816091954023
FKID006117,0.5619609259451893,0.5454545454545454
FKID006118,0.10911117699801831,0.02857142857142857
FKID004731,0.3939324313531871,0.24367816091954023
FKID004732,0.3402181226876356,0.24367816091954023
FKID006119,0.5000278278212683,0.25
FKID006124,0.15743410906449953,0.24299065420560748
FKID006126,0.23517526446749645,0.24367816091954023
FKID006127,0.24264239554477676,0.24367816091954023
FKID006128,0.5297459437316713,0.5
FKID006129,0.05946674259770973,0.014035087719298246
FKID004766,0.021793566284726104,0.0
FKID006130,0.2750549742892267,0.24367816091954023
FKID006133,0.04403677739199971,0.0
FKID003897,0.8594990932323326,1.0
FKID006134,0.039137339986633934,0.0
FKID006135,0.0326210162886642,0.0
FKID006136,0.23047796924668193,0.24367816091954023
FKID006140,0.3811005867511753,0.24367816091954023
FKID004748,0.28846127497189833,0.24367816091954023
FKID005235,0.043635542608998296,0.0
FKID005234,0.4800816483998042,0.24367816091954023
FKID006141,0.2181347145427611,0.24299065420560748
FKID005236,0.24825220464797962,0.24367816091954023
FKID004754,0.23645666179644595,0.24367816091954023
FKID006142,0.21411624461407544,0.24299065420560748
FKID006143,0.1648562819699903,0.24299065420560748
FKID004756,0.027890698331049523,0.0
FKID006146,0.24938065986951294,0.24367816091954023
FKID006147,0.2778566375401092,0.24367816091954023
FKID006149,0.22279192313645108,0.24367816091954023
FKID004761,0.5590324766192392,0.5454545454545454
FKID006150,0.29026519759052627,0.24367816091954023
FKID005237,0.23497827918437272,0.24367816091954023
FKID006151,0.39326480496228616,0.24367816091954023
FKID006153,0.26415637634174466,0.24367816091954023
FKID004764,0.32205246540528853,0.24367816091954023
FKID004770,0.30887975762965936,0.24367816091954023
FKID006160,0.04100838702076707,0.0
FKID006161,0.20644588011809117,0.24299065420560748
FKID004784,0.019869606635382103,0.0
FKID006166,0.5312186707747701,0.5
FKID005239,0.035469397247897376,0.0
FKID006167,0.03924460374640444,0.0
FKID006169,0.22137747762425242,0.24336001196084991
FKID006174,0.03166762683104289,0.0
FKID005240,0.2549420525067795,0.24367816091954023
FKID006176,0.0497908657585539,0.014035087719298246
FKID006178,0.2448246836227583,0.24367816091954023
FKID006180,0.24418589927411258,0.24367816091954023
FKID005241,0.2854278372945981,0.24367816091954023
FKID006181,0.25158045894550773,0.24367816091954023
FKID004797,0.27981436252391484,0.24367816091954023
FKID004801,0.1010867752959149,0.02857142857142857
FKID006182,0.04314521741656573,0.0
FKID004806,0.9069977307730108,1.0
FKID004808,0.814919754165568,0.8421052631578947
FKID006185,0.22057936138072462,0.24299065420560748
FKID006186,0.4408965583473553,0.24367816091954023
FKID004822,0.06912159988404389,0.014035087719298246
FKID004823,0.05753896447479516,0.014035087719298246
FKID006188,0.27722384868006583,0.24367816091954023
FKID006190,0.322456209428021,0.24367816091954023
FKID006191,0.24409258110408175,0.24367816091954023
FKID006193,0.05299124433167143,0.014035087719298246
FKID006194,0.025621891550021966,0.0
FKID006195,0.2268640205872577,0.24367816091954023
FKID004826,0.883024211069627,1.0
FKID004827,0.2747727333698767,0.24367816091954023
FKID006197,0.039219974693196574,0.0
FKID006198,0.8332972086722945,0.8421052631578947
FKID004829,0.9048500121024526,1.0
FKID006199,0.26554783972334284,0.24367816091954023
FKID006201,0.21915223443119344,0.24299065420560748
FKID006205,0.25330712169113123,0.24367816091954023
FKID006206,0.21158063549793468,0.24299065420560748
FKID006208,0.21364956891645573,0.24299065420560748
FKID006212,0.2635885130891379,0.24367816091954023
FKID004840,0.26832430197343154,0.24367816091954023
FKID004841,0.2727493985614183,0.24367816091954023
FKID004844,0.064255041964069,0.014035087719298246
FKID004845,0.28242975608972054,0.24367816091954023
FKID004846,0.2684097297515986,0.24367816091954023
FKID004139,0.34941858246045415,0.24367816091954023
FKID006214,0.16438012647221786,0.24299065420560748
FKID006215,0.3549407453384816,0.24367816091954023
FKID006217,0.19643208260997674,0.24299065420560748
FKID004856,0.08603747158744739,0.02857142857142857
FKID004855,0.0819940570780718,0.02857142857142857
FKID004857,0.21131747203309942,0.24299065420560748
FKID004859,0.2662719388142801,0.24367816091954023
FKID004858,0.5819099391352582,0.6
FKID004860,0.22817756487137508,0.24367816091954023
FKID004862,0.35921917648672347,0.24367816091954023
FKID006224,0.25334586367360434,0.24367816091954023
FKID006225,0.20073803689004477,0.24299065420560748
FKID006226,0.14918693865403596,0.24299065420560748
FKID006229,0.2437005670003228,0.24367816091954023
FKID004873,0.04711515358294687,0.014035087719298246
FKID004875,0.2826551159178939,0.24367816091954023
FKID004885,0.13405637248158317,0.24299065420560748
FKID004887,0.13405637248158317,0.24299065420560748
FKID004884,0.13405637248158317,0.24299065420560748
FKID006233,0.049617639767564864,0.014035087719298246
FKID006237,0.21835711999253604,0.24299065420560748
FKID006238,0.2995565340046569,0.24367816091954023
FKID006240,0.24536246100002357,0.24367816091954023
FKID004889,0.24106064242110462,0.24367816091954023
FKID004891,0.2574205464982603,0.24367816091954023
FKID006242,0.2460287321617557,0.24367816091954023
FKID004900,0.26939869359152757,0.24367816091954023
FKID004902,0.25575557066577315,0.24367816091954023
FKID006243,0.20604078737280118,0.24299065420560748
FKID006244,0.2752057383713125,0.24367816091954023
FKID004906,0.19928449815749757,0.24299065420560748
FKID006245,0.25401723812031296,0.24367816091954023
FKID006246,0.635504889236517,0.8421052631578947
FKID006248,0.13973261081957894,0.24299065420560748
FKID006251,0.2723439244047211,0.24367816091954023
FKID005244,0.9194965679071387,1.0
FKID004915,0.37755671593336876,0.24367816091954023
FKID004914,0.2661279226653885,0.24367816091954023
FKID006252,0.20601315348852664,0.24299065420560748
FKID006255,0.04656985568478191,0.0
FKID004916,0.31384104597546625,0.24367816091954023
FKID004919,0.21718048374616275,0.24299065420560748
FKID006257,0.21472325195569006,0.24299065420560748
FKID006263,0.2886905432888801,0.24367816091954023
FKID006264,0.2531814029453928,0.24367816091954023
FKID006269,0.181266233112466,0.24299065420560748
FKID006271,0.037287956471779266,0.0
FKID004942,0.11830458854250225,0.02857142857142857
FKID004941,0.9099692296453494,1.0
FKID006273,0.03853250111644165,0.0
FKID006274,0.04343158524678388,0.0
FKID006275,0.06445772277682565,0.014035087719298246
FKID006278,0.2878382354552753,0.24367816091954023
FKID006281,0.2760380899389329,0.24367816091954023
FKID005247,0.31371243086324924,0.24367816091954023
FKID004381,0.15004991150715732,0.24299065420560748
FKID004527,0.783484305822823,0.8421052631578947
FKID004165,0.7359786914871719,0.8421052631578947
FKID004721,0.816691882191551,0.8421052631578947
FKID005248,0.8527498919918555,1.0
FKID004142,0.32586566865281497,0.24367816091954023
FKID006284,0.0443256378156911,0.0
FKID006285,0.20888949195535905,0.24299065420560748
FKID004138,0.38540950805178087,0.24367816091954023
FKID006288,0.2178958791059118,0.24299065420560748
FKID005253,0.09641088190460678,0.02857142857142857
FKID006292,0.2844751550266467,0.24367816091954023
FKID006294,0.14209560938591445,0.24299065420560748
FKID004166,0.8548480361708665,1.0
FKID004177,0.6978067209308367,0.8421052631578947
FKID004176,0.3347420012713326,0.24367816091954023
FKID006296,0.29273606603091173,0.24367816091954023
FKID006297,0.30765711996377637,0.24367816091954023
FKID006298,0.20415218129246812,0.24299065420560748
FKID006299,0.26422973734492217,0.24367816091954023
FKID005254,0.8064687186454046,0.8421052631578947
FKID005255,0.01720577945639677,0.0
FKID006300,0.2939285764874705,0.24367816091954023
FKID006301,0.07002404432544194,0.014035087719298246
FKID006304,0.2819614837963019,0.24367816091954023
FKID004195,0.8993605800462903,1.0
FKID006307,0.14364186244441363,0.24299065420560748
FKID005256,0.32383476255834354,0.24367816091954023
FKID006308,0.174341535872322,0.24299065420560748
FKID006309,0.1403005466506708,0.24299065420560748
FKID000923,0.9009468011862337,1.0
FKID006310,0.28032282936577124,0.24367816091954023
FKID006312,0.28411736753935046,0.24367816091954023
FKID006313,0.28397774343865423,0.24367816091954023
FKID006316,0.2909880254992278,0.24367816091954023
FKID006317,0.24914360016925335,0.24367816091954023
FKID001877,0.9004053906654463,1.0
FKID004257,0.29523688071493837,0.24367816091954023
FKID004262,0.3701901274843095,0.24367816091954023
FKID004264,0.29745627142305386,0.24367816091954023
FKID004272,0.09495093728650544,0.02857142857142857
FKID006325,0.2722462940954276,0.24367816091954023
FKID006329,0.2664743002566157,0.24367816091954023
FKID006327,0.034386713249728945,0.0
FKID006330,0.08192876838191226,0.02857142857142857
FKID005258,0.017163024105594688,0.0
FKID006331,0.04441899195297269,0.0
FKID006332,0.14905972556608227,0.24299065420560748
FKID006333,0.3294635890328247,0.24367816091954023
FKID004274,0.2583538145840889,0.24367816091954023
FKID006339,0.25278892811920994,0.24367816091954023
FKID006340,0.6899166291011967,0.8421052631578947
FKID004281,0.26197942674499053,0.24367816091954023
FKID005259,0.06126311996657407,0.014035087719298246
FKID006344,0.12886024426502857,0.02857142857142857
FKID006346,0.04648997443061356,0.0
FKID004284,0.2186488468931919,0.24299065420560748
FKID006348,0.22889856592049962,0.24367816091954023
FKID004286,0.05822246582176787,0.014035087719298246
FKID006361,0.908912497725427,1.0
FKID006362,0.25459842424174733,0.24367816091954023
FKID006365,0.209953525645931,0.24299065420560748
FKID006368,0.23747000115355982,0.24367816091954023
FKID006371,0.052705057042467925,0.014035087719298246
FKID004299,0.015505496032028212,0.0
FKID006372,0.39660910281406886,0.24367816091954023
FKID004311,0.3481266630165023,0.24367816091954023
FKID004300,0.7321372196245033,0.8421052631578947
FKID004302,0.3492408824253046,0.24367816091954023
FKID006374,0.6828840359361764,0.8421052631578947
FKID006375,0.24803309061158635,0.24367816091954023
FKID004310,0.8172570325380704,0.8421052631578947
FKID004312,0.32928571095548803,0.24367816091954023
FKID005262,0.9539147352903707,1.0
FKID006379,0.2613348586384807,0.24367816091954023
FKID004317,0.3610526012401049,0.24367816091954023
FKID004316,0.18801876610331247,0.24299065420560748
FKID006380,0.15639605710391544,0.24299065420560748
FKID006381,0.29235511351689225,0.24367816091954023
FKID004319,0.2016836553106008,0.24299065420560748
FKID004318,0.3208770809253747,0.24367816091954023
FKID005263,0.1410012492316654,0.24299065420560748
FKID006386,0.35157478360997835,0.24367816091954023
FKID006387,0.24640690241889254,0.24367816091954023
FKID006388,0.15968746604393116,0.24299065420560748
FKID006391,0.2468838830741022,0.24367816091954023
FKID005265,0.12603422219407534,0.02857142857142857
FKID006393,0.144300746057384,0.24299065420560748
FKID004326,0.3203041498629362,0.24367816091954023
FKID005266,0.1384715922566065,0.24299065420560748
FKID006400,0.34081022601807553,0.24367816091954023
FKID004362,0.015907106154086567,0.0
FKID004334,0.8858566077277772,1.0
FKID006403,0.31395464219911895,0.24367816091954023
FKID006405,0.24180532897937174,0.24367816091954023
FKID004335,0.1092582931858981,0.02857142857142857
FKID006406,0.06963600775153019,0.014035087719298246
FKID004337,0.3598015347457122,0.24367816091954023
FKID006412,0.2547198896288486,0.24367816091954023
FKID006414,0.304904765642405,0.24367816091954023
FKID006415,0.2630797712282511,0.24367816091954023
FKID006416,0.24906863853284678,0.24367816091954023
FKID004358,0.4816917928428135,0.24457624518795454
FKID006418,0.15360918420852773,0.24299065420560748
FKID006419,0.062220562997420854,0.014035087719298246
FKID006420,0.046386380140262695,0.0
FKID006421,0.1696461099484177,0.24299065420560748
FKID005270,0.24943296518653968,0.24367816091954023
FKID006422,0.15085796755982464,0.24299065420560748
FKID006423,0.1628504047434395,0.24299065420560748
FKID006424,0.14376908694701063,0.24299065420560748
FKID006426,0.0469364870845347,0.0
FKID006427,0.1398587511950882,0.24299065420560748
FKID005271,0.14706910703357717,0.24299065420560748
FKID004364,0.6427745344996648,0.8421052631578947
FKID006433,0.32697361263645475,0.24367816091954023
FKID006434,0.032515955442746984,0.0
FKID006435,0.24948359251332963,0.24367816091954023
FKID006439,0.04694749753543283,0.0
FKID004371,0.24605282553180005,0.24367816091954023
FKID006440,0.12667882245551257,0.02857142857142857
FKID006442,0.15338155471374776,0.24299065420560748
FKID004376,0.27811859842190423,0.24367816091954023
FKID004380,0.039663274712475716,0.0
FKID006448,0.6856181302528419,0.8421052631578947
FKID005273,0.06176308202059498,0.014035087719298246
FKID006450,0.13574965436670558,0.24299065420560748
FKID004386,0.06176308202059498,0.014035087719298246
FKID004393,0.10108490967075902,0.02857142857142857
FKID006452,0.15307861200190892,0.24299065420560748
FKID004394,0.2019544564845746,0.24299065420560748
FKID004395,0.2743751551169135,0.24367816091954023
FKID006454,0.1580088276030539,0.24299065420560748
FKID006455,0.19306076860758456,0.24299065420560748
FKID006456,0.22412754377721092,0.24367816091954023
FKID006458,0.12100145327933731,0.02857142857142857
FKID006462,0.05579632732337186,0.014035087719298246
FKID006463,0.2546417107805681,0.24367816091954023
FKID006464,0.3154869632861751,0.24367816091954023
FKID006465,0.33634239724245213,0.24367816091954023
FKID005274,0.04597787355296022,0.0
FKID004416,0.16868687185029418,0.24299065420560748
FKID006469,0.28671682252013636,0.24367816091954023
FKID006470,0.19117552777569716,0.24299065420560748
FKID004424,0.336098303834676,0.24367816091954023
FKID006472,0.24706427002246206,0.24367816091954023
FKID006473,0.1489099375942318,0.24299065420560748
FKID006475,0.3549633025739211,0.24367816091954023
FKID006478,0.1612667616309355,0.24299065420560748
FKID006479,0.2048969564577709,0.24299065420560748
FKID006486,0.6808734896567036,0.8421052631578947
FKID006488,0.19543804590411062,0.24299065420560748
FKID006489,0.15792802763614738,0.24299065420560748
FKID006492,0.25279953864610555,0.24367816091954023
FKID006493,0.30162698789396847,0.24367816091954023
FKID001029,0.8846129896981783,1.0
FKID006494,0.1511036766105289,0.24299065420560748
FKID006495,0.038567060283141656,0.0
FKID005276,0.06372316810186274,0.014035087719298246
FKID006496,0.22852362558591696,0.24367816091954023
FKID006499,0.24655186727865555,0.24367816091954023
FKID006503,0.2478884180497483,0.24367816091954023
FKID004437,0.33007144555545176,0.24367816091954023
FKID006504,0.21889303803863952,0.24299065420560748
FKID006505,0.300053296205958,0.24367816091954023
FKID004477,0.016797338578845578,0.0
FKID004680,0.16990504697305941,0.24299065420560748
FKID006508,0.16927827371098017,0.24299065420560748
FKID004446,0.3575128115556242,0.24367816091954023
FKID006510,0.2305650652722559,0.24367816091954023
FKID006514,0.9234933015348576,1.0
FKID006515,0.15921700900733674,0.24299065420560748
FKID006522,0.15804724771203568,0.24299065420560748
FKID004456,0.07801513186970292,0.014035087719298246
FKID006524,0.26662961871847146,0.24367816091954023
FKID006525,0.29928593938982373,0.24367816091954023
FKID006526,0.24124334810116219,0.24367816091954023
FKID004458,0.0721435845620887,0.014035087719298246
FKID006527,0.03243699701639769,0.0
FKID006528,0.03243699701639769,0.0
FKID006529,0.15040024855561446,0.24299065420560748
FKID006531,0.30745432777755993,0.24367816091954023
FKID006532,0.0440780857160729,0.0
FKID006534,0.17945186029961765,0.24299065420560748
FKID004463,0.12117951568656285,0.02857142857142857
FKID006535,0.25097236102810666,0.24367816091954023
FKID005277,0.22651880794422988,0.24367816091954023
FKID004473,0.45988840950294574,0.24367816091954023
FKID006539,0.23663339762437524,0.24367816091954023
FKID000522,0.8901824938797919,1.0
FKID006541,0.2702789101880155,0.24367816091954023
FKID006543,0.17868442925377948,0.24299065420560748
FKID006553,0.8805418516417827,1.0
FKID000316,0.9314237125301429,1.0
FKID006545,0.17181315946368286,0.24299065420560748
FKID004537,0.01817500233430127,0.0
FKID006547,0.1134430527763709,0.02857142857142857
FKID006551,0.04805742852151692,0.014035087719298246
FKID006555,0.1510003386155259,0.24299065420560748
FKID006557,0.2688504045012221,0.24367816091954023
FKID004513,0.27141970201133825,0.24367816091954023
FKID006565,0.24982242823150383,0.24367816091954023
FKID006566,0.08154893545418607,0.02857142857142857
FKID006569,0.27239936193490916,0.24367816091954023
FKID006570,0.27239936193490916,0.24367816091954023
FKID006572,0.1872809684123753,0.24299065420560748
FKID006573,0.19558610255646028,0.24299065420560748
FKID004522,0.32298943923779,0.24367816091954023
FKID004524,0.2764003288940642,0.24367816091954023
FKID006575,0.27410767970513467,0.24367816091954023
FKID004529,0.24318356096118066,0.24367816091954023
FKID004532,0.3130619525694772,0.24367816091954023
FKID006578,0.027869114500341217,0.0
FKID004544,0.5981751136236341,0.809327790448909
FKID004550,0.3091516230379158,0.24367816091954023
FKID004603,0.016977431141181772,0.0
