event_id,high_impact_prob,high_impact_prob_calibrated
FKID004928,0.16218523716427174,0.24101479915433402
FKID006062,0.32587027661961526,0.27380952380952384
FKID006067,0.2542665860041878,0.24101479915433402
FKID006068,0.1912806719156008,0.24101479915433402
FKID004682,0.09011373906334653,0.04395604395604396
FKID006069,0.28660261536720016,0.24101479915433402
FKID004685,0.3756926858307866,0.27380952380952384
FKID006072,0.4044548684638451,0.27380952380952384
FKID004687,0.3900554543371414,0.27380952380952384
FKID004689,0.3726041439604171,0.27380952380952384
FKID006073,0.4052228395828481,0.27380952380952384
FKID004698,0.3353447794081929,0.27380952380952384
FKID006075,0.020536365121689572,0.0
FKID004699,0.31301113403085123,0.27380952380952384
FKID004700,0.060068487091740855,0.04395604395604396
FKID006076,0.18323352113560312,0.24101479915433402
FKID006078,0.2316341324607226,0.24101479915433402
FKID005226,0.08913443992239505,0.04395604395604396
FKID005227,0.36375254407702234,0.27380952380952384
FKID006080,0.05886163529326713,0.04395604395604396
FKID004702,0.2115682621009157,0.24101479915433402
FKID006083,0.2370950057117809,0.24101479915433402
FKID006085,0.03490044644608711,0.0
FKID006087,0.46490654470963594,0.27380952380952384
FKID004710,0.5309599764075084,0.43478260869565216
FKID006091,0.04479636674259685,0.0
FKID006077,0.48686482480754906,0.27380952380952384
FKID005231,0.2852197907087318,0.24101479915433402
FKID005232,0.5219556844809586,0.43478260869565216
FKID006095,0.03884717265238293,0.0
FKID006097,0.31003484086334854,0.27380952380952384
FKID000168,0.07449537652195141,0.04395604395604396
FKID006102,0.279366118962689,0.24101479915433402
FKID006103,0.1852988995032347,0.24101479915433402
FKID006104,0.8537547342172883,1.0
FKID006107,0.24337186925407953,0.24101479915433402
FKID004724,0.03682740350533842,0.0
FKID006109,0.22292193931906182,0.24101479915433402
FKID006110,0.45616203138893324,0.27380952380952384
FKID006111,0.3246295921967873,0.27380952380952384
FKID006113,0.2583770725881823,0.24101479915433402
FKID006114,0.26684571877025837,0.24101479915433402
FKID006115,0.33301439405940275,0.27380952380952384
FKID006116,0.44233530993453485,0.27380952380952384
FKID006117,0.7148473075245432,0.8181818181818182
FKID006118,0.14114745589424668,0.24101479915433402
FKID004731,0.4735132039220247,0.27380952380952384
FKID004732,0.3296613861545203,0.27380952380952384
FKID006119,0.39287120626538213,0.27380952380952384
FKID006124,0.19949123150380912,0.24101479915433402
FKID006126,0.20736440248205068,0.24101479915433402
FKID006127,0.25628763244366526,0.24101479915433402
FKID006128,0.6786517223140887,0.8181818181818182
FKID006129,0.0498987905993826,0.015873015873015872
FKID004766,0.014159398782749567,0.0
FKID006130,0.25941770541637776,0.24101479915433402
FKID006133,0.052810850921152105,0.015873015873015872
FKID003897,0.8677776742599961,1.0
FKID006134,0.032110370424954675,0.0
FKID006135,0.03957680980374391,0.0
FKID006136,0.3155742553298414,0.27380952380952384
FKID006140,0.4142981600903424,0.27380952380952384
FKID004748,0.2412769243637325,0.24101479915433402
FKID005235,0.029575461952057607,0.0
FKID005234,0.4938224948988906,0.43478260869565216
FKID006141,0.20861352983186146,0.24101479915433402
FKID005236,0.197042410290774,0.24101479915433402
FKID004754,0.2332944307385895,0.24101479915433402
FKID006142,0.21567299875255178,0.24101479915433402
FKID006143,0.1748275585586237,0.24101479915433402
FKID004756,0.029429745762019215,0.0
FKID006146,0.30084058036327993,0.27380952380952384
FKID006147,0.2994364420028883,0.27380952380952384
FKID006149,0.21582920793505564,0.24101479915433402
FKID004761,0.5272943008869001,0.43478260869565216
FKID006150,0.2524403813887891,0.24101479915433402
FKID005237,0.24414299843213325,0.24101479915433402
FKID006151,0.40617284084928634,0.27380952380952384
FKID006153,0.2567773094355812,0.24101479915433402
FKID004764,0.2835766833660383,0.24101479915433402
FKID004770,0.20052409019494963,0.24101479915433402
FKID006160,0.03835415456657554,0.0
FKID006161,0.16907072608968657,0.24101479915433402
FKID004784,0.014724418827651919,0.0
FKID006166,0.42440419704968774,0.27380952380952384
FKID005239,0.0303554207063082,0.0
FKID006167,0.030613219058455182,0.0
FKID006169,0.23932531564049023,0.24101479915433402
FKID006174,0.025977271918236438,0.0
FKID005240,0.21555159427828208,0.24101479915433402
FKID006176,0.04718249516322915,0.0
FKID006178,0.2244045291460776,0.24101479915433402
FKID006180,0.2062080234318305,0.24101479915433402
FKID005241,0.24299800340272212,0.24101479915433402
FKID006181,0.2962175118549828,0.2646457933233872
FKID004797,0.2950984252431029,0.2436034940032234
FKID004801,0.06957219949848673,0.04395604395604396
FKID006182,0.02869260765054479,0.0
FKID004806,0.8785004165522694,1.0
FKID004808,0.8226142482238847,1.0
FKID006185,0.1496974880351929,0.24101479915433402
FKID006186,0.3836896253924825,0.27380952380952384
FKID004822,0.06630743800463229,0.04395604395604396
FKID004823,0.05640712804191523,0.04395604395604396
FKID006188,0.33304952448144576,0.27380952380952384
FKID006190,0.40099782184170624,0.27380952380952384
FKID006191,0.21770581694455324,0.24101479915433402
FKID006193,0.03444309820718121,0.0
FKID006194,0.02040185596031868,0.0
FKID006195,0.179945820346255,0.24101479915433402
FKID004826,0.8927919502959868,1.0
FKID004827,0.2393565265885295,0.24101479915433402
FKID006197,0.03255109069733525,0.0
FKID006198,0.8446106385294601,1.0
FKID004829,0.8838697161729219,1.0
FKID006199,0.2394746498741828,0.24101479915433402
FKID006201,0.22845741374335335,0.24101479915433402
FKID006205,0.18614998523112186,0.24101479915433402
FKID006206,0.22021627201146124,0.24101479915433402
FKID006208,0.1898720667785712,0.24101479915433402
FKID006212,0.2720716029426387,0.24101479915433402
FKID004840,0.19650267194768348,0.24101479915433402
FKID004841,0.2841888344785397,0.24101479915433402
FKID004844,0.037503867125123644,0.0
FKID004845,0.263867151595552,0.24101479915433402
FKID004846,0.2812721534601099,0.24101479915433402
FKID004139,0.42488163440058024,0.27380952380952384
FKID006214,0.1546756502102262,0.24101479915433402
FKID006215,0.43895452799939894,0.27380952380952384
FKID006217,0.17111045229824204,0.24101479915433402
FKID004856,0.18763390421111983,0.24101479915433402
FKID004855,0.11367365908418964,0.19043752395981964
FKID004857,0.21495413966776547,0.24101479915433402
FKID004859,0.23808919439536969,0.24101479915433402
FKID004858,0.5710554238708585,0.43478260869565216
FKID004860,0.23659483201290318,0.24101479915433402
FKID004862,0.491803765244425,0.27709117196618505
FKID006224,0.25954582663636044,0.24101479915433402
FKID006225,0.2141724323273367,0.24101479915433402
FKID006226,0.1633483275738043,0.24101479915433402
FKID006229,0.19924231176338236,0.24101479915433402
FKID004873,0.04634741120697382,0.0
FKID004875,0.2250840787211992,0.24101479915433402
FKID004885,0.09537865028409902,0.04395604395604396
FKID004887,0.09537865028409902,0.04395604395604396
FKID004884,0.09537865028409902,0.04395604395604396
FKID006233,0.048211385353872226,0.011845760163855093
FKID006237,0.21103261713524288,0.24101479915433402
FKID006238,0.3477020194955366,0.27380952380952384
FKID006240,0.22775490783861999,0.24101479915433402
FKID004889,0.19085738847236558,0.24101479915433402
FKID004891,0.2514617646779073,0.24101479915433402
FKID006242,0.19469015439132864,0.24101479915433402
FKID004900,0.26754304076429897,0.24101479915433402
FKID004902,0.3435139197442776,0.27380952380952384
FKID006243,0.1899087963165016,0.24101479915433402
FKID006244,0.1891030883509972,0.24101479915433402
FKID004906,0.20239949324873693,0.24101479915433402
FKID006245,0.27096886775423595,0.24101479915433402
FKID006246,0.7283565010109442,0.8181818181818182
FKID006248,0.10971944329570175,0.04395604395604396
FKID006251,0.3346836680490791,0.27380952380952384
FKID005244,0.9446001189474212,1.0
FKID004915,0.4205553931543723,0.27380952380952384
FKID004914,0.31457589338098857,0.27380952380952384
FKID006252,0.22845159679771682,0.24101479915433402
FKID006255,0.028085039863453044,0.0
FKID004916,0.3056317908158588,0.27380952380952384
FKID004919,0.16756156706834413,0.24101479915433402
FKID006257,0.2477311683193597,0.24101479915433402
FKID006263,0.2995108310245296,0.27380952380952384
FKID006264,0.2349590336507452,0.24101479915433402
FKID006269,0.13518394640264217,0.24101479915433402
FKID006271,0.024724010768655654,0.0
FKID004942,0.23260115164462106,0.24101479915433402
FKID004941,0.8615014304755473,1.0
FKID006273,0.027805579198170505,0.0
FKID006274,0.03688879087930962,0.0
FKID006275,0.06510673745786127,0.04395604395604396
FKID006278,0.27009953587357566,0.24101479915433402
FKID006281,0.28561760079171267,0.24101479915433402
FKID005247,0.34093369862418677,0.27380952380952384
FKID004381,0.2416392647356949,0.24101479915433402
FKID004527,0.8428358825048601,1.0
FKID004165,0.7432152407874281,0.8181818181818182
FKID004721,0.800358162868333,1.0
FKID005248,0.8461611681685962,1.0
FKID004142,0.37027019628413477,0.27380952380952384
FKID006284,0.025023211944166474,0.0
FKID006285,0.19092713385472915,0.24101479915433402
FKID004138,0.39864213617508326,0.27380952380952384
FKID006288,0.24909132158973613,0.24101479915433402
FKID005253,0.09166778396227915,0.04395604395604396
FKID006292,0.2376702857605279,0.24101479915433402
FKID006294,0.12619015079047638,0.24101479915433402
FKID004166,0.8482025726766217,1.0
FKID004177,0.8091112635643206,1.0
FKID004176,0.4045552251068154,0.27380952380952384
FKID006296,0.23338758911319601,0.24101479915433402
FKID006297,0.2517208552533753,0.24101479915433402
FKID006298,0.17090439996617635,0.24101479915433402
FKID006299,0.19837948120512414,0.24101479915433402
FKID005254,0.8912355095690971,1.0
FKID005255,0.013455833948852807,0.0
FKID006300,0.2620706224258066,0.24101479915433402
FKID006301,0.055352380878522366,0.04395604395604396
FKID006304,0.2667204064831779,0.24101479915433402
FKID004195,0.9354752069130036,1.0
FKID006307,0.15585333518222594,0.24101479915433402
FKID005256,0.27628911505219056,0.24101479915433402
FKID006308,0.14844737033556368,0.24101479915433402
FKID006309,0.1276402150703893,0.24101479915433402
FKID000923,0.9157091180693434,1.0
FKID006310,0.23264024703565583,0.24101479915433402
FKID006312,0.28163968466254957,0.24101479915433402
FKID006313,0.2810996674036524,0.24101479915433402
FKID006316,0.29081209419033555,0.24101479915433402
FKID006317,0.23407899742456403,0.24101479915433402
FKID001877,0.9036971716075789,1.0
FKID004257,0.4071133030785312,0.27380952380952384
FKID004262,0.33245216884345197,0.27380952380952384
FKID004264,0.3654424762416349,0.27380952380952384
FKID004272,0.09877468263580585,0.04395604395604396
FKID006325,0.3008878585419229,0.27380952380952384
FKID006329,0.24558225066629646,0.24101479915433402
FKID006327,0.046586907939258765,0.0
FKID006330,0.0668400097524708,0.04395604395604396
FKID005258,0.012849481031752161,0.0
FKID006331,0.03444564674216154,0.0
FKID006332,0.11653639062680507,0.24101479915433402
FKID006333,0.4093780905394801,0.27380952380952384
FKID004274,0.29894843282090466,0.27380952380952384
FKID006339,0.24936177097287598,0.24101479915433402
FKID006340,0.7769910259165809,0.8181818181818182
FKID004281,0.29484223241687174,0.24101479915433402
FKID005259,0.03434974803383787,0.0
FKID006344,0.09915248519155799,0.04395604395604396
FKID006346,0.0257179474571583,0.0
FKID004284,0.24382295259846246,0.24101479915433402
FKID006348,0.16170226343514124,0.24101479915433402
FKID004286,0.07854767297738138,0.04395604395604396
FKID006361,0.920832723284398,1.0
FKID006362,0.15618312753969027,0.24101479915433402
FKID006365,0.19111303150770562,0.24101479915433402
FKID006368,0.24138854325355316,0.24101479915433402
FKID006371,0.03105389907153075,0.0
FKID004299,0.014588476620652319,0.0
FKID006372,0.47871596924571375,0.27380952380952384
FKID004311,0.3497336032595601,0.27380952380952384
FKID004300,0.7721339439495597,0.8181818181818182
FKID004302,0.3672393146275861,0.27380952380952384
FKID006374,0.7333727249903086,0.8181818181818182
FKID006375,0.2004871238640447,0.24101479915433402
FKID004310,0.8773540958388456,1.0
FKID004312,0.41007884389721866,0.27380952380952384
FKID005262,0.9727236442799567,1.0
FKID006379,0.30674027265608367,0.27380952380952384
FKID004317,0.3591218275513944,0.27380952380952384
FKID004316,0.1845374559966664,0.24101479915433402
FKID006380,0.1245212530127862,0.24101479915433402
FKID006381,0.3142384048571618,0.27380952380952384
FKID004319,0.16549157040124,0.24101479915433402
FKID004318,0.36068688742709065,0.27380952380952384
FKID005263,0.13367841442139416,0.24101479915433402
FKID006386,0.3225043522849946,0.27380952380952384
FKID006387,0.25606972386354643,0.24101479915433402
FKID006388,0.13030079569480743,0.24101479915433402
FKID006391,0.1713029100887618,0.24101479915433402
FKID005265,0.11141881710779528,0.10006491421361687
FKID006393,0.136634311582104,0.24101479915433402
FKID004326,0.3355476734016823,0.27380952380952384
FKID005266,0.12276128209177171,0.24101479915433402
FKID006400,0.31604007834078124,0.27380952380952384
FKID004362,0.013233184467332149,0.0
FKID004334,0.9322582991651425,1.0
FKID006403,0.32158786868290196,0.27380952380952384
FKID006405,0.24556404066485527,0.24101479915433402
FKID004335,0.08707855448629993,0.04395604395604396
FKID006406,0.0579567195423252,0.04395604395604396
FKID004337,0.5149575419727904,0.43478260869565216
FKID006412,0.1632289321140244,0.24101479915433402
FKID006414,0.31943602960029327,0.27380952380952384
FKID006415,0.30624644819747976,0.27380952380952384
FKID006416,0.1850140766778411,0.24101479915433402
FKID004358,0.48350949372473717,0.27380952380952384
FKID006418,0.12359103529401816,0.24101479915433402
FKID006419,0.037988818808617035,0.0
FKID006420,0.04080360744655562,0.0
FKID006421,0.1161036208745258,0.24101479915433402
FKID005270,0.26672381215739566,0.24101479915433402
FKID006422,0.1297286185197712,0.24101479915433402
FKID006423,0.1324735319076347,0.24101479915433402
FKID006424,0.13451587630184408,0.24101479915433402
FKID006426,0.025638205214614598,0.0
FKID006427,0.13532216710738088,0.24101479915433402
FKID005271,0.13636213326560523,0.24101479915433402
FKID004364,0.7251807123954124,0.8181818181818182
FKID006433,0.3992935929044976,0.27380952380952384
FKID006434,0.0314861800576043,0.0
FKID006435,0.20382799560746656,0.24101479915433402
FKID006439,0.030786926482595067,0.0
FKID004371,0.28415152739776606,0.24101479915433402
FKID006440,0.06599072335962933,0.04395604395604396
FKID006442,0.13650701278598318,0.24101479915433402
FKID004376,0.28707133899537013,0.24101479915433402
FKID004380,0.031997276794984174,0.0
FKID006448,0.6977005640145072,0.8181818181818182
FKID005273,0.04082065598742561,0.0
FKID006450,0.13098031699820012,0.24101479915433402
FKID004386,0.04082065598742561,0.0
FKID004393,0.100553198770441,0.04395604395604396
FKID006452,0.1653656858496079,0.24101479915433402
FKID004394,0.2076562801495413,0.24101479915433402
FKID004395,0.28326167268398905,0.24101479915433402
FKID006454,0.1746947040676238,0.24101479915433402
FKID006455,0.17558496893399084,0.24101479915433402
FKID006456,0.3079199470357901,0.27380952380952384
FKID006458,0.10399401242674361,0.04395604395604396
FKID006462,0.0365369095883036,0.0
FKID006463,0.22925156224940402,0.24101479915433402
FKID006464,0.2375420702563807,0.24101479915433402
FKID006465,0.34624019924596905,0.27380952380952384
FKID005274,0.041305311325594875,0.0
FKID004416,0.15322443189653845,0.24101479915433402
FKID006469,0.30139915245789445,0.27380952380952384
FKID006470,0.18762257341989963,0.24101479915433402
FKID004424,0.4196297372366504,0.27380952380952384
FKID006472,0.2844936182655993,0.24101479915433402
FKID006473,0.23667517299964166,0.24101479915433402
FKID006475,0.36279180728658805,0.27380952380952384
FKID006478,0.1833187674723776,0.24101479915433402
FKID006479,0.27475161850180135,0.24101479915433402
FKID006486,0.8107039093738949,1.0
FKID006488,0.19483039295717186,0.24101479915433402
FKID006489,0.11411859223259282,0.20827015711315863
FKID006492,0.21645882803421582,0.24101479915433402
FKID006493,0.3488050992963309,0.27380952380952384
FKID001029,0.9016221027498554,1.0
FKID006494,0.1387917545417529,0.24101479915433402
FKID006495,0.03502445569834421,0.0
FKID005276,0.03641417149805966,0.0
FKID006496,0.20233433398329878,0.24101479915433402
FKID006499,0.2581025631059147,0.24101479915433402
FKID006503,0.2847134368792762,0.24101479915433402
FKID004437,0.35269156289864445,0.27380952380952384
FKID006504,0.17689580245899142,0.24101479915433402
FKID006505,0.3047666204419781,0.27380952380952384
FKID004477,0.014676295156942404,0.0
FKID004680,0.20409611357786553,0.24101479915433402
FKID006508,0.13724777739160865,0.24101479915433402
FKID004446,0.39899646007139894,0.27380952380952384
FKID006510,0.21134236296569636,0.24101479915433402
FKID006514,0.9519319214926187,1.0
FKID006515,0.12441685719853005,0.24101479915433402
FKID006522,0.11952731997531586,0.24101479915433402
FKID004456,0.05652659617821067,0.04395604395604396
FKID006524,0.21198871641305816,0.24101479915433402
FKID006525,0.28442192716391335,0.24101479915433402
FKID006526,0.2614827304466527,0.24101479915433402
FKID004458,0.03969646444998696,0.0
FKID006527,0.017406479114189178,0.0
FKID006528,0.017406479114189178,0.0
FKID006529,0.10435529314623983,0.04395604395604396
FKID006531,0.34207785692848836,0.27380952380952384
FKID006532,0.028685441927020716,0.0
FKID006534,0.11723982974099187,0.24101479915433402
FKID004463,0.14365524898752413,0.24101479915433402
FKID006535,0.2598998665664041,0.24101479915433402
FKID005277,0.2883563649695317,0.24101479915433402
FKID004473,0.3481293512846973,0.27380952380952384
FKID006539,0.19259216757492195,0.24101479915433402
FKID000522,0.894890161862014,1.0
FKID006541,0.3035898138453125,0.27380952380952384
FKID006543,0.17310374384184418,0.24101479915433402
FKID006553,0.9155286300146128,1.0
FKID000316,0.9401125256780074,1.0
FKID006545,0.14089687462189207,0.24101479915433402
FKID004537,0.015518247913468028,0.0
FKID006547,0.09535503291925303,0.04395604395604396
FKID006551,0.034390810059575165,0.0
FKID006555,0.1546012225473186,0.24101479915433402
FKID006557,0.3508857459710517,0.27380952380952384
FKID004513,0.3268291454120108,0.27380952380952384
FKID006565,0.27506961376406497,0.24101479915433402
FKID006566,0.07584707245947586,0.04395604395604396
FKID006569,0.2242603440039414,0.24101479915433402
FKID006570,0.2242603440039414,0.24101479915433402
FKID006572,0.1456532978771127,0.24101479915433402
FKID006573,0.14329332249372842,0.24101479915433402
FKID004522,0.3755117657540756,0.27380952380952384
FKID004524,0.33360538190802175,0.27380952380952384
FKID006575,0.22663071473893714,0.24101479915433402
FKID004529,0.3297699255950731,0.27380952380952384
FKID004532,0.4672316334024956,0.27380952380952384
FKID006578,0.024475977290053325,0.0
FKID004544,0.5927011481830854,0.43478260869565216
FKID004550,0.3261120099938255,0.27380952380952384
FKID004603,0.0148206844341987,0.0
FKID006581,0.09805145275573453,0.04395604395604396
FKID006587,0.3242187331595613,0.27380952380952384
FKID004562,0.19728567617900286,0.24101479915433402
