level,stratum,n_obs,mu_prior,sigma_prior,mu_posterior,sigma_posterior,observed_mean,posterior_predictive_mean,posterior_predictive_std,posterior_mean_error,ppc_coverage_50pct,ppc_coverage_80pct,ppc_coverage_95pct,ppc_tail_discrepancy_5pct,kl_prior_to_posterior,same_level_comparable,notes,generated_at
stratum,construction__ORR East 1,1,0.598,0.4309,7.3637,0.001,7.3637,7.3637,0.001,0.0,1.0,1.0,1.0,0.025,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
stratum,construction__ORR East 2,15,6.5971,0.0413,6.6391,0.008,6.6452,6.6388,0.0078,0.0061,0.1333,0.2,0.2667,0.2417,25.2062,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=25.2062,2026-06-19T09:44:52Z
stratum,construction__ORR North 1,1,4.8433,1.7381,4.7412,0.001,4.7412,4.7412,0.001,0.0,1.0,1.0,1.0,0.025,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
stratum,construction__ORR North 2,3,4.2907,3.3564,3.1587,1.6584,2.6661,3.1577,1.6582,-0.4926,0.0,0.0,0.6667,0.025,1.076,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1.0760,2026-06-19T09:44:52Z
stratum,others__Bellary Road 1,7,3.8265,1.4701,3.8162,0.2768,3.7865,3.8158,0.2746,-0.0297,0.0,0.1429,0.4286,0.2607,11.9309,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=11.9309,2026-06-19T09:44:52Z
stratum,others__Bellary Road 2,2,6.7057,1.657,5.1407,0.3921,4.9177,5.1635,0.3944,-0.2229,0.0,0.5,0.5,0.475,14.9582,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=14.9582,2026-06-19T09:44:52Z
stratum,others__Hosur Road,1,5.4007,1.3734,5.8027,0.001,5.8027,5.8027,0.001,0.0,1.0,1.0,1.0,0.025,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
stratum,others__Magadi Road,4,4.4144,1.3528,3.4558,0.4535,3.4435,3.4663,0.4427,-0.0124,0.25,0.25,0.75,0.025,5.0903,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=5.0903,2026-06-19T09:44:52Z
stratum,others__Mysore Road,5,4.4183,1.3062,3.9021,0.5522,4.0117,3.9609,0.5791,0.1095,0.0,0.2,0.4,0.175,1.8736,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1.8736,2026-06-19T09:44:52Z
stratum,others__Non-corridor,28,4.4136,1.5455,4.5007,0.3055,4.6271,4.5008,0.3063,0.1265,0.1071,0.1786,0.3571,0.2964,10.715,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=10.7150,2026-06-19T09:44:52Z
stratum,others__ORR East 2,2,4.8795,1.8133,4.2542,0.1912,4.2577,4.2536,0.1911,0.0035,0.0,0.0,1.0,0.025,47.5457,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=47.5457,2026-06-19T09:44:52Z
stratum,others__ORR North 2,1,4.0379,1.3071,3.447,0.001,3.447,3.447,0.001,-0.0,1.0,1.0,1.0,0.025,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
stratum,others__Old Airport Road,1,4.568,0.7168,0.9576,0.001,0.9576,0.9577,0.001,-0.0,1.0,1.0,1.0,0.025,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
stratum,others__Old Madras Road,1,4.1937,0.4439,6.4364,0.001,6.4364,6.4364,0.001,0.0,1.0,1.0,1.0,0.025,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
stratum,others__Tumkur Road,5,7.1668,1.5939,5.3208,0.4946,5.3196,5.3312,0.5007,-0.0012,0.2,0.4,0.6,0.175,10.4876,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=10.4876,2026-06-19T09:44:52Z
stratum,others__West of Chord Road,3,4.5927,0.532,4.1332,0.4202,3.2122,4.1598,0.4348,-0.9209,0.3333,0.6667,0.6667,0.3083,0.6637,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=0.6637,2026-06-19T09:44:52Z
stratum,pot_holes__Bellary Road 1,3,8.4477,1.5901,8.8998,0.4449,8.8991,8.9037,0.4474,-0.0007,0.3333,0.3333,0.6667,0.025,5.1301,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=5.1301,2026-06-19T09:44:52Z
stratum,pot_holes__CBD 1,1,10.2379,1.3112,3.8305,0.001,3.8305,3.8304,0.001,-0.0,1.0,1.0,1.0,0.025,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
stratum,pot_holes__Magadi Road,3,8.4331,1.0553,9.515,0.1734,9.5139,9.5144,0.1778,-0.0012,0.0,0.3333,0.6667,0.025,35.6984,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=35.6984,2026-06-19T09:44:52Z
stratum,pot_holes__Mysore Road,3,8.3213,1.0672,9.7873,0.2779,9.9508,9.8023,0.2831,0.1635,0.3333,0.6667,0.6667,0.025,19.4464,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=19.4464,2026-06-19T09:44:52Z
stratum,pot_holes__Non-corridor,29,8.6947,2.139,5.837,0.5324,5.9929,5.8245,0.5175,0.156,0.0,0.0345,0.0345,0.4233,20.5894,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=20.5894,2026-06-19T09:44:52Z
stratum,pot_holes__ORR East 1,1,7.604,0.6638,7.0889,0.001,7.0889,7.0889,0.001,-0.0,1.0,1.0,1.0,0.025,353012.6986,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=353012.6986,2026-06-19T09:44:52Z
stratum,pot_holes__Old Madras Road,3,10.4972,0.4082,9.7126,0.2772,9.1874,9.7125,0.2724,-0.5252,0.0,0.3333,0.3333,0.6417,4.2021,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=4.2021,2026-06-19T09:44:52Z
stratum,procession__Non-corridor,4,2.9914,1.7226,3.3494,0.5676,3.1079,3.3415,0.5645,-0.2415,0.25,0.5,0.5,0.225,3.1943,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=3.1943,2026-06-19T09:44:52Z
stratum,protest__Non-corridor,1,1.1836,1.5543,1.3023,0.001,1.3023,1.3023,0.001,-0.0,1.0,1.0,1.0,0.025,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
stratum,public_event__Non-corridor,1,4.3609,1.399,0.1896,0.001,0.1896,0.1896,0.001,-0.0,1.0,1.0,1.0,0.025,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
stratum,road_conditions__Bellary Road 1,2,6.3717,2.333,7.1048,1.1612,7.0671,7.0793,1.1667,-0.0376,0.0,0.0,1.0,0.025,1.0199,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1.0199,2026-06-19T09:44:52Z
stratum,road_conditions__CBD 2,1,8.0742,2.4,10.6063,0.001,10.6063,10.6063,0.001,0.0,1.0,1.0,1.0,0.025,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
stratum,road_conditions__Non-corridor,8,8.1969,1.9399,8.0906,0.9312,7.9496,8.0216,0.9183,-0.141,0.0,0.25,0.75,0.1,0.9423,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=0.9423,2026-06-19T09:44:52Z
stratum,road_conditions__ORR West 1,1,9.4907,1.8875,4.1473,0.001,4.1473,4.1473,0.001,-0.0,1.0,1.0,1.0,0.025,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
stratum,tree_fall__Non-corridor,63,5.1155,1.4515,5.3112,0.2396,5.383,5.2947,0.2428,0.0718,0.0476,0.0476,0.0952,0.4829,16.3796,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=16.3796,2026-06-19T09:44:52Z
stratum,vehicle_breakdown__Airport New South Road,1,3.9996,0.683,4.182,0.001,4.182,4.182,0.001,0.0,1.0,1.0,1.0,0.025,249849.5012,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=249849.5012,2026-06-19T09:44:52Z
stratum,vehicle_breakdown__Bannerghata Road,9,3.4505,0.571,3.8747,0.2159,3.8954,3.8749,0.2172,0.0207,0.0,0.2222,0.3333,0.1972,3.9561,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=3.9561,2026-06-19T09:44:52Z
stratum,vehicle_breakdown__Bellary Road 1,34,3.6371,0.897,3.5071,0.1476,3.4963,3.5127,0.1444,-0.0107,0.0588,0.1765,0.2941,0.2985,16.5565,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=16.5565,2026-06-19T09:44:52Z
stratum,vehicle_breakdown__Bellary Road 2,14,3.7495,0.8606,3.3845,0.2709,3.4226,3.3775,0.2666,0.0382,0.2143,0.4286,0.4286,0.1893,4.2995,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=4.2995,2026-06-19T09:44:52Z
stratum,vehicle_breakdown__CBD 1,1,3.3395,0.8893,3.8211,0.001,3.8211,3.8211,0.001,0.0,1.0,1.0,1.0,0.025,511360.5539,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=511360.5539,2026-06-19T09:44:52Z
stratum,vehicle_breakdown__CBD 2,2,3.9042,0.7102,1.9143,0.0805,1.8884,1.9127,0.0809,-0.026,0.0,0.5,1.0,0.025,341.8366,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=341.8366,2026-06-19T09:44:52Z
stratum,vehicle_breakdown__Hennur Main Road,2,4.0313,0.6997,3.7834,0.0514,3.7852,3.7814,0.0515,0.0018,0.0,0.0,1.0,0.025,101.1643,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=101.1643,2026-06-19T09:44:52Z
stratum,vehicle_breakdown__Hosur Road,16,3.6831,0.8952,3.8884,0.2086,3.8328,3.8784,0.2071,-0.0556,0.125,0.125,0.1875,0.35,7.7376,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=7.7376,2026-06-19T09:44:52Z
stratum,vehicle_breakdown__IRR(Thanisandra road),4,3.5155,0.486,3.6146,0.2733,3.6639,3.6155,0.2696,0.0494,0.0,0.0,0.25,0.475,0.5709,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=0.5709,2026-06-19T09:44:52Z
stratum,vehicle_breakdown__Magadi Road,25,3.6719,0.9025,3.7667,0.1343,3.7651,3.7677,0.1364,-0.0016,0.08,0.08,0.2,0.295,20.4218,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=20.4218,2026-06-19T09:44:52Z
stratum,vehicle_breakdown__Mysore Road,61,3.4889,0.9346,3.5983,0.1144,3.5891,3.6036,0.1127,-0.0092,0.0492,0.1803,0.2623,0.3029,31.2121,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=31.2121,2026-06-19T09:44:52Z
stratum,vehicle_breakdown__Non-corridor,144,3.6769,0.8556,3.6651,0.0772,3.6908,3.6614,0.0751,0.0257,0.0486,0.0764,0.125,0.3639,58.4443,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=58.4443,2026-06-19T09:44:52Z
stratum,vehicle_breakdown__ORR East 1,17,3.6498,0.7583,3.6095,0.2626,3.5011,3.5934,0.2642,-0.1084,0.1176,0.1765,0.2353,0.3279,2.6217,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=2.6217,2026-06-19T09:44:52Z
stratum,vehicle_breakdown__ORR East 2,6,3.7382,0.8299,3.0978,0.3002,2.8541,3.1049,0.2927,-0.2437,0.5,0.6667,0.8333,0.1417,4.5805,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=4.5805,2026-06-19T09:44:52Z
stratum,vehicle_breakdown__ORR North 1,15,3.518,0.806,3.859,0.1865,3.851,3.8543,0.1878,-0.0079,0.1333,0.3333,0.4667,0.175,9.0503,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=9.0503,2026-06-19T09:44:52Z
stratum,vehicle_breakdown__ORR North 2,16,3.5041,0.9441,3.8499,0.1989,3.8458,3.8524,0.2016,-0.004,0.1875,0.1875,0.25,0.2875,10.7223,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=10.7223,2026-06-19T09:44:52Z
stratum,vehicle_breakdown__ORR West 1,8,3.846,0.8182,3.7403,0.2096,3.7217,3.7391,0.2209,-0.0186,0.25,0.25,0.25,0.35,5.8877,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=5.8877,2026-06-19T09:44:52Z
stratum,vehicle_breakdown__Old Airport Road,10,3.1249,1.1074,3.8359,0.3563,3.8526,3.8359,0.3481,0.0167,0.0,0.2,0.5,0.175,5.1873,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=5.1873,2026-06-19T09:44:52Z
stratum,vehicle_breakdown__Old Madras Road,17,3.3824,0.9415,3.5993,0.141,3.5973,3.5961,0.1392,-0.0019,0.2353,0.2941,0.2941,0.3279,21.0704,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=21.0704,2026-06-19T09:44:52Z
stratum,vehicle_breakdown__Tumkur Road,47,3.4524,0.709,3.364,0.1322,3.3221,3.3655,0.1339,-0.0419,0.0638,0.0851,0.1702,0.4005,12.4207,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=12.4207,2026-06-19T09:44:52Z
stratum,vehicle_breakdown__Varthur Road,6,3.7226,0.9337,3.4955,0.3197,3.6019,3.4991,0.3297,0.1063,0.1667,0.3333,0.3333,0.3083,2.9463,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=2.9463,2026-06-19T09:44:52Z
stratum,vehicle_breakdown__West of Chord Road,6,3.4705,0.6976,3.5716,0.1464,3.5565,3.5755,0.1469,-0.0151,0.0,0.3333,0.6667,0.1417,9.5297,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=9.5297,2026-06-19T09:44:52Z
stratum,water_logging__Bellary Road 2,3,7.1139,2.2495,8.9829,0.5155,9.1658,8.9691,0.528,0.1828,0.0,0.3333,0.6667,0.3083,14.1183,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=14.1183,2026-06-19T09:44:52Z
stratum,water_logging__Non-corridor,59,7.2843,1.8787,6.104,0.2911,6.0972,6.0985,0.2913,-0.0068,0.0169,0.0339,0.0508,0.4496,26.6772,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=26.6772,2026-06-19T09:44:52Z
stratum,water_logging__ORR East 1,5,8.4447,0.8632,7.8503,0.7604,6.0335,7.8896,0.742,-1.8169,0.0,0.0,0.6,0.375,0.323,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=0.3230,2026-06-19T09:44:52Z
stratum,water_logging__ORR West 1,6,7.9536,1.724,7.9927,0.6499,7.5774,8.0237,0.6616,-0.4153,0.0,0.1667,0.5,0.1417,2.045,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=2.0450,2026-06-19T09:44:52Z
cause,accident__cause_level,14,3.6364,0.7484,3.7512,0.001,3.5387,3.7512,0.001,-0.2125,0.0714,0.0714,0.0714,0.3321,286597.7238,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=286597.7238,2026-06-19T09:44:52Z
cause,congestion__cause_level,7,3.9432,1.0765,4.1656,0.3267,4.0871,4.157,0.3297,-0.0785,0.1429,0.1429,0.2857,0.1179,3.9667,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=3.9667,2026-06-19T09:44:52Z
cause,construction__cause_level,46,5.3656,2.2741,8.3716,0.001,5.6727,8.3716,0.001,-2.6989,0.0435,0.0435,0.0435,0.9098,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
cause,construction__cause_level,46,5.3656,2.2741,1.0776,0.001,5.6727,1.0776,0.001,4.5951,0.0217,0.0217,0.0217,0.0837,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
cause,construction__cause_level,46,5.3656,2.2741,0.3315,0.001,5.6727,0.3314,0.001,5.3412,0.0217,0.0217,0.0217,0.0402,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
cause,others__cause_level,66,4.6482,1.6502,3.8039,0.001,4.2594,3.8038,0.001,0.4555,0.0152,0.0303,0.0303,0.3386,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
cause,others__cause_level,66,4.6482,1.6502,4.1909,0.001,4.2594,4.191,0.001,0.0684,0.0152,0.0152,0.0152,0.5053,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
cause,others__cause_level,66,4.6482,1.6502,0.7099,0.001,4.2594,0.7099,0.001,3.5494,0.0152,0.0152,0.0152,0.025,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
cause,others__cause_level,66,4.6482,1.6502,3.3698,0.198,4.2594,3.3663,0.1964,0.8896,0.0758,0.1212,0.1667,0.172,52.9402,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=52.9402,2026-06-19T09:44:52Z
cause,others__cause_level,66,4.6482,1.6502,4.6064,0.001,4.2594,4.6064,0.001,-0.3471,0.0152,0.0152,0.0152,0.6417,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
cause,pot_holes__cause_level,51,8.667,2.1281,0.917,0.001,6.8764,0.9169,0.001,5.9594,0.0196,0.0196,0.0196,0.025,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
cause,pot_holes__cause_level,51,8.667,2.1281,4.9165,0.001,6.8764,4.9164,0.001,1.9599,0.0196,0.0196,0.0196,0.2887,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
cause,pot_holes__cause_level,51,8.667,2.1281,4.7028,0.001,6.8764,4.7028,0.0011,2.1736,0.0196,0.0196,0.0196,0.2691,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
cause,pot_holes__cause_level,51,8.667,2.1281,8.7089,0.001,6.8764,8.7089,0.001,-1.8325,0.0196,0.0196,0.0196,0.6417,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
cause,pot_holes__cause_level,51,8.667,2.1281,7.5631,0.001,6.8764,7.5631,0.001,-0.6867,0.0196,0.0196,0.0196,0.3868,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
cause,pot_holes__cause_level,51,8.667,2.1281,7.3033,0.001,6.8764,7.3033,0.001,-0.4269,0.0196,0.0196,0.0196,0.3475,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
cause,pot_holes__cause_level,51,8.667,2.1281,9.5593,0.2643,6.8764,9.5574,0.2544,-2.6829,0.0588,0.1373,0.2353,0.6809,35.5212,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=35.5212,2026-06-19T09:44:52Z
cause,procession__cause_level,5,3.2746,1.7818,4.7973,0.001,3.4458,4.7973,0.001,-1.3516,0.2,0.2,0.2,0.775,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
cause,public_event__cause_level,7,4.0369,1.8396,0.4739,0.001,4.3826,0.4739,0.001,3.9087,0.1429,0.1429,0.1429,0.1179,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
cause,public_event__cause_level,7,4.0369,1.8396,6.0029,0.0116,4.3826,6.0027,0.0119,-1.6203,0.1429,0.2857,0.4286,0.4036,26851.626,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=26851.6260,2026-06-19T09:44:52Z
cause,road_conditions__cause_level,19,7.361,2.579,6.5831,1.5778,8.147,6.5614,1.5881,1.5639,0.1053,0.1579,0.4737,0.0276,0.466,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=0.4660,2026-06-19T09:44:52Z
cause,road_conditions__cause_level,19,7.361,2.579,9.4839,0.2271,8.147,9.4896,0.2193,-1.3369,0.0,0.1053,0.3158,0.4487,105.2282,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=105.2282,2026-06-19T09:44:52Z
cause,road_conditions__cause_level,19,7.361,2.579,9.9312,0.001,8.147,9.9311,0.001,-1.7842,0.0526,0.0526,0.0526,0.7645,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
cause,road_conditions__cause_level,19,7.361,2.579,10.1531,0.001,8.147,10.1531,0.001,-2.0061,0.0526,0.0526,0.0526,0.8171,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
cause,test_demo__cause_level,1,0.8282,,,,,,,,,,,,,False,insufficient observations or invalid posterior,2026-06-19T09:44:52Z
cause,tree_fall__cause_level,99,5.0711,1.4208,3.6229,0.3691,5.3097,3.6154,0.3705,1.6868,0.0808,0.1717,0.3333,0.0457,13.2627,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=13.2627,2026-06-19T09:44:52Z
cause,tree_fall__cause_level,99,5.0711,1.4208,3.4354,0.001,5.3097,3.4354,0.001,1.8743,0.0101,0.0101,0.0101,0.1063,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
cause,tree_fall__cause_level,99,5.0711,1.4208,6.2243,0.5278,5.3097,6.2115,0.527,-0.9146,0.0505,0.1515,0.2727,0.5003,4.5199,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=4.5199,2026-06-19T09:44:52Z
cause,tree_fall__cause_level,99,5.0711,1.4208,4.1462,0.001,5.3097,4.1462,0.001,1.1635,0.0101,0.0101,0.0101,0.278,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
cause,tree_fall__cause_level,99,5.0711,1.4208,2.3946,0.001,5.3097,2.3946,0.0011,2.9152,0.0101,0.0101,0.0101,0.0154,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
cause,tree_fall__cause_level,99,5.0711,1.4208,6.5254,0.5154,5.3097,6.5031,0.5084,-1.2156,0.0909,0.1616,0.2929,0.5407,6.266,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=6.2660,2026-06-19T09:44:52Z
cause,tree_fall__cause_level,99,5.0711,1.4208,4.4308,0.4228,5.3097,4.4213,0.42,0.8789,0.1616,0.2929,0.3636,0.1467,5.0824,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=5.0824,2026-06-19T09:44:52Z
cause,tree_fall__cause_level,99,5.0711,1.4208,4.3743,0.7671,5.3097,4.3567,0.7861,0.9355,0.2929,0.4242,0.5455,0.0356,1.0115,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1.0115,2026-06-19T09:44:52Z
cause,tree_fall__cause_level,99,5.0711,1.4208,4.0112,0.001,5.3097,4.0112,0.001,1.2986,0.0101,0.0101,0.0101,0.2174,1000000.0,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=1000000.0000,2026-06-19T09:44:52Z
cause,tree_fall__cause_level,99,5.0711,1.4208,6.2346,0.2877,5.3097,6.2255,0.2931,-0.9249,0.0202,0.0505,0.101,0.5508,18.2765,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=18.2765,2026-06-19T09:44:52Z
cause,tree_fall__cause_level,99,5.0711,1.4208,4.5658,0.7463,5.3097,4.5462,0.7545,0.7439,0.2222,0.3939,0.5051,0.0861,0.8978,True,PPC uses full posterior (not sequential LOO); KL(prior||posterior)=0.8978,2026-06-19T09:44:52Z
