event_id,recommended_action,action_type,reason,expected_benefit,expected_queue_reduction_m,expected_travel_reduction_min,expected_risk_reduction,confidence,resource_type,resource_count,resource_requirement,risk_if_ignored,approval_required,information_only,generated_at,operator_priority_score,operator_priority_tier,feasible,resource_constrained
FKID001489,QUEUE_RELIEF,traffic,"Forecast queue 199 m and capacity utilization 0.31 at this site (spillover load 6.28). QUEUE_RELIEF is expected to reduce queue by 15% (30 m) and travel time by 24.0 min, lowering escalation risk from 0.14 to 0.10.",0.592904,29.8387,24.0163,0.0387,0.5677,none,0,none,LOW — conditions stable; deferral has limited downside.,True,False,2026-06-20T02:47:06.160690+00:00,0.46216,HIGH,True,False
FKID001592,DISPATCH_TOW,resource,"Forecast queue 121 m and capacity utilization 0.38 at this site (spillover load 4.24). DISPATCH_TOW is expected to reduce queue by 22% (27 m) and travel time by 13.8 min, lowering escalation risk from 0.24 to 0.15.",0.564946,26.7568,13.8487,0.094049,0.588,tow,1,tow:1,MODERATE — conditions degrading; monitor and pre-position resources.,True,False,2026-06-20T02:47:06.160690+00:00,0.409074,MEDIUM,True,False
FKID001646,QUEUE_RELIEF,traffic,"Forecast queue 135 m and capacity utilization 0.46 at this site (spillover load 5.74). QUEUE_RELIEF is expected to reduce queue by 15% (20 m) and travel time by 26.4 min, lowering escalation risk from 0.24 to 0.19.",0.558812,20.24,26.3561,0.04865,0.5918,none,0,none,MODERATE — conditions degrading; monitor and pre-position resources.,True,False,2026-06-20T02:47:06.160690+00:00,0.508026,CRITICAL,True,False
FKID001693,QUEUE_RELIEF,traffic,"Forecast queue 190 m and capacity utilization 0.60 at this site (spillover load 5.11). QUEUE_RELIEF is expected to reduce queue by 15% (28 m) and travel time by 23.2 min, lowering escalation risk from 0.23 to 0.18.",0.591434,28.4923,23.2234,0.04798,0.5667,none,0,none,MODERATE — conditions degrading; monitor and pre-position resources.,True,False,2026-06-20T02:47:06.160690+00:00,0.50859,CRITICAL,True,False
FKID001931,QUEUE_RELIEF,traffic,"Forecast queue 121 m and capacity utilization 0.31 at this site (spillover load 6.32). QUEUE_RELIEF is expected to reduce queue by 15% (18 m) and travel time by 18.5 min, lowering escalation risk from 0.20 to 0.16.",0.446158,18.0972,18.4759,0.04503,0.5928,none,0,none,MODERATE — conditions degrading; monitor and pre-position resources.,True,False,2026-06-20T02:47:06.160690+00:00,0.484725,HIGH,True,False
FKID001932,QUEUE_RELIEF,traffic,"Forecast queue 233 m and capacity utilization 0.37 at this site (spillover load 6.32). QUEUE_RELIEF is expected to reduce queue by 15% (35 m) and travel time by 24.0 min, lowering escalation risk from 0.18 to 0.13.",0.643173,34.9229,24.0164,0.04265,0.5692,none,0,none,LOW — conditions stable; deferral has limited downside.,True,False,2026-06-20T02:47:06.160690+00:00,0.493786,HIGH,True,False
FKID003103,DISPATCH_TOW,resource,"Forecast queue 246 m and capacity utilization 0.63 at this site (spillover load 1.92). DISPATCH_TOW is expected to reduce queue by 22% (53 m) and travel time by 14.4 min, lowering escalation risk from 0.30 to 0.20.",0.804544,53.1007,14.4101,0.100963,0.5649,tow,1,tow:1,MODERATE — conditions degrading; monitor and pre-position resources.,True,False,2026-06-20T02:47:06.160690+00:00,0.380499,MEDIUM,False,True
FKID003235,DISPATCH_TOW,resource,"Forecast queue 207 m and capacity utilization 0.53 at this site (spillover load 4.77). DISPATCH_TOW is expected to reduce queue by 25% (51 m) and travel time by 14.4 min, lowering escalation risk from 0.32 to 0.20.",0.8246,51.4374,14.3992,0.117982,0.5238,tow,1,tow:1,HIGH — escalation/capacity elevated; queue and spillover likely to grow.,True,False,2026-06-20T02:47:06.160690+00:00,0.510257,CRITICAL,True,False
FKID003897,QUEUE_RELIEF,traffic,"Forecast queue 205 m and capacity utilization 0.34 at this site (spillover load 5.24). QUEUE_RELIEF is expected to reduce queue by 15% (31 m) and travel time by 24.0 min, lowering escalation risk from 0.19 to 0.14.",0.611266,30.8,24.0155,0.04388,0.5727,none,0,none,LOW — conditions stable; deferral has limited downside.,True,False,2026-06-20T02:47:06.160690+00:00,0.432739,MEDIUM,True,False
FKID003911,DISPATCH_TOW,resource,"Forecast queue 189 m and capacity utilization 0.38 at this site (spillover load 6.06). DISPATCH_TOW is expected to reduce queue by 21% (40 m) and travel time by 10.4 min, lowering escalation risk from 0.23 to 0.14.",0.62323,39.7905,10.3882,0.088109,0.5898,tow,1,tow:1,MODERATE — conditions degrading; monitor and pre-position resources.,True,False,2026-06-20T02:47:06.160690+00:00,0.494944,HIGH,True,False
FKID004125,QUEUE_RELIEF,traffic,"Forecast queue 267 m and capacity utilization 0.57 at this site (spillover load 4.26). QUEUE_RELIEF is expected to reduce queue by 15% (40 m) and travel time by 24.0 min, lowering escalation risk from 0.20 to 0.16.",0.691204,40.0327,24.0172,0.04537,0.5745,none,0,none,MODERATE — conditions degrading; monitor and pre-position resources.,True,False,2026-06-20T02:47:06.160690+00:00,0.450773,MEDIUM,True,False
FKID004401,QUEUE_RELIEF,traffic,"Forecast queue 201 m and capacity utilization 0.40 at this site (spillover load 1.61). QUEUE_RELIEF is expected to reduce queue by 15% (30 m) and travel time by 25.0 min, lowering escalation risk from 0.18 to 0.14.",0.615277,30.0988,24.978,0.04346,0.5254,none,0,none,LOW — conditions stable; deferral has limited downside.,True,False,2026-06-20T02:47:06.160690+00:00,0.270305,LOW,True,False
FKID004408,QUEUE_RELIEF,traffic,"Forecast queue 181 m and capacity utilization 0.32 at this site (spillover load 3.23). QUEUE_RELIEF is expected to reduce queue by 15% (27 m) and travel time by 20.9 min, lowering escalation risk from 0.10 to 0.07.",0.527962,27.0974,20.8647,0.03516,0.5672,none,0,none,LOW — conditions stable; deferral has limited downside.,True,False,2026-06-20T02:47:06.160690+00:00,0.298885,LOW,True,False
FKID004492,SIGNAL_OFFSET_ADJUST,signal,"Forecast queue 172 m and capacity utilization 0.28 at this site (spillover load 4.60). SIGNAL_OFFSET_ADJUST is expected to reduce queue by 8% (13 m) and travel time by 16.0 min, lowering escalation risk from 0.09 to 0.07.",0.319817,13.1918,15.962,0.016265,0.5431,none,0,none,LOW — conditions stable; deferral has limited downside.,True,False,2026-06-20T02:47:06.160690+00:00,0.354425,LOW,True,False
FKID004519,SIGNAL_OFFSET_ADJUST,signal,"Forecast queue 184 m and capacity utilization 0.29 at this site (spillover load 3.16). SIGNAL_OFFSET_ADJUST is expected to reduce queue by 8% (15 m) and travel time by 22.1 min, lowering escalation risk from 0.08 to 0.06.",0.398315,14.6541,22.1014,0.015313,0.565,none,0,none,LOW — conditions stable; deferral has limited downside.,True,False,2026-06-20T02:47:06.160690+00:00,0.27756,LOW,True,False
FKID004531,DISPATCH_TOW,resource,"Forecast queue 184 m and capacity utilization 0.56 at this site (spillover load 2.72). DISPATCH_TOW is expected to reduce queue by 22% (40 m) and travel time by 12.7 min, lowering escalation risk from 0.29 to 0.19.",0.680317,40.4418,12.7445,0.100848,0.586,tow,1,tow:1,MODERATE — conditions degrading; monitor and pre-position resources.,True,False,2026-06-20T02:47:06.160690+00:00,0.396165,MEDIUM,False,True
FKID004694,SIGNAL_OFFSET_ADJUST,signal,"Forecast queue 95 m and capacity utilization 0.25 at this site (spillover load 2.90). SIGNAL_OFFSET_ADJUST is expected to reduce queue by 7% (7 m) and travel time by 15.3 min, lowering escalation risk from 0.11 to 0.09.",0.26279,6.8917,15.2913,0.017728,0.5887,none,0,none,LOW — conditions stable; deferral has limited downside.,True,False,2026-06-20T02:47:06.160690+00:00,0.264197,LOW,True,False
FKID004711,DISPATCH_TOW,resource,"Forecast queue 182 m and capacity utilization 0.54 at this site (spillover load 2.10). DISPATCH_TOW is expected to reduce queue by 24% (44 m) and travel time by 12.7 min, lowering escalation risk from 0.31 to 0.20.",0.738216,44.1688,12.6965,0.114535,0.564,tow,1,tow:1,HIGH — escalation/capacity elevated; queue and spillover likely to grow.,True,False,2026-06-20T02:47:06.160690+00:00,0.376066,MEDIUM,False,True
FKID004806,SIGNAL_OFFSET_ADJUST,signal,"Forecast queue 66 m and capacity utilization 0.19 at this site (spillover load 2.47). SIGNAL_OFFSET_ADJUST is expected to reduce queue by 8% (5 m) and travel time by 14.6 min, lowering escalation risk from 0.06 to 0.04.",0.234059,5.2228,14.6426,0.01392,0.5877,none,0,none,LOW — conditions stable; deferral has limited downside.,True,False,2026-06-20T02:47:06.160690+00:00,0.210426,LOW,True,False
FKID004829,SIGNAL_OFFSET_ADJUST,signal,"Forecast queue 135 m and capacity utilization 0.27 at this site (spillover load 3.78). SIGNAL_OFFSET_ADJUST is expected to reduce queue by 7% (10 m) and travel time by 17.0 min, lowering escalation risk from 0.13 to 0.11.",0.30638,9.5099,17.0277,0.018967,0.5918,none,0,none,LOW — conditions stable; deferral has limited downside.,True,False,2026-06-20T02:47:06.160690+00:00,0.319862,LOW,True,False
FKID004967,ACTIVATE_DIVERSION,traffic,"Forecast queue 176 m and capacity utilization 0.73 at this site (spillover load 3.11). ACTIVATE_DIVERSION is expected to reduce queue by 18% (32 m) and travel time by 36.4 min, lowering escalation risk from 0.18 to 0.13.",0.768563,31.5674,36.4361,0.050328,0.5703,none,0,none,MODERATE — conditions degrading; monitor and pre-position resources.,True,False,2026-06-20T02:47:06.160690+00:00,0.424093,MEDIUM,True,False
FKID005079,QUEUE_RELIEF,traffic,"Forecast queue 227 m and capacity utilization 0.45 at this site (spillover load 3.34). QUEUE_RELIEF is expected to reduce queue by 15% (34 m) and travel time by 30.8 min, lowering escalation risk from 0.23 to 0.18.",0.721615,33.9993,30.7501,0.04831,0.5683,none,0,none,MODERATE — conditions degrading; monitor and pre-position resources.,True,False,2026-06-20T02:47:06.160690+00:00,0.381225,MEDIUM,True,False
FKID005137,DISPATCH_TOW,resource,"Forecast queue 191 m and capacity utilization 0.39 at this site (spillover load 0.41). DISPATCH_TOW is expected to reduce queue by 22% (42 m) and travel time by 14.0 min, lowering escalation risk from 0.25 to 0.15.",0.698136,42.268,14.0206,0.095059,0.5933,tow,1,tow:1,MODERATE — conditions degrading; monitor and pre-position resources.,True,False,2026-06-20T02:47:06.160690+00:00,0.225032,LOW,False,True
FKID005194,ACTIVATE_DIVERSION,traffic,"Forecast queue 112 m and capacity utilization 0.39 at this site (spillover load 2.96). ACTIVATE_DIVERSION is expected to reduce queue by 14% (16 m) and travel time by 33.3 min, lowering escalation risk from 0.26 to 0.20.",0.616998,15.6731,33.2983,0.058204,0.5889,none,0,none,MODERATE — conditions degrading; monitor and pre-position resources.,True,False,2026-06-20T02:47:06.160690+00:00,0.353616,LOW,True,False
FKID005244,QUEUE_RELIEF,traffic,"Forecast queue 35 m and capacity utilization 0.37 at this site (spillover load 1.65). QUEUE_RELIEF is expected to reduce queue by 15% (5 m) and travel time by 23.2 min, lowering escalation risk from 0.28 to 0.23.",0.406974,5.1836,23.2288,0.05284,0.5891,none,0,none,MODERATE — conditions degrading; monitor and pre-position resources.,True,False,2026-06-20T02:47:06.160690+00:00,0.291125,LOW,True,False
FKID005593,DISPATCH_TOW,resource,"Forecast queue 180 m and capacity utilization 0.28 at this site (spillover load 3.34). DISPATCH_TOW is expected to reduce queue by 18% (33 m) and travel time by 14.4 min, lowering escalation risk from 0.16 to 0.09.",0.571668,32.9176,14.4114,0.068614,0.545,tow,1,tow:1,LOW — conditions stable; deferral has limited downside.,True,False,2026-06-20T02:47:06.160690+00:00,0.318267,LOW,False,True
FKID005996,SIGNAL_OFFSET_ADJUST,signal,"Forecast queue 114 m and capacity utilization 0.29 at this site (spillover load 3.98). SIGNAL_OFFSET_ADJUST is expected to reduce queue by 7% (8 m) and travel time by 19.0 min, lowering escalation risk from 0.12 to 0.10.",0.31734,8.2655,19.0482,0.018407,0.5667,none,0,none,LOW — conditions stable; deferral has limited downside.,True,False,2026-06-20T02:47:06.160690+00:00,0.332777,LOW,True,False
FKID006015,QUEUE_RELIEF,traffic,"Forecast queue 188 m and capacity utilization 0.33 at this site (spillover load 6.33). QUEUE_RELIEF is expected to reduce queue by 15% (28 m) and travel time by 23.3 min, lowering escalation risk from 0.14 to 0.10.",0.571402,28.2712,23.2856,0.03854,0.5635,none,0,none,LOW — conditions stable; deferral has limited downside.,True,False,2026-06-20T02:47:06.160690+00:00,0.469095,HIGH,True,False
FKID006340,QUEUE_RELIEF,traffic,"Forecast queue 197 m and capacity utilization 0.42 at this site (spillover load 2.93). QUEUE_RELIEF is expected to reduce queue by 15% (29 m) and travel time by 29.9 min, lowering escalation risk from 0.21 to 0.16.",0.669741,29.489,29.8763,0.04602,0.5613,none,0,none,MODERATE — conditions degrading; monitor and pre-position resources.,True,False,2026-06-20T02:47:06.160690+00:00,0.350342,LOW,True,False
FKID006361,QUEUE_RELIEF,traffic,"Forecast queue 214 m and capacity utilization 0.50 at this site (spillover load 2.48). QUEUE_RELIEF is expected to reduce queue by 15% (32 m) and travel time by 25.3 min, lowering escalation risk from 0.16 to 0.12.",0.630393,32.0534,25.2973,0.0411,0.565,none,0,none,LOW — conditions stable; deferral has limited downside.,True,False,2026-06-20T02:47:06.160690+00:00,0.326809,LOW,True,False
FKID006514,QUEUE_RELIEF,traffic,"Forecast queue 200 m and capacity utilization 0.64 at this site (spillover load 4.38). QUEUE_RELIEF is expected to reduce queue by 15% (30 m) and travel time by 24.0 min, lowering escalation risk from 0.21 to 0.16.",0.608564,30.005,24.0176,0.04583,0.568,none,0,none,MODERATE — conditions degrading; monitor and pre-position resources.,True,False,2026-06-20T02:47:06.160690+00:00,0.474807,HIGH,True,False
FKID006955,QUEUE_RELIEF,traffic,"Forecast queue 202 m and capacity utilization 0.49 at this site (spillover load 5.59). QUEUE_RELIEF is expected to reduce queue by 15% (30 m) and travel time by 20.9 min, lowering escalation risk from 0.21 to 0.17.",0.577534,30.2278,20.9408,0.04648,0.5877,none,0,none,MODERATE — conditions degrading; monitor and pre-position resources.,True,False,2026-06-20T02:47:06.160690+00:00,0.495615,HIGH,True,False
FKID007137,DISPATCH_TOW,resource,"Forecast queue 184 m and capacity utilization 0.28 at this site (spillover load 4.78). DISPATCH_TOW is expected to reduce queue by 18% (34 m) and travel time by 14.9 min, lowering escalation risk from 0.17 to 0.10.",0.586646,33.8765,14.864,0.069593,0.5293,tow,1,tow:1,LOW — conditions stable; deferral has limited downside.,True,False,2026-06-20T02:47:06.160690+00:00,0.392913,MEDIUM,False,True
FKID007189,QUEUE_RELIEF,traffic,"Forecast queue 240 m and capacity utilization 0.38 at this site (spillover load 1.57). QUEUE_RELIEF is expected to reduce queue by 15% (36 m) and travel time by 22.5 min, lowering escalation risk from 0.11 to 0.07.",0.621302,35.9264,22.5212,0.03584,0.5669,none,0,none,LOW — conditions stable; deferral has limited downside.,True,False,2026-06-20T02:47:06.160690+00:00,0.232979,LOW,True,False
FKID007660,QUEUE_RELIEF,traffic,"Forecast queue 101 m and capacity utilization 0.40 at this site (spillover load 5.76). QUEUE_RELIEF is expected to reduce queue by 15% (15 m) and travel time by 28.2 min, lowering escalation risk from 0.20 to 0.15.",0.529168,15.1394,28.2192,0.04473,0.5677,none,0,none,LOW — conditions stable; deferral has limited downside.,True,False,2026-06-20T02:47:06.160690+00:00,0.478675,HIGH,True,False
FKID008103,DISPATCH_TOW,resource,"Forecast queue 250 m and capacity utilization 0.55 at this site (spillover load 2.71). DISPATCH_TOW is expected to reduce queue by 26% (65 m) and travel time by 12.2 min, lowering escalation risk from 0.34 to 0.22.",0.932281,65.1287,12.2016,0.126984,0.5658,tow,1,tow:1,HIGH — escalation/capacity elevated; queue and spillover likely to grow.,True,False,2026-06-20T02:47:06.160690+00:00,0.415341,MEDIUM,True,False
