junction,gi_star_h1,gi_star_h2,gi_star_h3,gi_star_h5,sps,nhi
OldMadrasRd-NGEF Junc,-0.1932266875785067,-0.18022750998087778,-0.18022750998087778,-0.18022750998087778,-0.183477304380285,0.5841836734693877
SadashivnagarJunc,-0.1805027791234996,-0.1807504108327072,-0.1807504108327072,-0.1807504108327072,-0.18068850290540528,0.5816326530612245
K R MarketJunction,-0.220018971792228,-0.17977610118863643,-0.17977610118863643,-0.17977610118863643,-0.18983681883953432,0.5790816326530612
BegumMahalJunc,-0.1805070132367776,-0.18075496256873252,-0.18075496256873252,-0.18075496256873252,-0.1806929752357438,0.5782312925170068
MC Circle,-0.1843964776557436,-0.18029104147056177,-0.18029104147056177,-0.18029104147056177,-0.1813174005168572,0.576530612244898
BDA Junctio-Koramangala,-0.22002879731654815,-0.17981599720097438,-0.17981599720097438,-0.17981599720097438,-0.18986919722986784,0.5756802721088435
Rajajinagar19thMainJunc,-0.1844057481064011,-0.1802995763192084,-0.1802995763192084,-0.1802995763192084,-0.18132611926600656,0.5731292517006803
HoramavuJunction,-0.24203552071781562,-0.17936324596263026,-0.17936324596263026,-0.17936324596263026,-0.1950313146514266,0.5731292517006803
AnilKumbleCircle,-0.19325310696985087,-0.18025148346981312,-0.18025148346981312,-0.18025148346981312,-0.18350188934482256,0.570578231292517
ShivandaCircle,-0.18054673477703853,-0.18079426949537503,-0.18079426949537503,-0.18079426949537503,-0.1807323858157909,0.5697278911564626
5thMainRPC Layout-Vijayanagar,-0.18440728187301964,-0.18030062207568667,-0.18030062207568667,-0.18030062207568667,-0.1813272870250199,0.5697278911564626
Ashoknagar Junction(ShoolayCircle),-0.2200528264875578,-0.17982556569226565,-0.17982556569226565,-0.17982556569226565,-0.18988238089108866,0.5697278911564626
OldMadrasRd-80FeetRdJunc,-0.19326030179291723,-0.18025820334334883,-0.18025820334334883,-0.18025820334334883,-0.18350872795574094,0.5671768707482994
VijayanagarBusStandJunction,-0.1844180008691795,-0.1803115479610495,-0.1803115479610495,-0.1803115479610495,-0.18133816118808202,0.5654761904761905
StateBankofMysoreJunc,-0.1805809471069583,-0.18082834215055715,-0.18082834215055715,-0.18082834215055715,-0.18076649338965745,0.5637755102040817
RajarajeshwariKalyanaMantapaJunc,-0.1844253053512983,-0.18031870317500798,-0.18031870317500798,-0.18031870317500798,-0.18134535371908056,0.5620748299319729
BucheryJunction,-0.18059004483624141,-0.18083720295361405,-0.18083720295361405,-0.18083720295361405,-0.1807754134242709,0.560374149659864
NavarangTheatreJunction,-0.18443921720675355,-0.18033317962679035,-0.18033317962679035,-0.18033317962679035,-0.18135968902178118,0.5586734693877551
JP Nagar 15th cross junction,-0.22036943917317842,-0.17996338722547722,-0.17996338722547722,-0.17996338722547722,-0.19006490021240252,0.5578231292517006
AshirwadamCircle,-0.220217734640327,-0.1799730416049643,-0.1799730416049643,-0.1799730416049643,-0.19003421486380498,0.5561224489795918
CholurpalyaJunction(MagadiRd),-0.1844422248881887,-0.18033568847759468,-0.18033568847759468,-0.18033568847759468,-0.18136232258024315,0.5552721088435374
HopefarmJunction,-0.1806053770075067,-0.18085278435134755,-0.18085278435134755,-0.18085278435134755,-0.18079093251538733,0.554421768707483
Nagarbhavi,-0.18062325522415276,-0.18087079535202155,-0.18087079535202155,-0.18087079535202155,-0.18080891032005436,0.5510204081632654
ShivanahalliJunctionWOC,-0.18444462082444915,-0.1803383527171611,-0.1803383527171611,-0.1803383527171611,-0.1813649197439831,0.5510204081632653
KadirenahalliJunction,-0.22042602417405657,-0.180010905420046,-0.180010905420046,-0.180010905420046,-0.19011468510854868,0.5493197278911565
Rajajinagagr1stBlockJunction,-0.1844561479702399,-0.18034969943996737,-0.18034969943996737,-0.18034969943996737,-0.1813763115725355,0.5450680272108843
FTI Junction(KanteeravaStudio),-0.1806994806780148,-0.18094674589234586,-0.18094674589234586,-0.18094674589234586,-0.1808849295887631,0.5425170068027211
HSR14thMainJunc,-0.18071483205260302,-0.18096249017500693,-0.18096249017500693,-0.18096249017500693,-0.18090057564440593,0.5391156462585034
RamamurthyNagarJunction,-0.2426449386297502,-0.17987189725211358,-0.17987189725211358,-0.17987189725211358,-0.19556515759652274,0.5365646258503401
SubbannaJunction,-0.18074264008738006,-0.18098974061068254,-0.18098974061068254,-0.18098974061068254,-0.1809279654798569,0.5357142857142857
ModiBridgeJunction,-0.18447799690594213,-0.18037214961108597,-0.18037214961108597,-0.18037214961108597,-0.1813986114348,0.5340136054421769
VeerasandraGateJunction,-0.1807460351270641,-0.18099315544354388,-0.18099315544354388,-0.18099315544354388,-0.18093137536442394,0.532312925170068
CMH Rd-AdarshTheaterJunc,-0.19336115815430166,-0.1803548200023727,-0.1803548200023727,-0.1803548200023727,-0.18360640454035493,0.5306122448979592
Fire Force Junction,-0.18448378146161043,-0.18037731959382894,-0.18037731959382894,-0.18037731959382894,-0.18140393506077432,0.5306122448979591
AnandRaoJunction,-0.18076416457898967,-0.18101174370229114,-0.18101174370229114,-0.18101174370229114,-0.18094984892146576,0.5289115646258503
ItmaduJunction,-0.22065849890183234,-0.18023110695051753,-0.18023110695051753,-0.18023110695051753,-0.19033795493834627,0.5272108843537415
MillCornerRd-SampigeRdJunc,-0.18077624814816892,-0.18102361004675666,-0.18102361004675666,-0.18102361004675666,-0.1809617695721097,0.5255102040816326
ShivajiTalkiesJunc,-0.2204945355062129,-0.1802339921582926,-0.1802339921582926,-0.1802339921582926,-0.19029912799527268,0.5255102040816326
KamrajRdJunction,-0.1933681272617801,-0.18036494045975146,-0.18036494045975146,-0.18036494045975146,-0.18361573716025864,0.5246598639455783
AttiguppeCircleJunction,-0.1845215252535597,-0.18041497541915608,-0.18041497541915608,-0.18041497541915608,-0.18144161287775698,0.5246598639455783
JP Nagar 9th cross-24th main jn,-0.18078871236664668,-0.18103634389116394,-0.18103634389116394,-0.18103634389116394,-0.18097443601003463,0.5195578231292517
ModiHospital,-0.1845435237197827,-0.18043709746398875,-0.18043709746398875,-0.18043709746398875,-0.18146370402793724,0.5187074829931972
Arbindo Circle,-0.18080776865978304,-0.18105492474497775,-0.18105492474497775,-0.18105492474497775,-0.1809931357236791,0.516156462585034
MayohallJunction,-0.19338113090325534,-0.18037732927240652,-0.18037732927240652,-0.18037732927240652,-0.1836282796801187,0.516156462585034
BasaweshwaraCircle,-0.18478623092354096,-0.18045991905458494,-0.18045991905458494,-0.18045991905458494,-0.18154149702182393,0.5153061224489796
PuttammaChoultryNagarbhavi,-0.18083884205125914,-0.18108645696009784,-0.18108645696009784,-0.18108645696009784,-0.18102455323288816,0.5119047619047619
Yemalur cross junc,-0.21593882584460758,-0.1803436536172866,-0.1803436536172866,-0.1803436536172866,-0.18924244667411688,0.5110544217687075
KundanahalliGateJunc,-0.37231374754934066,-0.18009074760289615,-0.18009074760289615,-0.18009074760289615,-0.22814649758950725,0.5110544217687074
HosmatJunction,-0.18086246626609576,-0.18111007129836887,-0.18111007129836887,-0.18111007129836887,-0.1810481700403006,0.5085034013605443
KarnatakaBhavanJunction,-0.1808669499831637,-0.181114247171566,-0.181114247171566,-0.181114247171566,-0.1810524228744654,0.5051020408163265
NagaTheaterJunc-Ulsoor,-0.18086864899337338,-0.181116294356551,-0.181116294356551,-0.181116294356551,-0.18105438301575658,0.5017006802721088
DairyCircle,-0.18087277518324946,-0.18111916589861368,-0.18111916589861368,-0.18111916589861368,-0.18105756821977262,0.49829931972789115
ChaudrayaCircle/UdayaTVCircle(CantonmentJunc),-0.18088797391148964,-0.18113524067030828,-0.18113524067030828,-0.18113524067030828,-0.18107342398060364,0.4948979591836735
BhashyamCircle,-0.18090644697130168,-0.18115390900422165,-0.18115390900422165,-0.18115390900422165,-0.18109204349599167,0.4914965986394558
Geeta Circle,-0.18091000679954777,-0.1811576032906125,-0.1811576032906125,-0.1811576032906125,-0.18109570416784632,0.488095238095238
AnjaneyaTempleJunc,-0.19352840129225204,-0.18051924222414364,-0.18051924222414364,-0.18051924222414364,-0.18377153199117074,0.48724489795918374
PrasannaJunction,-0.24282289240174001,-0.18027610838341496,-0.18027610838341496,-0.18027610838341496,-0.19591280438799624,0.48469387755102045
CIL CrossJunction-JayamahalRd,-0.18091036426341098,-0.1811578628960254,-0.1811578628960254,-0.1811578628960254,-0.1810959882378718,0.4846938775510204
ManipalCentreJunc,-0.19355353807997486,-0.18054347170852714,-0.18054347170852714,-0.18054347170852714,-0.18379598830138907,0.483843537414966
Ring road-Near Kengunte Junction,-0.18091243974157598,-0.1811597359339088,-0.1811597359339088,-0.1811597359339088,-0.18109791188582558,0.48129251700680276
BrigadeMillenium,-0.18091741144848456,-0.18116500698480525,-0.18116500698480525,-0.18116500698480525,-0.18110310810072505,0.477891156462585
Arts&CraftsCircle,-0.19356545005388137,-0.18055479487409712,-0.18055479487409712,-0.18055479487409712,-0.18380745866904316,0.4744897959183674
UpparpetJunction,-0.1809251521855447,-0.1811726948153166,-0.1811726948153166,-0.1811726948153166,-0.18111080915787361,0.47448979591836726
WebbsCircle,-0.19356377544405937,-0.18055708418657002,-0.18055708418657002,-0.18055708418657002,-0.18380875700094235,0.4727891156462586
K G Junction,-0.18092566280710232,-0.18117323940478186,-0.18117323940478186,-0.18117323940478186,-0.181111345255362,0.47108843537414963
GangammagudiJunc,-0.1809374548908555,-0.18118485451455854,-0.18118485451455854,-0.18118485451455854,-0.1811230046086328,0.467687074829932
BinnyMillJunction,-0.18094402037953616,-0.1811911793256347,-0.1811911793256347,-0.1811911793256347,-0.18112938958911004,0.46428571428571425
OldMadrasRd-BMTC DepotJunc,-0.1935875738362177,-0.18057608385016632,-0.18057608385016632,-0.18057608385016632,-0.18382895634667917,0.4634353741496599
BiryandCircle,-0.2207075501573247,-0.1804257179810782,-0.1804257179810782,-0.1804257179810782,-0.19049617602513982,0.46343537414965985
29thMainRdBTM LayoutJunc,-0.1809445371285403,-0.18119170704889465,-0.18119170704889465,-0.18119170704889465,-0.18112991456880606,0.4608843537414966
OldMadrasRd-DoubleRdJunc,-0.19359188046312695,-0.18058239994672037,-0.18058239994672037,-0.18058239994672037,-0.18383477007582205,0.46003401360544216
KonanakunteJunction(KanakapurarRd),-0.18094649704985535,-0.18119385412383093,-0.18119385412383093,-0.18119385412383093,-0.18113201485533703,0.4574829931972789
OldMadrasRd-SuddaguntepalyaRdJunc,-0.19360861186769007,-0.18060053923596972,-0.18060053923596972,-0.18060053923596972,-0.18385255739389983,0.45663265306122447
PES-DevegowdaCircle,-0.22090180305058843,-0.18046054211893164,-0.18046054211893164,-0.18046054211893164,-0.1905708573518458,0.4549319727891157
ThomasCafe-New,-0.18095111322330215,-0.18119865533593338,-0.18119865533593338,-0.18119865533593338,-0.18113676980777557,0.4540816326530613
TyagiHengalvarayaJunc(DickensonRd),-0.22069130669066708,-0.18046437295727666,-0.18046437295727666,-0.18046437295727666,-0.19052110639062428,0.45408163265306123
JaiMuniRaoCircle,-0.24292273747704987,-0.18035830356673005,-0.18035830356673005,-0.18035830356673005,-0.19599941204430998,0.45323129251700683
SagarHospitalJunc,-0.22067789643885344,-0.18047033178733374,-0.18047033178733374,-0.18047033178733374,-0.19052222295021365,0.45238095238095233
BMTCJunction-K H Road,-0.1809587317179154,-0.1812057230482825,-0.1812057230482825,-0.1812057230482825,-0.18114397521569073,0.45068027210884354
MSRamaiahHospitalJunc,-0.18096383754571826,-0.1812113624178255,-0.1812113624178255,-0.1812113624178255,-0.1811494811997987,0.4472789115646259
TamarikannanJunc,-0.1937196720230924,-0.18070832142857002,-0.18070832142857002,-0.18070832142857002,-0.18396115907720062,0.445578231292517
HoodiJunction,-0.18098896369301087,-0.1812362079589412,-0.1812362079589412,-0.1812362079589412,-0.18117439689245862,0.44387755102040816
MaharajaJunction,-0.18098971737599293,-0.18123719017176312,-0.18123719017176312,-0.18123719017176312,-0.18117532197282057,0.4404761904761905
Delmia-Jayanagar,-0.22094883898089077,-0.1805065915056521,-0.1805065915056521,-0.1805065915056521,-0.19061715337446175,0.44047619047619047
ESI(k r puram),-0.18099532385075603,-0.18124281452285995,-0.18124281452285995,-0.18124281452285995,-0.18118094185483397,0.4370748299319728
SiddapuraJunction,-0.18100497482016864,-0.1812522733419697,-0.1812522733419697,-0.1812522733419697,-0.18119044871151943,0.43367346938775514
5thMainHSR,-0.2162672115640192,-0.1806731666510333,-0.1806731666510333,-0.1806731666510333,-0.18957167787927978,0.43112244897959184
Dr RajkumarRd-10thCrossRdJunc,-0.18104426388241182,-0.18129116663936967,-0.18129116663936967,-0.18129116663936967,-0.18122944095013022,0.4302721088435374
CID-CarltonHouseJunc,-0.18106451776020166,-0.18131125958356406,-0.18131125958356406,-0.18131125958356406,-0.18124957412772347,0.42687074829931976
Geethanjali jn,-0.18106561087406015,-0.18131299786995092,-0.18131299786995092,-0.18131299786995092,-0.18125115112097823,0.423469387755102
KalyanNagar-ORR Junc,-0.2433826531237109,-0.18049376537033124,-0.18049376537033124,-0.18049376537033124,-0.19621598730867615,0.42176870748299317
NIMHANS Junction,-0.1810676593658428,-0.18131480395237434,-0.18131480395237434,-0.18131480395237434,-0.18125301780574143,0.4200680272108844
SandeepUnnikrishnan-Yelhanka,-0.18107263691632497,-0.1813196854919825,-0.1813196854919825,-0.1813196854919825,-0.18125792334806812,0.41666666666666674
YediyurMeternityHospital,-0.18109230669009,-0.18133965809294134,-0.18133965809294134,-0.18133965809294134,-0.1812778202422285,0.413265306122449
DMRoadJunc(Basavangudi),-0.18110376613486454,-0.18135110144915337,-0.18135110144915337,-0.18135110144915337,-0.18128926762058115,0.40986394557823125
Jaipuria-Adugodi,-0.22093579925314824,-0.18067269069211997,-0.18067269069211997,-0.18067269069211997,-0.19073846783237705,0.40816326530612246
DevegowdaPetrolBunkJunc,-0.22111344830762833,-0.18065555421277152,-0.18065555421277152,-0.18065555421277152,-0.19077002773648571,0.40816326530612246
"KuvempuCircleJunc,HAL MainGate",-0.21642327012311402,-0.1808025724693158,-0.1808025724693158,-0.1808025724693158,-0.18970774688276537,0.407312925170068
Krupanidhi College,-0.1811042916335317,-0.18135144319826596,-0.18135144319826596,-0.18135144319826596,-0.1812896553070824,0.4064625850340136
