event_id,snapshot_date,quantile_fallback,retrieval_fallback,quantile_support,planned_support,event_cause,corridor,coverage_flag
FKID004464,2023-11-11,corridor_only,low_support,9,0,accident,Non-corridor,True
FKID005849,2023-11-11,global,low_support,21,0,construction,ORR East 1,True
FKID005850,2023-11-12,global,low_support,35,0,pot_holes,Hosur Road,True
FKID004472,2023-11-12,cause_only,low_support,21,0,vehicle_breakdown,Varthur Road,True
FKID004467,2023-11-12,corridor_only,low_support,15,0,procession,Non-corridor,True
FKID004465,2023-11-12,cause_only,low_support,21,0,vehicle_breakdown,Bellary Road 1,True
FKID005851,2023-11-12,cause_only,low_support,21,0,vehicle_breakdown,Tumkur Road,True
FKID004468,2023-11-12,cause_only,low_support,21,0,vehicle_breakdown,Bellary Road 1,True
FKID004470,2023-11-12,cause_only,low_support,8,0,others,Non-corridor,True
FKID004471,2023-11-12,corridor_only,low_support,15,0,procession,Non-corridor,True
FKID004474,2023-11-12,cause_only,low_support,21,0,vehicle_breakdown,ORR North 1,True
FKID005852,2023-11-12,cause_only,low_support,8,0,others,Bellary Road 2,True
FKID005853,2023-11-12,cause_only,low_support,21,0,vehicle_breakdown,Tumkur Road,True
FKID005854,2023-11-12,cause_only,low_support,21,0,vehicle_breakdown,Tumkur Road,True
FKID004478,2023-11-12,corridor_only,low_support,15,0,congestion,Non-corridor,True
FKID005855,2023-11-12,cause_corridor,low_support,7,0,vehicle_breakdown,Non-corridor,True
FKID005856,2023-11-12,global,low_support,35,0,accident,Bellary Road 2,True
FKID005857,2023-11-12,global,low_support,35,0,accident,Bellary Road 2,True
FKID005858,2023-11-12,global,low_support,35,0,pot_holes,Varthur Road,True
FKID005847,2023-11-12,cause_only,low_support,21,0,vehicle_breakdown,Old Madras Road,True
FKID004485,2023-11-12,global,low_support,35,0,procession,Magadi Road,True
FKID004484,2023-11-12,cause_only,low_support,21,0,vehicle_breakdown,Bellary Road 1,True
FKID005859,2023-11-12,global,low_support,35,0,pot_holes,West of Chord Road,True
FKID005860,2023-11-12,cause_corridor,low_support,7,0,vehicle_breakdown,Non-corridor,True
FKID005861,2023-11-13,cause_only,low_support,32,0,vehicle_breakdown,Tumkur Road,True
FKID004490,2023-11-13,global,low_support,50,0,road_conditions,Airport New South Road,True
FKID004491,2023-11-13,cause_corridor,low_support,12,0,vehicle_breakdown,Non-corridor,True
FKID004492,2023-11-13,corridor_only,low_support,21,0,pot_holes,Non-corridor,True
FKID005862,2023-11-13,cause_corridor,low_support,6,0,vehicle_breakdown,Mysore Road,True
FKID004494,2023-11-13,cause_only,low_support,32,0,vehicle_breakdown,ORR North 1,True
FKID004495,2023-11-13,global,low_support,50,0,construction,ORR East 1,True
FKID005863,2023-11-13,cause_only,low_support,32,0,vehicle_breakdown,Bannerghata Road,True
FKID005205,2023-11-13,global,low_support,50,0,construction,ORR East 2,True
FKID005206,2023-11-13,cause_only,low_support,32,0,vehicle_breakdown,ORR East 1,True
FKID004497,2023-11-13,global,low_support,50,0,accident,Bellary Road 1,True
FKID005864,2023-11-13,cause_corridor,low_support,12,0,vehicle_breakdown,Non-corridor,True
FKID005865,2023-11-13,cause_corridor,low_support,12,0,vehicle_breakdown,Non-corridor,True
FKID005866,2023-11-13,cause_only,low_support,32,0,vehicle_breakdown,ORR West 1,True
FKID004499,2023-11-13,global,low_support,50,0,pot_holes,ORR East 1,True
FKID005207,2023-11-13,cause_only,low_support,32,0,vehicle_breakdown,Bellary Road 1,True
FKID005867,2023-11-13,global,low_support,50,0,road_conditions,CBD 2,True
FKID005868,2023-11-13,cause_only,low_support,9,0,others,Non-corridor,True
FKID001592,2023-11-13,corridor_only,low_support,21,0,pot_holes,Non-corridor,True
FKID005869,2023-11-13,global,low_support,50,0,road_conditions,West of Chord Road,True
FKID005870,2023-11-13,global,low_support,50,0,construction,ORR North 1,True
FKID005871,2023-11-13,cause_only,low_support,32,0,vehicle_breakdown,Tumkur Road,True
FKID005872,2023-11-13,cause_corridor,low_support,12,0,vehicle_breakdown,Non-corridor,True
FKID005873,2023-11-13,corridor_only,low_support,21,0,congestion,Non-corridor,True
FKID005874,2023-11-13,global,low_support,50,0,pot_holes,CBD 1,True
FKID005208,2023-11-13,cause_only,low_support,9,0,others,Magadi Road,True
FKID005875,2023-11-13,global,low_support,50,0,construction,ORR North 1,True
FKID005876,2023-11-13,cause_only,low_support,9,0,others,ORR East 1,True
FKID005877,2023-11-13,corridor_only,low_support,21,0,construction,Non-corridor,True
FKID005878,2023-11-13,global,low_support,50,0,accident,Old Airport Road,True
FKID005879,2023-11-13,cause_corridor,low_support,6,0,vehicle_breakdown,Mysore Road,True
FKID005209,2023-11-13,cause_corridor,low_support,12,0,vehicle_breakdown,Non-corridor,True
FKID005880,2023-11-13,cause_corridor,low_support,12,0,vehicle_breakdown,Non-corridor,True
FKID004504,2023-11-13,cause_only,low_support,32,0,vehicle_breakdown,Bellary Road 1,True
FKID005881,2023-11-13,cause_corridor,low_support,6,0,vehicle_breakdown,Mysore Road,True
FKID005882,2023-11-13,cause_only,low_support,32,0,vehicle_breakdown,CBD 1,True
FKID005883,2023-11-13,cause_corridor,low_support,6,0,vehicle_breakdown,Mysore Road,True
FKID005210,2023-11-13,cause_corridor,low_support,12,0,vehicle_breakdown,Non-corridor,True
FKID005884,2023-11-13,cause_only,low_support,32,0,vehicle_breakdown,ORR West 1,True
FKID005885,2023-11-13,cause_corridor,low_support,6,0,vehicle_breakdown,Mysore Road,True
FKID005886,2023-11-13,cause_corridor,low_support,12,0,vehicle_breakdown,Non-corridor,True
FKID004507,2023-11-13,cause_corridor,low_support,12,0,vehicle_breakdown,Non-corridor,True
FKID005887,2023-11-13,cause_only,low_support,32,0,vehicle_breakdown,IRR(Thanisandra road),True
FKID005888,2023-11-13,corridor_only,low_support,7,0,accident,Mysore Road,True
FKID005889,2023-11-13,cause_only,low_support,32,0,vehicle_breakdown,Old Airport Road,True
FKID004512,2023-11-13,corridor_only,low_support,21,0,accident,Non-corridor,True
FKID005891,2023-11-13,cause_only,low_support,32,0,vehicle_breakdown,Bannerghata Road,True
FKID005890,2023-11-13,cause_only,low_support,32,0,vehicle_breakdown,Hennur Main Road,True
FKID005892,2023-11-13,cause_only,low_support,32,0,vehicle_breakdown,Varthur Road,True
FKID005893,2023-11-13,cause_corridor,low_support,12,0,vehicle_breakdown,Non-corridor,True
FKID005894,2023-11-13,cause_only,low_support,32,0,vehicle_breakdown,Airport New South Road,True
FKID005895,2023-11-13,cause_only,low_support,32,0,vehicle_breakdown,Tumkur Road,True
FKID004517,2023-11-13,cause_corridor,low_support,12,0,vehicle_breakdown,Non-corridor,True
FKID005896,2023-11-13,cause_corridor,low_support,12,0,vehicle_breakdown,Non-corridor,True
FKID005897,2023-11-13,cause_only,low_support,32,0,vehicle_breakdown,Bellary Road 2,True
FKID005898,2023-11-13,cause_only,low_support,32,0,vehicle_breakdown,Bellary Road 2,True
FKID004518,2023-11-14,cause_only,exact,34,3,vehicle_breakdown,ORR North 1,True
FKID005899,2023-11-14,cause_corridor,exact,14,3,vehicle_breakdown,Non-corridor,True
FKID005211,2023-11-14,cause_only,exact,10,3,others,Non-corridor,True
FKID005900,2023-11-14,cause_only,exact,10,3,others,Mysore Road,True
FKID005901,2023-11-14,cause_only,exact,34,3,vehicle_breakdown,Bellary Road 2,True
FKID004523,2023-11-14,cause_only,exact,10,3,others,Magadi Road,True
FKID004525,2023-11-14,corridor_only,exact,24,3,water_logging,Non-corridor,True
FKID004526,2023-11-14,global,exact,56,3,construction,Airport New South Road,True
FKID004555,2023-11-14,global,exact,56,3,construction,ORR East 2,True
FKID005902,2023-11-14,cause_corridor,exact,6,3,vehicle_breakdown,Mysore Road,True
FKID005903,2023-11-14,cause_only,exact,34,3,vehicle_breakdown,Old Madras Road,True
FKID004531,2023-11-14,corridor_only,exact,24,3,construction,Non-corridor,True
FKID005904,2023-11-14,cause_only,exact,34,3,vehicle_breakdown,Tumkur Road,True
FKID005905,2023-11-14,global,exact,56,3,construction,Varthur Road,True
FKID005906,2023-11-14,corridor_only,exact,24,3,pot_holes,Non-corridor,True
FKID005907,2023-11-14,cause_corridor,exact,14,3,vehicle_breakdown,Non-corridor,True
FKID005908,2023-11-14,global,exact,56,3,construction,ORR North 1,True
FKID005909,2023-11-14,cause_only,exact,34,3,vehicle_breakdown,Magadi Road,True
FKID005910,2023-11-14,cause_corridor,exact,14,3,vehicle_breakdown,Non-corridor,True
FKID005911,2023-11-14,corridor_only,exact,24,3,accident,Non-corridor,True
FKID004535,2023-11-14,corridor_only,exact,24,3,protest,Non-corridor,True
FKID005912,2023-11-14,cause_only,exact,34,3,vehicle_breakdown,Hosur Road,True
FKID005913,2023-11-14,cause_only,exact,10,3,others,Mysore Road,True
FKID004536,2023-11-14,cause_only,exact,34,3,vehicle_breakdown,Magadi Road,True
FKID004542,2023-11-14,cause_corridor,exact,14,3,vehicle_breakdown,Non-corridor,True
FKID005914,2023-11-14,cause_only,exact,34,3,vehicle_breakdown,Bellary Road 1,True
FKID005915,2023-11-14,cause_corridor,exact,14,3,vehicle_breakdown,Non-corridor,True
FKID005917,2023-11-14,cause_corridor,exact,6,3,vehicle_breakdown,Mysore Road,True
FKID005916,2023-11-14,cause_only,exact,34,3,vehicle_breakdown,ORR East 1,True
FKID004549,2023-11-14,cause_corridor,exact,14,3,vehicle_breakdown,Non-corridor,True
FKID005918,2023-11-14,corridor_only,exact,24,3,congestion,Non-corridor,True
FKID005212,2023-11-14,cause_only,exact,34,3,vehicle_breakdown,ORR North 2,True
FKID005919,2023-11-14,cause_only,exact,34,3,vehicle_breakdown,West of Chord Road,True
FKID005920,2023-11-14,cause_only,exact,34,3,vehicle_breakdown,West of Chord Road,True
FKID004546,2023-11-14,cause_corridor,exact,14,3,vehicle_breakdown,Non-corridor,True
FKID005921,2023-11-14,cause_corridor,exact,14,3,vehicle_breakdown,Non-corridor,True
FKID005922,2023-11-14,cause_corridor,exact,14,3,vehicle_breakdown,Non-corridor,True
FKID004551,2023-11-14,global,exact,56,3,road_conditions,Airport New South Road,True
FKID004553,2023-11-14,cause_corridor,exact,14,3,vehicle_breakdown,Non-corridor,True
FKID005923,2023-11-14,cause_corridor,exact,14,3,vehicle_breakdown,Non-corridor,True
FKID004552,2023-11-14,global,exact,56,3,accident,ORR East 1,True
FKID005924,2023-11-14,cause_only,exact,34,3,vehicle_breakdown,IRR(Thanisandra road),True
FKID005925,2023-11-14,corridor_only,exact,24,3,pot_holes,Non-corridor,True
FKID005926,2023-11-14,cause_only,exact,34,3,vehicle_breakdown,IRR(Thanisandra road),True
FKID004554,2023-11-14,cause_corridor,exact,14,3,vehicle_breakdown,Non-corridor,True
FKID005213,2023-11-14,global,exact,56,3,congestion,Old Airport Road,True
FKID005214,2023-11-14,cause_only,exact,34,3,vehicle_breakdown,Bellary Road 1,True
FKID005927,2023-11-14,cause_only,exact,34,3,vehicle_breakdown,Tumkur Road,True
FKID004556,2023-11-14,cause_corridor,exact,14,3,vehicle_breakdown,Non-corridor,True
FKID005928,2023-11-14,corridor_only,exact,24,3,accident,Non-corridor,True
FKID005929,2023-11-14,cause_corridor,exact,6,3,vehicle_breakdown,Mysore Road,True
FKID005930,2023-11-14,global,exact,56,3,accident,Hosur Road,True
FKID004560,2023-11-15,cause_corridor,exact,21,3,vehicle_breakdown,Non-corridor,True
FKID005931,2023-11-15,cause_only,exact,50,3,vehicle_breakdown,Bellary Road 2,True
FKID005932,2023-11-15,cause_corridor,exact,5,3,vehicle_breakdown,Tumkur Road,True
FKID005933,2023-11-15,cause_corridor,exact,21,3,vehicle_breakdown,Non-corridor,True
FKID005215,2023-11-15,cause_only,exact,50,3,vehicle_breakdown,ORR East 1,True
FKID005935,2023-11-15,cause_only,exact,50,3,vehicle_breakdown,ORR East 1,True
FKID005934,2023-11-15,cause_only,exact,50,3,vehicle_breakdown,Bellary Road 2,True
FKID005936,2023-11-15,cause_only,exact,50,3,vehicle_breakdown,ORR East 1,True
FKID005937,2023-11-15,cause_only,exact,50,3,vehicle_breakdown,ORR East 1,True
FKID004564,2023-11-15,cause_corridor,exact,21,3,vehicle_breakdown,Non-corridor,True
FKID005938,2023-11-15,cause_only,exact,50,3,vehicle_breakdown,ORR East 1,True
FKID004563,2023-11-15,cause_only,exact,7,3,construction,ORR East 2,True
FKID005939,2023-11-15,cause_only,exact,50,3,vehicle_breakdown,Varthur Road,True
FKID005940,2023-11-15,cause_corridor,exact,9,3,vehicle_breakdown,Mysore Road,True
FKID005941,2023-11-15,cause_corridor,exact,21,3,vehicle_breakdown,Non-corridor,True
FKID004566,2023-11-15,cause_only,exact,50,3,vehicle_breakdown,Hosur Road,True
FKID005942,2023-11-15,cause_only,exact,7,3,pot_holes,ORR East 1,True
FKID005943,2023-11-15,cause_only,exact,50,3,vehicle_breakdown,Old Airport Road,True
FKID004569,2023-11-15,cause_corridor,exact,21,3,vehicle_breakdown,Non-corridor,True
FKID005944,2023-11-15,corridor_only,exact,37,3,congestion,Non-corridor,True
FKID005945,2023-11-15,cause_corridor,exact,21,3,vehicle_breakdown,Non-corridor,True
FKID004576,2023-11-15,cause_only,exact,50,3,vehicle_breakdown,Old Airport Road,True
FKID005946,2023-11-15,cause_corridor,exact,5,3,others,Non-corridor,True
FKID005947,2023-11-15,cause_only,exact,13,3,others,ORR North 2,True
FKID005216,2023-11-15,cause_only,exact,7,3,construction,ORR North 2,True
FKID005948,2023-11-15,cause_only,exact,7,3,construction,ORR North 1,True
FKID004572,2023-11-15,cause_corridor,exact,21,3,vehicle_breakdown,Non-corridor,True
FKID004573,2023-11-15,cause_corridor,exact,21,3,vehicle_breakdown,Non-corridor,True
FKID004574,2023-11-15,cause_corridor,exact,5,3,others,Non-corridor,True
FKID005950,2023-11-15,cause_only,exact,50,3,vehicle_breakdown,CBD 2,True
FKID005949,2023-11-15,cause_only,exact,50,3,vehicle_breakdown,Bellary Road 2,True
FKID004575,2023-11-15,cause_corridor,exact,21,3,vehicle_breakdown,Non-corridor,True
FKID005951,2023-11-15,cause_corridor,exact,5,3,vehicle_breakdown,Tumkur Road,True
FKID005952,2023-11-15,cause_corridor,exact,5,3,vehicle_breakdown,Tumkur Road,True
FKID005953,2023-11-15,cause_only,exact,13,3,others,Bellary Road 2,True
FKID005955,2023-11-15,cause_only,exact,50,3,vehicle_breakdown,Magadi Road,True
FKID005954,2023-11-15,cause_only,exact,50,3,vehicle_breakdown,Magadi Road,True
FKID005217,2023-11-15,cause_only,exact,50,3,vehicle_breakdown,ORR North 2,True
FKID005956,2023-11-15,corridor_only,exact,37,3,procession,Non-corridor,True
FKID005957,2023-11-15,cause_corridor,exact,21,3,vehicle_breakdown,Non-corridor,True
FKID005958,2023-11-15,cause_corridor,exact,9,3,vehicle_breakdown,Mysore Road,True
FKID005959,2023-11-15,cause_only,exact,50,3,vehicle_breakdown,Old Madras Road,True
FKID005960,2023-11-15,cause_only,exact,50,3,vehicle_breakdown,Old Madras Road,True
FKID005961,2023-11-15,cause_corridor,exact,21,3,vehicle_breakdown,Non-corridor,True
FKID005962,2023-11-15,cause_corridor,exact,5,3,vehicle_breakdown,Tumkur Road,True
FKID005963,2023-11-15,cause_only,exact,13,3,others,Hennur Main Road,True
FKID004589,2023-11-15,cause_only,exact,50,3,vehicle_breakdown,ORR East 1,True
FKID004592,2023-11-15,cause_corridor,exact,21,3,vehicle_breakdown,Non-corridor,True
FKID005964,2023-11-15,cause_corridor,exact,21,3,vehicle_breakdown,Non-corridor,True
FKID005965,2023-11-15,cause_only,exact,50,3,vehicle_breakdown,Bellary Road 2,True
FKID005966,2023-11-15,corridor_only,exact,37,3,road_conditions,Non-corridor,True
FKID005967,2023-11-15,corridor_only,exact,37,3,road_conditions,Non-corridor,True
FKID005968,2023-11-15,corridor_only,exact,37,3,road_conditions,Non-corridor,True
FKID005969,2023-11-15,corridor_only,exact,37,3,road_conditions,Non-corridor,True
FKID005970,2023-11-15,cause_only,exact,50,3,vehicle_breakdown,Bellary Road 2,True
FKID005971,2023-11-15,cause_corridor,exact,5,3,vehicle_breakdown,Tumkur Road,True
FKID005218,2023-11-15,cause_corridor,exact,5,3,others,Non-corridor,True
FKID005972,2023-11-15,corridor_only,exact,6,3,congestion,ORR North 1,True
FKID005973,2023-11-15,cause_only,exact,50,3,vehicle_breakdown,Bellary Road 2,True
FKID005974,2023-11-16,cause_corridor,exact,6,4,vehicle_breakdown,Tumkur Road,True
FKID005975,2023-11-16,cause_corridor,exact,6,4,others,Non-corridor,True
FKID005976,2023-11-16,cause_corridor,exact,6,4,others,Non-corridor,True
FKID004600,2023-11-16,cause_only,exact,60,4,vehicle_breakdown,ORR North 2,True
FKID005977,2023-11-16,cause_only,exact,7,4,accident,Tumkur Road,True
FKID005979,2023-11-16,cause_only,exact,60,4,vehicle_breakdown,Old Airport Road,True
FKID005978,2023-11-16,cause_only,exact,60,4,vehicle_breakdown,Old Airport Road,True
FKID005980,2023-11-16,cause_corridor,exact,24,4,vehicle_breakdown,Non-corridor,True
FKID004596,2023-11-16,cause_corridor,exact,24,4,vehicle_breakdown,Non-corridor,True
FKID004597,2023-11-16,cause_only,exact,11,4,construction,ORR East 2,True
FKID005981,2023-11-16,cause_only,exact,8,4,pot_holes,Varthur Road,True
FKID004601,2023-11-16,cause_corridor,exact,6,4,others,Non-corridor,True
FKID005982,2023-11-16,global,exact,116,4,water_logging,Hosur Road,True
FKID005983,2023-11-16,cause_only,exact,60,4,vehicle_breakdown,ORR East 1,True
FKID005984,2023-11-16,cause_only,exact,60,4,vehicle_breakdown,ORR East 1,True
FKID005985,2023-11-16,cause_only,exact,60,4,vehicle_breakdown,Hennur Main Road,True
FKID005986,2023-11-16,cause_corridor,exact,11,4,vehicle_breakdown,Mysore Road,True
FKID005987,2023-11-16,cause_only,exact,60,4,vehicle_breakdown,Old Madras Road,True
FKID005988,2023-11-16,cause_only,exact,60,4,vehicle_breakdown,IRR(Thanisandra road),True
