row_index,top_feature,top_shap,prediction_driver_rank
1417,trust_score,-0.4877116318323454,1
715,duration_anomaly,1.183483810145847,1
2355,event_cause,-0.6020354132374707,1
1084,event_cause,-0.5953523657483293,1
1187,duration_anomaly,1.1549922248807831,1
1564,event_cause,-0.4669155136896839,1
968,duration_anomaly,1.272667648029736,1
2011,event_cause,-0.42096387055927886,1
445,event_cause,1.0580495943779207,1
1435,event_cause,-0.5389154498642611,1
831,event_cause,1.5375175970366857,1
753,mnar_predicted_prob,-0.6617378441729618,1
1023,event_cause,-0.6004421733446812,1
1687,event_cause,-0.6143325836524006,1
1235,event_cause,-0.589746902936532,1
793,trust_score,-0.49004129994292733,1
503,event_cause,0.547504810623242,1
1022,event_cause,-0.49606199804010476,1
210,event_cause,-0.516115486940307,1
1307,event_cause,-0.5886577348247484,1
208,event_cause,-0.4400162627867935,1
460,trust_score,1.7832052312940736,1
1319,event_cause,0.7891521108028418,1
1217,event_cause,-0.4601514468655031,1
1024,event_cause,0.7076922655966147,1
641,event_cause,0.6988748550105149,1
222,trust_score,-0.41731058609987026,1
196,duration_anomaly,1.302028689428476,1
1929,duration_anomaly,1.362525951225101,1
1923,event_cause,1.5443261312299126,1
1340,trust_score,1.0505522499076099,1
2402,duration_anomaly,1.3006483070356913,1
2184,event_cause,-0.5837094510432741,1
2313,trust_score,-0.47180833300692376,1
1124,event_cause,-0.57628694753171,1
692,event_cause,0.5194940606601307,1
2380,event_cause,-0.5943023427436754,1
16,event_cause,1.4889675798982445,1
990,event_cause,0.5921987222641656,1
1760,trust_score,-0.4400059609321615,1
384,event_cause,-0.49975038460112103,1
1991,event_cause,0.5381786980704159,1
932,trust_score,2.143099973443587,1
1866,event_cause,-0.3503620688408187,1
1537,event_cause,0.5049702592949821,1
2302,event_cause,-0.5085582363181772,1
2368,event_cause,-0.5224087772192629,1
1529,event_cause,-0.5257639371058882,1
1096,trust_score,2.077311148203906,1
1241,event_cause,-0.5453571092564474,1
1166,event_cause,-0.5221349257429334,1
1542,event_cause,1.369183323967044,1
2005,event_cause,-0.5879545085085294,1
349,event_cause,0.4791017110225972,1
2089,event_cause,1.4255216369590205,1
821,event_cause,1.6543055673409013,1
1554,event_cause,-0.5644672936161129,1
1001,trust_score,2.035926392233148,1
1444,event_cause,0.9073048474486971,1
620,event_cause,-0.4872690032618945,1
517,event_cause,-0.6170438789435898,1
2148,event_cause,-0.6088661489093159,1
1003,event_cause,-0.5123617241663669,1
1546,duration_anomaly,0.8572313047815497,1
53,event_cause,-0.6049656473809624,1
1859,event_cause,-0.6376989168341706,1
761,event_cause,-0.553507539669452,1
1702,event_cause,1.559127913618604,1
2064,event_cause,-0.632634840224237,1
1808,event_cause,0.5497658932816166,1
367,trust_score,1.939441463144623,1
1742,event_cause,1.46011418010201,1
1315,event_cause,-0.5896946039361918,1
1571,event_cause,0.7806886149894527,1
1113,event_cause,-0.4994297738301483,1
551,event_cause,-0.6387492538226219,1
1527,event_cause,-0.5064496683283134,1
1836,event_cause,-0.5458474686008326,1
2312,event_cause,-0.5740302792194363,1
897,event_cause,-0.5941539049546722,1
190,event_cause,-0.4946960198165117,1
266,event_cause,-0.4987209562602156,1
2194,event_cause,-0.5003798524633393,1
86,event_cause,-0.529074888224414,1
1688,event_cause,-0.556617884954076,1
283,event_cause,-0.5499463136762538,1
1856,trust_score,-0.46427741785771465,1
1662,event_cause,0.8431626000653346,1
1933,trust_score,-0.4440979934414395,1
1194,event_cause,0.5513066458800389,1
1833,trust_score,1.4252818591504977,1
1184,event_cause,-0.4817413532393425,1
1810,event_cause,-0.624952623178403,1
1090,event_cause,-0.5722392042446369,1
570,event_cause,-0.5771833280385018,1
2146,event_cause,-0.5315019720973602,1
184,event_cause,-0.5135813694248137,1
969,duration_anomaly,0.8285060207294527,1
2331,event_cause,-0.5573926599427628,1
1288,trust_score,-0.4678203396257559,1
1006,event_cause,-0.44576177113970056,1
2298,event_cause,-0.6345478772957874,1
1919,trust_score,-0.355063554213088,1
2304,event_cause,-0.5168716943927261,1
1053,event_cause,-0.5028360177087069,1
1783,event_cause,-0.5724320766889436,1
142,event_cause,-0.3166034392505325,1
1317,event_cause,-0.5988994792197601,1
363,event_cause,-0.42421662466493715,1
406,event_cause,-0.5710381581514727,1
962,trust_score,1.1272067089161042,1
999,event_cause,-0.585543158942961,1
284,event_cause,-0.566428424198654,1
1592,event_cause,-0.5527534863206656,1
1510,trust_score,1.1261008227618001,1
822,event_cause,1.6543055673409013,1
1441,event_cause,-0.5638868860086121,1
1637,event_cause,-0.5749785367151702,1
711,trust_score,1.9955832760336434,1
1754,trust_score,0.8321262484385106,1
867,event_cause,-0.6255627559716194,1
1713,event_cause,0.5657413064918667,1
911,event_cause,0.48083758517415964,1
2352,trust_score,0.6803716761424828,1
439,event_cause,-0.668755989554866,1
1909,event_cause,-0.633528436311329,1
72,trust_score,1.8540782790029335,1
1466,trust_score,-0.4607164006035014,1
2237,trust_score,1.1066700497596322,1
295,trust_score,-0.38728747189904605,1
