event_id,archetype,probability,cluster_id
FKID000757,chronic,1.0,50
FKID000763,severe,1.0,13
FKID000766,rapid_clear,0.39749497414135815,44
FKID000769,moderate,1.0,16
FKID000773,mega_disruption,0.6285621665090892,28
FKID000775,chronic,1.0,39
FKID000778,rapid_clear,1.0,35
FKID000781,moderate,1.0,15
FKID000783,severe,0.9221746023320838,32
FKID000787,moderate,1.0,36
FKID000789,rapid_clear,0.7851696698645753,26
FKID000791,rapid_clear,1.0,2
FKID000792,severe,1.0,18
FKID000798,moderate,0.12503024012211622,12
FKID000800,moderate,0.12503024012211622,12
FKID000805,chronic,1.0,4
FKID000807,severe,0.09534251931787387,18
FKID000808,severe,1.0,0
FKID000816,mega_disruption,0.6744040886472502,7
FKID000817,moderate,0.3502239058426077,16
FKID000818,severe,0.6157098081014797,0
FKID000821,severe,1.0,0
FKID000822,mega_disruption,1.0,20
FKID000823,chronic,1.0,4
FKID000824,moderate,1.0,12
FKID000826,chronic,1.0,30
FKID000827,outlier,0.0,-1
FKID000828,severe,1.0,48
FKID000829,rapid_clear,1.0,5
FKID000830,mega_disruption,1.0,20
FKID000831,severe,1.0,9
FKID000834,mega_disruption,1.0,8
FKID000841,rapid_clear,1.0,23
FKID000842,mega_disruption,1.0,8
FKID000843,rapid_clear,1.0,23
FKID000844,moderate,1.0,40
FKID000845,moderate,1.0,40
FKID000846,mega_disruption,0.9447191636444255,42
FKID000848,chronic,0.6442721590134459,50
FKID000856,mega_disruption,1.0,7
FKID000857,moderate,1.0,15
FKID000858,severe,0.4431428029257948,19
FKID000859,severe,0.8420396024299694,22
FKID000860,chronic,1.0,39
FKID000865,mega_disruption,0.975933969873528,47
FKID000866,rapid_clear,0.8751626775993792,2
FKID000869,moderate,1.0,11
FKID000876,rapid_clear,1.0,26
FKID000877,rapid_clear,1.0,2
FKID000887,severe,0.5657254571217546,48
FKID000890,mega_disruption,1.0,42
FKID000893,moderate,0.12503024012211622,12
FKID000895,mega_disruption,1.0,8
FKID000896,rapid_clear,1.0,45
FKID000900,severe,0.12193217847956768,18
FKID000902,mega_disruption,1.0,29
FKID000905,moderate,0.9573809033886831,41
FKID000907,severe,1.0,22
FKID000909,chronic,1.0,38
FKID000912,mega_disruption,1.0,8
FKID000914,chronic,1.0,39
FKID000915,moderate,1.0,36
FKID000917,chronic,1.0,17
FKID000921,outlier,0.0,-1
FKID000922,outlier,0.0,-1
FKID000923,mega_disruption,0.6794438856175706,46
FKID000925,mega_disruption,1.0,46
FKID000926,severe,1.0,13
FKID000930,severe,1.0,33
FKID000931,mega_disruption,1.0,1
FKID000933,severe,1.0,33
FKID000936,mega_disruption,1.0,47
FKID000937,moderate,1.0,16
FKID000939,rapid_clear,0.9703513219860608,44
FKID000941,chronic,1.0,38
FKID000942,chronic,1.0,39
FKID000944,mega_disruption,1.0,46
FKID000952,moderate,1.0,24
FKID000956,moderate,0.0677679610293307,24
FKID000957,outlier,0.0,-1
FKID000962,moderate,0.12503024012211622,12
FKID000964,outlier,0.0,-1
FKID000966,severe,0.09534251931787387,18
FKID000968,mega_disruption,1.0,8
FKID000969,mega_disruption,1.0,46
FKID000970,chronic,1.0,4
FKID000972,rapid_clear,1.0,31
FKID000973,rapid_clear,0.9779548154408858,31
FKID000975,mega_disruption,1.0,8
FKID000976,severe,1.0,9
FKID000979,chronic,0.8636729543097604,50
FKID000981,mega_disruption,1.0,7
FKID000983,moderate,1.0,16
FKID000984,chronic,1.0,39
FKID000988,mega_disruption,1.0,8
FKID000990,severe,0.09534251931787387,18
FKID000991,mega_disruption,0.898267191963161,46
FKID000992,outlier,0.0,-1
FKID000995,mega_disruption,1.0,47
FKID000996,rapid_clear,1.0,23
FKID000998,mega_disruption,0.6120630180320019,7
FKID000999,severe,0.09534251931787387,18
FKID001001,outlier,0.0,-1
FKID001002,mega_disruption,1.0,7
FKID001003,mega_disruption,0.4484164534379405,28
FKID001009,rapid_clear,1.0,23
FKID001010,moderate,1.0,41
FKID001011,rapid_clear,1.0,31
FKID001012,moderate,0.7532047069416377,40
FKID001013,rapid_clear,1.0,23
FKID001014,mega_disruption,0.4484164534379405,28
FKID001017,mega_disruption,1.0,28
FKID001019,severe,0.5840942047527058,48
FKID001025,chronic,1.0,4
FKID001027,chronic,0.8236297428021401,17
FKID001029,mega_disruption,1.0,21
FKID001035,severe,1.0,33
FKID001041,severe,1.0,14
FKID001042,severe,1.0,13
FKID001043,severe,1.0,19
FKID001051,chronic,0.8729319618017972,39
FKID001052,mega_disruption,0.6285621665090892,28
FKID001053,severe,1.0,22
FKID001054,mega_disruption,1.0,47
FKID001057,severe,1.0,13
FKID001058,severe,1.0,13
FKID001060,chronic,1.0,39
FKID001061,severe,0.9093568913596503,32
FKID001063,severe,1.0,32
FKID001068,rapid_clear,1.0,44
FKID001079,moderate,0.06826360894187143,24
FKID001080,chronic,1.0,39
FKID001083,rapid_clear,0.8172177171254477,26
FKID001084,rapid_clear,1.0,26
FKID001085,mega_disruption,1.0,8
FKID001086,rapid_clear,1.0,26
FKID001088,mega_disruption,1.0,29
FKID001089,chronic,0.6055116228380525,27
FKID001091,rapid_clear,0.8635298042375721,37
FKID001095,chronic,0.8665113161890642,39
FKID001098,severe,0.9703103062851017,18
FKID001099,moderate,1.0,36
FKID001104,outlier,0.0,-1
FKID001106,chronic,0.8675875900180187,39
FKID001107,chronic,0.8675875900180187,39
FKID001109,severe,0.09534251931787387,18
FKID001111,mega_disruption,0.6509652339427391,7
FKID001112,mega_disruption,1.0,46
FKID001115,mega_disruption,1.0,8
FKID001118,mega_disruption,0.6107651015090589,46
FKID001119,mega_disruption,1.0,8
FKID001122,chronic,1.0,30
FKID001123,mega_disruption,1.0,20
FKID001125,mega_disruption,1.0,46
FKID001128,chronic,1.0,4
FKID001132,moderate,1.0,24
FKID001133,mega_disruption,1.0,46
FKID001135,mega_disruption,1.0,7
FKID001139,rapid_clear,1.0,23
FKID001140,moderate,1.0,40
FKID001143,outlier,0.0,-1
FKID001145,severe,1.0,18
FKID001149,severe,0.5840942047527058,48
FKID001153,chronic,1.0,50
FKID001154,rapid_clear,1.0,44
FKID001155,rapid_clear,1.0,35
FKID001159,moderate,1.0,12
FKID001161,mega_disruption,0.6177840622927502,28
FKID001162,chronic,1.0,25
FKID001165,chronic,1.0,39
FKID001169,severe,1.0,32
FKID001170,moderate,1.0,41
FKID001171,mega_disruption,1.0,29
FKID001172,severe,1.0,32
FKID001173,severe,0.9276618741751972,32
FKID001174,rapid_clear,1.0,26
FKID001178,moderate,0.9573809033886831,41
FKID001181,chronic,1.0,25
FKID001189,mega_disruption,1.0,20
FKID001190,chronic,1.0,25
FKID001194,rapid_clear,1.0,31
FKID001195,mega_disruption,1.0,42
FKID001196,mega_disruption,1.0,42
FKID001197,outlier,0.0,-1
FKID001198,outlier,0.0,-1
FKID001203,rapid_clear,1.0,23
FKID001204,chronic,1.0,4
FKID001205,moderate,1.0,40
FKID001207,moderate,1.0,11
FKID001211,mega_disruption,0.652390449466033,7
FKID001214,severe,1.0,48
FKID001215,severe,1.0,33
FKID001218,severe,1.0,33
FKID001223,chronic,0.7560550675231643,17
FKID001225,severe,1.0,9
FKID001226,chronic,1.0,50
FKID001233,moderate,1.0,16
FKID001234,severe,1.0,34
FKID001236,severe,1.0,13
FKID001240,severe,1.0,33
FKID001245,chronic,0.9823199879159983,39
FKID001247,chronic,1.0,39
FKID001250,chronic,1.0,39
FKID001254,severe,0.8635578370621295,34
FKID001255,severe,1.0,13
FKID001256,outlier,0.0,-1
FKID001257,rapid_clear,0.8751626775993792,2
FKID001261,rapid_clear,1.0,26
FKID001265,severe,1.0,13
FKID001266,chronic,1.0,43
FKID001267,chronic,1.0,39
FKID001269,mega_disruption,1.0,8
FKID001272,chronic,0.8729319618017972,39
FKID001274,severe,0.7865486209456987,32
FKID001276,mega_disruption,1.0,8
FKID001278,mega_disruption,1.0,20
FKID001280,severe,1.0,0
FKID001282,severe,1.0,32
FKID001283,rapid_clear,1.0,5
FKID001285,moderate,1.0,41
FKID001287,outlier,0.0,-1
FKID001288,mega_disruption,1.0,46
FKID001289,moderate,1.0,11
FKID001290,severe,1.0,48
FKID001291,severe,0.5560909601661581,9
FKID001292,moderate,1.0,51
FKID001293,mega_disruption,0.8553667433914572,42
FKID001294,mega_disruption,0.8553667433914572,42
FKID001296,rapid_clear,1.0,49
FKID001299,chronic,0.665247752591717,50
FKID001300,moderate,1.0,51
FKID001302,mega_disruption,0.8553667433914572,42
FKID001304,chronic,0.33637625001986865,30
FKID001307,mega_disruption,0.9333476101869951,20
FKID001308,mega_disruption,1.0,20
FKID001313,severe,1.0,22
FKID001314,mega_disruption,1.0,47
FKID001319,chronic,0.3410010702985079,30
FKID001324,outlier,0.0,-1
FKID001329,chronic,1.0,3
FKID001331,moderate,0.12503024012211622,12
FKID001332,rapid_clear,0.6816747318444125,37
FKID001334,rapid_clear,0.8796713215164308,26
FKID001335,severe,0.8919876202844691,32
FKID001339,rapid_clear,0.6857578842860156,37
FKID001346,chronic,0.6247305586270866,3
FKID001351,severe,0.9831725614619479,18
FKID001355,moderate,1.0,41
FKID001356,mega_disruption,0.8481095896766032,20
FKID001364,rapid_clear,1.0,23
FKID001367,outlier,0.0,-1
FKID001368,rapid_clear,1.0,31
FKID001370,rapid_clear,1.0,23
FKID001371,rapid_clear,1.0,10
FKID001373,chronic,1.0,17
FKID001374,moderate,1.0,11
FKID001375,chronic,0.9127662388412608,17
FKID001380,severe,0.5560909601661581,9
FKID001382,chronic,1.0,4
FKID001384,moderate,1.0,11
FKID001387,severe,1.0,48
FKID001388,outlier,0.0,-1
FKID001390,severe,1.0,34
FKID001395,chronic,0.8636729543097604,50
FKID001396,severe,0.5840942047527058,48
FKID001397,moderate,1.0,16
FKID001400,severe,1.0,34
FKID001404,rapid_clear,1.0,49
FKID001405,rapid_clear,1.0,49
FKID001410,rapid_clear,0.7159030103741473,44
FKID001411,severe,1.0,14
FKID001412,severe,1.0,13
FKID001413,mega_disruption,1.0,28
FKID001414,severe,1.0,19
FKID001415,severe,1.0,13
FKID001419,severe,0.8420396024299694,22
FKID001420,severe,1.0,19
FKID001423,chronic,0.8729319618017972,39
FKID001424,chronic,0.9554545241301294,39
FKID001425,chronic,1.0,39
FKID001426,rapid_clear,1.0,35
FKID001432,moderate,0.7555007920025674,36
FKID001434,moderate,0.5227386476687612,36
FKID001437,moderate,1.0,36
FKID001446,mega_disruption,0.6744040886472502,7
FKID001447,chronic,1.0,25
FKID001458,outlier,0.0,-1
FKID001460,rapid_clear,1.0,23
FKID001461,chronic,1.0,30
FKID001462,chronic,1.0,4
FKID001466,rapid_clear,0.8751626775993792,2
FKID001468,rapid_clear,0.7851696698645753,26
FKID001469,chronic,0.6247305586270866,3
FKID001470,moderate,0.12503024012211622,12
FKID001471,mega_disruption,1.0,8
FKID001473,chronic,0.8162837142662637,17
FKID001477,moderate,0.9354740363071103,11
FKID001480,outlier,0.0,-1
FKID001489,mega_disruption,1.0,8
FKID001490,severe,1.0,33
FKID001491,chronic,1.0,50
FKID001493,moderate,1.0,51
FKID001494,moderate,1.0,51
FKID001495,severe,1.0,19
FKID001496,severe,0.09534251931787387,18
FKID001499,mega_disruption,1.0,7
FKID001501,chronic,1.0,39
FKID001503,severe,0.09534251931787387,18
FKID001504,mega_disruption,0.511482397440122,7
FKID001505,chronic,0.9801892928143439,27
FKID001507,moderate,1.0,12
FKID001508,moderate,0.5227386476687612,36
FKID001512,mega_disruption,0.6744040886472502,7
FKID001514,chronic,1.0,27
FKID001519,severe,1.0,18
FKID001520,moderate,1.0,41
FKID001522,mega_disruption,1.0,8
FKID001523,chronic,1.0,4
FKID001525,chronic,0.4357681667676508,30
FKID001530,moderate,1.0,40
FKID001534,rapid_clear,1.0,31
FKID001536,severe,1.0,0
FKID001540,mega_disruption,1.0,42
FKID001543,outlier,0.0,-1
FKID001547,severe,1.0,48
FKID001548,severe,0.5560909601661581,9
FKID001551,moderate,1.0,51
FKID001558,severe,1.0,34
FKID001559,rapid_clear,1.0,49
FKID001560,rapid_clear,1.0,49
FKID001564,severe,1.0,13
FKID001565,chronic,1.0,43
FKID001566,severe,1.0,13
FKID001567,moderate,1.0,6
FKID001568,chronic,1.0,43
FKID001570,severe,0.9221746023320838,32
FKID001571,severe,1.0,19
FKID001572,rapid_clear,0.8751626775993792,2
FKID001575,severe,1.0,18
FKID001577,moderate,0.12503024012211622,12
FKID001583,mega_disruption,1.0,47
FKID001586,chronic,1.0,25
FKID001587,moderate,1.0,41
FKID001588,rapid_clear,1.0,5
FKID001589,chronic,1.0,25
FKID001591,mega_disruption,1.0,20
FKID001592,mega_disruption,0.8663631629888461,46
FKID001594,outlier,0.0,-1
FKID001596,rapid_clear,1.0,5
FKID001598,chronic,1.0,30
FKID001601,chronic,1.0,4
FKID001602,chronic,1.0,4
FKID001604,rapid_clear,0.7427796989978297,37
FKID001605,chronic,1.0,17
FKID001606,chronic,0.8729319618017972,39
FKID001607,rapid_clear,1.0,23
FKID001608,rapid_clear,1.0,45
FKID001616,mega_disruption,1.0,8
FKID001620,severe,1.0,14
FKID001621,severe,1.0,14
FKID001623,severe,0.6614669653135344,34
FKID001630,chronic,0.6247305586270866,3
FKID001632,mega_disruption,1.0,21
FKID001633,severe,1.0,19
FKID001634,severe,0.4431428029257948,19
FKID001635,chronic,1.0,43
FKID001639,mega_disruption,1.0,21
FKID001642,rapid_clear,1.0,26
FKID001643,severe,0.9221746023320838,32
FKID001644,rapid_clear,1.0,26
FKID001645,moderate,1.0,36
FKID001646,mega_disruption,1.0,46
FKID001648,moderate,1.0,24
FKID001655,mega_disruption,0.4484164534379405,28
FKID001656,severe,1.0,0
FKID001659,moderate,1.0,12
FKID001661,moderate,1.0,41
FKID001662,rapid_clear,1.0,23
FKID001667,chronic,1.0,17
FKID001670,mega_disruption,1.0,7
FKID001678,rapid_clear,1.0,35
FKID001679,rapid_clear,1.0,35
FKID001682,chronic,1.0,43
FKID001689,mega_disruption,1.0,21
FKID001690,moderate,1.0,36
FKID001691,mega_disruption,1.0,8
FKID001693,mega_disruption,1.0,46
FKID001695,chronic,0.12494716845175947,25
FKID001698,rapid_clear,1.0,26
FKID001702,rapid_clear,1.0,2
FKID001704,mega_disruption,1.0,20
FKID001705,mega_disruption,0.5353011962201377,7
FKID001707,moderate,1.0,24
FKID001708,moderate,1.0,24
FKID001709,severe,1.0,18
FKID001710,moderate,1.0,24
FKID001711,outlier,0.0,-1
FKID001713,chronic,1.0,25
FKID001716,moderate,0.9785432659262799,41
FKID001721,chronic,1.0,4
FKID001723,mega_disruption,1.0,20
FKID001724,chronic,1.0,25
FKID001725,severe,1.0,18
FKID001726,chronic,1.0,4
FKID001728,mega_disruption,1.0,21
FKID001729,rapid_clear,1.0,5
FKID001730,rapid_clear,1.0,23
FKID001733,mega_disruption,1.0,47
FKID001738,mega_disruption,0.5788931681812096,28
FKID001739,chronic,0.7590947218928296,17
FKID001741,chronic,0.7590947218928296,17
