event_id,best_action,best_score,override_action,override_score,regret_if_overridden,generated_at
FKID001288,DISPATCH_TOW,0.580389,VMS_MESSAGE,0.276318,0.304071,2026-06-20T02:56:49.483591+00:00
FKID001288,DISPATCH_TOW,0.580389,SIGNAL_OFFSET_ADJUST,0.244809,0.33558,2026-06-20T02:56:49.483591+00:00
FKID001288,DISPATCH_TOW,0.580389,DISPATCH_MARSHAL,0.242834,0.337555,2026-06-20T02:56:49.483591+00:00
FKID001288,DISPATCH_TOW,0.580389,ROADWORK_ALERT,0.13777,0.442619,2026-06-20T02:56:49.483591+00:00
FKID001288,DISPATCH_TOW,0.580389,OPERATOR_ESCALATION,0.049384,0.531005,2026-06-20T02:56:49.483591+00:00
FKID001489,QUEUE_RELIEF,0.492904,SIGNAL_EXTEND_GREEN,0.412037,0.080867,2026-06-20T02:56:49.483591+00:00
FKID001489,QUEUE_RELIEF,0.492904,SIGNAL_OFFSET_ADJUST,0.29392,0.198984,2026-06-20T02:56:49.483591+00:00
FKID001489,QUEUE_RELIEF,0.492904,VMS_MESSAGE,0.240597,0.252307,2026-06-20T02:56:49.483591+00:00
FKID001489,QUEUE_RELIEF,0.492904,DISPATCH_MARSHAL,0.214124,0.27878,2026-06-20T02:56:49.483591+00:00
FKID001489,QUEUE_RELIEF,0.492904,SIGNAL_REDUCE_GREEN,0.132651,0.360253,2026-06-20T02:56:49.483591+00:00
FKID001489,QUEUE_RELIEF,0.492904,ROADWORK_ALERT,0.117281,0.375623,2026-06-20T02:56:49.483591+00:00
FKID001592,DISPATCH_TOW,0.414946,QUEUE_RELIEF,0.406621,0.008325,2026-06-20T02:56:49.483591+00:00
FKID001592,DISPATCH_TOW,0.414946,SIGNAL_EXTEND_GREEN,0.285766,0.12918,2026-06-20T02:56:49.483591+00:00
FKID001592,DISPATCH_TOW,0.414946,DISPATCH_POLICE,0.284967,0.129979,2026-06-20T02:56:49.483591+00:00
FKID001592,DISPATCH_TOW,0.414946,VMS_MESSAGE,0.223286,0.19166,2026-06-20T02:56:49.483591+00:00
FKID001592,DISPATCH_TOW,0.414946,SIGNAL_OFFSET_ADJUST,0.206097,0.208849,2026-06-20T02:56:49.483591+00:00
FKID001592,DISPATCH_TOW,0.414946,DISPATCH_MARSHAL,0.182673,0.232273,2026-06-20T02:56:49.483591+00:00
FKID001592,DISPATCH_TOW,0.414946,ROADWORK_ALERT,0.110594,0.304352,2026-06-20T02:56:49.483591+00:00
FKID001592,DISPATCH_TOW,0.414946,SIGNAL_REDUCE_GREEN,0.094058,0.320888,2026-06-20T02:56:49.483591+00:00
FKID001646,QUEUE_RELIEF,0.458812,DISPATCH_TOW,0.428008,0.030804,2026-06-20T02:56:49.483591+00:00
FKID001646,QUEUE_RELIEF,0.458812,SIGNAL_EXTEND_GREEN,0.341473,0.117339,2026-06-20T02:56:49.483591+00:00
FKID001646,QUEUE_RELIEF,0.458812,DISPATCH_POLICE,0.322253,0.136559,2026-06-20T02:56:49.483591+00:00
FKID001646,QUEUE_RELIEF,0.458812,VMS_MESSAGE,0.248795,0.210017,2026-06-20T02:56:49.483591+00:00
FKID001646,QUEUE_RELIEF,0.458812,SIGNAL_OFFSET_ADJUST,0.248405,0.210407,2026-06-20T02:56:49.483591+00:00
FKID001646,QUEUE_RELIEF,0.458812,DISPATCH_MARSHAL,0.207704,0.251108,2026-06-20T02:56:49.483591+00:00
FKID001646,QUEUE_RELIEF,0.458812,ROADWORK_ALERT,0.120412,0.3384,2026-06-20T02:56:49.483591+00:00
FKID001646,QUEUE_RELIEF,0.458812,SIGNAL_REDUCE_GREEN,0.112109,0.346703,2026-06-20T02:56:49.483591+00:00
FKID001693,QUEUE_RELIEF,0.491434,DISPATCH_TOW,0.432323,0.059111,2026-06-20T02:56:49.483591+00:00
FKID001693,QUEUE_RELIEF,0.491434,SIGNAL_EXTEND_GREEN,0.393006,0.098428,2026-06-20T02:56:49.483591+00:00
FKID001693,QUEUE_RELIEF,0.491434,DISPATCH_POLICE,0.336831,0.154603,2026-06-20T02:56:49.483591+00:00
FKID001693,QUEUE_RELIEF,0.491434,SIGNAL_OFFSET_ADJUST,0.281892,0.209542,2026-06-20T02:56:49.483591+00:00
FKID001693,QUEUE_RELIEF,0.491434,VMS_MESSAGE,0.245311,0.246123,2026-06-20T02:56:49.483591+00:00
FKID001693,QUEUE_RELIEF,0.491434,DISPATCH_MARSHAL,0.221186,0.270248,2026-06-20T02:56:49.483591+00:00
FKID001693,QUEUE_RELIEF,0.491434,SIGNAL_REDUCE_GREEN,0.133655,0.357779,2026-06-20T02:56:49.483591+00:00
FKID001693,QUEUE_RELIEF,0.491434,ROADWORK_ALERT,0.126267,0.365167,2026-06-20T02:56:49.483591+00:00
FKID001931,QUEUE_RELIEF,0.346158,DISPATCH_TOW,0.341126,0.005032,2026-06-20T02:56:49.483591+00:00
FKID001931,QUEUE_RELIEF,0.346158,SIGNAL_EXTEND_GREEN,0.258152,0.088006,2026-06-20T02:56:49.483591+00:00
FKID001931,QUEUE_RELIEF,0.346158,DISPATCH_POLICE,0.222118,0.12404,2026-06-20T02:56:49.483591+00:00
FKID001931,QUEUE_RELIEF,0.346158,VMS_MESSAGE,0.186431,0.159727,2026-06-20T02:56:49.483591+00:00
FKID001931,QUEUE_RELIEF,0.346158,SIGNAL_OFFSET_ADJUST,0.182779,0.163379,2026-06-20T02:56:49.483591+00:00
FKID001931,QUEUE_RELIEF,0.346158,DISPATCH_MARSHAL,0.149077,0.197081,2026-06-20T02:56:49.483591+00:00
FKID001931,QUEUE_RELIEF,0.346158,ROADWORK_ALERT,0.094261,0.251897,2026-06-20T02:56:49.483591+00:00
FKID001931,QUEUE_RELIEF,0.346158,SIGNAL_REDUCE_GREEN,0.082502,0.263656,2026-06-20T02:56:49.483591+00:00
FKID001932,QUEUE_RELIEF,0.543173,DISPATCH_TOW,0.493296,0.049877,2026-06-20T02:56:49.483591+00:00
FKID001932,QUEUE_RELIEF,0.543173,SIGNAL_EXTEND_GREEN,0.42351,0.119663,2026-06-20T02:56:49.483591+00:00
FKID001932,QUEUE_RELIEF,0.543173,SIGNAL_OFFSET_ADJUST,0.301127,0.242046,2026-06-20T02:56:49.483591+00:00
FKID001932,QUEUE_RELIEF,0.543173,VMS_MESSAGE,0.257427,0.285746,2026-06-20T02:56:49.483591+00:00
FKID001932,QUEUE_RELIEF,0.543173,DISPATCH_MARSHAL,0.241006,0.302167,2026-06-20T02:56:49.483591+00:00
FKID001932,QUEUE_RELIEF,0.543173,SIGNAL_REDUCE_GREEN,0.141865,0.401308,2026-06-20T02:56:49.483591+00:00
FKID001932,QUEUE_RELIEF,0.543173,ROADWORK_ALERT,0.131285,0.411888,2026-06-20T02:56:49.483591+00:00
FKID003103,DISPATCH_TOW,0.654544,ACTIVATE_DIVERSION,0.591129,0.063415,2026-06-20T02:56:49.483591+00:00
FKID003103,DISPATCH_TOW,0.654544,QUEUE_RELIEF,0.583875,0.070669,2026-06-20T02:56:49.483591+00:00
FKID003103,DISPATCH_TOW,0.654544,DISPATCH_POLICE,0.42637,0.228174,2026-06-20T02:56:49.483591+00:00
FKID003103,DISPATCH_TOW,0.654544,SIGNAL_EXTEND_GREEN,0.397087,0.257457,2026-06-20T02:56:49.483591+00:00
FKID003103,DISPATCH_TOW,0.654544,SIGNAL_OFFSET_ADJUST,0.283611,0.370933,2026-06-20T02:56:49.483591+00:00
FKID003103,DISPATCH_TOW,0.654544,VMS_MESSAGE,0.278776,0.375768,2026-06-20T02:56:49.483591+00:00
FKID003103,DISPATCH_TOW,0.654544,DISPATCH_MARSHAL,0.270495,0.384049,2026-06-20T02:56:49.483591+00:00
FKID003103,DISPATCH_TOW,0.654544,ROADWORK_ALERT,0.151535,0.503009,2026-06-20T02:56:49.483591+00:00
FKID003103,DISPATCH_TOW,0.654544,OPERATOR_ESCALATION,0.052616,0.601928,2026-06-20T02:56:49.483591+00:00
FKID003235,DISPATCH_TOW,0.6746,QUEUE_RELIEF,0.539145,0.135455,2026-06-20T02:56:49.483591+00:00
FKID003235,DISPATCH_TOW,0.6746,ACTIVATE_DIVERSION,0.500102,0.174498,2026-06-20T02:56:49.483591+00:00
FKID003235,DISPATCH_TOW,0.6746,DISPATCH_POLICE,0.405922,0.268678,2026-06-20T02:56:49.483591+00:00
FKID003235,DISPATCH_TOW,0.6746,DISPATCH_QRU,0.383049,0.291551,2026-06-20T02:56:49.483591+00:00
FKID003235,DISPATCH_TOW,0.6746,SIGNAL_EXTEND_GREEN,0.326876,0.347724,2026-06-20T02:56:49.483591+00:00
FKID003235,DISPATCH_TOW,0.6746,VMS_MESSAGE,0.268723,0.405877,2026-06-20T02:56:49.483591+00:00
FKID003235,DISPATCH_TOW,0.6746,DISPATCH_MARSHAL,0.251556,0.423044,2026-06-20T02:56:49.483591+00:00
FKID003235,DISPATCH_TOW,0.6746,SIGNAL_OFFSET_ADJUST,0.234122,0.440478,2026-06-20T02:56:49.483591+00:00
FKID003235,DISPATCH_TOW,0.6746,ROADWORK_ALERT,0.144829,0.529771,2026-06-20T02:56:49.483591+00:00
FKID003235,DISPATCH_TOW,0.6746,SIGNAL_REDUCE_GREEN,0.118571,0.556029,2026-06-20T02:56:49.483591+00:00
FKID003235,DISPATCH_TOW,0.6746,OPERATOR_ESCALATION,0.0562,0.6184,2026-06-20T02:56:49.483591+00:00
FKID003897,QUEUE_RELIEF,0.511266,DISPATCH_TOW,0.488787,0.022479,2026-06-20T02:56:49.483591+00:00
FKID003897,QUEUE_RELIEF,0.511266,SIGNAL_EXTEND_GREEN,0.383787,0.127479,2026-06-20T02:56:49.483591+00:00
FKID003897,QUEUE_RELIEF,0.511266,SIGNAL_OFFSET_ADJUST,0.273634,0.237632,2026-06-20T02:56:49.483591+00:00
FKID003897,QUEUE_RELIEF,0.511266,VMS_MESSAGE,0.249979,0.261287,2026-06-20T02:56:49.483591+00:00
FKID003897,QUEUE_RELIEF,0.511266,DISPATCH_MARSHAL,0.227182,0.284084,2026-06-20T02:56:49.483591+00:00
FKID003897,QUEUE_RELIEF,0.511266,SIGNAL_REDUCE_GREEN,0.12746,0.383806,2026-06-20T02:56:49.483591+00:00
FKID003897,QUEUE_RELIEF,0.511266,ROADWORK_ALERT,0.126133,0.385133,2026-06-20T02:56:49.483591+00:00
FKID003911,DISPATCH_TOW,0.47323,QUEUE_RELIEF,0.423451,0.049779,2026-06-20T02:56:49.483591+00:00
FKID003911,DISPATCH_TOW,0.47323,SIGNAL_EXTEND_GREEN,0.296054,0.177176,2026-06-20T02:56:49.483591+00:00
FKID003911,DISPATCH_TOW,0.47323,DISPATCH_POLICE,0.281781,0.191449,2026-06-20T02:56:49.483591+00:00
FKID003911,DISPATCH_TOW,0.47323,SIGNAL_OFFSET_ADJUST,0.207111,0.266119,2026-06-20T02:56:49.483591+00:00
FKID003911,DISPATCH_TOW,0.47323,VMS_MESSAGE,0.205069,0.268161,2026-06-20T02:56:49.483591+00:00
FKID003911,DISPATCH_TOW,0.47323,DISPATCH_MARSHAL,0.187047,0.286183,2026-06-20T02:56:49.483591+00:00
FKID003911,DISPATCH_TOW,0.47323,ROADWORK_ALERT,0.11241,0.36082,2026-06-20T02:56:49.483591+00:00
FKID003911,DISPATCH_TOW,0.47323,SIGNAL_REDUCE_GREEN,0.101869,0.371361,2026-06-20T02:56:49.483591+00:00
FKID004125,QUEUE_RELIEF,0.591204,SIGNAL_EXTEND_GREEN,0.481849,0.109355,2026-06-20T02:56:49.483591+00:00
FKID004125,QUEUE_RELIEF,0.591204,DISPATCH_POLICE,0.394915,0.196289,2026-06-20T02:56:49.483591+00:00
FKID004125,QUEUE_RELIEF,0.591204,SIGNAL_OFFSET_ADJUST,0.342638,0.248566,2026-06-20T02:56:49.483591+00:00
FKID004125,QUEUE_RELIEF,0.591204,VMS_MESSAGE,0.272594,0.31861,2026-06-20T02:56:49.483591+00:00
FKID004125,QUEUE_RELIEF,0.591204,DISPATCH_MARSHAL,0.265777,0.325427,2026-06-20T02:56:49.483591+00:00
FKID004125,QUEUE_RELIEF,0.591204,SIGNAL_REDUCE_GREEN,0.166669,0.424535,2026-06-20T02:56:49.483591+00:00
FKID004125,QUEUE_RELIEF,0.591204,ROADWORK_ALERT,0.14361,0.447594,2026-06-20T02:56:49.483591+00:00
FKID004401,QUEUE_RELIEF,0.515277,DISPATCH_TOW,0.453824,0.061453,2026-06-20T02:56:49.483591+00:00
FKID004401,QUEUE_RELIEF,0.515277,SIGNAL_EXTEND_GREEN,0.407225,0.108052,2026-06-20T02:56:49.483591+00:00
FKID004401,QUEUE_RELIEF,0.515277,SIGNAL_OFFSET_ADJUST,0.291745,0.223532,2026-06-20T02:56:49.483591+00:00
FKID004401,QUEUE_RELIEF,0.515277,VMS_MESSAGE,0.254251,0.261026,2026-06-20T02:56:49.483591+00:00
FKID004401,QUEUE_RELIEF,0.515277,DISPATCH_MARSHAL,0.229046,0.286231,2026-06-20T02:56:49.483591+00:00
FKID004401,QUEUE_RELIEF,0.515277,ROADWORK_ALERT,0.126516,0.388761,2026-06-20T02:56:49.483591+00:00
FKID004408,QUEUE_RELIEF,0.427962,SIGNAL_EXTEND_GREEN,0.390777,0.037185,2026-06-20T02:56:49.483591+00:00
FKID004408,QUEUE_RELIEF,0.427962,SIGNAL_OFFSET_ADJUST,0.276802,0.15116,2026-06-20T02:56:49.483591+00:00
FKID004408,QUEUE_RELIEF,0.427962,VMS_MESSAGE,0.208538,0.219424,2026-06-20T02:56:49.483591+00:00
FKID004408,QUEUE_RELIEF,0.427962,DISPATCH_MARSHAL,0.179582,0.24838,2026-06-20T02:56:49.483591+00:00
FKID004408,QUEUE_RELIEF,0.427962,ROADWORK_ALERT,0.100752,0.32721,2026-06-20T02:56:49.483591+00:00
FKID004492,SIGNAL_OFFSET_ADJUST,0.269817,VMS_MESSAGE,0.203411,0.066406,2026-06-20T02:56:49.483591+00:00
FKID004492,SIGNAL_OFFSET_ADJUST,0.269817,DISPATCH_MARSHAL,0.171846,0.097971,2026-06-20T02:56:49.483591+00:00
FKID004492,SIGNAL_OFFSET_ADJUST,0.269817,SIGNAL_REDUCE_GREEN,0.117746,0.152071,2026-06-20T02:56:49.483591+00:00
FKID004492,SIGNAL_OFFSET_ADJUST,0.269817,ROADWORK_ALERT,0.096689,0.173128,2026-06-20T02:56:49.483591+00:00
FKID004519,SIGNAL_OFFSET_ADJUST,0.348315,VMS_MESSAGE,0.252244,0.096071,2026-06-20T02:56:49.483591+00:00
FKID004519,SIGNAL_OFFSET_ADJUST,0.348315,DISPATCH_MARSHAL,0.215463,0.132852,2026-06-20T02:56:49.483591+00:00
FKID004519,SIGNAL_OFFSET_ADJUST,0.348315,ROADWORK_ALERT,0.113417,0.234898,2026-06-20T02:56:49.483591+00:00
FKID004531,DISPATCH_TOW,0.530317,QUEUE_RELIEF,0.473384,0.056933,2026-06-20T02:56:49.483591+00:00
FKID004531,DISPATCH_TOW,0.530317,ACTIVATE_DIVERSION,0.472119,0.058198,2026-06-20T02:56:49.483591+00:00
FKID004531,DISPATCH_TOW,0.530317,DISPATCH_POLICE,0.344248,0.186069,2026-06-20T02:56:49.483591+00:00
FKID004531,DISPATCH_TOW,0.530317,SIGNAL_EXTEND_GREEN,0.323638,0.206679,2026-06-20T02:56:49.483591+00:00
FKID004531,DISPATCH_TOW,0.530317,VMS_MESSAGE,0.238112,0.292205,2026-06-20T02:56:49.483591+00:00
FKID004531,DISPATCH_TOW,0.530317,SIGNAL_OFFSET_ADJUST,0.230965,0.299352,2026-06-20T02:56:49.483591+00:00
FKID004531,DISPATCH_TOW,0.530317,DISPATCH_MARSHAL,0.216986,0.313331,2026-06-20T02:56:49.483591+00:00
