event_id,recommended_action,action_type,reason,expected_benefit,confidence,resource_requirement,risk_if_ignored,approval_required,information_only,feasible,resource_constrained,operator_priority_score,operator_priority_tier,generated_at,approval_status
FKID007660,QUEUE_RELIEF,traffic,"Forecast queue 101 m and capacity utilization 0.40 at this site (spillover load 5.76). QUEUE_RELIEF is expected to reduce queue by 15% (15 m) and travel time by 28.2 min, lowering escalation risk from 0.20 to 0.15.",0.529168,0.5677,none,LOW — conditions stable; deferral has limited downside.,True,False,True,False,0.478675,HIGH,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID006514,QUEUE_RELIEF,traffic,"Forecast queue 200 m and capacity utilization 0.64 at this site (spillover load 4.38). QUEUE_RELIEF is expected to reduce queue by 15% (30 m) and travel time by 24.0 min, lowering escalation risk from 0.21 to 0.16.",0.608564,0.568,none,MODERATE — conditions degrading; monitor and pre-position resources.,True,False,True,False,0.474807,HIGH,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID006015,QUEUE_RELIEF,traffic,"Forecast queue 188 m and capacity utilization 0.33 at this site (spillover load 6.33). QUEUE_RELIEF is expected to reduce queue by 15% (28 m) and travel time by 23.3 min, lowering escalation risk from 0.14 to 0.10.",0.571402,0.5635,none,LOW — conditions stable; deferral has limited downside.,True,False,True,False,0.469095,HIGH,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID000022,QUEUE_RELIEF,traffic,"Forecast queue 205 m and capacity utilization 0.70 at this site (spillover load 3.94). QUEUE_RELIEF is expected to reduce queue by 15% (31 m) and travel time by 24.8 min, lowering escalation risk from 0.22 to 0.17.",0.626755,0.59,none,MODERATE — conditions degrading; monitor and pre-position resources.,True,False,True,False,0.469028,HIGH,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID001489,QUEUE_RELIEF,traffic,"Forecast queue 199 m and capacity utilization 0.31 at this site (spillover load 6.28). QUEUE_RELIEF is expected to reduce queue by 15% (30 m) and travel time by 24.0 min, lowering escalation risk from 0.14 to 0.10.",0.592904,0.5677,none,LOW — conditions stable; deferral has limited downside.,True,False,True,False,0.46216,HIGH,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID000164,QUEUE_RELIEF,traffic,"Forecast queue 83 m and capacity utilization 0.31 at this site (spillover load 5.79). QUEUE_RELIEF is expected to reduce queue by 15% (12 m) and travel time by 24.0 min, lowering escalation risk from 0.18 to 0.14.",0.456719,0.568,none,LOW — conditions stable; deferral has limited downside.,True,False,True,False,0.45348,HIGH,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID004125,QUEUE_RELIEF,traffic,"Forecast queue 267 m and capacity utilization 0.57 at this site (spillover load 4.26). QUEUE_RELIEF is expected to reduce queue by 15% (40 m) and travel time by 24.0 min, lowering escalation risk from 0.20 to 0.16.",0.691204,0.5745,none,MODERATE — conditions degrading; monitor and pre-position resources.,True,False,True,False,0.450773,MEDIUM,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID000002,QUEUE_RELIEF,traffic,"Forecast queue 209 m and capacity utilization 0.38 at this site (spillover load 5.38). QUEUE_RELIEF is expected to reduce queue by 15% (31 m) and travel time by 24.0 min, lowering escalation risk from 0.16 to 0.12.",0.610352,0.5696,none,LOW — conditions stable; deferral has limited downside.,True,False,True,False,0.442023,MEDIUM,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID001133,SIGNAL_OFFSET_ADJUST,signal,"Forecast queue 171 m and capacity utilization 0.24 at this site (spillover load 6.40). SIGNAL_OFFSET_ADJUST is expected to reduce queue by 7% (12 m) and travel time by 17.4 min, lowering escalation risk from 0.11 to 0.09.",0.331521,0.5669,none,LOW — conditions stable; deferral has limited downside.,True,False,True,False,0.440912,MEDIUM,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID003897,QUEUE_RELIEF,traffic,"Forecast queue 205 m and capacity utilization 0.34 at this site (spillover load 5.24). QUEUE_RELIEF is expected to reduce queue by 15% (31 m) and travel time by 24.0 min, lowering escalation risk from 0.19 to 0.14.",0.611266,0.5727,none,LOW — conditions stable; deferral has limited downside.,True,False,True,False,0.432739,MEDIUM,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID000923,QUEUE_RELIEF,traffic,"Forecast queue 118 m and capacity utilization 0.31 at this site (spillover load 5.21). QUEUE_RELIEF is expected to reduce queue by 15% (18 m) and travel time by 24.0 min, lowering escalation risk from 0.19 to 0.14.",0.50179,0.5703,none,LOW — conditions stable; deferral has limited downside.,True,False,True,False,0.424652,MEDIUM,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID004967,ACTIVATE_DIVERSION,traffic,"Forecast queue 176 m and capacity utilization 0.73 at this site (spillover load 3.11). ACTIVATE_DIVERSION is expected to reduce queue by 18% (32 m) and travel time by 36.4 min, lowering escalation risk from 0.18 to 0.13.",0.768563,0.5703,none,MODERATE — conditions degrading; monitor and pre-position resources.,True,False,True,False,0.424093,MEDIUM,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID008103,DISPATCH_TOW,resource,"Forecast queue 250 m and capacity utilization 0.55 at this site (spillover load 2.71). DISPATCH_TOW is expected to reduce queue by 26% (65 m) and travel time by 12.2 min, lowering escalation risk from 0.34 to 0.22.",0.932281,0.5658,tow:1,HIGH — escalation/capacity elevated; queue and spillover likely to grow.,True,False,True,False,0.415341,MEDIUM,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID001592,DISPATCH_TOW,resource,"Forecast queue 121 m and capacity utilization 0.38 at this site (spillover load 4.24). DISPATCH_TOW is expected to reduce queue by 22% (27 m) and travel time by 13.8 min, lowering escalation risk from 0.24 to 0.15.",0.564946,0.588,tow:1,MODERATE — conditions degrading; monitor and pre-position resources.,True,False,True,False,0.409074,MEDIUM,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID004531,DISPATCH_TOW,resource,"Forecast queue 184 m and capacity utilization 0.56 at this site (spillover load 2.72). DISPATCH_TOW is expected to reduce queue by 22% (40 m) and travel time by 12.7 min, lowering escalation risk from 0.29 to 0.19.",0.680317,0.586,tow:1,MODERATE — conditions degrading; monitor and pre-position resources.,True,False,False,True,0.396165,MEDIUM,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID007137,DISPATCH_TOW,resource,"Forecast queue 184 m and capacity utilization 0.28 at this site (spillover load 4.78). DISPATCH_TOW is expected to reduce queue by 18% (34 m) and travel time by 14.9 min, lowering escalation risk from 0.17 to 0.10.",0.586646,0.5293,tow:1,LOW — conditions stable; deferral has limited downside.,True,False,False,True,0.392913,MEDIUM,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID005079,QUEUE_RELIEF,traffic,"Forecast queue 227 m and capacity utilization 0.45 at this site (spillover load 3.34). QUEUE_RELIEF is expected to reduce queue by 15% (34 m) and travel time by 30.8 min, lowering escalation risk from 0.23 to 0.18.",0.721615,0.5683,none,MODERATE — conditions degrading; monitor and pre-position resources.,True,False,True,False,0.381225,MEDIUM,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID003103,DISPATCH_TOW,resource,"Forecast queue 246 m and capacity utilization 0.63 at this site (spillover load 1.92). DISPATCH_TOW is expected to reduce queue by 22% (53 m) and travel time by 14.4 min, lowering escalation risk from 0.30 to 0.20.",0.804544,0.5649,tow:1,MODERATE — conditions degrading; monitor and pre-position resources.,True,False,False,True,0.380499,MEDIUM,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID004711,DISPATCH_TOW,resource,"Forecast queue 182 m and capacity utilization 0.54 at this site (spillover load 2.10). DISPATCH_TOW is expected to reduce queue by 24% (44 m) and travel time by 12.7 min, lowering escalation risk from 0.31 to 0.20.",0.738216,0.564,tow:1,HIGH — escalation/capacity elevated; queue and spillover likely to grow.,True,False,False,True,0.376066,MEDIUM,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID000528,QUEUE_RELIEF,traffic,"Forecast queue 231 m and capacity utilization 0.38 at this site (spillover load 4.07). QUEUE_RELIEF is expected to reduce queue by 15% (35 m) and travel time by 25.2 min, lowering escalation risk from 0.17 to 0.13.",0.653069,0.5925,none,LOW — conditions stable; deferral has limited downside.,True,False,True,False,0.37508,MEDIUM,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID000316,SIGNAL_OFFSET_ADJUST,signal,"Forecast queue 0 m and capacity utilization 0.12 at this site (spillover load 6.09). SIGNAL_OFFSET_ADJUST is expected to reduce queue by 0% (0 m) and travel time by 22.1 min, lowering escalation risk from 0.05 to 0.03.",0.272051,0.5927,none,LOW — conditions stable; deferral has limited downside.,True,False,True,False,0.368525,MEDIUM,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID000944,SIGNAL_OFFSET_ADJUST,signal,"Forecast queue 62 m and capacity utilization 0.20 at this site (spillover load 5.18). SIGNAL_OFFSET_ADJUST is expected to reduce queue by 7% (4 m) and travel time by 21.0 min, lowering escalation risk from 0.12 to 0.10.",0.30593,0.5878,none,LOW — conditions stable; deferral has limited downside.,True,False,True,False,0.368225,LOW,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID004492,SIGNAL_OFFSET_ADJUST,signal,"Forecast queue 172 m and capacity utilization 0.28 at this site (spillover load 4.60). SIGNAL_OFFSET_ADJUST is expected to reduce queue by 8% (13 m) and travel time by 16.0 min, lowering escalation risk from 0.09 to 0.07.",0.319817,0.5431,none,LOW — conditions stable; deferral has limited downside.,True,False,True,False,0.354425,LOW,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID005194,ACTIVATE_DIVERSION,traffic,"Forecast queue 112 m and capacity utilization 0.39 at this site (spillover load 2.96). ACTIVATE_DIVERSION is expected to reduce queue by 14% (16 m) and travel time by 33.3 min, lowering escalation risk from 0.26 to 0.20.",0.616998,0.5889,none,MODERATE — conditions degrading; monitor and pre-position resources.,True,False,True,False,0.353616,LOW,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID006340,QUEUE_RELIEF,traffic,"Forecast queue 197 m and capacity utilization 0.42 at this site (spillover load 2.93). QUEUE_RELIEF is expected to reduce queue by 15% (29 m) and travel time by 29.9 min, lowering escalation risk from 0.21 to 0.16.",0.669741,0.5613,none,MODERATE — conditions degrading; monitor and pre-position resources.,True,False,True,False,0.350342,LOW,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID005996,SIGNAL_OFFSET_ADJUST,signal,"Forecast queue 114 m and capacity utilization 0.29 at this site (spillover load 3.98). SIGNAL_OFFSET_ADJUST is expected to reduce queue by 7% (8 m) and travel time by 19.0 min, lowering escalation risk from 0.12 to 0.10.",0.31734,0.5667,none,LOW — conditions stable; deferral has limited downside.,True,False,True,False,0.332777,LOW,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID006361,QUEUE_RELIEF,traffic,"Forecast queue 214 m and capacity utilization 0.50 at this site (spillover load 2.48). QUEUE_RELIEF is expected to reduce queue by 15% (32 m) and travel time by 25.3 min, lowering escalation risk from 0.16 to 0.12.",0.630393,0.565,none,LOW — conditions stable; deferral has limited downside.,True,False,True,False,0.326809,LOW,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID004829,SIGNAL_OFFSET_ADJUST,signal,"Forecast queue 135 m and capacity utilization 0.27 at this site (spillover load 3.78). SIGNAL_OFFSET_ADJUST is expected to reduce queue by 7% (10 m) and travel time by 17.0 min, lowering escalation risk from 0.13 to 0.11.",0.30638,0.5918,none,LOW — conditions stable; deferral has limited downside.,True,False,True,False,0.319862,LOW,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID000129,DISPATCH_TOW,resource,"Forecast queue 158 m and capacity utilization 0.39 at this site (spillover load 2.30). DISPATCH_TOW is expected to reduce queue by 21% (34 m) and travel time by 14.4 min, lowering escalation risk from 0.24 to 0.14.",0.624582,0.5649,tow:1,MODERATE — conditions degrading; monitor and pre-position resources.,True,False,False,True,0.318582,LOW,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID005593,DISPATCH_TOW,resource,"Forecast queue 180 m and capacity utilization 0.28 at this site (spillover load 3.34). DISPATCH_TOW is expected to reduce queue by 18% (33 m) and travel time by 14.4 min, lowering escalation risk from 0.16 to 0.09.",0.571668,0.545,tow:1,LOW — conditions stable; deferral has limited downside.,True,False,False,True,0.318267,LOW,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID001288,DISPATCH_TOW,resource,"Forecast queue 166 m and capacity utilization 0.42 at this site (spillover load 1.59). DISPATCH_TOW is expected to reduce queue by 24% (40 m) and travel time by 16.8 min, lowering escalation risk from 0.28 to 0.17.",0.730389,0.5887,tow:1,MODERATE — conditions degrading; monitor and pre-position resources.,True,False,False,True,0.302046,LOW,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID004408,QUEUE_RELIEF,traffic,"Forecast queue 181 m and capacity utilization 0.32 at this site (spillover load 3.23). QUEUE_RELIEF is expected to reduce queue by 15% (27 m) and travel time by 20.9 min, lowering escalation risk from 0.10 to 0.07.",0.527962,0.5672,none,LOW — conditions stable; deferral has limited downside.,True,False,True,False,0.298885,LOW,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID000346,QUEUE_RELIEF,traffic,"Forecast queue 177 m and capacity utilization 0.48 at this site (spillover load 1.51). QUEUE_RELIEF is expected to reduce queue by 15% (27 m) and travel time by 25.2 min, lowering escalation risk from 0.22 to 0.18.",0.595698,0.5663,none,MODERATE — conditions degrading; monitor and pre-position resources.,True,False,True,False,0.296043,LOW,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID005244,QUEUE_RELIEF,traffic,"Forecast queue 35 m and capacity utilization 0.37 at this site (spillover load 1.65). QUEUE_RELIEF is expected to reduce queue by 15% (5 m) and travel time by 23.2 min, lowering escalation risk from 0.28 to 0.23.",0.406974,0.5891,none,MODERATE — conditions degrading; monitor and pre-position resources.,True,False,True,False,0.291125,LOW,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID004519,SIGNAL_OFFSET_ADJUST,signal,"Forecast queue 184 m and capacity utilization 0.29 at this site (spillover load 3.16). SIGNAL_OFFSET_ADJUST is expected to reduce queue by 8% (15 m) and travel time by 22.1 min, lowering escalation risk from 0.08 to 0.06.",0.398315,0.565,none,LOW — conditions stable; deferral has limited downside.,True,False,True,False,0.27756,LOW,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID004401,QUEUE_RELIEF,traffic,"Forecast queue 201 m and capacity utilization 0.40 at this site (spillover load 1.61). QUEUE_RELIEF is expected to reduce queue by 15% (30 m) and travel time by 25.0 min, lowering escalation risk from 0.18 to 0.14.",0.615277,0.5254,none,LOW — conditions stable; deferral has limited downside.,True,False,True,False,0.270305,LOW,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID004694,SIGNAL_OFFSET_ADJUST,signal,"Forecast queue 95 m and capacity utilization 0.25 at this site (spillover load 2.90). SIGNAL_OFFSET_ADJUST is expected to reduce queue by 7% (7 m) and travel time by 15.3 min, lowering escalation risk from 0.11 to 0.09.",0.26279,0.5887,none,LOW — conditions stable; deferral has limited downside.,True,False,True,False,0.264197,LOW,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID007189,QUEUE_RELIEF,traffic,"Forecast queue 240 m and capacity utilization 0.38 at this site (spillover load 1.57). QUEUE_RELIEF is expected to reduce queue by 15% (36 m) and travel time by 22.5 min, lowering escalation risk from 0.11 to 0.07.",0.621302,0.5669,none,LOW — conditions stable; deferral has limited downside.,True,False,True,False,0.232979,LOW,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID005137,DISPATCH_TOW,resource,"Forecast queue 191 m and capacity utilization 0.39 at this site (spillover load 0.41). DISPATCH_TOW is expected to reduce queue by 22% (42 m) and travel time by 14.0 min, lowering escalation risk from 0.25 to 0.15.",0.698136,0.5933,tow:1,MODERATE — conditions degrading; monitor and pre-position resources.,True,False,False,True,0.225032,LOW,2026-06-20T02:47:06.160690+00:00,pending_approval
FKID004806,SIGNAL_OFFSET_ADJUST,signal,"Forecast queue 66 m and capacity utilization 0.19 at this site (spillover load 2.47). SIGNAL_OFFSET_ADJUST is expected to reduce queue by 8% (5 m) and travel time by 14.6 min, lowering escalation risk from 0.06 to 0.04.",0.234059,0.5877,none,LOW — conditions stable; deferral has limited downside.,True,False,True,False,0.210426,LOW,2026-06-20T02:47:06.160690+00:00,pending_approval
