event_id,source_batch,is_censored,duration_min,event_cause,corridor_fill,duration_anomaly,iso_flagged,quarantine_reasons,quarantined,excluded_from_posterior,used_for_diagnostics,generated_at
FKID000186,feedback_Mar_Apr_2024,False,23.382822833333332,vehicle_breakdown,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000187,feedback_Mar_Apr_2024,False,104.21347743333334,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000189,feedback_Mar_Apr_2024,False,70.8526748,vehicle_breakdown,Old Airport Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000192,feedback_Mar_Apr_2024,False,0.08095000000000001,construction,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000197,feedback_Mar_Apr_2024,False,72.9697583,vehicle_breakdown,Magadi Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000201,feedback_Mar_Apr_2024,False,40387.38096753333,road_conditions,CBD 2,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000205,feedback_Mar_Apr_2024,False,138.03128305,vehicle_breakdown,ORR North 2,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000208,feedback_Mar_Apr_2024,False,93.05635131666666,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000216,feedback_Mar_Apr_2024,False,9655.520589099999,construction,Non-corridor,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID000218,feedback_Mar_Apr_2024,False,199.88949181666666,others,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000226,feedback_Mar_Apr_2024,False,43.87439846666667,others,Hennur Main Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000243,feedback_Mar_Apr_2024,False,105.48940756666666,tree_fall,Non-corridor,False,True,flagged_iso_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID000244,feedback_Mar_Apr_2024,False,2198.129693766667,tree_fall,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000246,feedback_Mar_Apr_2024,False,2195.455855816667,tree_fall,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000250,feedback_Mar_Apr_2024,False,39.6093981,vehicle_breakdown,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000254,feedback_Mar_Apr_2024,False,10.150965166666667,vehicle_breakdown,Tumkur Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000255,feedback_Mar_Apr_2024,False,66.3340463,tree_fall,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000257,feedback_Mar_Apr_2024,False,64.12170315,tree_fall,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000267,feedback_Mar_Apr_2024,False,66.13607151666666,vehicle_breakdown,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000283,feedback_Mar_Apr_2024,False,820.8788695333334,water_logging,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000299,feedback_Mar_Apr_2024,False,15.771932999999999,vehicle_breakdown,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000328,feedback_Mar_Apr_2024,False,78.2774947,accident,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000337,feedback_Mar_Apr_2024,False,8801.107604216666,construction,ORR East 2,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID000348,feedback_Mar_Apr_2024,False,508.2992390666667,tree_fall,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000349,feedback_Mar_Apr_2024,False,75.99775528333333,vehicle_breakdown,ORR West 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000355,feedback_Mar_Apr_2024,False,180.51771666666667,construction,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000393,feedback_Mar_Apr_2024,False,21814.1884831,others,Bannerghata Road,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID000399,feedback_Mar_Apr_2024,False,11.195320116666666,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000404,feedback_Mar_Apr_2024,False,0.8491233333333333,accident,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000410,feedback_Mar_Apr_2024,False,69.83975466666668,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000412,feedback_Mar_Apr_2024,False,113.57115,construction,ORR North 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000413,feedback_Mar_Apr_2024,False,10.261219083333334,vehicle_breakdown,Tumkur Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000420,feedback_Mar_Apr_2024,False,39.93153236666667,vehicle_breakdown,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000421,feedback_Mar_Apr_2024,False,52.854736083333336,tree_fall,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000425,feedback_Mar_Apr_2024,False,45.86103,water_logging,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000426,feedback_Mar_Apr_2024,False,4320.543,construction,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000427,feedback_Mar_Apr_2024,False,40590.64575138334,water_logging,Mysore Road,True,True,flagged_duration_anomaly|flagged_iso_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID000430,feedback_Mar_Apr_2024,False,24.955134649999998,others,Magadi Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000441,feedback_Mar_Apr_2024,False,31067.90847805,water_logging,ORR West 1,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID000443,feedback_Mar_Apr_2024,False,18623.928009216666,water_logging,Bannerghata Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000453,feedback_Mar_Apr_2024,False,21555.31223965,water_logging,Non-corridor,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID000456,feedback_Mar_Apr_2024,False,634.7593560833334,water_logging,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000457,feedback_Mar_Apr_2024,False,628.0100223833334,tree_fall,ORR West 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000477,feedback_Mar_Apr_2024,False,1043.3983678333332,water_logging,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000480,feedback_Mar_Apr_2024,False,1039.9556850166666,water_logging,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000485,feedback_Mar_Apr_2024,False,48925.08282431667,water_logging,Mysore Road,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID000492,feedback_Mar_Apr_2024,False,62.19627536666667,tree_fall,Hosur Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000493,feedback_Mar_Apr_2024,False,38922.47945293333,water_logging,Old Madras Road,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID000494,feedback_Mar_Apr_2024,False,38927.736953499996,water_logging,Old Madras Road,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID000513,feedback_Mar_Apr_2024,False,567.0433455166666,others,Non-corridor,False,True,flagged_iso_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID000515,feedback_Mar_Apr_2024,False,2191.5870473500004,tree_fall,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000525,feedback_Mar_Apr_2024,False,1938.8078038166668,tree_fall,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000527,feedback_Mar_Apr_2024,False,7741.090977233333,tree_fall,Non-corridor,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID000528,feedback_Mar_Apr_2024,False,7725.8088132,tree_fall,Non-corridor,True,True,flagged_duration_anomaly|flagged_iso_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID000529,feedback_Mar_Apr_2024,False,7714.292728683333,tree_fall,Non-corridor,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID000530,feedback_Mar_Apr_2024,False,18791.138211166668,water_logging,Non-corridor,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID000531,feedback_Mar_Apr_2024,False,75.83953751666667,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000539,feedback_Mar_Apr_2024,False,8.949905016666666,vehicle_breakdown,Tumkur Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000541,feedback_Mar_Apr_2024,False,85.34070533333333,vehicle_breakdown,Old Airport Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000542,feedback_Mar_Apr_2024,False,7684.336017833333,tree_fall,Non-corridor,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID000543,feedback_Mar_Apr_2024,False,6102.368835766667,water_logging,Old Madras Road,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID000544,feedback_Mar_Apr_2024,False,74.08036368333335,vehicle_breakdown,Bellary Road 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000553,feedback_Mar_Apr_2024,False,778.5956666666666,construction,ORR East 2,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000557,feedback_Mar_Apr_2024,False,1.9375833333333332,construction,ORR West 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000559,feedback_Mar_Apr_2024,False,36490.44095341666,pot_holes,Non-corridor,False,True,flagged_iso_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID000564,feedback_Mar_Apr_2024,False,53354.217873333335,water_logging,IRR(Thanisandra road),True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID000567,feedback_Mar_Apr_2024,False,88.67010386666668,vehicle_breakdown,Bellary Road 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000568,feedback_Mar_Apr_2024,False,49.33388356666667,vehicle_breakdown,ORR North 2,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000582,feedback_Mar_Apr_2024,False,11.41129385,vehicle_breakdown,Tumkur Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000597,feedback_Mar_Apr_2024,False,125.82290351666667,vehicle_breakdown,Tumkur Road,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID000612,feedback_Mar_Apr_2024,False,102.56760073333334,vehicle_breakdown,Magadi Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000615,feedback_Mar_Apr_2024,False,156.8681104,others,Magadi Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000631,feedback_Mar_Apr_2024,False,46.61182065,vehicle_breakdown,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000633,feedback_Mar_Apr_2024,False,37.8018373,vehicle_breakdown,Varthur Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000634,feedback_Mar_Apr_2024,False,118.13179021666666,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000655,feedback_Mar_Apr_2024,False,48.6091393,others,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000668,feedback_Mar_Apr_2024,False,41.98896968333334,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000673,feedback_Mar_Apr_2024,False,99.42997704999999,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000674,feedback_Mar_Apr_2024,False,2267.11059435,others,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000697,feedback_Mar_Apr_2024,False,105.14612633333333,vehicle_breakdown,Bellary Road 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000700,feedback_Mar_Apr_2024,False,27.93791925,vehicle_breakdown,Bellary Road 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000706,feedback_Mar_Apr_2024,False,56.79600258333333,tree_fall,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000712,feedback_Mar_Apr_2024,False,42.935636433333336,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000714,feedback_Mar_Apr_2024,False,280.83443520000003,others,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000717,feedback_Mar_Apr_2024,False,39.301233333333336,procession,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000720,feedback_Mar_Apr_2024,False,34.2924117,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000721,feedback_Mar_Apr_2024,False,129.19878353333334,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000725,feedback_Mar_Apr_2024,False,19.84877475,vehicle_breakdown,Tumkur Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000744,feedback_Mar_Apr_2024,False,115.28882806666667,vehicle_breakdown,West of Chord Road,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID000755,feedback_Mar_Apr_2024,False,10.48741705,vehicle_breakdown,Bannerghata Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000763,feedback_Mar_Apr_2024,False,25.035437483333332,vehicle_breakdown,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000766,feedback_Mar_Apr_2024,False,48.54255426666667,vehicle_breakdown,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000775,feedback_Mar_Apr_2024,False,154.96781246666666,others,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000778,feedback_Mar_Apr_2024,False,29.79319548333333,vehicle_breakdown,Bellary Road 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000781,feedback_Mar_Apr_2024,False,119.41805864999999,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000791,feedback_Mar_Apr_2024,False,71.70723046666667,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000798,feedback_Mar_Apr_2024,False,31.80648258333333,tree_fall,West of Chord Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000807,feedback_Mar_Apr_2024,False,32.5370269,others,Bellary Road 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000808,feedback_Mar_Apr_2024,False,12279.153694183333,water_logging,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000826,feedback_Mar_Apr_2024,False,1484.0019410666669,water_logging,Varthur Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000829,feedback_Mar_Apr_2024,False,1.0338238833333333,others,ORR North 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000830,feedback_Mar_Apr_2024,False,30752.3803296,others,ORR North 2,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID000841,feedback_Mar_Apr_2024,False,62.645947,vehicle_breakdown,Varthur Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000843,feedback_Mar_Apr_2024,False,1.2778825666666667,vehicle_breakdown,ORR East 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000844,feedback_Mar_Apr_2024,False,58.697027133333336,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000845,feedback_Mar_Apr_2024,False,75.01906000000001,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000846,feedback_Mar_Apr_2024,False,35231.49571261667,road_conditions,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000869,feedback_Mar_Apr_2024,False,81.64968848333334,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000887,feedback_Mar_Apr_2024,False,21858.3643701,pot_holes,Bellary Road 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000890,feedback_Mar_Apr_2024,False,27578.025342816665,pot_holes,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000895,feedback_Mar_Apr_2024,False,0.7237333333333333,construction,Non-corridor,False,True,flagged_iso_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID000896,feedback_Mar_Apr_2024,False,1.2535275166666666,vehicle_breakdown,Old Airport Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000907,feedback_Mar_Apr_2024,False,76.24653713333333,others,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000909,feedback_Mar_Apr_2024,False,137.85110428333334,water_logging,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000914,feedback_Mar_Apr_2024,False,79.27560286666667,vehicle_breakdown,Hosur Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000915,feedback_Mar_Apr_2024,False,96.84268413333332,vehicle_breakdown,Hosur Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000931,feedback_Mar_Apr_2024,False,1386.89255105,road_conditions,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000968,feedback_Mar_Apr_2024,False,19335.9219217,tree_fall,Non-corridor,True,True,flagged_duration_anomaly|flagged_iso_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID000970,feedback_Mar_Apr_2024,False,767.8605333333333,construction,ORR East 2,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000988,feedback_Mar_Apr_2024,False,1.17185,construction,Non-corridor,False,True,flagged_iso_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID000990,feedback_Mar_Apr_2024,False,70.6369603,vehicle_breakdown,ORR North 2,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID000998,feedback_Mar_Apr_2024,False,4608.306383333333,construction,Tumkur Road,True,True,flagged_duration_anomaly|flagged_iso_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID000999,feedback_Mar_Apr_2024,False,77.64849921666668,vehicle_breakdown,Tumkur Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID001009,feedback_Mar_Apr_2024,False,43.703668050000005,vehicle_breakdown,ORR North 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID001010,feedback_Mar_Apr_2024,False,18.12563553333333,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID001011,feedback_Mar_Apr_2024,False,69.32541208333333,vehicle_breakdown,Old Airport Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID001012,feedback_Mar_Apr_2024,False,43.829488833333336,others,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID001013,feedback_Mar_Apr_2024,False,107.36787663333332,vehicle_breakdown,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID001014,feedback_Mar_Apr_2024,False,328.75416666666666,construction,ORR East 2,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID001025,feedback_Mar_Apr_2024,False,764.5127,construction,ORR East 2,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID001027,feedback_Mar_Apr_2024,False,17141.221694,pot_holes,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID001035,feedback_Mar_Apr_2024,False,99.77792416666666,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID001057,feedback_Mar_Apr_2024,False,42.808710616666666,vehicle_breakdown,ORR North 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID001058,feedback_Mar_Apr_2024,False,6055.445450866667,pot_holes,Old Airport Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID001068,feedback_Mar_Apr_2024,False,27.226681883333335,vehicle_breakdown,ORR East 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID001079,feedback_Mar_Apr_2024,False,33.101952716666666,vehicle_breakdown,Magadi Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID001080,feedback_Mar_Apr_2024,False,64.03269065,vehicle_breakdown,ORR North 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID001091,feedback_Mar_Apr_2024,False,14.661646350000002,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID001095,feedback_Mar_Apr_2024,False,20.392180399999997,tree_fall,Bellary Road 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID001099,feedback_Mar_Apr_2024,False,64.49834003333333,vehicle_breakdown,Airport New South Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID001106,feedback_Mar_Apr_2024,False,1341.8618717,water_logging,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID001107,feedback_Mar_Apr_2024,False,3913.5393192166666,water_logging,Bellary Road 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID001118,feedback_Mar_Apr_2024,False,11100.934242516667,others,Non-corridor,True,False,flagged_duration_anomaly,True,True,True,2026-06-19T10:34:30Z
FKID001132,feedback_Mar_Apr_2024,False,87.93818821666667,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID001145,feedback_Mar_Apr_2024,False,3.437997633333333,vehicle_breakdown,ORR East 1,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID001159,feedback_Mar_Apr_2024,False,22.292497583333333,vehicle_breakdown,Mysore Road,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID001162,feedback_Mar_Apr_2024,False,76.19266588333333,others,Bellary Road 2,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID001170,feedback_Mar_Apr_2024,False,20.751736666666666,vehicle_breakdown,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
FKID001178,feedback_Mar_Apr_2024,False,365.8770966,construction,Non-corridor,False,False,,False,False,True,2026-06-19T10:34:30Z
