event_id,state_dimension,state_name,state_value,posterior_mean,posterior_variance,kalman_update_count,source_observations,obs_confidence,conflict_score,fallback_mode,generated_at
FKID004806,3,travel_time,185.8429,185.8429,160.325025,1,5,0.3833,0.0511,False,2026-06-20T02:27:28.192130+00:00
FKID004806,4,incident_intensity,0.0216,0.0216,0.015539,1,5,0.3833,0.0511,False,2026-06-20T02:27:28.192130+00:00
FKID004806,5,lane_availability,0.6271,0.6271,0.016337,1,5,0.3833,0.0511,False,2026-06-20T02:27:28.192130+00:00
FKID004806,6,capacity_utilization,0.1903,0.1903,0.031891,1,5,0.3833,0.0511,False,2026-06-20T02:27:28.192130+00:00
FKID007137,0,speed,52.0407,52.0407,57.617504,1,5,0.2708,0.0705,True,2026-06-20T02:27:28.192130+00:00
FKID007137,1,density,0.2948,0.2948,0.023196,1,5,0.2708,0.0705,True,2026-06-20T02:27:28.192130+00:00
FKID007137,2,queue_length,183.792,183.792,2109.07334,1,5,0.2708,0.0705,True,2026-06-20T02:27:28.192130+00:00
FKID007137,3,travel_time,247.7327,247.7327,233.802571,1,5,0.2708,0.0705,True,2026-06-20T02:27:28.192130+00:00
FKID007137,4,incident_intensity,0.268,0.268,0.022345,1,5,0.2708,0.0705,True,2026-06-20T02:27:28.192130+00:00
FKID007137,5,lane_availability,1.0,1.0,0.024034,1,5,0.2708,0.0705,True,2026-06-20T02:27:28.192130+00:00
FKID007137,6,capacity_utilization,0.2826,0.2826,0.046392,1,5,0.2708,0.0705,True,2026-06-20T02:27:28.192130+00:00
FKID005996,0,speed,46.6295,46.6295,45.652114,1,4,0.4255,0.0046,True,2026-06-20T02:27:28.192130+00:00
FKID005996,1,density,0.2582,0.2582,0.018354,1,4,0.4255,0.0046,True,2026-06-20T02:27:28.192130+00:00
FKID005996,2,queue_length,113.8903,113.8903,1665.274215,1,4,0.4255,0.0046,True,2026-06-20T02:27:28.192130+00:00
FKID005996,3,travel_time,262.465,262.465,184.694332,1,4,0.4255,0.0046,True,2026-06-20T02:27:28.192130+00:00
FKID005996,4,incident_intensity,0.1326,0.1326,0.017817,1,4,0.4255,0.0046,True,2026-06-20T02:27:28.192130+00:00
FKID005996,5,lane_availability,0.6857,0.6857,0.018875,1,4,0.4255,0.0046,True,2026-06-20T02:27:28.192130+00:00
FKID005996,6,capacity_utilization,0.2908,0.2908,0.036708,1,4,0.4255,0.0046,True,2026-06-20T02:27:28.192130+00:00
FKID000968,0,speed,43.9287,43.9287,39.629744,1,5,0.385,0.0531,False,2026-06-20T02:27:28.192130+00:00
FKID000968,1,density,0.3095,0.3095,0.015922,1,5,0.385,0.0531,False,2026-06-20T02:27:28.192130+00:00
FKID000968,2,queue_length,148.6396,148.6396,1443.068378,1,5,0.385,0.0531,False,2026-06-20T02:27:28.192130+00:00
FKID000968,3,travel_time,204.3493,204.3493,160.088453,1,5,0.385,0.0531,False,2026-06-20T02:27:28.192130+00:00
FKID000968,4,incident_intensity,0.3678,0.3678,0.015516,1,5,0.385,0.0531,False,2026-06-20T02:27:28.192130+00:00
FKID000968,5,lane_availability,0.4973,0.4973,0.016313,1,5,0.385,0.0531,False,2026-06-20T02:27:28.192130+00:00
FKID000968,6,capacity_utilization,0.617,0.617,0.031844,1,5,0.385,0.0531,False,2026-06-20T02:27:28.192130+00:00
FKID001931,0,speed,40.1621,40.1621,38.30984,1,4,0.3941,0.0175,False,2026-06-20T02:27:28.192130+00:00
FKID001931,1,density,0.3047,0.3047,0.01539,1,4,0.3941,0.0175,False,2026-06-20T02:27:28.192130+00:00
FKID001931,2,queue_length,120.6483,120.6483,1394.471889,1,4,0.3941,0.0175,False,2026-06-20T02:27:28.192130+00:00
FKID001931,3,travel_time,184.7592,184.7592,154.705549,1,4,0.3941,0.0175,False,2026-06-20T02:27:28.192130+00:00
FKID001931,4,incident_intensity,0.3499,0.3499,0.01501,1,4,0.3941,0.0175,False,2026-06-20T02:27:28.192130+00:00
FKID001931,5,lane_availability,0.9366,0.9366,0.015754,1,4,0.3941,0.0175,False,2026-06-20T02:27:28.192130+00:00
FKID001931,6,capacity_utilization,0.3088,0.3088,0.030779,1,4,0.3941,0.0175,False,2026-06-20T02:27:28.192130+00:00
FKID001932,0,speed,44.1574,44.1574,44.922905,1,3,0.4399,0.0069,True,2026-06-20T02:27:28.192130+00:00
FKID001932,1,density,0.3923,0.3923,0.01806,1,3,0.4399,0.0069,True,2026-06-20T02:27:28.192130+00:00
FKID001932,2,queue_length,232.8195,232.8195,1638.327395,1,3,0.4399,0.0069,True,2026-06-20T02:27:28.192130+00:00
FKID001932,3,travel_time,240.1644,240.1644,181.711022,1,3,0.4399,0.0069,True,2026-06-20T02:27:28.192130+00:00
FKID001932,4,incident_intensity,0.2413,0.2413,0.017539,1,3,0.4399,0.0069,True,2026-06-20T02:27:28.192130+00:00
FKID001932,5,lane_availability,0.9285,0.9285,0.018564,1,3,0.4399,0.0069,True,2026-06-20T02:27:28.192130+00:00
FKID001932,6,capacity_utilization,0.3644,0.3644,0.036119,1,3,0.4399,0.0069,True,2026-06-20T02:27:28.192130+00:00
FKID003103,0,speed,38.3776,38.3776,46.189767,1,4,0.4202,0.015,True,2026-06-20T02:27:28.192130+00:00
FKID003103,1,density,0.441,0.441,0.018571,1,4,0.4202,0.015,True,2026-06-20T02:27:28.192130+00:00
FKID003103,2,queue_length,246.0007,246.0007,1685.149673,1,4,0.4202,0.015,True,2026-06-20T02:27:28.192130+00:00
FKID003103,3,travel_time,240.1689,240.1689,186.894652,1,4,0.4202,0.015,True,2026-06-20T02:27:28.192130+00:00
FKID003103,4,incident_intensity,0.3994,0.3994,0.018022,1,4,0.4202,0.015,True,2026-06-20T02:27:28.192130+00:00
FKID003103,5,lane_availability,0.66,0.66,0.019105,1,4,0.4202,0.015,True,2026-06-20T02:27:28.192130+00:00
FKID003103,6,capacity_utilization,0.6259,0.6259,0.037143,1,4,0.4202,0.015,True,2026-06-20T02:27:28.192130+00:00
FKID001646,0,speed,35.232,35.232,38.572141,1,4,0.3964,0.0353,False,2026-06-20T02:27:28.192130+00:00
FKID001646,1,density,0.3493,0.3493,0.015495,1,4,0.3964,0.0353,False,2026-06-20T02:27:28.192130+00:00
FKID001646,2,queue_length,134.9333,134.9333,1404.12638,1,4,0.3964,0.0353,False,2026-06-20T02:27:28.192130+00:00
FKID001646,3,travel_time,263.5614,263.5614,155.774997,1,4,0.3964,0.0353,False,2026-06-20T02:27:28.192130+00:00
FKID001646,4,incident_intensity,0.3478,0.3478,0.015111,1,4,0.3964,0.0353,False,2026-06-20T02:27:28.192130+00:00
FKID001646,5,lane_availability,0.6903,0.6903,0.015865,1,4,0.3964,0.0353,False,2026-06-20T02:27:28.192130+00:00
FKID001646,6,capacity_utilization,0.4555,0.4555,0.030991,1,4,0.3964,0.0353,False,2026-06-20T02:27:28.192130+00:00
FKID004531,0,speed,45.0322,45.0322,40.141446,1,6,0.3677,0.0284,False,2026-06-20T02:27:28.192130+00:00
FKID004531,1,density,0.338,0.338,0.016129,1,6,0.3677,0.0284,False,2026-06-20T02:27:28.192130+00:00
FKID004531,2,queue_length,183.9801,183.9801,1461.918346,1,6,0.3677,0.0284,False,2026-06-20T02:27:28.192130+00:00
FKID004531,3,travel_time,212.4084,212.4084,162.17626,1,6,0.3677,0.0284,False,2026-06-20T02:27:28.192130+00:00
FKID004531,4,incident_intensity,0.4159,0.4159,0.015712,1,6,0.3677,0.0284,False,2026-06-20T02:27:28.192130+00:00
FKID004531,5,lane_availability,0.6191,0.6191,0.01653,1,6,0.3677,0.0284,False,2026-06-20T02:27:28.192130+00:00
FKID004531,6,capacity_utilization,0.5614,0.5614,0.032257,1,6,0.3677,0.0284,False,2026-06-20T02:27:28.192130+00:00
