junction,severity_raw,persistence_norm,hawkes_norm,duration_risk_norm,severity_norm,frailty_norm,obi_entropy,obi_equal,obi_pca,operational_burden_index,entropy_weight_hawkes,pca_weight_hawkes,entropy_weight_severity,pca_weight_severity,entropy_weight_persistence,pca_weight_persistence,entropy_weight_duration_risk,pca_weight_duration_risk,entropy_weight_frailty,pca_weight_frailty
TownhallJunction,356.52439340762373,0.15331634692550064,0.0,0.99999994,0.47724402468801475,0.8530678749162918,0.15905820403882298,0.4967256373850325,0.676586985948954,0.4441236091242698,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
AyyappaTempleJunc,629.4602540048987,0.30406743471614106,0.0,0.56776863,0.8425963287706254,0.7846937698552102,0.1636971386002778,0.4998252333415216,0.6345323305678794,0.43268490083655964,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
GoruguntepalyaJunc,225.56901765973757,0.5058351433891178,0.0,0.6421281,0.30194698546131254,1.0,0.1555969155145993,0.48998204775647525,0.6465583104399946,0.4307124245703564,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
SRS Peenya Junc,227.06061298980217,0.5688142165762754,0.0,0.49364078,0.30394363694347915,1.0,0.1493624867963957,0.47327972679373365,0.6152852497647103,0.41264248778494655,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
HebbalFlyoverJunc,348.7990965568259,1.0,0.0,0.5418704,0.4669029321031684,0.2939435972903264,0.2055105071694051,0.4605433889208438,0.5474057949355641,0.40448656367527097,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
RajeshwariJunc,258.3542226440709,0.44757061691051847,0.0,0.6361467,0.34583330422732106,0.8530678749162918,0.14948530688033548,0.4565237040556444,0.5997488892683817,0.4019193000681205,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
SilkBoardJunc,386.54209836358547,0.5348361818655109,0.0,0.6620423,0.517425764254714,0.4362794735145532,0.16886226194559342,0.43011674788188115,0.540820475450314,0.3799331617592629,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
Bommanahalli,317.0122527312272,0.472583498412407,0.0,0.46837825,0.4243530209050482,0.7846937698552102,0.1419382626766588,0.4300017070006403,0.5513076539398063,0.37441587453903513,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
SantheCircle,302.0611834162734,0.45545359527420665,0.0,0.53972876,0.40433949974017225,0.7189757650313102,0.14400531666665467,0.4236995241529977,0.5460353561727471,0.3712467323307998,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
BangaloreBodyBuildersJunc,227.2017627825516,0.3541958102558348,0.0,0.56079775,0.30413258024279105,0.8530678749162918,0.12857521212621867,0.41443880327295546,0.5495450290426515,0.3641863481472752,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
MysoreRd-RingRdJunc(Nayandanahallii),257.0344436144693,0.4700998061141876,0.0,0.45805073,0.34406664627226274,0.7676981650041279,0.1342903000765789,0.4079830690469633,0.5259903602225708,0.3560879097820377,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
CMP GateJunc,370.7669257384987,0.07531246400284346,0.0,0.6468921,0.4963090973086266,0.7846937698552102,0.11800851121934958,0.40064148038738884,0.5393453655759152,0.35266511906088455,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
Chokasandra (Tumkur road),196.954513673018,0.5820836023380604,0.0,0.2057164,0.26364357256843957,1.0,0.12131847646562026,0.41028871524901545,0.5233441070226005,0.3516504329124121,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
PoliceCornerJunc,255.9720368368549,0.22363392452634953,0.0,0.5596657,0.3426445071542114,0.8530678749162918,0.11634969309902647,0.39580239730569866,0.5308265120413346,0.34765953414868656,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
YelhankaBypass,223.93475680235346,0.3578749846026872,0.0,0.58573395,0.29975936171553325,0.7189757650313102,0.12895111225390476,0.39246881229752456,0.5181351400776287,0.3465183548763527,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
HudsonCircle,177.79824624521896,0.34035948148131706,0.0,0.4776783,0.23800096764634043,0.8530678749162918,0.11426035001525817,0.38182132459882895,0.5080090007445807,0.3346968917862226,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
KoramangalaWaterTankJunc,369.8443715960219,0.4660755206100939,0.0,0.3525051,0.4950741651129919,0.5972484590478312,0.1331450411691285,0.38218064652467904,0.4760144339956943,0.33044670722983394,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
TumkurRdMarappanapalyaJunc,140.05931130030672,0.15897446571359297,0.0,0.52987283,0.1874835794014441,1.0,0.09644460402187102,0.37526617595950035,0.5187195905960655,0.33014345685914565,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
BEL Circle,289.597784550514,0.4944543880010648,0.0,0.6584788,0.3876559775297117,0.19531313895139185,0.15031329045071531,0.34718046019285087,0.4348406804463795,0.3107781436966486,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
TataInstituteCircle,143.1638148545095,0.2529142327134183,0.0,0.3070132,0.19163927196627803,1.0,0.0871090780398962,0.3503133436628375,0.47190750420231414,0.3031099753016826,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
PeenyaPoliceStation,145.47104208602204,0.2604473877451858,0.0,0.2883523,0.19472772939078278,1.0,0.08649910857172571,0.34870548555869396,0.4684943745843585,0.3012329895715927,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
MS RamaiahJunc(TollGate),125.94038590152658,0.37738910324466934,0.0,0.20380324,0.16858396718366317,1.0,0.09021883057998663,0.34995526233624635,0.4613968434263218,0.30052364544751825,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
Batrayanapura(Amrutahalli)Junction,171.48804674999832,0.4510029212930769,0.0,0.30536717,0.22955412625380703,0.7189757650313102,0.10852949948570306,0.3409799968685136,0.43836830756096085,0.29595926797172584,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
"VeerannapalyaJunction(BEL,HO)",334.16390396004886,0.5055076743283665,0.0,0.44081807,0.44731224393114066,0.23375913533134657,0.13671753540280715,0.32547942499124205,0.3955176626450562,0.2859048743463685,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
BigBazaarJunction(OldMadrasRd),220.1477022343534,0.06715898835749932,0.0,0.34483984,0.29469000546063295,0.8857469652232445,0.0753334562835582,0.3184871600337545,0.4342123399417782,0.276010985419697,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
LeprosyhospitalJunc,244.97567164308,0.13460130248100544,0.0,0.65219027,0.327924758157917,0.4125846758555054,0.10685829997506249,0.30546020090682624,0.41026682823191246,0.2741951097046004,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
JakkurCrossJunction,197.39401517762033,0.37871414178800217,0.0,0.2057164,0.2642318898639494,0.7189757650313102,0.09367559621785787,0.3135276396043678,0.40115978271868413,0.2694543395136366,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
Shivajinagar(BRV)Junction,180.6923068312198,0.07312074553496521,0.0,0.32447046,0.24187496097552863,0.8857469652232445,0.07009793505486343,0.30504262642972496,0.4182596238349699,0.26446672843985275,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
UniversityJunc(Janabharti),127.5939699219376,0.2582455981942124,0.0,0.21467403,0.17079745694103435,0.8530678749162918,0.07543266219657827,0.29935699116510817,0.3985713092960065,0.2577869875525643,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
IndianExpressJunction,202.54080971756636,0.06371917564688682,0.0,0.45505747,0.2711213958441975,0.6739763944362437,0.08009744067962422,0.29277488758358267,0.4004472298211938,0.25777318602813354,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
KatriguppeJunction,160.48502359807222,0.20750054470462204,0.0,0.2883523,0.21482546490592314,0.7676981650041279,0.07844947460610856,0.2956752970544349,0.3949290926813882,0.2563512881139772,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
KogilluCrossJunc,190.8352622586663,0.25645214071344963,0.0,0.24477905,0.2554523345295767,0.7189757650313102,0.08247928088543319,0.29513185812490517,0.3862484608818817,0.25461986663074004,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
NaganathapuraJunction,145.32846384323,0.1746270259611856,0.0,0.3006479,0.19453687396635402,0.7846937698552102,0.07448354866105135,0.29090111683847747,0.3926065619030461,0.25266374246752493,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
UlsoorGateJunc,111.75120787357734,0.21692146165849605,0.0,0.23682229,0.14959031470353407,0.8530678749162918,0.07107249293856917,0.2912803886973987,0.3923884158479815,0.2515804324946498,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
SiddalingaiahCircle,118.08738955905422,0.15825521908897652,0.0,0.23682229,0.1580719358903182,0.8530678749162918,0.0649493049022415,0.28124346442085163,0.38228161083534223,0.24282479338614513,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
SarjapurRd-St JohnsRdJunc,132.82537686383006,0.3072904107852951,0.0,0.11910285,0.17780022519446792,0.7846937698552102,0.07181737802103424,0.2777774512782694,0.36162921976616813,0.2370746830218239,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
SirsiCircle,94.80474653520453,0.17388476288172577,0.0,0.21650277,0.1269057591362573,0.8530678749162918,0.062494754937391796,0.2740722335431584,0.3728368189953155,0.23646793582528858,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
Devasandra(k r puram),125.96611636845789,0.10228824222453374,0.0,0.67743343,0.16861841002073816,0.32207670021651413,0.09187819407381873,0.25408335672206306,0.3517849275219471,0.2325821594392763,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
KodigehalliCross,124.69620772314852,0.4421617393296732,0.0,0.4047666,0.16691850862807067,0.2939435972903264,0.10548628649860707,0.26155808693024457,0.33053304953251955,0.23252580765379038,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
BilekahalliJunc,195.48612157835248,0.09536458579024029,0.0,0.23830286,0.2616779809678755,0.7458468964841158,0.06416406494386082,0.2682384639851925,0.36074001014330964,0.23104751302412097,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
PoliceTimmaiahCircle(GPO),174.58783586579807,0.05385039522047129,0.0,0.33799553,0.23370350806515758,0.6739763944362437,0.06532026937487773,0.25990516537933545,0.3555690369660085,0.22693149057340722,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
N R SquareJunc,105.99983188000257,0.025810250128165558,0.0,0.28294203,0.14189151518961288,0.8530678749162918,0.05265889912459368,0.26074233341752634,0.3658698762588919,0.22642370293367065,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
MaratahalliBridgeJunc,226.6924669045345,0.13409848522694345,0.0,0.45499328,0.3034508361066921,0.37477910865759534,0.08621768610202388,0.2534643415558786,0.33509746615571784,0.22492649793787342,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
Nagavara-ORR Junction,415.46815502120864,0.24215444834560798,0.0,0.46090502,0.5561462219650346,0.0,0.11300507737813158,0.251841137155848,0.30351195247402984,0.22278605566933649,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
TrinityCircle,135.32261057487284,0.0,0.0,0.22188932,0.18114302554384554,0.8857469652232445,0.047561923225465125,0.257755861560553,0.3600203342240032,0.22177937300334047,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
MotherTeressaCircle,118.11212340862848,0.01788831540084995,0.0,0.23676613,0.15810504465408057,0.8530678749162918,0.048739923190103215,0.2531654729406709,0.3538390624365893,0.21858148618912113,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
KhodaysCircle(DV UrsCircle),88.37264052907224,0.12143313045916716,0.0,0.6258553,0.1182957335269384,0.32207670021651413,0.08548508505459641,0.2375321781710293,0.3296826044686535,0.21756662256475975,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
ArakereGateJunc,201.03758743288037,0.0,0.0,0.24100997,0.2691091805051925,0.7458468964841158,0.05397215925942727,0.2511932085056574,0.34378992201434794,0.21631842992647754,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
Dr TCM RoyanRd near AmbedkarStatue,132.24525155574537,0.015944253460365623,0.0,0.19781922,0.17702366868957495,0.8530678749162918,0.04638357450186111,0.24877100302114902,0.3457496790723945,0.2136347521984682,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
QueensStatueCircle,101.72953290021051,0.11711092696739335,0.0,0.1103394,0.13617528732576792,0.8857469652232445,0.0473739037119042,0.24987451653377432,0.34093164733941567,0.21272668919503138,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
Kadubeesanahalli-ORR Junc,165.9187251607828,0.11621241858015613,0.0,0.4205611,0.22209902500641443,0.4362794735145532,0.07566741121879213,0.2390304044228035,0.32187818904497406,0.21219200156218987,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
K R Circle,128.12570225011325,0.11946402106247596,0.0,0.5539371,0.1715092345389984,0.32207670021651413,0.08272276755164625,0.23339740666805328,0.3189020835957648,0.2116740859384881,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
Richmond circle jn,131.95959757350042,0.13644226379316407,0.0,0.077683955,0.17664129189102903,0.8530678749162918,0.04921590251498211,0.2487670772062939,0.3341162389433519,0.21069973955487598,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
ItmaduJunction,71.41690280557634,0.2231891246488634,0.0,0.12091983,0.09559876057826344,0.7676981650041279,0.05571614644539901,0.24148117626567617,0.3230136919690025,0.20673700489335922,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
OldMadrasRd-Indranagar100ftRdJunc,109.64355463895896,0.03845555950637561,0.0,0.1325639,0.14676900729530307,0.8857469652232445,0.04114913350949793,0.24070708719054526,0.3338709633267793,0.20524239467560748,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
KadirenahalliJunction,95.1779867580897,0.013984043983894918,0.0,0.2476494,0.12740537899239857,0.7676981650041279,0.045658071688194114,0.23134739788134737,0.3252349050760549,0.20074679154853214,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
ShivajiTalkiesJunc,65.24652635467062,0.08507440554927448,0.0,0.12973312,0.08733908649783227,0.8530678749162918,0.04122475138300781,0.23104289647960904,0.320585867013167,0.19761783829192794,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
K R MarketJunction,75.98321722109753,0.08507440554927448,0.0,0.113468654,0.10171123509599621,0.8530678749162918,0.04083073848003444,0.23066443400306338,0.31872772343975864,0.19674096530761884,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
HunsemarammanahalliJunction,84.56855493050152,0.15855653721293794,0.0,0.15224867,0.11320357951198456,0.7189757650313102,0.05175620328996849,0.22859690948933098,0.3089244064523798,0.19642583974389308,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
Sumanhalli,196.92633135787563,0.0,0.0,0.4240694,0.2636058476841055,0.4125846758555054,0.06540049004288395,0.22005198562833236,0.301243554461473,0.19556534337756312,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
KanakapuraRd-RingRdJunction,93.42061164926437,0.00602953756389586,0.0,0.2049989,0.12505295434676306,0.7676981650041279,0.04063590029851833,0.22075591048814383,0.3103638557631714,0.19058522218327786,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
Ashoknagar Junction(ShoolayCircle),73.87492094933125,0.0,0.0,0.15550542,0.09888906691738833,0.8530678749162918,0.03465852667014222,0.2214924721222292,0.31348725055846427,0.18987941645027853,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
Kudlu Gate Junc,75.13567747216874,0.12068205528483213,0.0,0.102630824,0.10057671726680692,0.7846937698552102,0.04283447188615363,0.22171667325149622,0.30272346811343104,0.18909153775036028,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
AshirwadamCircle,71.00668756775777,0.029552687043755566,0.0,0.120699026,0.09504964591821533,0.8530678749162918,0.03457447020525277,0.21967384671376367,0.3082502334052133,0.18749951677474322,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
AnepalyaJunc,81.60406847304019,0.1002346869811932,0.0,0.102630824,0.10923531401808777,0.7846937698552102,0.041137604168351403,0.2193589189410246,0.3003953354690789,0.18696395285948494,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
HulimaveRd-BanneraghattaRdJunc,114.07545150808865,0.0,0.0,0.18368593,0.1527015503076052,0.7458468964841158,0.039772301291969715,0.21644687507497326,0.3022470923246728,0.18615542289720524,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
