event_id,p_gt_60,p_gt_120,p_gt_240
FKID000081,0.5823698156619734,0.4316299151189219,0.2903331050806346
FKID000082,0.5433920650111077,0.39311757276336223,0.2573978636594252
FKID000086,0.50936941003489,0.3606589395324751,0.2305964926098798
FKID000087,0.4787439080137962,0.3323286246373697,0.20791472175446324
FKID000088,0.5247726884672189,0.37522352843625706,0.24251488387156184
FKID000090,0.46991287831869444,0.3243119644357265,0.20161669197342388
FKID000093,0.4719484182057172,0.3261538013209502,0.2030589713105284
FKID000095,0.5639976157057418,0.41329648018102216,0.27450005705733593
FKID000099,0.5325792349933469,0.3826871900814498,0.24869040307749682
FKID000107,0.48984713691335113,0.3425042941232086,0.21598534881838338
FKID000113,0.5072639441761135,0.35868468171256995,0.2289944052069641
FKID000122,0.5150876486695068,0.36604086907772615,0.23498019786554106
FKID000123,0.5402228904856388,0.39004929596790605,0.25482705485697676
FKID000131,0.5433920650111077,0.39311757276336223,0.2573978636594252
FKID000132,0.5433920650111077,0.39311757276336223,0.2573978636594252
FKID000134,0.5303702796053822,0.3805696068223978,0.246933609497079
FKID000138,0.48970090284149714,0.34236957504965065,0.21587794094139912
FKID000139,0.5433920650111077,0.39311757276336223,0.2573978636594252
FKID000142,0.5072639441761135,0.35868468171256995,0.2289944052069641
FKID000143,0.46050504236089074,0.31584580084505015,0.19502323711885503
FKID000157,0.4920998925933945,0.344582034468489,0.21764377119493217
FKID000159,0.5045044887976495,0.35610318132637936,0.2269043979559251
FKID000161,0.5198050191065874,0.3705029410898889,0.2386327837063167
FKID000162,0.5072639441761135,0.35868468171256995,0.2289944052069641
FKID000163,0.4999262776795742,0.3518351624800624,0.22346102503561768
FKID000166,0.4920998925933945,0.344582034468489,0.21764377119493217
FKID000168,0.5639976157057418,0.41329648018102216,0.27450005705733593
FKID000171,0.5198050191065874,0.3705029410898889,0.2386327837063167
FKID000172,0.4803351597736878,0.33378033637362786,0.20906089031545327
FKID000174,0.5293056062394763,0.3795505687286612,0.2460895151039908
FKID000176,0.4727712157356647,0.3268993181979689,0.20364355747360718
FKID000183,0.46991287831869444,0.3243119644357265,0.20161669197342388
FKID000184,0.46991287831869444,0.3243119644357265,0.20161669197342388
FKID000185,0.4719484182057172,0.3261538013209502,0.2030589713105284
FKID000186,0.4404886415941044,0.29808499264416943,0.1813843364665375
FKID000187,0.511409678391646,0.36257584678384336,0.23215511737673333
FKID000188,0.4727712157356647,0.3268993181979689,0.20364355747360718
FKID000189,0.4719484182057172,0.3261538013209502,0.2030589713105284
FKID000192,0.518213480509661,0.36899528968318496,0.2373968040793397
FKID000197,0.4719484182057172,0.3261538013209502,0.2030589713105284
FKID000199,0.4719484182057172,0.3261538013209502,0.2030589713105284
FKID000202,0.4787439080137962,0.3323286246373697,0.20791472175446324
FKID000203,0.511409678391646,0.36257584678384336,0.23215511737673333
FKID000205,0.48984713691335113,0.3425042941232086,0.21598534881838338
FKID000206,0.48984713691335113,0.3425042941232086,0.21598534881838338
FKID000208,0.5293056062394763,0.3795505687286612,0.2460895151039908
FKID000214,0.5045044887976495,0.35610318132637936,0.2269043979559251
FKID000216,0.5293056062394763,0.3795505687286612,0.2460895151039908
FKID000217,0.5045044887976495,0.35610318132637936,0.2269043979559251
FKID000218,0.5293056062394763,0.3795505687286612,0.2460895151039908
FKID000224,0.5402228904856388,0.39004929596790605,0.25482705485697676
FKID000226,0.48984713691335113,0.3425042941232086,0.21598534881838338
FKID000229,0.5597852630580324,0.40913873938143375,0.27094851282921295
FKID000234,0.5618093628147951,0.4111344888216958,0.2726514820042286
FKID000235,0.5433920650111077,0.39311757276336223,0.2573978636594252
FKID000241,0.5433920650111077,0.39311757276336223,0.2573978636594252
FKID000243,0.5123295225832444,0.3634412944616179,0.23285980058177277
FKID000244,0.5439015713233715,0.3936117279927487,0.2578126302441579
FKID000245,0.5433920650111077,0.39311757276336223,0.2573978636594252
FKID000246,0.5439015713233715,0.3936117279927487,0.2578126302441579
FKID000249,0.5433920650111077,0.39311757276336223,0.2573978636594252
FKID000250,0.5045044887976495,0.35610318132637936,0.2269043979559251
FKID000253,0.5325792349933469,0.3826871900814498,0.24869040307749682
FKID000254,0.5216998052547485,0.3723008444085625,0.24010916697496143
FKID000255,0.529510453838155,0.37974655536637114,0.24625178896828093
FKID000256,0.5072639441761135,0.35868468171256995,0.2289944052069641
FKID000257,0.5609573346097634,0.41029391971400975,0.27193382086167006
FKID000260,0.4881558315658179,0.34094731520277477,0.21474492508472975
FKID000264,0.511409678391646,0.36257584678384336,0.23215511737673333
FKID000265,0.511409678391646,0.36257584678384336,0.23215511737673333
FKID000267,0.5402228904856388,0.39004929596790605,0.25482705485697676
FKID000268,0.4787439080137962,0.3323286246373697,0.20791472175446324
FKID000271,0.4787439080137962,0.3323286246373697,0.20791472175446324
FKID000273,0.5439015713233715,0.3936117279927487,0.2578126302441579
FKID000274,0.5439015713233715,0.3936117279927487,0.2578126302441579
FKID000283,0.5792487279554562,0.4284923224738605,0.28760341081872287
FKID000294,0.6143772194310374,0.46436620323204714,0.3193112641999185
FKID000299,0.5930627300197995,0.44245206875861276,0.2998120888374217
FKID000301,0.5802611041938762,0.42950900855171814,0.28848701624539075
FKID000303,0.5802611041938762,0.42950900855171814,0.28848701624539075
FKID000304,0.544928252344292,0.39460820945372455,0.2586496379906661
FKID000309,0.544928252344292,0.39460820945372455,0.2586496379906661
FKID000312,0.5263151855171344,0.37669386550812245,0.24372781482892572
FKID000313,0.5655228722926912,0.4148061353097745,0.2757931781401024
FKID000315,0.5655228722926912,0.4148061353097745,0.2757931781401024
FKID000317,0.5655228722926912,0.4148061353097745,0.2757931781401024
FKID000321,0.4936453124609529,0.3460099738727218,0.21878559652559382
FKID000322,0.5088092970894769,0.36013334471948155,0.23016966444349227
FKID000328,0.6019544675855246,0.4515379923679257,0.30784699515684055
FKID000330,0.47349046947142737,0.32755149670171807,0.20415533048625398
FKID000336,0.4913923761821153,0.34392900396095316,0.21712214791068885
FKID000337,0.5633359777989804,0.4126423010780369,0.2739403001012598
FKID000338,0.4913923761821153,0.34392900396095316,0.21712214791068885
FKID000343,0.5454375384750128,0.3951028792462372,0.25906544850802316
FKID000344,0.5060500201137873,0.3575482061473769,0.22807362650958155
FKID000345,0.5308468781857287,0.3810261129610337,0.2473120233585423
FKID000348,0.5655228722926912,0.4148061353097745,0.2757931781401024
FKID000349,0.5263151855171344,0.37669386550812245,0.24372781482892572
FKID000354,0.5417603904565176,0.39153668250911666,0.2560723124159182
FKID000355,0.534119497795293,0.38416638959166494,0.24991978066019074
FKID000358,0.5417603904565176,0.39153668250911666,0.2560723124159182
FKID000366,0.6053266927173657,0.4550047121213331,0.3109312328433296
FKID000369,0.5802611041938762,0.42950900855171814,0.28848701624539075
FKID000372,0.5633359777989804,0.4126423010780369,0.2739403001012598
FKID000377,0.5655228722926912,0.4148061353097745,0.2757931781401024
FKID000380,0.5481782761797266,0.39776911306494767,0.26131013540210946
FKID000382,0.5481782761797266,0.39776911306494767,0.26131013540210946
FKID000383,0.4936453124609529,0.3460099738727218,0.21878559652559382
FKID000384,0.5088092970894769,0.36013334471948155,0.23016966444349227
FKID000385,0.4936453124609529,0.3460099738727218,0.21878559652559382
FKID000387,0.5330929714296093,0.3831803174338235,0.2491000449607924
FKID000395,0.47145436961516907,0.32570643737351185,0.20270839801056684
FKID000397,0.4743134818974293,0.32829830753093703,0.20474179450668695
FKID000398,0.4743134818974293,0.32829830753093703,0.20474179450668695
FKID000399,0.5137789391365006,0.3648065385842621,0.23397269512481225
FKID000402,0.5129546242527976,0.36402986301754914,0.23333939044625682
FKID000404,0.5137789391365006,0.3648065385842621,0.23397269512481225
FKID000407,0.5308468781857287,0.3810261129610337,0.2473120233585423
FKID000410,0.5137789391365006,0.3648065385842621,0.23397269512481225
FKID000412,0.4503427135263016,0.3067859681048577,0.18803323861256557
FKID000413,0.47145436961516907,0.32570643737351185,0.20270839801056684
FKID000416,0.5308468781857287,0.3810261129610337,0.2473120233585423
FKID000417,0.4913923761821153,0.34392900396095316,0.21712214791068885
FKID000420,0.4802875365679461,0.33373685733610936,0.2090265370720481
FKID000421,0.5138743554974458,0.36489648001184416,0.23404606592133445
FKID000425,0.5454375384750128,0.3951028792462372,0.25906544850802316
FKID000426,0.5454375384750128,0.3951028792462372,0.25906544850802316
FKID000430,0.5060500201137873,0.3575482061473769,0.22807362650958155
FKID000431,0.5624844657795454,0.4118010028965027,0.2732209576810143
FKID000434,0.5989744882046573,0.44848408317352617,0.3051385139852745
FKID000442,0.5864047317739274,0.43570033006923437,0.29388671660085297
FKID000450,0.5618093628147951,0.4111344888216958,0.2726514820042286
FKID000456,0.5624844657795454,0.4118010028965027,0.2732209576810143
FKID000457,0.5232430191174013,0.37376755600479383,0.24131556312748204
FKID000458,0.5072639441761135,0.35868468171256995,0.2289944052069641
FKID000461,0.5072639441761135,0.35868468171256995,0.2289944052069641
FKID000464,0.4920998925933945,0.344582034468489,0.21764377119493217
FKID000467,0.5198050191065874,0.3705029410898889,0.2386327837063167
FKID000468,0.4999262776795742,0.3518351624800624,0.22346102503561768
FKID000471,0.4727712157356647,0.3268993181979689,0.20364355747360718
FKID000472,0.46991287831869444,0.3243119644357265,0.20161669197342388
FKID000473,0.46991287831869444,0.3243119644357265,0.20161669197342388
FKID000474,0.4719484182057172,0.3261538013209502,0.2030589713105284
FKID000477,0.5624844657795454,0.4118010028965027,0.2732209576810143
FKID000478,0.518213480509661,0.36899528968318496,0.2373968040793397
FKID000479,0.48984713691335113,0.3425042941232086,0.21598534881838338
FKID000480,0.5624844657795454,0.4118010028965027,0.2732209576810143
FKID000482,0.5439015713233715,0.3936117279927487,0.2578126302441579
FKID000492,0.5232430191174013,0.37376755600479383,0.24131556312748204
FKID000495,0.6022945686754206,0.4518871010843726,0.3081571223828262
FKID000500,0.5787462333019311,0.4279880601486069,0.2871654773499701
FKID000501,0.5787462333019311,0.4279880601486069,0.2871654773499701
FKID000503,0.5618093628147951,0.4111344888216958,0.2726514820042286
FKID000504,0.5433920650111077,0.39311757276336223,0.2573978636594252
FKID000505,0.5433920650111077,0.39311757276336223,0.2573978636594252
FKID000506,0.5433920650111077,0.39311757276336223,0.2573978636594252
FKID000513,0.5989744882046573,0.44848408317352617,0.3051385139852745
FKID000515,0.5923742615494558,0.4417518666179905,0.299195792823905
FKID000520,0.5247726884672189,0.37522352843625706,0.24251488387156184
FKID000521,0.5639976157057418,0.41329648018102216,0.27450005705733593
FKID000525,0.6324245299853437,0.4832875519084191,0.3364796725746201
FKID000527,0.6184979159016609,0.46865643260422063,0.32317686975615845
FKID000528,0.5879133613768874,0.4372263522559916,0.2952225911579141
FKID000529,0.6184979159016609,0.46865643260422063,0.32317686975615845
FKID000531,0.6184979159016609,0.46865643260422063,0.32317686975615845
FKID000533,0.5639976157057418,0.41329648018102216,0.27450005705733593
FKID000535,0.4920998925933945,0.344582034468489,0.21764377119493217
FKID000537,0.4920998925933945,0.344582034468489,0.21764377119493217
FKID000538,0.5072639441761135,0.35868468171256995,0.2289944052069641
FKID000539,0.5633359777989804,0.4126423010780369,0.2739403001012598
FKID000541,0.5633359777989804,0.4126423010780369,0.2739403001012598
FKID000542,0.6019544675855246,0.4515379923679257,0.30784699515684055
FKID000543,0.5633359777989804,0.4126423010780369,0.2739403001012598
FKID000544,0.5802611041938762,0.42950900855171814,0.28848701624539075
FKID000553,0.544928252344292,0.39460820945372455,0.2586496379906661
FKID000556,0.46991287831869444,0.3243119644357265,0.20161669197342388
FKID000557,0.5263151855171344,0.37669386550812245,0.24372781482892572
FKID000563,0.4787439080137962,0.3323286246373697,0.20791472175446324
FKID000567,0.5088092970894769,0.36013334471948155,0.23016966444349227
FKID000568,0.4936453124609529,0.3460099738727218,0.21878559652559382
FKID000569,0.48984713691335113,0.3425042941232086,0.21598534881838338
FKID000578,0.5787462333019311,0.4279880601486069,0.2871654773499701
FKID000582,0.4818790927443445,0.3351909871435612,0.21017630712957344
FKID000586,0.5787462333019311,0.4279880601486069,0.2871654773499701
FKID000587,0.6170200856919787,0.4671157766278481,0.321786874193456
FKID000588,0.5823698156619734,0.4316299151189219,0.2903331050806346
FKID000589,0.5618093628147951,0.4111344888216958,0.2726514820042286
FKID000590,0.5433920650111077,0.39311757276336223,0.2573978636594252
FKID000597,0.47349046947142737,0.32755149670171807,0.20415533048625398
FKID000598,0.5466435375060639,0.396275230687283,0.26005171723449116
FKID000599,0.5433920650111077,0.39311757276336223,0.2573978636594252
FKID000604,0.5122340941225643,0.36335147403131063,0.23278663634036234
FKID000605,0.46991287831869444,0.3243119644357265,0.20161669197342388
FKID000609,0.511409678391646,0.36257584678384336,0.23215511737673333
FKID000610,0.4787439080137962,0.3323286246373697,0.20791472175446324
FKID000612,0.47349046947142737,0.32755149670171807,0.20415533048625398
FKID000615,0.4802875365679461,0.33373685733610936,0.2090265370720481
FKID000623,0.5045044887976495,0.35610318132637936,0.2269043979559251
FKID000629,0.5433920650111077,0.39311757276336223,0.2573978636594252
FKID000631,0.4802875365679461,0.33373685733610936,0.2090265370720481
FKID000632,0.6288310632357594,0.47949269744572365,0.3330114766554668
FKID000633,0.4802875365679461,0.33373685733610936,0.2090265370720481
FKID000634,0.5197573964482963,0.3704577953035342,0.2385957457223247
FKID000635,0.6414216516191958,0.49284957601529533,0.3452744654156268
FKID000636,0.5787462333019311,0.4279880601486069,0.2871654773499701
FKID000638,0.5787462333019311,0.4279880601486069,0.2871654773499701
FKID000646,0.5823698156619734,0.4316299151189219,0.2903331050806346
FKID000650,0.5247726884672189,0.37522352843625706,0.24251488387156184
FKID000655,0.5308468781857287,0.3810261129610337,0.2473120233585423
FKID000657,0.5315523808509504,0.38170225493915966,0.24787281778277223
FKID000658,0.5072639441761135,0.35868468171256995,0.2289944052069641
FKID000664,0.4920998925933945,0.344582034468489,0.21764377119493217
FKID000668,0.5454375384750128,0.3951028792462372,0.25906544850802316
FKID000673,0.5454375384750128,0.3951028792462372,0.25906544850802316
FKID000674,0.5454375384750128,0.3951028792462372,0.25906544850802316
FKID000676,0.46991287831869444,0.3243119644357265,0.20161669197342388
FKID000681,0.4719484182057172,0.3261538013209502,0.2030589713105284
FKID000684,0.4719484182057172,0.3261538013209502,0.2030589713105284
FKID000685,0.511409678391646,0.36257584678384336,0.23215511737673333
FKID000692,0.5263151855171344,0.37669386550812245,0.24372781482892572
FKID000694,0.4787439080137962,0.3323286246373697,0.20791472175446324
FKID000695,0.4787439080137962,0.3323286246373697,0.20791472175446324
FKID000697,0.5602948977254345,0.40964086910759523,0.2713766662718303
FKID000699,0.48984713691335113,0.3425042941232086,0.21598534881838338
FKID000700,0.6037883866533958,0.45342186991773725,0.30952175223959144
FKID000701,0.5045044887976495,0.35610318132637936,0.2269043979559251
FKID000706,0.5864047317739274,0.43570033006923437,0.29388671660085297
FKID000708,0.5587664719916626,0.408135690164358,0.2700938675010828
FKID000712,0.5823698156619734,0.4316299151189219,0.2903331050806346
FKID000714,0.5823698156619734,0.4316299151189219,0.2903331050806346
FKID000715,0.5930627300197995,0.44245206875861276,0.2998120888374217
FKID000717,0.5639976157057418,0.41329648018102216,0.27450005705733593
FKID000719,0.6170200856919787,0.4671157766278481,0.321786874193456
FKID000720,0.5466435375060639,0.396275230687283,0.26005171723449116
FKID000721,0.5466435375060639,0.396275230687283,0.26005171723449116
FKID000725,0.5072639441761135,0.35868468171256995,0.2289944052069641
FKID000732,0.5618093628147951,0.4111344888216958,0.2726514820042286
FKID000744,0.4803351597736878,0.33378033637362786,0.20906089031545327
FKID000745,0.5247726884672189,0.37522352843625706,0.24251488387156184
FKID000748,0.5247726884672189,0.37522352843625706,0.24251488387156184
FKID000749,0.5247726884672189,0.37522352843625706,0.24251488387156184
FKID000752,0.5072639441761135,0.35868468171256995,0.2289944052069641
FKID000755,0.4727712157356647,0.3268993181979689,0.20364355747360718
FKID000756,0.5315523808509504,0.38170225493915966,0.24787281778277223
FKID000757,0.4920998925933945,0.344582034468489,0.21764377119493217
FKID000763,0.4727712157356647,0.3268993181979689,0.20364355747360718
FKID000766,0.46991287831869444,0.3243119644357265,0.20161669197342388
FKID000769,0.47772279155623365,0.3313982124540228,0.20718104955094818
FKID000773,0.4787439080137962,0.3323286246373697,0.20791472175446324
FKID000775,0.4787439080137962,0.3323286246373697,0.20791472175446324
FKID000778,0.4719484182057172,0.3261538013209502,0.2030589713105284
FKID000781,0.511409678391646,0.36257584678384336,0.23215511737673333
FKID000783,0.5293056062394763,0.3795505687286612,0.2460895151039908
FKID000787,0.48984713691335113,0.3425042941232086,0.21598534881838338
FKID000789,0.5045044887976495,0.35610318132637936,0.2269043979559251
FKID000791,0.5439015713233715,0.3936117279927487,0.2578126302441579
FKID000792,0.5402228904856388,0.39004929596790605,0.25482705485697676
FKID000798,0.5587664719916626,0.408135690164358,0.2700938675010828
FKID000800,0.5587664719916626,0.408135690164358,0.2700938675010828
FKID000805,0.5433920650111077,0.39311757276336223,0.2573978636594252
FKID000807,0.5930627300197995,0.44245206875861276,0.2998120888374217
FKID000816,0.5713975334678772,0.42064154674886867,0.28080952824467853
FKID000817,0.6288310632357594,0.47949269744572365,0.3330114766554668
FKID000818,0.6414216516191958,0.49284957601529533,0.3452744654156268
FKID000821,0.6184979159016609,0.46865643260422063,0.32317686975615845
FKID000823,0.544928252344292,0.39460820945372455,0.2586496379906661
FKID000824,0.5802611041938762,0.42950900855171814,0.28848701624539075
FKID000826,0.5618093628147951,0.4111344888216958,0.2726514820042286
FKID000827,0.534119497795293,0.38416638959166494,0.24991978066019074
FKID000828,0.5088092970894769,0.36013334471948155,0.23016966444349227
FKID000829,0.5618093628147951,0.4111344888216958,0.2726514820042286
FKID000831,0.5481782761797266,0.39776911306494767,0.26131013540210946
FKID000841,0.5433920650111077,0.39311757276336223,0.2573978636594252
FKID000843,0.5433920650111077,0.39311757276336223,0.2573978636594252
FKID000844,0.5823698156619734,0.4316299151189219,0.2903331050806346
FKID000845,0.5823698156619734,0.4316299151189219,0.2903331050806346
FKID000857,0.5129546242527976,0.36402986301754914,0.23333939044625682
FKID000858,0.5129546242527976,0.36402986301754914,0.23333939044625682
FKID000859,0.47349046947142737,0.32755149670171807,0.20415533048625398
FKID000860,0.4802875365679461,0.33373685733610936,0.2090265370720481
FKID000866,0.5454375384750128,0.3951028792462372,0.25906544850802316
FKID000869,0.5639976157057418,0.41329648018102216,0.27450005705733593
FKID000876,0.5060500201137873,0.3575482061473769,0.22807362650958155
FKID000877,0.5454375384750128,0.3951028792462372,0.25906544850802316
FKID000893,0.5923742615494558,0.4417518666179905,0.299195792823905
FKID000895,0.4999262776795742,0.3518351624800624,0.22346102503561768
FKID000896,0.4920998925933945,0.344582034468489,0.21764377119493217
FKID000900,0.6110889450796921,0.46095523183655673,0.31624919483029124
FKID000905,0.6019544675855246,0.4515379923679257,0.30784699515684055
FKID000907,0.4719484182057172,0.3261538013209502,0.2030589713105284
FKID000909,0.518213480509661,0.36899528968318496,0.2373968040793397
FKID000914,0.4787439080137962,0.3323286246373697,0.20791472175446324
FKID000915,0.48984713691335113,0.3425042941232086,0.21598534881838338
FKID000917,0.5263151855171344,0.37669386550812245,0.24372781482892572
FKID000921,0.534119497795293,0.38416638959166494,0.24991978066019074
FKID000922,0.534119497795293,0.38416638959166494,0.24991978066019074
FKID000926,0.4743134818974293,0.32829830753093703,0.20474179450668695
FKID000930,0.5330929714296093,0.3831803174338235,0.2491000449607924
FKID000931,0.5439015713233715,0.3936117279927487,0.2578126302441579
FKID000933,0.5330929714296093,0.3831803174338235,0.2491000449607924
FKID000937,0.4792662117905444,0.3328048835541899,0.20829055016921405
FKID000939,0.47145436961516907,0.32570643737351185,0.20270839801056684
FKID000941,0.5197573964482963,0.3704577953035342,0.2385957457223247
FKID000942,0.4802875365679461,0.33373685733610936,0.2090265370720481
FKID000952,0.5624844657795454,0.4118010028965027,0.2732209576810143
FKID000956,0.5807632071596265,0.4300136205561357,0.28892589939544533
FKID000957,0.5807632071596265,0.4300136205561357,0.28892589939544533
FKID000962,0.5923742615494558,0.4417518666179905,0.299195792823905
FKID000964,0.5775555107808157,0.42679413161829816,0.28612944654035305
FKID000966,0.5945654601490736,0.4439820519695107,0.3011601790152009
FKID000970,0.5433920650111077,0.39311757276336223,0.2573978636594252
FKID000972,0.5618093628147951,0.4111344888216958,0.2726514820042286
FKID000973,0.5618093628147951,0.4111344888216958,0.2726514820042286
FKID000975,0.5150876486695068,0.36604086907772615,0.23498019786554106
FKID000976,0.5466435375060639,0.396275230687283,0.26005171723449116
FKID000979,0.4920998925933945,0.344582034468489,0.21764377119493217
FKID000983,0.4797608537828728,0.3332561381786684,0.20864681986756728
FKID000984,0.4787439080137962,0.3323286246373697,0.20791472175446324
FKID000988,0.6113747416855031,0.4612512509661608,0.3165145386767221
FKID000990,0.5930627300197995,0.44245206875861276,0.2998120888374217
FKID000992,0.5864047317739274,0.43570033006923437,0.29388671660085297
FKID000995,0.6170200856919787,0.4671157766278481,0.321786874193456
FKID000996,0.5433920650111077,0.39311757276336223,0.2573978636594252
FKID000998,0.5620122903424457,0.4113347890088055,0.2728225813215369
FKID000999,0.5930627300197995,0.44245206875861276,0.2998120888374217
FKID001001,0.5118171802378975,0.3629591566926954,0.2324671478765595
FKID001002,0.5118171802378975,0.3629591566926954,0.2324671478765595
FKID001009,0.5433920650111077,0.39311757276336223,0.2573978636594252
FKID001010,0.6004588094652985,0.45000410894504694,0.30648561635859817
FKID001011,0.5618093628147951,0.4111344888216958,0.2726514820042286
FKID001012,0.5823698156619734,0.4316299151189219,0.2903331050806346
FKID001013,0.5433920650111077,0.39311757276336223,0.2573978636594252
FKID001014,0.5433920650111077,0.39311757276336223,0.2573978636594252
FKID001017,0.5072639441761135,0.35868468171256995,0.2289944052069641
FKID001019,0.5072639441761135,0.35868468171256995,0.2289944052069641
FKID001025,0.5433920650111077,0.39311757276336223,0.2573978636594252
FKID001035,0.5315523808509504,0.38170225493915966,0.24787281778277223
FKID001041,0.5122340941225643,0.36335147403131063,0.23278663634036234
FKID001042,0.4727712157356647,0.3268993181979689,0.20364355747360718
FKID001043,0.50936941003489,0.3606589395324751,0.2305964926098798
FKID001051,0.4787439080137962,0.3323286246373697,0.20791472175446324
FKID001052,0.4787439080137962,0.3323286246373697,0.20791472175446324
FKID001053,0.4719484182057172,0.3261538013209502,0.2030589713105284
FKID001054,0.518213480509661,0.36899528968318496,0.2373968040793397
FKID001057,0.4727712157356647,0.3268993181979689,0.20364355747360718
FKID001058,0.4727712157356647,0.3268993181979689,0.20364355747360718
FKID001060,0.4787439080137962,0.3323286246373697,0.20791472175446324
FKID001061,0.5293056062394763,0.3795505687286612,0.2460895151039908
FKID001063,0.5293056062394763,0.3795505687286612,0.2460895151039908
FKID001068,0.46991287831869444,0.3243119644357265,0.20161669197342388
FKID001079,0.4719484182057172,0.3261538013209502,0.2030589713105284
FKID001080,0.4787439080137962,0.3323286246373697,0.20791472175446324
FKID001083,0.5045044887976495,0.35610318132637936,0.2269043979559251
FKID001084,0.5045044887976495,0.35610318132637936,0.2269043979559251
FKID001085,0.5123295225832444,0.3634412944616179,0.23285980058177277
FKID001086,0.5045044887976495,0.35610318132637936,0.2269043979559251
FKID001088,0.5045044887976495,0.35610318132637936,0.2269043979559251
FKID001089,0.5045044887976495,0.35610318132637936,0.2269043979559251
FKID001091,0.518213480509661,0.36899528968318496,0.2373968040793397
FKID001095,0.4787439080137962,0.3323286246373697,0.20791472175446324
FKID001098,0.5402228904856388,0.39004929596790605,0.25482705485697676
FKID001099,0.48984713691335113,0.3425042941232086,0.21598534881838338
FKID001104,0.5792487279554562,0.4284923224738605,0.28760341081872287
FKID001106,0.48984713691335113,0.3425042941232086,0.21598534881838338
FKID001107,0.48984713691335113,0.3425042941232086,0.21598534881838338
FKID001109,0.5930627300197995,0.44245206875861276,0.2998120888374217
FKID001111,0.544751574781784,0.394436658920178,0.25850548313426325
FKID001115,0.5864047317739274,0.43570033006923437,0.29388671660085297
FKID001119,0.5864047317739274,0.43570033006923437,0.29388671660085297
FKID001122,0.5618093628147951,0.4111344888216958,0.2726514820042286
FKID001128,0.5433920650111077,0.39311757276336223,0.2573978636594252
FKID001132,0.5609573346097634,0.41029391971400975,0.27193382086167006
FKID001139,0.5433920650111077,0.39311757276336223,0.2573978636594252
FKID001140,0.5823698156619734,0.4316299151189219,0.2903331050806346
FKID001143,0.4931298997514372,0.34553350826634927,0.21840441264422975
FKID001145,0.5402228904856388,0.39004929596790605,0.25482705485697676
FKID001149,0.5072639441761135,0.35868468171256995,0.2289944052069641
FKID001153,0.4920998925933945,0.344582034468489,0.21764377119493217
FKID001154,0.46991287831869444,0.3243119644357265,0.20161669197342388
FKID001155,0.4719484182057172,0.3261538013209502,0.2030589713105284
FKID001159,0.5787462333019311,0.4279880601486069,0.2871654773499701
FKID001162,0.5787462333019311,0.4279880601486069,0.2871654773499701
FKID001165,0.4787439080137962,0.3323286246373697,0.20791472175446324
FKID001169,0.5293056062394763,0.3795505687286612,0.2460895151039908
FKID001170,0.6004588094652985,0.45000410894504694,0.30648561635859817
FKID001172,0.5293056062394763,0.3795505687286612,0.2460895151039908
FKID001173,0.5293056062394763,0.3795505687286612,0.2460895151039908
FKID001174,0.5045044887976495,0.35610318132637936,0.2269043979559251
FKID001178,0.6004588094652985,0.45000410894504694,0.30648561635859817
FKID001181,0.5787462333019311,0.4279880601486069,0.2871654773499701
FKID001189,0.5618093628147951,0.4111344888216958,0.2726514820042286
FKID001194,0.5618093628147951,0.4111344888216958,0.2726514820042286
FKID001196,0.5823698156619734,0.4316299151189219,0.2903331050806346
