plan,event_id,event_cause,site_weight,officers_allocated,barricades_allocated,tow_trucks_allocated,qru_allocated,diversion_activated,effectiveness,expected_delay_reduction_min,cvar_contribution,total_cvar,var_level,chance_constraint_satisfaction,service_tier,robustness_score,is_critical,used_fallback,solver_status,safe_duration_p50,safe_duration_p80,safe_duration_p95,duration_reliability,tail_risk_prob,duration_sanity_flag
plan_A_optimal,FKID005244,construction,0.8391523172484343,0,4,0,0,1,0.4,11805.331072149964,17707.99660822494,6929193.924808556,4055272.1083304705,0.96,critical,0.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),24285.113884527527,40278.12680520333,77456.8027075483,0.3825978948523327,1.0,0.0
plan_A_optimal,FKID000923,pot_holes,0.9090888819295958,1,3,0,0,1,0.44082324941940787,61464.4862119337,77966.64926671066,6929193.924808556,4055272.1083304705,1.0,critical,0.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),147767.41764480778,154508.84233138,175025.65599472413,0.4016234313853387,1.0,0.0
plan_A_optimal,FKID006340,others,0.8717446333529554,7,0,4,0,1,0.8998518904049065,1150300.9117829439,128021.58111679627,6929193.924808556,4055272.1083304705,0.92,critical,1.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),14223.349627739688,72765.11161879213,120728.3565937095,0.3631455926852346,0.8421052631578947,0.0
plan_A_optimal,FKID006361,others,0.9168633816790003,4,0,0,0,1,0.5291143153005634,54846.69313884592,48810.856000965665,6929193.924808556,4055272.1083304705,0.98,critical,1.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),67205.93143413374,80288.36111087333,136108.64719960254,0.3466379990473955,1.0,0.0
plan_A_optimal,FKID006514,tree_fall,0.9232487981118045,0,4,0,0,1,0.4,12341.237717751055,18511.856576626582,6929193.924808556,4055272.1083304705,0.98,critical,0.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),27033.175992365555,45260.933279293335,50578.39314217833,0.4135059181148774,1.0,0.0
plan_A_optimal,FKID000316,pot_holes,0.928245599788247,6,0,0,1,1,0.7719147464737053,110429.48683922958,32629.688210474273,6929193.924808556,4055272.1083304705,1.0,critical,1.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),107759.3586845084,154508.84233138,175025.65599472413,0.3524201911652639,1.0,0.0
plan_A_optimal,FKID003911,pot_holes,0.9077868829559248,1,3,0,0,1,0.44082324941940787,59310.5431580911,75234.40935112172,6929193.924808556,4055272.1083304705,1.0,critical,0.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),145729.12294197755,154508.84233138,175025.65599472413,0.4185709547529487,1.0,0.0
plan_A_optimal,FKID004711,public_event,0.8456512019394926,1,3,0,0,1,0.44082324941940765,18735.504246648074,23765.666622456334,6929193.924808556,4055272.1083304705,0.84,critical,0.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),9912.304165132458,12830.886843333334,37303.90337916664,0.4327654454870332,1.0,0.0
plan_A_optimal,FKID001133,pot_holes,0.8915788951355224,1,3,0,0,1,0.44082324941940787,55181.86411520341,69997.25061588534,6929193.924808556,4055272.1083304705,1.0,critical,0.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),128600.92680580902,154508.84233138,175025.65599472413,0.3941256402551067,1.0,0.0
plan_A_optimal,FKID005079,road_conditions,0.841370347370661,1,3,0,0,1,0.44082324941940787,44403.304512189876,56324.83215181738,6929193.924808556,4055272.1083304705,0.98,critical,0.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),103671.31561371364,117572.78160488002,152834.46296882667,0.4671576653580221,1.0,0.0
plan_A_optimal,FKID000944,water_logging,0.9164150548761115,8,0,0,0,1,0.7888769581508843,141182.1497885656,37783.84526279758,6929193.924808556,4055272.1083304705,0.96,critical,1.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),79113.7279912724,111883.17702075667,225169.89284421463,0.3772562198837524,1.0,0.0
plan_A_optimal,FKID006955,others,0.9232250231053875,7,0,4,0,1,0.8998518904049065,800173.8323786901,89054.54054680957,6929193.924808556,4055272.1083304705,0.88,critical,1.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),11274.597960437051,71213.51506983537,112745.97960437051,0.3789497828116754,0.8421052631578947,0.0
plan_A_optimal,FKID005137,pot_holes,0.8414534175530858,6,0,0,1,1,0.7719147464737056,98606.42185536142,29136.210742110707,6929193.924808556,4055272.1083304705,0.98,critical,1.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),87218.82015387098,154508.84233138,175025.65599472413,0.4167469082739704,1.0,0.0
plan_A_optimal,FKID004125,others,0.9412105449573431,1,3,0,0,1,0.44082324941940565,42423.9717972168,53814.08246396852,6929193.924808556,4055272.1083304705,0.98,critical,0.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),76712.59791140987,80288.36111087333,136108.64719960254,0.4002600718973374,1.0,0.0
plan_A_optimal,FKID001125,water_logging,0.9405664974544841,2,0,3,1,1,0.7829511297088488,122678.21641867433,34008.72324292871,6929193.924808556,4055272.1083304705,1.0,critical,1.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),93318.07952025814,111883.17702075667,225169.89284421463,0.3985786904659371,1.0,0.0
plan_A_optimal,FKID007137,construction,0.8700152497215023,4,0,0,0,1,0.5291143153005538,30868.292424892683,27471.260167553268,6929193.924808556,4055272.1083304705,0.88,critical,1.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),17801.03785740534,40278.12680520333,77456.8027075483,0.4296821102914695,1.0,0.0
plan_A_optimal,FKID007189,tree_fall,0.8932937999299096,4,0,0,0,1,0.5291143153005538,29964.871854922527,26667.26034868555,6929193.924808556,4055272.1083304705,0.9,critical,1.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),11170.816451907029,45260.933279293335,50578.39314217833,0.4443872985860647,1.0,0.0
plan_A_optimal,FKID001646,pot_holes,0.8853899428758181,0,4,0,0,1,0.4000000000000003,37351.793434330604,56027.69015149582,6929193.924808556,4055272.1083304705,1.0,critical,0.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),88914.537202068,154508.84233138,175025.65599472413,0.4056848994611063,1.0,0.0
plan_A_optimal,FKID005593,water_logging,0.843025339170318,1,3,0,0,1,0.44082324941940787,59608.637017318135,75612.53631196177,6929193.924808556,4055272.1083304705,0.96,critical,0.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),82216.75298595818,111883.17702075667,225169.89284421463,0.4421280641843303,1.0,0.0
plan_A_optimal,FKID000129,others,0.9073890614430792,3,0,0,3,1,0.7888769581508841,108696.05901001964,29089.761563066422,6929193.924808556,4055272.1083304705,0.98,critical,1.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),51706.69371296996,80288.36111087333,136108.64719960254,0.4353287963476898,1.0,0.0
plan_A_optimal,FKID005194,pot_holes,0.843245375670993,1,3,0,0,1,0.44082324941940787,40924.30909046803,51911.78597567908,6929193.924808556,4055272.1083304705,1.0,critical,0.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),87635.70489673672,154508.84233138,175025.65599472413,0.4076365503297062,1.0,0.0
plan_A_optimal,FKID001288,water_logging,0.9511067002592861,6,0,0,1,1,0.7719147464737085,145406.49687888683,42964.6898915934,6929193.924808556,4055272.1083304705,0.98,critical,1.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),74496.28239441953,111883.17702075667,225169.89284421463,0.3790771710749153,1.0,0.0
plan_A_optimal,FKID001693,others,0.9447443845104104,1,3,0,0,1,0.44082324941940787,40357.94830333309,51193.36700611818,6929193.924808556,4055272.1083304705,0.98,critical,0.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),71205.26449373606,80288.36111087333,136108.64719960254,0.4000635926457191,1.0,0.0
plan_A_optimal,FKID000022,pot_holes,0.9218927114732121,0,4,0,0,1,0.4000000000000003,45566.44446078589,68349.66669117876,6929193.924808556,4055272.1083304705,1.0,critical,0.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),97368.816138539,154508.84233138,175025.65599472413,0.4074174212838157,1.0,0.0
plan_A_optimal,FKID004519,road_conditions,0.8434603712436258,0,4,0,0,1,0.4000000000000003,38128.12464057187,57192.18696085773,6929193.924808556,4055272.1083304705,1.0,critical,0.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),108505.62046646306,117572.78160488002,152834.46296882667,0.4945198487529509,1.0,0.0
plan_A_optimal,FKID007660,construction,0.9513937732624871,4,0,0,0,1,0.5291143153005538,32023.65596357057,28499.476821790027,6929193.924808556,4055272.1083304705,0.96,critical,1.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),29579.3840901376,40278.12680520333,77456.8027075483,0.4221908168014643,1.0,0.0
plan_A_optimal,FKID004408,pot_holes,0.8493397573120678,1,3,0,0,1,0.44082324941940787,40804.78633142813,51760.17340055201,6929193.924808556,4055272.1083304705,1.0,critical,0.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),83983.65357384314,154508.84233138,175025.65599472413,0.4229049630681059,1.0,0.0
plan_A_optimal,FKID000842,others,0.8957135742117923,0,4,0,0,1,0.4000000000000002,36399.31750115881,54598.976251738175,6929193.924808556,4055272.1083304705,0.92,critical,0.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),42808.0675874033,80288.36111087333,136108.64719960254,0.4538926491120535,1.0,0.0
plan_A_optimal,FKID004694,pot_holes,0.8482321799406901,4,0,0,0,1,0.5291143153005538,58311.166679850874,51894.0668465342,6929193.924808556,4055272.1083304705,0.98,critical,1.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),101596.55837357989,154508.84233138,175025.65599472413,0.4314588852409345,1.0,0.0
plan_A_optimal,FKID004967,pot_holes,0.8280373245090716,2,1,0,0,1,0.4334656605959787,34408.90349756574,44972.01781983781,6929193.924808556,4055272.1083304705,1.0,critical,0.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),78829.89327478314,144040.18032067022,164988.71199505893,0.4268663766454953,0.8421052631578947,0.0
plan_A_optimal,FKID008103,water_logging,0.8528565452813316,7,0,4,0,1,0.8998518904049065,538993.8839944996,59986.78131473078,6929193.924808556,4055272.1083304705,0.94,critical,1.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),50119.36776553874,108264.54013184155,204228.01485167572,0.4223150730800641,0.8421052631578947,0.0
plan_A_optimal,FKID000164,pot_holes,0.8459060953988485,1,3,0,0,1,0.44082324941940787,46098.04139094058,58474.57689009298,6929193.924808556,4055272.1083304705,0.98,critical,0.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),90589.67288665992,154508.84233138,175025.65599472413,0.4497782769188255,1.0,0.0
plan_A_optimal,FKID000346,water_logging,0.8252366955920621,6,0,0,1,1,0.7719147464736945,112775.38631231962,33322.854234977414,6929193.924808556,4055272.1083304705,0.98,critical,1.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),73663.770664914,107647.3557773947,205837.1843948385,0.4306132539693831,0.8421052631578947,0.0
plan_A_optimal,FKID003103,pot_holes,0.8342645698581863,2,1,0,0,1,0.43346566059597874,41855.93018226704,54705.19100255453,6929193.924808556,4055272.1083304705,0.98,critical,0.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),85174.63203608383,144145.30728913937,162720.04460960106,0.4128581926726906,0.8421052631578947,0.0
plan_A_optimal,FKID001931,construction,0.8416989808515037,4,0,0,0,1,0.5291143153005538,31784.91062071496,28287.00522352018,6929193.924808556,4055272.1083304705,0.9,critical,1.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),21375.252046225047,40278.12680520333,77456.8027075483,0.4696828107947042,1.0,0.0
plan_A_optimal,FKID001932,construction,0.8416989808515037,1,3,0,0,1,0.44082324941940787,28293.745103725127,35890.13163369692,6929193.924808556,4055272.1083304705,0.92,critical,0.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),21375.252046225047,40278.12680520333,77456.8027075483,0.4696828107947042,1.0,0.0
plan_A_optimal,FKID000528,tree_fall,0.8624697850284819,0,4,0,0,1,0.4,10792.958175949809,16189.437263924712,6929193.924808556,4055272.1083304705,1.0,critical,0.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),25398.966345849585,45260.933279293335,50578.39314217833,0.4853832658299251,1.0,0.0
plan_A_optimal,FKID000968,tree_fall,0.8482462163254667,0,4,0,0,1,0.4,10459.240919608921,15688.861379413382,6929193.924808556,4055272.1083304705,0.98,critical,0.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),22950.85260562325,45260.933279293335,50578.39314217833,0.4877894873589212,1.0,0.0
plan_A_optimal,FKID001489,construction,0.8433535819885056,0,4,0,0,1,0.4,19440.76876963347,29161.153154450203,6929193.924808556,4055272.1083304705,0.94,critical,0.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),26446.01975590781,40278.12680520333,77456.8027075483,0.4487913351319025,1.0,0.0
plan_A_optimal,FKID003235,tree_fall,0.8442337243248098,0,4,0,0,1,0.4,12521.542060912689,18782.313091369026,6929193.924808556,4055272.1083304705,0.98,critical,0.0,1.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),27968.46168605288,45260.933279293335,50578.39314217833,0.4951255813322048,1.0,0.0
plan_B_conservative,FKID004401,road_conditions,,0,5,0,0,1,0.4000000000000003,50375.02634940162,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID000002,others,,1,3,0,0,1,0.44082324941940787,38774.95941075698,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID004492,pot_holes,,0,5,0,0,1,0.4000000000000003,42877.96428772445,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID001592,pot_holes,,1,3,0,0,1,0.44082324941940787,73011.96961327236,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID004531,construction,,0,5,0,0,1,0.4,23144.037028961335,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID005996,tree_fall,,0,5,0,0,1,0.4,21518.761489324104,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID006015,pot_holes,,7,0,0,1,1,0.7719147464737037,120765.49214491819,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID003897,debris,,5,0,0,0,1,0.5291143153005538,50349.63186071034,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID004806,others,,5,0,0,0,1,0.5291143153005538,56921.48758841812,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID004829,road_conditions,,7,0,0,1,1,0.7719147464737057,94829.01893851727,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID005244,construction,,0,5,0,0,1,0.4,15346.930393794953,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID000923,pot_holes,,1,3,0,0,1,0.44082324941940787,79903.83207551381,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID006340,others,,9,0,4,0,1,0.8998518904049065,1495391.1853178272,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID006361,others,,5,0,0,0,1,0.5291143153005634,71300.7010804997,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID006514,tree_fall,,0,5,0,0,1,0.4,16043.609033076373,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID000316,pot_holes,,7,0,0,1,1,0.7719147464737053,143558.33289099846,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID003911,pot_holes,,1,3,0,0,1,0.44082324941940787,77103.70610551843,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID004711,public_event,,1,3,0,0,1,0.44082324941940765,24356.155520642496,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID001133,pot_holes,,1,3,0,0,1,0.44082324941940787,71736.42334976443,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID005079,road_conditions,,1,3,0,0,1,0.44082324941940787,57724.29586584684,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID000944,water_logging,,10,0,0,0,1,0.7888769581508843,183536.79472513532,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID006955,others,,9,0,4,0,1,0.8998518904049065,1040225.9820922972,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID005137,pot_holes,,7,0,0,1,1,0.7719147464737056,128188.34841196986,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID004125,others,,1,3,0,0,1,0.44082324941940565,55151.16333638184,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID001125,water_logging,,2,0,3,1,1,0.7829511297088488,159481.68134427664,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID007137,construction,,5,0,0,0,1,0.5291143153005538,40128.78015236049,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID007189,tree_fall,,5,0,0,0,1,0.5291143153005538,38954.33341139929,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID001646,pot_holes,,0,5,0,0,1,0.4000000000000003,48557.33146462979,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID005593,water_logging,,1,3,0,0,1,0.44082324941940787,77491.22812251358,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID000129,others,,3,0,0,3,1,0.7888769581508841,141304.87671302553,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID005194,pot_holes,,1,3,0,0,1,0.44082324941940787,53201.60181760844,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID001288,water_logging,,7,0,0,1,1,0.7719147464737085,189028.44594255288,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID001693,others,,1,3,0,0,1,0.44082324941940787,52465.33279433302,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID000022,pot_holes,,0,5,0,0,1,0.4000000000000003,59236.377799021655,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID004519,road_conditions,,0,5,0,0,1,0.4000000000000003,49566.56203274343,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID007660,construction,,5,0,0,0,1,0.5291143153005538,41630.75275264174,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID004408,pot_holes,,1,3,0,0,1,0.44082324941940787,53046.22223085657,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID000842,others,,0,5,0,0,1,0.4000000000000002,47319.11275150646,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID004694,pot_holes,,5,0,0,0,1,0.5291143153005538,75804.51668380614,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID004967,pot_holes,,2,1,0,0,1,0.4334656605959787,44731.574546835465,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID008103,water_logging,,9,0,4,0,1,0.8998518904049065,700692.0491928494,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID000164,pot_holes,,1,3,0,0,1,0.44082324941940787,59927.45380822276,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID000346,water_logging,,7,0,0,1,1,0.7719147464736945,146608.00220601552,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID003103,pot_holes,,2,1,0,0,1,0.43346566059597874,54412.70923694715,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID001931,construction,,5,0,0,0,1,0.5291143153005538,41320.38380692945,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID001932,construction,,1,3,0,0,1,0.44082324941940787,36781.86863484266,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID000528,tree_fall,,0,5,0,0,1,0.4,14030.845628734753,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID000968,tree_fall,,0,5,0,0,1,0.4,13597.013195491598,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID001489,construction,,0,5,0,0,1,0.4,25272.99940052351,,,,,critical,,,,,,,,,,
plan_B_conservative,FKID003235,tree_fall,,0,5,0,0,1,0.4,16278.004679186495,,,,,critical,,,,,,,,,,
plan_C_spread,FKID004401,road_conditions,,2,2,0,0,0,0.3,34877.31583018739,,,,,critical,,,,,,,,,,
plan_C_spread,FKID000002,others,,2,2,0,0,0,0.3,24181.925586818557,,,,,critical,,,,,,,,,,
plan_C_spread,FKID004492,pot_holes,,2,2,0,0,0,0.3,29196.391757603717,,,,,critical,,,,,,,,,,
plan_C_spread,FKID001592,pot_holes,,2,2,0,0,0,0.3,44170.554087469754,,,,,critical,,,,,,,,,,
plan_C_spread,FKID004531,construction,,2,2,0,0,0,0.3,15993.531053166034,,,,,critical,,,,,,,,,,
plan_C_spread,FKID005996,tree_fall,,2,2,0,0,0,0.3,14027.893598093235,,,,,critical,,,,,,,,,,
plan_C_spread,FKID006015,pot_holes,,2,2,0,0,0,0.3,40656.9425648865,,,,,critical,,,,,,,,,,
plan_C_spread,FKID003897,debris,,2,2,0,0,0,0.3,24721.64379189195,,,,,critical,,,,,,,,,,
plan_C_spread,FKID004806,others,,2,2,0,0,0,0.3,29625.420320487712,,,,,critical,,,,,,,,,,
plan_C_spread,FKID004829,road_conditions,,2,2,0,0,0,0.3,33080.41187557236,,,,,critical,,,,,,,,,,
plan_C_spread,FKID005244,construction,,2,2,0,0,0,0.3,10551.121795319088,,,,,critical,,,,,,,,,,
plan_C_spread,FKID000923,pot_holes,,2,2,0,0,0,0.3,46012.37730991498,,,,,critical,,,,,,,,,,
plan_C_spread,FKID006340,others,,2,2,0,0,0,0.3,439918.6793899658,,,,,critical,,,,,,,,,,
plan_C_spread,FKID006361,others,,2,2,0,0,0,0.3,33917.0102801977,,,,,critical,,,,,,,,,,
plan_C_spread,FKID006514,tree_fall,,2,2,0,0,0,0.3,10025.38893875972,,,,,critical,,,,,,,,,,
plan_C_spread,FKID000316,pot_holes,,2,2,0,0,0,0.3,46235.34172928116,,,,,critical,,,,,,,,,,
plan_C_spread,FKID003911,pot_holes,,2,2,0,0,0,0.3,44463.61421453099,,,,,critical,,,,,,,,,,
plan_C_spread,FKID004711,public_event,,2,2,0,0,0,0.3,15077.553525009505,,,,,critical,,,,,,,,,,
plan_C_spread,FKID001133,pot_holes,,2,2,0,0,0,0.3,42120.483811607446,,,,,critical,,,,,,,,,,
plan_C_spread,FKID005079,road_conditions,,2,2,0,0,0,0.3,35915.74280414902,,,,,critical,,,,,,,,,,
plan_C_spread,FKID000944,water_logging,,2,2,0,0,0,0.3,58586.77051378994,,,,,critical,,,,,,,,,,
plan_C_spread,FKID006955,others,,2,2,0,0,0,0.3,288952.861113252,,,,,critical,,,,,,,,,,
plan_C_spread,FKID005137,pot_holes,,2,2,0,0,0,0.3,45543.56661915146,,,,,critical,,,,,,,,,,
plan_C_spread,FKID004125,others,,2,2,0,0,0,0.3,30674.769245880147,,,,,critical,,,,,,,,,,
plan_C_spread,FKID001125,water_logging,,2,2,0,0,0,0.3,49976.35151336615,,,,,critical,,,,,,,,,,
plan_C_spread,FKID007137,construction,,2,2,0,0,0,0.3,20116.73448636245,,,,,critical,,,,,,,,,,
plan_C_spread,FKID007189,tree_fall,,2,2,0,0,0,0.3,19019.09501937154,,,,,critical,,,,,,,,,,
plan_C_spread,FKID001646,pot_holes,,2,2,0,0,0,0.3,31640.12117051691,,,,,critical,,,,,,,,,,
plan_C_spread,FKID005593,water_logging,,2,2,0,0,0,0.3,48119.96759042646,,,,,critical,,,,,,,,,,
plan_C_spread,FKID000129,others,,2,2,0,0,0,0.3,45554.600477756394,,,,,critical,,,,,,,,,,
plan_C_spread,FKID005194,pot_holes,,2,2,0,0,0,0.3,33028.14260639434,,,,,critical,,,,,,,,,,
plan_C_spread,FKID001288,water_logging,,2,2,0,0,0,0.3,59416.42090812547,,,,,critical,,,,,,,,,,
plan_C_spread,FKID001693,others,,2,2,0,0,0,0.3,29071.773321064637,,,,,critical,,,,,,,,,,
plan_C_spread,FKID000022,pot_holes,,2,2,0,0,0,0.3,37070.29345201894,,,,,critical,,,,,,,,,,
plan_C_spread,FKID004519,road_conditions,,2,2,0,0,0,0.3,33903.30412117152,,,,,critical,,,,,,,,,,
