event_id,start_local,zone,t_hours,hawkes_intensity_asof,split
FKID005790,2023-11-10 19:32:19.747000,Central Zone 1,24.1254425,0.371905,train
FKID005776,2023-11-10 19:40:53.937000,West Zone 2,24.268273055555554,0.13787,train
FKID005791,2023-11-10 20:01:00.064000,Central Zone 2,24.603308333333334,0.56482,train
FKID005792,2023-11-10 20:14:52.521000,West Zone 1,24.83454638888889,0.32976,train
FKID005793,2023-11-10 20:23:38.052000,Central Zone 1,24.98052722222222,0.41592,train
FKID005794,2023-11-10 20:32:11.301000,North Zone 1,25.12309638888889,0.302992,train
FKID005795,2023-11-10 20:59:16.139000,South Zone 2,25.57444027777778,0.115421,train
FKID004417,2023-11-10 21:08:51.518000,North Zone 2,25.734267777777777,0.280137,train
FKID005796,2023-11-10 21:35:23.409000,South Zone 2,26.176459722222223,0.253551,train
FKID005797,2023-11-10 21:35:59.848000,South Zone 2,26.18658166666667,0.612582,train
FKID005798,2023-11-10 21:36:16.754000,South Zone 2,26.191277777777778,0.973444,train
FKID005799,2023-11-10 21:36:41.535000,South Zone 2,26.198161388888888,1.3284,train
FKID005800,2023-11-10 21:44:33.093000,South Zone 2,26.329149722222223,1.43456,train
FKID004420,2023-11-10 21:52:20.377000,Central Zone 2,26.458950833333333,0.714326,train
FKID005801,2023-11-10 22:06:26.248000,Central Zone 1,26.693915,0.211158,train
FKID005802,2023-11-10 22:13:58.683000,South Zone 2,26.819591388888888,1.041228,train
FKID004423,2023-11-10 23:11:01.862000,South Zone 2,27.770474444444446,0.437841,train
FKID005807,2023-11-11 01:11:03.087000,West Zone 2,29.770814722222223,0.138273,train
FKID005808,2023-11-11 01:42:40.316666,Central Zone 2,30.29782296277778,0.154241,train
FKID005809,2023-11-11 03:45:53.353000,Central Zone 2,32.35144416666667,0.158754,train
FKID005810,2023-11-11 04:28:29.559000,West Zone 1,33.061501388888885,0.110079,train
FKID005202,2023-11-11 04:48:47.417000,East Zone 2,33.39979527777778,0.071332,train
FKID005812,2023-11-11 04:50:51.264000,North Zone 1,33.434197222222224,0.123928,train
FKID005813,2023-11-11 04:52:08.891000,Central Zone 2,33.45576027777778,0.502782,train
FKID005803,2023-11-11 05:04:31.225000,South Zone 2,33.661964166666664,0.20254,train
FKID005804,2023-11-11 05:23:33.592000,West Zone 1,33.97928833333333,0.241102,train
FKID005814,2023-11-11 05:42:13.019000,West Zone 2,34.29024027777778,0.218991,train
FKID005815,2023-11-11 05:45:47.779000,South Zone 2,34.349895833333335,0.266897,train
FKID000002,2023-11-11 06:18:03.343000,Central Zone 2,34.8875525,0.320417,train
FKID005816,2023-11-11 06:36:58.764000,Central Zone 1,35.20294722222222,0.162099,train
FKID005817,2023-11-11 06:39:00.252000,Central Zone 1,35.23669388888889,0.3274,train
FKID005818,2023-11-11 07:21:33.203000,South Zone 1,35.94584694444445,0.076611,train
FKID004432,2023-11-11 07:47:35.619000,North Zone 2,36.37985138888889,0.173298,train
FKID004431,2023-11-11 08:18:43.877000,West Zone 1,36.89881194444445,0.140137,train
FKID005819,2023-11-11 09:32:11.936000,North Zone 2,38.12327277777778,0.137644,train
FKID004433,2023-11-11 12:45:29.415000,West Zone 1,41.34479472222222,0.107537,train
FKID005820,2023-11-11 12:49:37.229000,North Zone 1,41.41363194444445,0.137387,train
FKID004436,2023-11-11 13:48:52.769000,North Zone 2,42.40128194444444,0.142406,train
FKID005821,2023-11-11 18:03:04.721000,Central Zone 2,46.63793527777778,0.141488,train
FKID005822,2023-11-11 18:05:01.727000,Central Zone 2,46.67043694444445,0.443086,train
FKID005823,2023-11-11 19:12:42.988000,Central Zone 2,47.798565,0.281056,train
FKID005824,2023-11-11 19:26:44.695000,South Zone 2,48.0323725,0.109845,train
FKID004447,2023-11-11 20:18:30.254000,East Zone 1,48.89502777777778,0.07034,train
FKID005826,2023-11-11 20:34:00.262000,North Zone 1,49.15336333333334,0.080306,train
FKID005203,2023-11-11 20:34:18.844000,North Zone 2,49.158525,0.285308,train
FKID004440,2023-11-11 20:39:07.208000,North Zone 2,49.23862611111111,0.485115,train
FKID005827,2023-11-11 21:01:05.939000,Central Zone 2,49.60494027777778,0.373713,train
FKID005828,2023-11-11 21:31:53.606000,Central Zone 2,50.118181111111106,0.429514,train
FKID005829,2023-11-11 21:37:27.149000,Central Zone 2,50.21083194444444,0.473022,train
FKID005830,2023-11-11 21:40:48.015000,Central Zone 2,50.26662805555556,0.759612,train
FKID005831,2023-11-11 21:44:37.907000,West Zone 2,50.330486944444445,0.137871,train
FKID004444,2023-11-11 21:47:37.254000,East Zone 1,50.38030555555556,0.141327,train
FKID005832,2023-11-11 21:48:52.448000,South Zone 2,50.40119277777777,0.454739,train
FKID005834,2023-11-11 23:53:18.165000,Central Zone 1,52.475003055555554,0.056391,train
FKID005835,2023-11-12 00:08:44.659000,East Zone 2,52.7323625,0.074906,train
FKID005836,2023-11-12 00:21:45.465000,North Zone 1,52.94925305555555,0.156892,train
FKID004453,2023-11-12 00:53:56.008000,North Zone 2,53.485515,0.221596,train
FKID005837,2023-11-12 00:57:28.944000,North Zone 1,53.54466388888889,0.326337,train
FKID005838,2023-11-12 00:59:57.974000,North Zone 2,53.586061111111114,0.523487,train
FKID005839,2023-11-12 02:02:26.448000,Central Zone 2,54.62730388888889,0.263724,train
FKID005204,2023-11-12 02:50:44.442000,West Zone 1,55.43230222222222,0.125912,train
FKID005840,2023-11-12 03:16:46.877000,Central Zone 1,55.86631194444444,0.150938,train
FKID005841,2023-11-12 03:25:00.281000,Central Zone 1,56.003368611111114,0.280895,train
FKID005842,2023-11-12 03:35:58.978000,Central Zone 2,56.18634,0.456808,train
FKID005843,2023-11-12 03:44:35.810000,Central Zone 1,56.32990444444444,0.434465,train
FKID005844,2023-11-12 04:44:50.996000,North Zone 2,57.33412277777778,0.203281,train
FKID004455,2023-11-12 04:55:36.984000,North Zone 2,57.51356388888888,0.363453,train
FKID005845,2023-11-12 05:22:00.746000,West Zone 2,57.95349777777778,0.143358,train
FKID005846,2023-11-12 06:38:48.097000,West Zone 2,59.2333175,0.18136,train
FKID005848,2023-11-12 07:16:36.833000,East Zone 1,59.86352194444444,0.076684,train
FKID004459,2023-11-12 08:33:18.767000,North Zone 2,61.14183694444445,0.122135,train
FKID004460,2023-11-12 10:00:46.584000,West Zone 1,62.59956388888889,0.109591,train
FKID004462,2023-11-12 10:00:46.584000,West Zone 1,62.59956388888889,0.109591,train
FKID004464,2023-11-12 10:00:46.584000,West Zone 1,62.59956388888889,0.109591,train
FKID005849,2023-11-12 11:53:33.116000,South Zone 2,64.47915611111111,0.048438,train
FKID005850,2023-11-12 21:31:45.631000,Central Zone 1,74.11596583333333,0.034503,train
FKID004472,2023-11-12 21:32:12.063000,East Zone 1,74.12330805555555,0.068608,train
FKID004467,2023-11-12 22:14:10.715000,West Zone 1,74.82293361111111,0.146121,train
FKID004465,2023-11-12 22:14:51.187000,Central Zone 2,74.83417583333333,0.213709,train
FKID005851,2023-11-12 22:50:25.702000,West Zone 1,75.42709666666667,0.279987,train
FKID004468,2023-11-12 23:10:25.786000,North Zone 1,75.76045333333333,0.166648,train
FKID004470,2023-11-12 23:10:30.956000,West Zone 2,75.76188944444445,0.248651,train
FKID004471,2023-11-12 23:33:14.132000,North Zone 2,76.14054944444445,0.211198,train
FKID004474,2023-11-13 00:33:24.177000,North Zone 1,77.14333972222222,0.182475,train
FKID005852,2023-11-13 01:37:35.362000,North Zone 2,78.21311333333333,0.164607,train
FKID005853,2023-11-13 02:22:01.078000,North Zone 2,78.95359,0.216373,train
FKID005854,2023-11-13 02:24:21.687000,North Zone 2,78.99264805555555,0.445682,train
FKID004478,2023-11-13 02:45:33.632000,East Zone 1,79.34596611111111,0.218771,train
FKID005855,2023-11-13 03:55:33.794000,Central Zone 2,80.51267777777778,0.191198,train
FKID005858,2023-11-13 05:50:50.878000,East Zone 1,82.43409,0.077921,train
FKID005847,2023-11-13 06:21:48.295000,Central Zone 1,82.95003916666667,0.040954,train
FKID004485,2023-11-13 07:14:29.070000,West Zone 1,83.82803222222223,0.135623,train
FKID004484,2023-11-13 07:37:31.214000,West Zone 2,84.21196111111111,0.192281,train
FKID005859,2023-11-13 08:33:50.346000,West Zone 2,85.15060888888888,0.218275,train
FKID005860,2023-11-13 08:37:56.440000,Central Zone 2,85.21896833333334,0.150499,train
FKID005861,2023-11-13 19:23:51.168000,North Zone 2,95.98417055555556,0.108038,train
FKID004490,2023-11-13 19:25:13.070000,East Zone 2,96.00692111111111,0.057326,train
FKID004491,2023-11-13 19:49:36.992000,East Zone 1,96.41356611111111,0.181677,train
FKID004492,2023-11-13 19:59:32.305000,North Zone 1,96.57893083333333,0.1343,train
FKID005862,2023-11-13 20:14:26.870000,Central Zone 2,96.82742111111112,0.254348,train
FKID004494,2023-11-13 20:20:24.297000,East Zone 2,96.92670638888889,0.216528,train
FKID004495,2023-11-13 20:33:58.660000,East Zone 1,97.15291833333333,0.332545,train
FKID005863,2023-11-13 20:34:35.212000,South Zone 2,97.16307166666667,0.371323,train
FKID005205,2023-11-13 20:39:23.837000,East Zone 1,97.24324527777779,0.515182,train
FKID005206,2023-11-13 20:47:18.867000,East Zone 1,97.37519805555556,0.6434,train
FKID004497,2023-11-13 20:48:32.053000,Central Zone 2,97.3955275,0.502898,train
FKID005864,2023-11-13 20:48:48.499000,East Zone 1,97.40009583333332,0.850612,train
FKID005865,2023-11-13 20:49:57.819000,East Zone 1,97.41935138888888,1.23824,train
FKID005866,2023-11-13 21:03:47.401000,West Zone 2,97.64979083333333,0.13787,train
FKID004499,2023-11-13 21:13:22.767000,East Zone 1,97.80961472222222,1.01901,train
FKID005207,2023-11-13 21:31:32.291000,North Zone 2,98.11226027777778,0.364582,train
FKID005867,2023-11-13 21:32:01.824000,Central Zone 2,98.12046388888888,0.520819,train
FKID005868,2023-11-13 21:43:18.376000,Central Zone 2,98.308395,0.577461,train
FKID001592,2023-11-13 21:43:50.334000,South Zone 1,98.31727222222221,0.044865,train
FKID005869,2023-11-13 21:49:01.918000,West Zone 1,98.40382333333334,0.185801,train
FKID005870,2023-11-13 21:52:26.625000,North Zone 1,98.46068638888889,0.244216,train
FKID005871,2023-11-13 21:58:21.170000,West Zone 1,98.55917111111111,0.440744,train
FKID005873,2023-11-13 22:08:19.586000,South Zone 1,98.72539777777777,0.509488,train
FKID005874,2023-11-13 22:27:12.993000,Central Zone 2,99.04023305555555,0.439936,train
FKID005208,2023-11-13 22:35:07.594000,West Zone 1,99.17206666666667,0.363763,train
FKID005875,2023-11-13 23:13:26.598000,North Zone 1,99.81067888888889,0.187455,train
FKID005876,2023-11-13 23:48:14.667000,South Zone 2,100.39069805555555,0.11229,train
FKID005877,2023-11-13 23:59:16.944000,Central Zone 2,100.57466388888888,0.297079,train
FKID005878,2023-11-14 00:26:59.896000,East Zone 1,101.036595,0.090411,train
FKID005879,2023-11-14 01:08:00.350000,Central Zone 2,101.72005444444444,0.252358,train
FKID005209,2023-11-14 01:30:18.438000,South Zone 1,102.09174555555555,0.047368,train
FKID005880,2023-11-14 01:32:54.012000,South Zone 1,102.13496055555555,0.752233,train
FKID004504,2023-11-14 01:55:13.837000,West Zone 2,102.50713416666667,0.14056,train
FKID005881,2023-11-14 02:01:21.512000,West Zone 2,102.60926611111111,0.334863,train
FKID005882,2023-11-14 02:10:49.301000,Central Zone 2,102.76698527777778,0.233316,train
FKID005883,2023-11-14 02:25:51.726000,Central Zone 2,103.01765888888889,0.32775,train
FKID005210,2023-11-14 02:29:38.088000,West Zone 1,103.08053722222222,0.317929,train
FKID005884,2023-11-14 03:05:49.001000,West Zone 1,103.68356861111111,0.357184,train
FKID005885,2023-11-14 03:31:49.345000,Central Zone 2,104.1169975,0.24495,train
FKID005886,2023-11-14 03:51:25.199000,Central Zone 2,104.44362361111111,0.374803,train
FKID004507,2023-11-14 03:58:06.420000,North Zone 1,104.55507388888888,0.114808,train
FKID005887,2023-11-14 04:13:05.841000,South Zone 2,104.80491305555555,0.134108,train
FKID005888,2023-11-14 05:00:00.447000,Central Zone 1,105.58674805555556,0.12169,train
FKID005889,2023-11-14 05:06:50.113000,Central Zone 1,105.70054416666666,0.328295,train
FKID004512,2023-11-14 05:22:03.832884,North Zone 2,105.95435524555555,0.329079,train
FKID005891,2023-11-14 05:26:22.809000,South Zone 2,106.02629305555557,0.140801,train
FKID005890,2023-11-14 05:26:59.068000,North Zone 1,106.036365,0.394666,train
FKID005892,2023-11-14 06:23:12.182000,East Zone 1,106.97334111111111,0.108462,train
FKID005893,2023-11-14 07:10:54.803000,West Zone 1,107.7685136111111,0.137262,train
FKID005894,2023-11-14 07:31:09.801000,North Zone 1,108.10601305555555,0.183437,train
FKID005895,2023-11-14 08:29:03.998000,West Zone 2,109.07106777777777,0.165957,train
FKID004517,2023-11-14 08:32:05.768000,East Zone 1,109.12155944444444,0.083492,train
FKID005896,2023-11-14 08:35:35.654000,Central Zone 2,109.17986111111111,0.151299,train
FKID005897,2023-11-14 08:59:24.668000,North Zone 1,109.57680944444445,0.125711,train
FKID005898,2023-11-14 09:02:39.531000,North Zone 1,109.63093805555555,0.359639,train
FKID004518,2023-11-14 19:19:36.187000,East Zone 2,119.9133425,0.057327,train
FKID005899,2023-11-14 19:24:07.677000,Central Zone 2,119.98875638888889,0.327479,train
FKID005211,2023-11-14 19:27:14.312000,East Zone 2,120.04059944444444,0.205875,train
FKID005900,2023-11-14 19:56:26.177000,West Zone 2,120.52722861111111,0.13787,train
FKID005901,2023-11-14 20:06:25.430000,North Zone 1,120.69368777777778,0.080281,train
FKID004523,2023-11-14 20:22:06.220000,West Zone 1,120.95501833333333,0.349674,train
FKID004525,2023-11-14 20:47:06.998000,North Zone 1,121.3719011111111,0.23658,train
FKID004526,2023-11-14 20:50:52.521000,North Zone 1,121.43454638888889,0.603776,train
FKID004555,2023-11-14 20:54:58.344000,East Zone 1,121.50283055555556,0.108936,train
FKID005902,2023-11-14 20:55:02.629000,Central Zone 2,121.50402083333333,0.26929,train
FKID005903,2023-11-14 20:56:38.408000,Central Zone 1,121.53062611111112,0.347072,train
FKID004531,2023-11-14 21:00:25.838000,East Zone 2,121.59380111111112,0.247113,train
FKID005904,2023-11-14 21:01:51.316000,West Zone 1,121.617545,0.673013,train
FKID005905,2023-11-14 21:13:49.874000,East Zone 1,121.81714444444444,0.401945,train
FKID005906,2023-11-14 21:55:32.969000,West Zone 1,122.51244861111111,0.36323,train
FKID005907,2023-11-14 22:01:27.193000,Central Zone 2,122.61084416666667,0.371242,train
FKID005908,2023-11-14 22:05:55.292000,North Zone 1,122.6853161111111,0.357599,train
FKID005909,2023-11-14 22:11:56.143000,West Zone 1,122.7855525,0.683578,train
FKID005910,2023-11-14 22:26:02.660000,Central Zone 2,123.0206961111111,0.484155,train
FKID005911,2023-11-14 22:38:49.558881,West Zone 1,123.23372357805556,0.562879,train
FKID005912,2023-11-14 23:09:59.017000,South Zone 2,123.7530175,0.127243,train
FKID005913,2023-11-14 23:20:49.891000,Central Zone 2,123.93381583333334,0.462421,train
FKID004536,2023-11-14 23:45:04.122000,West Zone 1,124.33776888888889,0.309274,train
FKID004542,2023-11-15 00:03:34.682000,North Zone 2,124.64625777777778,0.185407,train
FKID005914,2023-11-15 00:17:31.235000,North Zone 1,124.87863361111111,0.302711,train
FKID005915,2023-11-15 00:24:50.113000,South Zone 1,125.00054416666666,0.038034,train
FKID005917,2023-11-15 01:08:47.336000,Central Zone 2,125.7331061111111,0.256788,train
FKID005916,2023-11-15 01:17:59.091000,East Zone 1,125.88637138888888,0.103417,train
FKID004549,2023-11-15 01:37:20.867000,East Zone 1,126.20908694444444,0.257326,train
FKID005918,2023-11-15 01:51:41.669000,Central Zone 2,126.44819861111111,0.29169,train
FKID005212,2023-11-15 02:30:33.625000,North Zone 2,127.09596416666668,0.243145,train
FKID005919,2023-11-15 03:38:43.779000,West Zone 2,128.23211805555556,0.138972,train
FKID005920,2023-11-15 03:42:03.916000,West Zone 2,128.28771166666667,0.31986,train
FKID004546,2023-11-15 04:03:41.064000,East Zone 1,128.64803055555555,0.105425,train
FKID005921,2023-11-15 04:29:05.994000,Central Zone 2,129.07162222222223,0.168481,train
FKID005922,2023-11-15 04:30:04.575000,Central Zone 2,129.08789472222222,0.535495,train
FKID004551,2023-11-15 04:53:44.640000,North Zone 1,129.48235722222222,0.086181,train
FKID004553,2023-11-15 05:28:28.184000,North Zone 2,130.06111944444444,0.248564,train
FKID005923,2023-11-15 05:39:27.872000,Central Zone 2,130.2443661111111,0.504822,train
FKID004552,2023-11-15 05:40:35.620000,East Zone 1,130.263185,0.246594,train
FKID005924,2023-11-15 05:45:32.623000,South Zone 2,130.34568583333333,0.306153,train
FKID005925,2023-11-15 06:04:07.732000,Central Zone 2,130.65543833333334,0.647858,train
FKID005926,2023-11-15 06:15:30.871000,South Zone 2,130.84519916666667,0.453142,train
FKID004554,2023-11-15 06:16:14.691000,East Zone 1,130.85737138888888,0.274659,train
FKID005213,2023-11-15 06:20:33.479000,Central Zone 1,130.92925694444446,0.269663,train
FKID005214,2023-11-15 07:26:05.112000,North Zone 2,132.0213772222222,0.233014,train
FKID005927,2023-11-15 08:07:40.316000,North Zone 2,132.71448944444444,0.263245,train
FKID004556,2023-11-15 08:32:15.342000,North Zone 2,133.1242188888889,0.352558,train
FKID005928,2023-11-15 09:39:37.262000,North Zone 2,134.24697444444445,0.25166,train
FKID005929,2023-11-15 09:53:10.689000,West Zone 2,134.47292638888888,0.137982,train
FKID005930,2023-11-15 12:49:11.222000,South Zone 2,137.4064077777778,0.048317,train
FKID004560,2023-11-15 18:48:48.465000,East Zone 1,143.4000863888889,0.068612,train
FKID005931,2023-11-15 19:07:57.478000,North Zone 2,143.71925666666667,0.171201,train
FKID005932,2023-11-15 19:21:25.334000,West Zone 1,143.9436611111111,0.106463,train
FKID005933,2023-11-15 19:30:07.815000,South Zone 2,144.08879472222222,0.146022,train
FKID005215,2023-11-15 19:35:17.093000,East Zone 1,144.17470527777778,0.289891,train
FKID005935,2023-11-15 20:25:25.887000,East Zone 1,145.01048138888888,0.225936,train
FKID005934,2023-11-15 20:26:25.028000,North Zone 2,145.02690944444444,0.239273,train
FKID005936,2023-11-15 20:29:32.711000,East Zone 1,145.0790436111111,0.541463,train
FKID005937,2023-11-15 20:33:16.570000,East Zone 1,145.14122666666668,0.737304,train
FKID004564,2023-11-15 20:45:10.025000,East Zone 2,145.3394086111111,0.348179,train
FKID005938,2023-11-15 20:48:22.727000,East Zone 1,145.39293694444444,0.904359,train
FKID004563,2023-11-15 20:54:54.089000,East Zone 1,145.5016486111111,1.008422,train
FKID005939,2023-11-15 21:10:06.211000,East Zone 1,145.75501583333335,0.923735,train
FKID005940,2023-11-15 21:18:28.653000,Central Zone 2,145.89458305555553,0.396489,train
FKID005941,2023-11-15 21:21:15.907000,Central Zone 2,145.9410425,0.634861,train
FKID004566,2023-11-15 21:22:14.849000,South Zone 2,145.95741527777776,0.7203,train
FKID005942,2023-11-15 21:28:29.638000,East Zone 1,146.06152333333335,0.79759,train
FKID005943,2023-11-15 21:31:42.001000,Central Zone 1,146.11495749999997,0.261309,train
FKID005944,2023-11-15 22:11:01.733000,South Zone 1,146.77043861111113,0.070096,train
FKID005945,2023-11-15 22:36:36.796000,Central Zone 2,147.196845,0.375446,train
FKID004576,2023-11-15 22:40:18.252000,East Zone 2,147.25836055555556,0.253779,train
FKID005947,2023-11-15 23:26:03.436000,North Zone 1,148.02091166666668,0.089819,train
FKID005216,2023-11-15 23:42:29.770000,North Zone 1,148.29489333333333,0.256103,train
FKID005948,2023-11-15 23:50:33.280000,North Zone 1,148.42920166666667,0.429598,train
FKID004572,2023-11-16 00:08:00.886000,North Zone 1,148.72020333333333,0.480113,train
FKID004573,2023-11-16 00:09:20.795000,West Zone 1,148.74240027777776,0.564105,train
FKID005950,2023-11-16 00:25:52.730000,Central Zone 2,149.01793777777777,0.217126,train
FKID005949,2023-11-16 00:28:13.228000,North Zone 2,149.05696500000002,0.446423,train
FKID005951,2023-11-16 01:53:18.649000,North Zone 2,150.4751375,0.199156,train
FKID005952,2023-11-16 01:59:54.139000,North Zone 2,150.58499583333332,0.414367,train
FKID005953,2023-11-16 02:14:24.917000,North Zone 2,150.8268786111111,0.522182,train
FKID005955,2023-11-16 02:41:33.443000,Central Zone 2,151.27924694444445,0.37858,train
FKID005954,2023-11-16 02:46:28.131000,West Zone 1,151.36110472222222,0.13338,train
FKID005217,2023-11-16 02:53:27.499000,North Zone 2,151.47759583333334,0.444591,train
FKID005956,2023-11-16 03:00:57.073000,South Zone 2,151.6024775,0.081371,train
FKID005957,2023-11-16 03:05:48.414000,Central Zone 1,151.68340555555557,0.250139,train
FKID005958,2023-11-16 03:55:50.403000,Central Zone 1,152.51729138888888,0.234542,train
FKID005959,2023-11-16 04:01:11.424000,Central Zone 1,152.6064638888889,0.4515,train
FKID005960,2023-11-16 04:05:41.941000,Central Zone 1,152.6816075,0.589721,train
FKID005961,2023-11-16 04:45:45.042000,Central Zone 2,153.34913555555556,0.481735,train
FKID005962,2023-11-16 05:40:33.387000,West Zone 2,154.26256472222224,0.140332,train
FKID005963,2023-11-16 05:59:29.128000,North Zone 1,154.57804833333336,0.109647,train
FKID004589,2023-11-16 06:03:32.364000,South Zone 2,154.64561388888887,0.078473,train
FKID004592,2023-11-16 06:06:25.212000,West Zone 1,154.6936272222222,0.363248,train
FKID005964,2023-11-16 06:48:45.916000,West Zone 1,155.39937833333332,0.35843,train
FKID005965,2023-11-16 06:50:55.756000,North Zone 2,155.435445,0.165664,train
FKID005966,2023-11-16 07:09:50.274000,Central Zone 1,155.7505888888889,0.239043,train
FKID005967,2023-11-16 07:12:26.991000,Central Zone 2,155.7941213888889,0.626128,train
FKID005968,2023-11-16 07:14:34.660000,Central Zone 2,155.829585,0.958016,train
FKID005969,2023-11-16 07:15:54.799000,Central Zone 2,155.85184583333333,1.294636,train
FKID005970,2023-11-16 07:45:57.709000,North Zone 2,156.35265416666667,0.479013,train
FKID005971,2023-11-16 08:15:03.515000,West Zone 1,156.8376002777778,0.248741,train
FKID005218,2023-11-16 08:41:30.456000,West Zone 1,157.27841722222223,0.335796,train
FKID005972,2023-11-16 12:34:02.867000,North Zone 1,161.15408694444443,0.081797,train
FKID005973,2023-11-16 13:10:17.043000,North Zone 1,161.75802472222222,0.189127,train
FKID005974,2023-11-16 20:02:58.733000,West Zone 1,168.63627194444445,0.106488,train
FKID005975,2023-11-16 20:03:14.191000,West Zone 1,168.64056583333334,0.367496,train
FKID005976,2023-11-16 20:06:19.686000,Central Zone 2,168.69209222222221,0.140985,train
FKID004600,2023-11-16 20:14:24.759000,West Zone 1,168.82683472222223,0.653808,train
FKID005977,2023-11-16 20:25:43.455000,West Zone 1,169.0153613888889,0.708321,train
FKID005979,2023-11-16 20:36:55.601000,East Zone 2,169.20206861111112,0.100216,train
FKID005978,2023-11-16 20:40:56.841000,Central Zone 1,169.26907972222224,0.354439,train
FKID005980,2023-11-16 20:41:18.427000,South Zone 2,169.27507583333335,0.160394,train
FKID004596,2023-11-16 20:55:20.317000,North Zone 2,169.50893416666665,0.23351,train
FKID004597,2023-11-16 20:58:51.550000,East Zone 1,169.56760999999997,0.29146,train
FKID005981,2023-11-16 21:05:38.174000,East Zone 1,169.6805611111111,0.479371,train
FKID004601,2023-11-16 21:10:15.793000,North Zone 2,169.7576775,0.573602,train
FKID005982,2023-11-16 21:31:51.958000,South Zone 2,170.11772333333334,0.50277,train
FKID005983,2023-11-16 21:37:20.073000,South Zone 2,170.20886638888888,0.858117,train
FKID005984,2023-11-16 21:42:22.947000,South Zone 2,170.29299805555553,1.181316,train
FKID005985,2023-11-16 22:03:07.667000,North Zone 1,170.63875361111113,0.226611,train
FKID005986,2023-11-16 22:18:50.862000,West Zone 1,170.90075222222222,0.281658,train
FKID005987,2023-11-16 22:38:33.642000,Central Zone 1,171.22930222222223,0.198663,train
FKID005988,2023-11-16 22:45:14.975000,South Zone 2,171.3407836111111,0.449074,train
FKID005219,2023-11-16 23:03:42.734000,East Zone 1,171.64849444444442,0.137147,train
FKID005990,2023-11-16 23:03:49.512000,Central Zone 1,171.65037722222223,0.24163,train
FKID005991,2023-11-16 23:17:30.182000,West Zone 2,171.87834111111113,0.183601,train
FKID005993,2023-11-17 00:44:17.062000,Central Zone 2,173.32469666666668,0.215615,train
