event_id,start_local,duration_min,is_censored,event_cause,corridor,zone,junction,priority,requires_road_closure,event_type,hour_local,dow_local,month,is_weekend,trust_score,geo_valid,duration_anomaly,iso_flagged,mnar_predicted_prob,is_true_planned_event,snapshot_date,asof_p50_duration,asof_p80_duration,asof_p95_duration,asof_surv_prob_60,asof_surv_prob_120,asof_surv_prob_180,asof_rmst_180,asof_quantile_fallback_level,asof_quantile_support,asof_corridor_burden,asof_junction_burden,asof_obi_proxy,asof_corridor_event_rate,asof_nbr_mean_burden,asof_nbr_mean_duration,asof_fragility_proxy,asof_hawkes_intensity,asof_burstiness,asof_branching_ratio_proxy,asof_retrieval_confidence,asof_retrieval_n_eff,asof_retrieval_mean_sim,asof_retrieval_max_sim,asof_planned_support,asof_ims_proxy,asof_retrieval_fallback,obi_x_fragility,retrieval_x_risk,fragility_x_duration,trust_x_confidence,hotspot_x_duration,hawkes_x_obi,nbr_mean_obi,nbr_mean_fragility,nbr_mean_duration,nbr_mean_severity,coverage_flag
FKID005775,2023-11-10 08:43:04.389000+05:30,59.16374196666666,False,vehicle_breakdown,Mysore Road,West Zone 2,SatteliteBusStandJunc,High,False,unplanned,8.0,4.0,11.0,0,1.0,True,False,False,0.5495405444879373,False,2023-11-10,60.0,120.0,180.0,0.5,0.5,0.5,90.0,global,0,0.0,0.0,0.0,0.0,0.0,60.0,3.5642704764323057,2.3761803176215373,0.0,0.9999995791566945,0.0,0.0,0.0,0.0,0,0.0,low_support,0.0,0.0,213.85622858593834,0.0,0.0,0.0,0.0,3.5642704764323057,60.0,0.0,False
FKID005778,2023-11-10 08:51:00.257000+05:30,18.19665601666667,False,vehicle_breakdown,Tumkur Road,West Zone 1,PeenyaPoliceStation,High,False,unplanned,8.0,4.0,11.0,0,1.0,True,False,False,0.5198201352796612,False,2023-11-10,60.0,120.0,180.0,0.5,0.5,0.5,90.0,global,0,0.0,0.0,0.0,0.0,0.0,60.0,2.3098065657326674,1.5398710438217782,0.0,0.9999993505953927,0.0,0.0,0.0,0.0,0,0.0,low_support,0.0,0.0,138.58839394396006,0.0,0.0,0.0,0.0,2.3098065657326674,60.0,0.0,False
FKID005199,2023-11-10 09:04:33.419000+05:30,82.52175041666666,False,vehicle_breakdown,Bellary Road 1,North Zone 2,,High,False,unplanned,9.0,4.0,11.0,0,1.0,True,False,False,0.6492125251725693,False,2023-11-10,60.0,120.0,180.0,0.5,0.5,0.5,90.0,global,0,0.0,0.0,0.0,0.0,0.0,60.0,2.36954294243265,1.5796952949551,0.0,0.999999366966927,0.0,0.0,0.0,0.0,0,0.0,low_support,0.0,0.0,142.172576545959,0.0,0.0,0.0,0.0,2.36954294243265,60.0,0.0,False
FKID005779,2023-11-10 09:06:34.159000+05:30,52.713643133333335,False,vehicle_breakdown,Tumkur Road,West Zone 1,Chokasandra (Tumkur road),High,False,unplanned,9.0,4.0,11.0,0,1.0,True,False,False,0.5197397617163219,False,2023-11-10,60.0,120.0,180.0,0.5,0.5,0.5,90.0,global,0,0.0,0.0,0.0,0.0,0.0,60.0,2.3098065657326674,1.5398710438217782,0.0,0.9999993505953927,0.0,0.0,0.0,0.0,0,0.0,low_support,0.0,0.0,138.58839394396006,0.0,0.0,0.0,0.0,2.3098065657326674,60.0,0.0,False
FKID005781,2023-11-10 11:35:28.736000+05:30,119.25386498333334,False,vehicle_breakdown,Non-corridor,South Zone 1,27th Cross Jayanagar(Ganapathi Temple),Low,False,unplanned,11.0,4.0,11.0,0,1.0,True,False,False,0.6368353266462276,False,2023-11-10,60.0,120.0,180.0,0.5,0.5,0.5,90.0,global,0,0.0,0.0,0.0,0.0,0.0,60.0,13.31125594131283,8.874170627541886,0.0,0.9999998873134258,0.0,0.0,0.0,0.0,0,0.0,low_support,0.0,0.0,798.6753564787698,0.0,0.0,0.0,0.0,13.31125594131283,60.0,0.0,False
FKID005200,2023-11-10 11:36:31.253000+05:30,75.17017265,False,vehicle_breakdown,Hennur Main Road,North Zone 1,,High,False,unplanned,11.0,4.0,11.0,0,1.0,True,False,False,0.6328051672352424,False,2023-11-10,60.0,120.0,180.0,0.5,0.5,0.5,90.0,global,0,0.0,0.0,0.0,0.0,0.0,60.0,0.36837432298322714,0.24558288198881809,0.0,0.9999959280715335,0.0,0.0,0.0,0.0,0,0.0,low_support,0.0,0.0,22.10245937899363,0.0,0.0,0.0,0.0,0.36837432298322714,60.0,0.0,False
FKID005782,2023-11-10 12:12:32.617000+05:30,26766.734622266667,False,debris,Non-corridor,Central Zone 2,UrvashiJunction,Low,False,unplanned,12.0,4.0,11.0,0,0.7,True,True,False,0.4857176804148688,False,2023-11-10,60.0,120.0,180.0,0.5,0.5,0.5,90.0,global,0,0.0,0.0,0.0,0.0,0.0,60.0,13.31125594131283,8.874170627541886,0.0,0.9999998873134258,0.0,0.0,0.0,0.0,0,0.0,low_support,0.0,0.0,798.6753564787698,0.0,0.0,0.0,0.0,13.31125594131283,60.0,0.0,False
FKID004410,2023-11-10 13:03:05.108000+05:30,45.65551266666667,False,vehicle_breakdown,Non-corridor,East Zone 1,,Low,False,unplanned,13.0,4.0,11.0,0,1.0,True,False,False,0.6366863725646444,False,2023-11-10,60.0,120.0,180.0,0.5,0.5,0.5,90.0,global,0,0.0,0.0,0.0,0.0,0.0,60.0,13.31125594131283,8.874170627541886,0.0,0.9999998873134258,0.0,0.0,0.0,0.0,0,0.0,low_support,0.0,0.0,798.6753564787698,0.0,0.0,0.0,0.0,13.31125594131283,60.0,0.0,False
FKID004406,2023-11-10 13:03:31.549000+05:30,154130.60289468334,False,pot_holes,Bannerghata Road,South Zone 1,,High,False,unplanned,13.0,4.0,11.0,0,0.48999999999999994,True,True,True,0.6647898865275722,False,2023-11-10,60.0,120.0,180.0,0.5,0.5,0.5,90.0,global,0,0.0,0.0,0.0,0.0,0.0,60.0,0.5973637669998277,0.3982425113332185,0.0,0.9999974889735262,0.0,0.0,0.0,0.0,0,0.0,low_support,0.0,0.0,35.84182601998967,0.0,0.0,0.0,0.0,0.5973637669998277,60.0,0.0,False
FKID005786,2023-11-10 14:13:53.240000+05:30,22.123204533333332,False,vehicle_breakdown,Non-corridor,,VeerasandraGateJunction,Low,False,unplanned,14.0,4.0,11.0,0,1.0,True,False,False,0.6366118856876685,False,2023-11-10,60.0,120.0,180.0,0.5,0.5,0.5,90.0,global,0,0.0,0.0,0.0,0.0,0.0,60.0,13.31125594131283,8.874170627541886,0.0,0.9999998873134258,0.0,0.0,0.0,0.0,0,0.0,low_support,0.0,0.0,798.6753564787698,0.0,0.0,0.0,0.0,13.31125594131283,60.0,0.0,False
FKID005787,2023-11-10 14:51:45.811000+05:30,2735.9749068833335,False,others,Non-corridor,South Zone 1,Arbindo Circle,Low,False,unplanned,14.0,4.0,11.0,0,0.7,True,True,False,0.34735005567781757,False,2023-11-10,60.0,120.0,180.0,0.5,0.5,0.5,90.0,global,0,0.0,0.0,0.0,0.0,0.0,60.0,13.31125594131283,8.874170627541886,0.0,0.9999998873134258,0.0,0.0,0.0,0.0,0,0.0,low_support,0.0,0.0,798.6753564787698,0.0,0.0,0.0,0.0,13.31125594131283,60.0,0.0,False
FKID005788,2023-11-11 00:53:34.823000+05:30,88.40484938333334,False,vehicle_breakdown,Hosur Road,South Zone 2,NaganathapuraJunction,High,False,unplanned,0.0,5.0,11.0,1,1.0,True,False,False,0.6272849436066356,False,2023-11-10,60.0,120.0,180.0,0.5,0.5,0.5,90.0,global,0,0.0,0.0,0.0,0.0,0.0,60.0,1.1748154084329945,0.783210272288663,0.0,0.9999987232053018,0.0,0.0,0.0,0.0,0,0.0,low_support,0.0,0.0,70.48892450597967,0.0,0.0,0.0,0.0,1.1748154084329945,60.0,0.0,False
FKID005201,2023-11-11 00:58:39.194000+05:30,10.677372616666666,False,vehicle_breakdown,ORR North 2,North Zone 2,,High,False,unplanned,0.0,5.0,11.0,1,1.0,True,False,False,0.633627803745264,False,2023-11-10,60.0,120.0,180.0,0.5,0.5,0.5,90.0,global,0,0.0,0.0,0.0,0.0,0.0,60.0,0.8860895877164112,0.5907263918109408,0.0,0.9999983071717786,0.0,0.0,0.0,0.0,0,0.0,low_support,0.0,0.0,53.165375262984675,0.0,0.0,0.0,0.0,0.8860895877164112,60.0,0.0,False
FKID005791,2023-11-11 01:31:00.064000+05:30,35.16567031666667,False,vehicle_breakdown,Mysore Road,Central Zone 2,PoliceCornerJunc,High,False,unplanned,1.0,5.0,11.0,1,1.0,True,False,False,0.550098446879946,False,2023-11-10,60.0,120.0,180.0,0.5,0.5,0.5,90.0,global,0,0.0,0.0,0.0,0.0,0.0,60.0,3.5642704764323057,2.3761803176215373,0.0,0.9999995791566945,0.0,0.0,0.0,0.0,0,0.0,low_support,0.0,0.0,213.85622858593834,0.0,0.0,0.0,0.0,3.5642704764323057,60.0,0.0,False
FKID005792,2023-11-11 01:44:52.521000+05:30,3035.5120126333336,False,pot_holes,Non-corridor,West Zone 1,FTI Junction(KanteeravaStudio),Low,False,unplanned,1.0,5.0,11.0,1,1.0,True,False,False,0.6695083416188654,False,2023-11-10,60.0,120.0,180.0,0.5,0.5,0.5,90.0,global,0,0.0,0.0,0.0,0.0,0.0,60.0,13.31125594131283,8.874170627541886,0.0,0.9999998873134258,0.0,0.0,0.0,0.0,0,0.0,low_support,0.0,0.0,798.6753564787698,0.0,0.0,0.0,0.0,13.31125594131283,60.0,0.0,False
FKID005795,2023-11-11 02:29:16.139000+05:30,4295.294638583333,False,pot_holes,Bannerghata Road,South Zone 2,BilekahalliJunc,High,False,unplanned,2.0,5.0,11.0,1,1.0,True,False,False,0.6655787352826432,False,2023-11-10,60.0,120.0,180.0,0.5,0.5,0.5,90.0,global,0,0.0,0.0,0.0,0.0,0.0,60.0,0.5973637669998277,0.3982425113332185,0.0,0.9999974889735262,0.0,0.0,0.0,0.0,0,0.0,low_support,0.0,0.0,35.84182601998967,0.0,0.0,0.0,0.0,0.5973637669998277,60.0,0.0,False
FKID005807,2023-11-11 06:41:03.087000+05:30,71.16974789999999,False,vehicle_breakdown,Non-corridor,West Zone 2,MargosaRd-18thCrossJunc,Low,False,unplanned,6.0,5.0,11.0,1,1.0,True,False,False,0.6372075969550184,False,2023-11-10,60.0,120.0,180.0,0.5,0.5,0.5,90.0,global,0,0.0,0.0,0.0,0.0,0.0,60.0,13.31125594131283,8.874170627541886,0.0,0.9999998873134258,0.0,0.0,0.0,0.0,0,0.0,low_support,0.0,0.0,798.6753564787698,0.0,0.0,0.0,0.0,13.31125594131283,60.0,0.0,False
FKID005809,2023-11-11 09:15:53.353000+05:30,43.43354016666667,False,vehicle_breakdown,Mysore Road,Central Zone 2,TownhallJunction,High,False,unplanned,9.0,5.0,11.0,1,1.0,True,False,False,0.5494608339419884,False,2023-11-10,60.0,120.0,180.0,0.5,0.5,0.5,90.0,global,0,0.0,0.0,0.0,0.0,0.0,60.0,3.5642704764323057,2.3761803176215373,0.0,0.9999995791566945,0.0,0.0,0.0,0.0,0,0.0,low_support,0.0,0.0,213.85622858593834,0.0,0.0,0.0,0.0,3.5642704764323057,60.0,0.0,False
FKID005811,2023-11-11 10:01:20.436000+05:30,31.145576100000003,False,others,Non-corridor,,BHEL Gate,Low,False,unplanned,10.0,5.0,11.0,1,1.0,True,False,False,0.34764209841994975,False,2023-11-10,60.0,120.0,180.0,0.5,0.5,0.5,90.0,global,0,0.0,0.0,0.0,0.0,0.0,60.0,13.31125594131283,8.874170627541886,0.0,0.9999998873134258,0.0,0.0,0.0,0.0,0,0.0,low_support,0.0,0.0,798.6753564787698,0.0,0.0,0.0,0.0,13.31125594131283,60.0,0.0,False
FKID005202,2023-11-11 10:18:47.417000+05:30,159.28904783333334,False,vehicle_breakdown,Non-corridor,East Zone 2,,Low,True,unplanned,10.0,5.0,11.0,1,1.0,True,False,False,0.591545882399994,False,2023-11-10,60.0,120.0,180.0,0.5,0.5,0.5,90.0,global,0,0.0,0.0,0.0,0.0,0.0,60.0,13.31125594131283,8.874170627541886,0.0,0.9999998873134258,0.0,0.0,0.0,0.0,0,0.0,low_support,0.0,0.0,798.6753564787698,0.0,0.0,0.0,0.0,13.31125594131283,60.0,0.0,False
FKID005812,2023-11-11 10:20:51.264000+05:30,91.35186411666668,False,vehicle_breakdown,ORR North 1,North Zone 1,Kammanahalli-RingRoadJunction,High,False,unplanned,10.0,5.0,11.0,1,1.0,True,False,False,0.7228452169349836,False,2023-11-10,60.0,120.0,180.0,0.5,0.5,0.5,90.0,global,0,0.0,0.0,0.0,0.0,0.0,60.0,0.9756941527663854,0.6504627685109236,0.0,0.9999984626353559,0.0,0.0,0.0,0.0,0,0.0,low_support,0.0,0.0,58.541649165983124,0.0,0.0,0.0,0.0,0.9756941527663854,60.0,0.0,False
FKID005813,2023-11-11 10:22:08.891000+05:30,50.2345196,False,vehicle_breakdown,Non-corridor,Central Zone 2,StateBankofMysoreJunc,Low,False,unplanned,10.0,5.0,11.0,1,1.0,True,False,False,0.6369097938448459,False,2023-11-10,60.0,120.0,180.0,0.5,0.5,0.5,90.0,global,0,0.0,0.0,0.0,0.0,0.0,60.0,13.31125594131283,8.874170627541886,0.0,0.9999998873134258,0.0,0.0,0.0,0.0,0,0.0,low_support,0.0,0.0,798.6753564787698,0.0,0.0,0.0,0.0,13.31125594131283,60.0,0.0,False
FKID005814,2023-11-11 11:12:13.019000+05:30,30.345930816666666,False,vehicle_breakdown,Tumkur Road,West Zone 2,YeshwanthpuraCircle,High,False,unplanned,11.0,5.0,11.0,1,1.0,True,False,False,0.5195790115285643,False,2023-11-10,60.0,120.0,180.0,0.5,0.5,0.5,90.0,global,0,0.0,0.0,0.0,0.0,0.0,60.0,2.3098065657326674,1.5398710438217782,0.0,0.9999993505953927,0.0,0.0,0.0,0.0,0,0.0,low_support,0.0,0.0,138.58839394396006,0.0,0.0,0.0,0.0,2.3098065657326674,60.0,0.0,False
FKID000002,2023-11-11 11:48:03.343000+05:30,115117.99897515001,False,others,Non-corridor,Central Zone 2,UrvashiJunction,Low,False,unplanned,11.0,5.0,11.0,1,0.48999999999999994,True,True,True,0.3475690769799957,False,2023-11-10,60.0,120.0,180.0,0.5,0.5,0.5,90.0,global,0,0.0,0.0,0.0,0.0,0.0,60.0,13.31125594131283,8.874170627541886,0.0,0.9999998873134258,0.0,0.0,0.0,0.0,0,0.0,low_support,0.0,0.0,798.6753564787698,0.0,0.0,0.0,0.0,13.31125594131283,60.0,0.0,False
FKID004433,2023-11-11 18:15:29.415000+05:30,47.18853848333333,False,vehicle_breakdown,ORR North 2,West Zone 1,,High,True,unplanned,18.0,5.0,11.0,1,0.7,True,False,True,0.5867143174776089,False,2023-11-10,60.0,120.0,180.0,0.5,0.5,0.5,90.0,global,0,0.0,0.0,0.0,0.0,0.0,60.0,0.8860895877164112,0.5907263918109408,0.0,0.9999983071717786,0.0,0.0,0.0,0.0,0,0.0,low_support,0.0,0.0,53.165375262984675,0.0,0.0,0.0,0.0,0.8860895877164112,60.0,0.0,False
FKID005823,2023-11-12 00:42:42.988000+05:30,99.41600825,False,vehicle_breakdown,Mysore Road,Central Zone 2,TownhallJunction,High,False,unplanned,0.0,6.0,11.0,1,1.0,True,False,False,0.5501781369693235,False,2023-11-11,59.16374196666666,82.52175041666666,108.44410828333334,0.45454545454545453,0.0,0.0,60.40947708181819,cause_only,11,2.890452108320507,0.9585523817399818,1.4758104686240883,3.0,3.1153644812068517,1543.576337925,3.6413183176005592,2.5302759999580444,0.10039147920815332,1.064849715463107,0.0,0.0,0.0,0.0,0,0.0,low_support,5.373895692707558,0.0,215.43401736101626,0.0,171.0099627036821,3.734207809246365,3.1153644812068517,3.6413183176005592,1543.576337925,4808.80289720289,True
FKID005825,2023-11-12 01:36:30.999000+05:30,107.3207998,False,vehicle_breakdown,Non-corridor,,NandiCross(RaniCross),Low,False,unplanned,1.0,6.0,11.0,1,0.7,True,False,True,0.6375797028289276,False,2023-11-11,59.16374196666666,82.52175041666666,108.44410828333334,0.45454545454545453,0.0,0.0,60.40947708181819,cause_only,11,15.485365877106492,0.0,15.485365877106492,16.0,1.715929618008409,1507.4102640166666,13.649804501012692,9.55126774694161,0.7433249246290438,1.0762996421320372,0.0,0.0,0.0,0.0,0,0.0,low_support,211.37221684915656,0.0,807.5735113933601,0.0,916.1721910125533,147.90487565159742,1.715929618008409,13.649804501012692,1507.4102640166666,2586.609918516074,True
FKID004440,2023-11-12 02:09:07.208000+05:30,84.78185871666666,False,vehicle_breakdown,Bellary Road 1,North Zone 2,,High,False,unplanned,2.0,6.0,11.0,1,1.0,True,False,False,0.6497256655601701,False,2023-11-11,59.16374196666666,82.52175041666666,108.44410828333334,0.45454545454545453,0.0,0.0,60.40947708181819,cause_only,11,1.930134896015403,8.707326434213785,0.1988328000604348,2.0,3.2220663936851968,1537.7368358125,2.403267634330034,1.647144678749868,0.0,1.042697057662394,0.0,0.0,0.0,0.0,0,0.0,low_support,0.47784843302845775,0.0,142.18630619434353,0.0,114.1940029487143,0.32750638858048164,3.2220663936851968,2.403267634330034,1537.7368358125,4954.690181003268,True
FKID005827,2023-11-12 02:31:05.939000+05:30,44.53869965,False,vehicle_breakdown,Non-corridor,Central Zone 2,PlatformRdJunction,Low,False,unplanned,2.0,6.0,11.0,1,1.0,True,False,False,0.6375052948268521,False,2023-11-11,59.16374196666666,82.52175041666666,108.44410828333334,0.45454545454545453,0.0,0.0,60.40947708181819,cause_only,11,15.485365877106492,0.0,15.485365877106492,16.0,1.715929618008409,1507.4102640166666,13.649804501012692,9.55126774694161,0.7433249246290438,1.0762996421320372,0.0,0.0,0.0,0.0,0,0.0,low_support,211.37221684915656,0.0,807.5735113933601,0.0,916.1721910125533,147.90487565159742,1.715929618008409,13.649804501012692,1507.4102640166666,2586.609918516074,True
FKID005828,2023-11-12 03:01:53.606000+05:30,53.103843383333334,False,vehicle_breakdown,Mysore Road,Central Zone 2,toll gate mysore road,Low,True,unplanned,3.0,6.0,11.0,1,1.0,True,False,False,0.34987290998870535,False,2023-11-11,59.16374196666666,82.52175041666666,108.44410828333334,0.45454545454545453,0.0,0.0,60.40947708181819,cause_only,11,2.890452108320507,0.9632359797877421,1.4722896982730584,3.0,3.1153644812068517,1543.576337925,3.6413183176005592,2.5302759999580444,0.10039147920815332,1.064849715463107,0.0,0.0,0.0,0.0,0,0.0,low_support,5.3610754471362885,0.0,215.43401736101626,0.0,171.0099627036821,3.7252992885257905,3.1153644812068517,3.6413183176005592,1543.576337925,4808.80289720289,True
FKID005831,2023-11-12 03:14:37.907000+05:30,114.13534746666666,False,vehicle_breakdown,Bellary Road 1,West Zone 2,MekhriCircle,High,False,unplanned,3.0,6.0,11.0,1,1.0,True,False,False,0.6496523809661703,False,2023-11-11,59.16374196666666,82.52175041666666,108.44410828333334,0.45454545454545453,0.0,0.0,60.40947708181819,cause_only,11,1.930134896015403,0.0,1.930134896015403,2.0,3.2220663936851968,1537.7368358125,2.403267634330034,1.647144678749868,0.0,1.042697057662394,0.0,0.0,0.0,0.0,0,0.0,low_support,4.638630725484783,0.0,142.18630619434353,0.0,114.1940029487143,3.1792114232412008,3.2220663936851968,2.403267634330034,1537.7368358125,4954.690181003268,True
FKID004444,2023-11-12 03:17:37.254000+05:30,102549.47690223333,False,road_conditions,Non-corridor,East Zone 1,,Low,False,unplanned,3.0,6.0,11.0,1,0.7,True,False,True,0.4582415324886657,False,2023-11-11,203.8280376,14186.697912586675,102127.41558002663,0.7777777777777778,0.5555555555555556,0.5555555555555556,131.62965930740742,corridor_only,9,15.485365877106492,8.707326434213785,1.5952245947481296,16.0,1.715929618008409,1507.4102640166666,13.649804501012692,9.55126774694161,0.7433249246290438,1.0762996421320372,0.0,0.0,0.0,0.0,0,0.0,low_support,21.774503853519168,0.0,2782.2128650650643,0.0,3156.351738248619,15.23641722094581,1.715929618008409,13.649804501012692,1507.4102640166666,2586.609918516074,True
FKID005836,2023-11-12 05:51:45.465000+05:30,301.00891666666666,False,construction,ORR North 1,North Zone 1,"VeerannapalyaJunction(BEL,HO)",High,False,planned,5.0,6.0,11.0,1,1.0,True,False,False,0.20019572945344383,False,2023-11-11,119.25386498333334,11597.7934565,152367.86955186666,0.7142857142857143,0.47619047619047616,0.47619047619047616,117.35734513809523,global,21,0.9649390309964183,0.0,0.9649390309964183,1.0,3.3293103786873055,1542.69176995,0.9991497433504406,0.697373949679034,0.0,1.072118053977856,0.0,0.0,0.0,0.0,0,0.0,low_support,0.9641185851688941,0.0,119.1524685916456,0.0,115.07270891959537,0.672923343245432,3.3293103786873055,0.9991497433504406,1542.69176995,5136.099720810024,True
