event_id,event_cause,corridor_fill,duration_min,log_duration,actual_high_impact,start_local,duration_p50,high_impact_prob,high_impact_prob_calibrated,retrieval_confidence,prior_period,feedback_period,log_pred_p50,log_residual,processed_at
FKID000187,vehicle_breakdown,Non-corridor,104.21347743333334,4.655991404582063,1,2024-03-08 09:54:30.158000+05:30,31.045091857787575,0.2140879981173251,0.241014799154334,0.4426902483652344,Nov2023-Feb2024,Mar2024-Apr2024,3.467144031476893,1.1888473731051703,2026-06-19T10:34:30Z
FKID000189,vehicle_breakdown,Old Airport Road,70.8526748,4.274617839389517,0,2024-03-08 09:57:41.649000+05:30,30.79199823578246,0.1724596769544633,0.241014799154334,0.3263962258092195,Nov2023-Feb2024,Mar2024-Apr2024,3.45921463031696,0.8154032090725569,2026-06-19T10:34:30Z
FKID000192,construction,Non-corridor,0.08095000000000001,0.07784028411833638,0,2024-03-08 10:02:41.143000+05:30,142.08894204016858,0.0465293325494504,0.0,0.4459758162321518,Nov2023-Feb2024,Mar2024-Apr2024,4.963466409224168,4.885626125105832,2026-06-19T10:34:30Z
FKID000197,vehicle_breakdown,Magadi Road,72.9697583,4.303656338053543,1,2024-03-08 09:33:17.004000+05:30,38.31927226588787,0.2364017656886743,0.241014799154334,0.3711434495862484,Nov2023-Feb2024,Mar2024-Apr2024,3.671714787119081,0.6319415509344615,2026-06-19T10:34:30Z
FKID000201,road_conditions,CBD 2,40387.38096753333,10.606297422770952,1,2024-03-08 10:38:03.073000+05:30,2165.069443049991,0.0579013472641952,0.0439560439560439,0.3012679551972018,Nov2023-Feb2024,Mar2024-Apr2024,7.680669487550237,2.9256279352207155,2026-06-19T10:34:30Z
FKID000205,vehicle_breakdown,ORR North 2,138.03128305,4.934698965722628,1,2024-03-08 11:12:27.352000+05:30,34.743390536365496,0.1967646065207725,0.241014799154334,0.3014588749305977,Nov2023-Feb2024,Mar2024-Apr2024,3.5763653719459194,1.3583335937767087,2026-06-19T10:34:30Z
FKID000208,vehicle_breakdown,Non-corridor,93.05635131666666,4.543894084744594,1,2024-03-08 11:12:59.334000+05:30,30.13511891099652,0.2122661772550794,0.241014799154334,0.4475475622323128,Nov2023-Feb2024,Mar2024-Apr2024,3.438336407523691,1.1055576772209035,2026-06-19T10:34:30Z
FKID000216,construction,Non-corridor,9655.520589099999,9.175388674859711,1,2024-03-08 11:23:36.201000+05:30,13902.797890720729,0.6806859235272245,0.8181818181818182,0.4475475622323128,Nov2023-Feb2024,Mar2024-Apr2024,9.539917311346642,0.3645286364869307,2026-06-19T10:34:30Z
FKID000218,others,Non-corridor,199.88949181666666,5.302754964911177,0,2024-03-08 11:56:58.707000+05:30,52.59284151329536,0.0329259731545313,0.0,0.4475475622323128,Nov2023-Feb2024,Mar2024-Apr2024,3.981415505301216,1.3213394596099608,2026-06-19T10:34:30Z
FKID000226,others,Hennur Main Road,43.87439846666667,3.8038674420760743,0,2024-03-08 11:58:21.435000+05:30,427.04518769460657,0.0300796350585043,0.0,0.3032490646907123,Nov2023-Feb2024,Mar2024-Apr2024,6.059228768734472,2.2553613266583974,2026-06-19T10:34:30Z
FKID000243,tree_fall,Non-corridor,105.48940756666666,4.668045520735141,0,2024-03-08 12:37:56.737000+05:30,1330.965337124494,0.3037543297377088,0.2738095238095238,0.3716389572665423,Nov2023-Feb2024,Mar2024-Apr2024,7.194410827581916,2.5263653068467757,2026-06-19T10:34:30Z
FKID000244,tree_fall,Non-corridor,2198.129693766667,7.695816967336136,0,2024-03-08 12:46:00.240000+05:30,245.49840311167296,0.0376879482877821,0.0,0.4481841681498432,Nov2023-Feb2024,Mar2024-Apr2024,5.50735551521297,2.1884614521231667,2026-06-19T10:34:30Z
FKID000246,tree_fall,Non-corridor,2195.455855816667,7.6946003657026845,0,2024-03-08 12:48:53.631000+05:30,245.49840311167296,0.0376879482877821,0.0,0.4481841681498432,Nov2023-Feb2024,Mar2024-Apr2024,5.50735551521297,2.187244850489715,2026-06-19T10:34:30Z
FKID000250,vehicle_breakdown,Mysore Road,39.6093981,3.703999520115824,0,2024-03-08 12:55:21.653000+05:30,48.29585555000224,0.2815257524364002,0.241014799154334,0.3389155217686849,Nov2023-Feb2024,Mar2024-Apr2024,3.8978400115920313,0.19384049147620752,2026-06-19T10:34:30Z
FKID000254,vehicle_breakdown,Tumkur Road,10.150965166666667,2.411526056192736,0,2024-03-08 13:26:14.949000+05:30,42.15857305978675,0.1894958361381407,0.241014799154334,0.2990964711866682,Nov2023-Feb2024,Mar2024-Apr2024,3.764881078207305,1.353355022014569,2026-06-19T10:34:30Z
FKID000255,tree_fall,Non-corridor,66.3340463,4.209665997290897,0,2024-03-08 13:36:30.352000+05:30,190.2645564437076,0.0512320711678397,0.0158730158730158,0.3658122674887176,Nov2023-Feb2024,Mar2024-Apr2024,5.253657581934226,1.0439915846433285,2026-06-19T10:34:30Z
FKID000257,tree_fall,Non-corridor,64.12170315,4.176257875375616,0,2024-03-08 13:31:56.993000+05:30,232.63974431433303,0.0376879482877821,0.0,0.4417792482075353,Nov2023-Feb2024,Mar2024-Apr2024,5.453780374814093,1.2775224994384766,2026-06-19T10:34:30Z
FKID000267,vehicle_breakdown,Mysore Road,66.13607151666666,4.2067214780239,0,2024-03-08 14:15:13.150000+05:30,48.039828096187506,0.2653138042722097,0.241014799154334,0.32696817658513,Nov2023-Feb2024,Mar2024-Apr2024,3.892632786242275,0.31408869178162524,2026-06-19T10:34:30Z
FKID000283,water_logging,Non-corridor,820.8788695333334,6.711593023532486,0,2024-03-08 14:38:49.430000+05:30,2383.687300299887,0.0277278574736213,0.0,0.4345258211842204,Nov2023-Feb2024,Mar2024-Apr2024,7.7768232837412725,1.0652302602087866,2026-06-19T10:34:30Z
FKID000299,vehicle_breakdown,Mysore Road,15.771932999999999,2.819706834547377,0,2024-03-08 23:49:44.590000+05:30,49.0075335933744,0.2410428203395554,0.241014799154334,0.2658406413007945,Nov2023-Feb2024,Mar2024-Apr2024,3.9121736659457684,1.0924668313983914,2026-06-19T10:34:30Z
FKID000328,accident,Non-corridor,78.2774947,4.372954288866518,1,2024-03-09 01:17:42.569000+05:30,42.74092272955647,0.114935587487945,0.241014799154334,0.4338610236566065,Nov2023-Feb2024,Mar2024-Apr2024,3.778284110809293,0.5946701780572252,2026-06-19T10:34:30Z
FKID000337,construction,ORR East 2,8801.107604216666,9.082746472269804,1,2024-03-09 01:55:49.408000+05:30,3916.533625301173,0.4296502882760123,0.2738095238095238,0.2734578700387857,Nov2023-Feb2024,Mar2024-Apr2024,8.273217557550371,0.8095289147194329,2026-06-19T10:34:30Z
FKID000348,tree_fall,Non-corridor,508.2992390666667,6.233035739812605,0,2024-03-09 03:42:26.502000+05:30,378.8061571085635,0.0597789213633112,0.0439560439560439,0.443328586468696,Nov2023-Feb2024,Mar2024-Apr2024,5.939661009696396,0.2933747301162093,2026-06-19T10:34:30Z
FKID000349,vehicle_breakdown,ORR West 1,75.99775528333333,4.343776269264249,1,2024-03-09 03:10:42.644000+05:30,34.49283587017763,0.1801309348066757,0.241014799154334,0.286219164249903,Nov2023-Feb2024,Mar2024-Apr2024,3.569330869641834,0.7744453996224152,2026-06-19T10:34:30Z
FKID000355,construction,Non-corridor,180.51771666666667,5.201353261429638,0,2024-03-09 03:48:14.937000+05:30,114.68402601820328,0.0743046876333885,0.0439560439560439,0.3710129924685689,Nov2023-Feb2024,Mar2024-Apr2024,4.750862560866765,0.4504907005628729,2026-06-19T10:34:30Z
FKID000393,others,Bannerghata Road,21814.1884831,9.990361725589144,1,2024-03-09 06:55:26.527000+05:30,6028.502272505593,0.4968588634790287,0.4347826086956521,0.3258300629914715,Nov2023-Feb2024,Mar2024-Apr2024,8.704419744441427,1.285941981147717,2026-06-19T10:34:30Z
FKID000399,vehicle_breakdown,Non-corridor,11.195320116666666,2.501052281152528,0,2024-03-09 07:23:07.107000+05:30,27.027146058106847,0.1858403677774905,0.241014799154334,0.4403947091562303,Nov2023-Feb2024,Mar2024-Apr2024,3.333173542586847,0.832121261434319,2026-06-19T10:34:30Z
FKID000404,accident,Non-corridor,0.8491233333333333,0.6147116529026523,0,2024-03-09 07:38:51.761000+05:30,43.45955450792132,0.1274317635579434,0.241014799154334,0.4403947091562303,Nov2023-Feb2024,Mar2024-Apr2024,3.7945798884211017,3.1798682355184495,2026-06-19T10:34:30Z
FKID000410,vehicle_breakdown,Non-corridor,69.83975466666668,4.260420349705173,0,2024-03-09 07:51:23.324000+05:30,27.027146058106847,0.1858403677774905,0.241014799154334,0.4403947091562303,Nov2023-Feb2024,Mar2024-Apr2024,3.333173542586847,0.9272468071183262,2026-06-19T10:34:30Z
FKID000412,construction,ORR North 1,113.57115,4.741196027386799,0,2024-03-09 06:02:11.731000+05:30,91.08980363056766,0.0339021738704287,0.0,0.225957587221075,Nov2023-Feb2024,Mar2024-Apr2024,4.522764227366659,0.21843180002013973,2026-06-19T10:34:30Z
FKID000413,vehicle_breakdown,Tumkur Road,10.261219083333334,2.4213648835769987,0,2024-03-09 08:30:00.758000+05:30,44.36434184852046,0.2156119691607406,0.241014799154334,0.3036015693913521,Nov2023-Feb2024,Mar2024-Apr2024,3.8147263746032127,1.393361491026214,2026-06-19T10:34:30Z
FKID000420,vehicle_breakdown,Mysore Road,39.93153236666667,3.7119007285200083,0,2024-03-09 10:44:41.106000+05:30,45.05526404530596,0.3017154821785512,0.2738095238095238,0.3331456486049119,Nov2023-Feb2024,Mar2024-Apr2024,3.8298420676841256,0.11794133916411731,2026-06-19T10:34:30Z
FKID000421,tree_fall,Non-corridor,52.854736083333336,3.986290349286285,0,2024-03-09 12:04:21.300000+05:30,298.11197507361464,0.0765999845302699,0.0439560439560439,0.3748146216104041,Nov2023-Feb2024,Mar2024-Apr2024,5.70081800185756,1.7145276525712752,2026-06-19T10:34:30Z
FKID000425,water_logging,Non-corridor,45.86103,3.8471864132051357,0,2024-03-09 12:13:02.908000+05:30,1020.3595802621712,0.0536651510382376,0.0158730158730158,0.4533698545580802,Nov2023-Feb2024,Mar2024-Apr2024,6.928889940552282,3.0817035273471465,2026-06-19T10:34:30Z
FKID000426,construction,Non-corridor,4320.543,8.371367793391945,1,2024-03-09 12:08:13.420000+05:30,143.71844594208252,0.066629782721132,0.0439560439560439,0.4533698545580802,Nov2023-Feb2024,Mar2024-Apr2024,4.974790102652396,3.396577690739549,2026-06-19T10:34:30Z
FKID000427,water_logging,Mysore Road,40590.64575138334,10.61131755474598,0,2024-03-09 12:07:50.169000+05:30,15950.427401221355,0.7124433324722265,0.8181818181818182,0.2160557617748615,Nov2023-Feb2024,Mar2024-Apr2024,9.677303596448382,0.9340139582975979,2026-06-19T10:34:30Z
FKID000430,others,Magadi Road,24.955134649999998,3.2563694570908175,0,2024-03-09 12:30:11.949000+05:30,71.21831023047815,0.045437408047503,0.0,0.3532375219614708,Nov2023-Feb2024,Mar2024-Apr2024,4.279693618046897,1.0233241609560797,2026-06-19T10:34:30Z
FKID000441,water_logging,ORR West 1,31067.90847805,10.343962870712692,0,2024-03-09 12:37:04.227000+05:30,15514.139689416425,0.4441222650311784,0.2738095238095238,0.2820275634979341,Nov2023-Feb2024,Mar2024-Apr2024,9.649571580349292,0.6943912903634004,2026-06-19T10:34:30Z
FKID000443,water_logging,Bannerghata Road,18623.928009216666,9.832256177963332,0,2024-03-09 12:45:27.032000+05:30,1523.0743506683416,0.028992089964792,0.0,0.3295245661893151,Nov2023-Feb2024,Mar2024-Apr2024,7.329142521584351,2.5031136563789813,2026-06-19T10:34:30Z
FKID000453,water_logging,Non-corridor,21555.31223965,9.978423963994407,0,2024-03-09 12:56:06.055000+05:30,21240.59286667017,0.5493908430002155,0.4347826086956521,0.4533698545580802,Nov2023-Feb2024,Mar2024-Apr2024,9.963716466266687,0.014707497727719954,2026-06-19T10:34:30Z
FKID000456,water_logging,Non-corridor,634.7593560833334,6.454820120801622,0,2024-03-09 13:17:29.202000+05:30,1014.936293554619,0.0536468340944755,0.0158730158730158,0.4469133918053125,Nov2023-Feb2024,Mar2024-Apr2024,6.923565922978227,0.46874580217660533,2026-06-19T10:34:30Z
FKID000457,tree_fall,ORR West 1,628.0100223833334,6.444147190410276,0,2024-03-09 13:19:18.726000+05:30,338.3943283189174,0.0338230454241169,0.0,0.2820143684442902,Nov2023-Feb2024,Mar2024-Apr2024,5.8271626417557165,0.6169845486545595,2026-06-19T10:34:30Z
FKID000477,water_logging,Non-corridor,1043.3983678333332,6.951196274044485,0,2024-03-09 13:29:17.654000+05:30,1014.936293554619,0.0536468340944755,0.0158730158730158,0.4469133918053125,Nov2023-Feb2024,Mar2024-Apr2024,6.923565922978227,0.027630351066258108,2026-06-19T10:34:30Z
FKID000480,water_logging,Non-corridor,1039.9556850166666,6.947894498080294,0,2024-03-09 13:32:46.293000+05:30,1014.936293554619,0.0536468340944755,0.0158730158730158,0.4469133918053125,Nov2023-Feb2024,Mar2024-Apr2024,6.923565922978227,0.024328575102066985,2026-06-19T10:34:30Z
FKID000485,water_logging,Mysore Road,48925.08282431667,10.798065924350821,0,2024-03-09 13:34:02.617000+05:30,14265.201151822364,0.4437254482732509,0.2738095238095238,0.3181586395825145,Nov2023-Feb2024,Mar2024-Apr2024,9.565648462824262,1.232417461526559,2026-06-19T10:34:30Z
FKID000492,tree_fall,Hosur Road,62.19627536666667,4.146245365344401,0,2024-03-09 13:34:54.844000+05:30,358.573378503941,0.0322414930504405,0.0,0.308054312928152,Nov2023-Feb2024,Mar2024-Apr2024,5.884918269000375,1.7386729036559734,2026-06-19T10:34:30Z
FKID000493,water_logging,Old Madras Road,38922.47945293333,10.569352932430744,0,2024-03-09 14:06:52.619000+05:30,20095.922202862024,0.4280419879498264,0.2738095238095238,0.2761883049704909,Nov2023-Feb2024,Mar2024-Apr2024,9.908321958086734,0.6610309743440101,2026-06-19T10:34:30Z
FKID000494,water_logging,Old Madras Road,38927.736953499996,10.569487996037596,0,2024-03-09 14:01:39.430000+05:30,20095.922202862024,0.4280419879498264,0.2738095238095238,0.2761883049704909,Nov2023-Feb2024,Mar2024-Apr2024,9.908321958086734,0.6611660379508617,2026-06-19T10:34:30Z
FKID000513,others,Non-corridor,567.0433455166666,6.342197728338841,0,2024-03-09 15:56:12.959000+05:30,866.1866182434504,0.1885071108104006,0.241014799154334,0.4319655206538931,Nov2023-Feb2024,Mar2024-Apr2024,6.765254199573992,0.42305647123515033,2026-06-19T10:34:30Z
FKID000515,tree_fall,Mysore Road,2191.5870473500004,7.692837425784334,0,2024-03-09 17:05:35.241000+05:30,259.3912234413482,0.035884635622881,0.0,0.292395073697543,Nov2023-Feb2024,Mar2024-Apr2024,5.562185205624129,2.130652220160205,2026-06-19T10:34:30Z
FKID000525,tree_fall,Non-corridor,1938.8078038166668,7.570344176952003,0,2024-03-09 23:55:26.076000+05:30,353.07938036667844,0.0582892347793578,0.0439560439560439,0.36995705270958,Nov2023-Feb2024,Mar2024-Apr2024,5.86952112632007,1.700823050631933,2026-06-19T10:34:30Z
FKID000527,tree_fall,Non-corridor,7741.090977233333,8.954427082196595,1,2024-03-10 00:03:14.368000+05:30,13419.688942302697,0.685466322032265,0.8181818181818182,0.4032654030352723,Nov2023-Feb2024,Mar2024-Apr2024,9.504552746190292,0.5501256639936969,2026-06-19T10:34:30Z
FKID000528,tree_fall,Non-corridor,7725.8088132,8.95245122493303,1,2024-03-10 00:18:36.647000+05:30,25398.966345849585,0.8668142198607,1.0,0.3483712215880023,Nov2023-Feb2024,Mar2024-Apr2024,10.142503128039198,1.190051903106168,2026-06-19T10:34:30Z
FKID000529,tree_fall,Non-corridor,7714.292728683333,8.950959706875032,1,2024-03-10 00:30:11.103000+05:30,13419.688942302697,0.685466322032265,0.8181818181818182,0.4032654030352723,Nov2023-Feb2024,Mar2024-Apr2024,9.504552746190292,0.5535930393152597,2026-06-19T10:34:30Z
