event_id,event_cause,operational_risk_score,ors_percentile,operational_tier,ors_base,robustness_factor,reliability_factor,tail_risk_prob_z,fragility_signal_z,obi_signal_z,drift_score_z,novelty_score_z,critical_alert_indicator,duration_reliability,robustness_score,service_tier,in_layer5_flag,quality_factor,data_quality_flag,coverage_missing_signals,coverage_flag,contrib_tail_risk_prob_z,contrib_fragility_signal_z,contrib_obi_signal_z,contrib_drift_score_z,contrib_novelty_score_z,contrib_critical_alert_indicator,generated_at
FKID005787,others,44.94593562114056,0.6463693539165237,Elevated,0.6639626158937766,1.0,0.8461684164370783,1.0,6.750532109989306,-1.0338461374891517,7.029507178438779,2.911617005553402,0.0,0.4872280547902609,,,False,0.8,flagged,0,False,0.06123499142367067,0.024013722126929673,-0.07407804459691252,0.06273584905660377,0.03959405374499714,0.0,2026-06-20T01:47:21.561543+00:00
FKID005788,vehicle_breakdown,44.722074733011034,0.6395082904516867,Elevated,0.5101722668863825,1.0,0.8766073272848213,1.0,-0.7012013187125369,-1.0338461374891517,3.537826237192786,1.2974761792787477,0.0,0.5886910909494042,,,False,1.0,ok,0,False,0.06123499142367067,-0.04070897655803316,-0.07407804459691252,0.04343910806174957,0.016895368782161236,0.0,2026-06-20T01:47:21.561543+00:00
FKID005201,vehicle_breakdown,41.75797193428537,0.5548885077186964,Normal,0.47695672973242614,1.0,0.8755086013297619,1.0,-0.9439896259133488,-1.0338461374891517,3.737544084971703,1.358239231759779,0.0,0.5850286710992064,,,False,1.0,ok,0,False,0.06123499142367067,-0.06635220125786163,-0.07407804459691252,0.04566895368782162,0.01815323041738136,0.0,2026-06-20T01:47:21.561543+00:00
FKID005791,vehicle_breakdown,37.09759498371438,0.4262435677530017,Normal,0.4205231768792845,1.0,0.8821771788898005,0.0,0.6995004535998398,-1.0338461374891517,2.491936721343478,1.1861632641364712,0.0,0.6072572629660019,,,False,1.0,ok,0,False,-0.027444253859348195,0.0032590051457976003,-0.07407804459691252,0.030274442538593474,0.014551172098341914,0.0,2026-06-20T01:47:21.561543+00:00
FKID005792,pot_holes,38.37176486627254,0.4528301886792453,Normal,0.4446425306464141,1.0,0.8629800844846824,-311.87946428571547,6.750532109989306,-1.0338461374891517,5.281861239095111,1.480374060219252,0.0,0.5432669482822748,,,False,1.0,ok,0,False,-0.06449399656946826,0.024013722126929673,-0.07407804459691252,0.05703259005145797,0.02046883933676387,0.0,2026-06-20T01:47:21.561543+00:00
FKID005795,pot_holes,22.464517882734395,0.12035448827901658,Normal,0.3270097192664133,1.0,0.8587098700433676,0.0,-1.1867779331141608,-1.0338461374891517,3.98382148834869,1.4210698726408104,0.0,0.5290329001445587,,,False,0.8,flagged,0,False,-0.027444253859348195,-0.08650657518582047,-0.07407804459691252,0.04841337907375643,0.01932532875929103,0.0,2026-06-20T01:47:21.561543+00:00
FKID005807,vehicle_breakdown,53.9594021341177,0.8113207547169812,Critical,0.6210575610504513,1.0,0.868830934814661,1.0,6.750532109989306,-1.0338461374891517,4.987941248447702,1.2441058415027493,0.0,0.5627697827155366,,,False,1.0,ok,0,False,0.06123499142367067,0.024013722126929673,-0.07407804459691252,0.05527444253859349,0.0158947970268725,0.0,2026-06-20T01:47:21.561543+00:00
FKID005809,vehicle_breakdown,36.14985985030955,0.39994282447112633,Normal,0.40944694515618785,1.0,0.8828948482328962,0.0,0.6995004535998398,-1.0338461374891517,2.3554343166209084,0.9211082114961552,0.0,0.609649494109654,,,False,1.0,ok,0,False,-0.027444253859348195,0.0032590051457976003,-0.07407804459691252,0.028301886792452824,0.008919382504288165,0.0,2026-06-20T01:47:21.561543+00:00
FKID005811,others,30.93853841863126,0.26786735277301316,Normal,0.44493904240377496,1.0,0.8691791310188913,-311.87946428571547,6.750532109989306,-1.0338461374891517,4.752623060302431,1.6996695867663538,0.0,0.5639304367296377,,,False,0.8,flagged,0,False,-0.06449399656946826,0.024013722126929673,-0.07407804459691252,0.05368782161234992,0.024013722126929673,0.0,2026-06-20T01:47:21.561543+00:00
FKID005202,vehicle_breakdown,56.703552628396054,0.8530588907947398,Critical,0.6555885577601176,1.0,0.8649259044747408,1.0,6.750532109989306,-1.0338461374891517,7.128300728652163,2.2929716734027483,0.0,0.5497530149158025,,,False,1.0,ok,0,False,0.06123499142367067,0.024013722126929673,-0.07407804459691252,0.06295025728987992,0.03316180674671241,0.0,2026-06-20T01:47:21.561543+00:00
FKID005812,vehicle_breakdown,41.672640296743566,0.5534591194968553,Normal,0.4771064987855651,1.0,0.8734452455126435,1.0,-0.9533276377287646,-1.0338461374891517,4.128527390177951,1.3419775429979597,0.0,0.5781508183754781,,,False,1.0,ok,0,False,0.06123499142367067,-0.07012578616352201,-0.07407804459691252,0.04991423670668954,0.017781589479702688,0.0,2026-06-20T01:47:21.561543+00:00
FKID005813,vehicle_breakdown,54.42460448956378,0.8187535734705546,Critical,0.6266121600896256,1.0,0.8685532767474432,1.0,6.750532109989306,-1.0338461374891517,5.039064484205183,1.4289716988318824,0.0,0.5618442558248107,,,False,1.0,ok,0,False,0.06123499142367067,0.024013722126929673,-0.07407804459691252,0.05561749571183533,0.019496855345911945,0.0,2026-06-20T01:47:21.561543+00:00
FKID005814,vehicle_breakdown,34.08360125182096,0.3467695826186392,Normal,0.3867437411027083,1.0,0.8812967768952028,0.0,-0.0662165152642594,-1.0338461374891517,2.6561118540762765,1.205557817277353,0.0,0.6043225896506759,,,False,1.0,ok,0,False,-0.027444253859348195,-0.023613493424814183,-0.07407804459691252,0.033404802744425394,0.014894225271583761,0.0,2026-06-20T01:47:21.561543+00:00
FKID000002,others,24.194198658522765,0.14208118925100058,Normal,0.7783299550696708,0.6645444544332676,0.7796006787427318,1101.093750000004,6.750532109989306,-1.0338461374891517,11.419589619133838,3.810790591702872,0.0,0.2653355958091057,0.6709110911334648,normal,True,0.6000000000000001,flagged,0,False,0.14391080617495713,0.024013722126929673,-0.07407804459691252,0.06959691252144083,0.045883361921097765,0.0,2026-06-20T01:47:21.561543+00:00
FKID004433,vehicle_breakdown,26.72287606799288,0.1835334476843911,Normal,0.41505760489866156,1.0,0.8047941946069572,0.0,-0.9439896259133488,-1.0338461374891517,8.877156129250714,3.4991160310064444,0.0,0.3493139820231905,,,False,0.8,flagged,0,False,-0.027444253859348195,-0.06635220125786163,-0.07407804459691252,0.06638078902229846,0.04431103487707261,0.0,2026-06-20T01:47:21.561543+00:00
FKID005823,vehicle_breakdown,62.428713164561024,0.9179531160663236,Critical,0.7054376335601961,1.0,0.8849643142724946,1.0,0.7530452903058046,0.51286066452653,1.986068485813218,1.3884573311498265,0.0,0.6165477142416484,,,False,1.0,ok,0,False,0.06123499142367067,0.014322469982847343,0.029631217838765,0.02178387650085763,0.018582046883933678,0.0,2026-06-20T01:47:21.561543+00:00
FKID005825,vehicle_breakdown,57.81131903145692,0.8676386506575186,Critical,0.8978089511914111,1.0,0.8048945011455402,10.19531250000004,6.985808362656562,15.195419911932614,8.21832435672572,3.887183127783226,0.0,0.3496483371518004,,,False,0.8,flagged,0,False,0.12002572898799313,0.07584333905088624,0.0550385934819897,0.06505145797598627,0.046226415094339626,0.0,2026-06-20T01:47:21.561543+00:00
FKID004440,vehicle_breakdown,53.09162063957172,0.8004574042309891,Critical,0.5991820927708349,1.0,0.8860682133215438,1.0,-0.0241033246314216,-0.8254616254833401,1.7800929791801057,1.2100922043694746,0.0,0.6202273777384792,,,False,1.0,ok,0,False,0.06123499142367067,-0.009805603201829617,-0.01672384219554031,0.017324185248713552,0.014979988564894221,0.0,2026-06-20T01:47:21.561543+00:00
FKID005827,vehicle_breakdown,73.49030807672216,0.9868496283590623,Emergency,0.8392558375801522,1.0,0.8756603741788516,1.0,6.985808362656562,15.195419911932614,3.7289984841100337,2.7045293811656963,0.0,0.5855345805961718,,,False,1.0,ok,0,False,0.06123499142367067,0.07584333905088624,0.0550385934819897,0.04554030874785591,0.037793024585477425,0.0,2026-06-20T01:47:21.561543+00:00
FKID005828,vehicle_breakdown,56.98358735752348,0.8564894225271584,Critical,0.6561789399699114,1.0,0.8684153648719116,0.0,0.7530452903058046,0.5091707601885089,5.086207461623522,2.4866047189709195,0.0,0.5613845495730387,,,False,1.0,ok,0,False,-0.027444253859348195,0.014322469982847343,0.029588336192109776,0.055917667238421946,0.03533447684391081,0.0,2026-06-20T01:47:21.561543+00:00
FKID005831,vehicle_breakdown,58.886859096717785,0.8802172670097198,Critical,0.6643738979172829,1.0,0.8863511838938837,1.0,-0.0241033246314216,0.9890103443856018,1.726820027418724,1.2320452017764478,0.0,0.6211706129796123,,,False,1.0,ok,0,False,0.06123499142367067,-0.009805603201829617,0.030274442538593474,0.01655231560891939,0.015551743853630652,0.0,2026-06-20T01:47:21.561543+00:00
FKID004444,road_conditions,39.42710386202596,0.48456260720411665,Normal,0.8410640306512459,1.0,0.7812941390343586,1.0,6.985808362656562,0.6380113156836597,7.6138977714684515,3.952959710169554,0.0,0.270980463447862,,,False,0.6000000000000001,flagged,0,False,0.06123499142367067,0.07584333905088624,0.02986706689536878,0.06406518010291595,0.04668381932532876,0.0,2026-06-20T01:47:21.561543+00:00
FKID005836,construction,27.749756395843516,0.20240137221269297,Normal,0.3938867470954127,1.0,0.8806388067279142,-333.0230263157908,-0.9389606055917072,-0.0225524825769244,2.6760996843709024,2.0162873842477573,0.0,0.6021293557597138,,,False,0.8,flagged,0,False,-0.09228130360205833,-0.06360777587192681,0.020690394511149235,0.03396226415094339,0.02940251572327044,0.0,2026-06-20T01:47:21.561543+00:00
FKID005837,construction,27.72398790041069,0.20154373927958832,Normal,0.3934568517091161,1.0,0.8807823456365657,-333.0230263157908,-0.9389606055917072,-0.0225524825769244,2.6643977937001777,2.0162873842477573,0.0,0.6026078187885522,,,False,0.8,flagged,0,False,-0.09228130360205833,-0.06360777587192681,0.020690394511149235,0.03366209262435677,0.02940251572327044,0.0,2026-06-20T01:47:21.561543+00:00
FKID005838,vehicle_breakdown,54.93011812685102,0.8264722698684963,Critical,0.6202700681691575,1.0,0.8855838923355996,1.0,-0.3650328933575664,-0.0136503081082939,1.8695442793821904,1.0536847331787689,0.0,0.6186129744519987,,,False,1.0,ok,0,False,0.06123499142367067,-0.03230417381360778,0.021719554030874794,0.019125214408233275,0.012006861063464836,0.0,2026-06-20T01:47:21.561543+00:00
FKID005839,vehicle_breakdown,73.32839552344849,0.9859919954259577,Emergency,0.8370102809672727,1.0,0.8760752070895489,1.0,6.985808362656562,15.195419911932614,3.650869428188728,2.583574173695698,0.0,0.586917356965163,,,False,1.0,ok,0,False,0.06123499142367067,0.07584333905088624,0.0550385934819897,0.04446826758147513,0.036106346483704976,0.0,2026-06-20T01:47:21.561543+00:00
FKID005204,vehicle_breakdown,71.12884937283575,0.9799885648942253,Emergency,0.8120685850389653,1.0,0.8758970693272513,1.0,6.985808362656562,0.6380113156836597,3.685197748650252,2.203830414038197,0.0,0.5863235644241709,,,False,1.0,ok,0,False,0.06123499142367067,0.07584333905088624,0.02986706689536878,0.0449828473413379,0.031989708404802746,0.0,2026-06-20T01:47:21.561543+00:00
FKID005842,vehicle_breakdown,73.35081593525133,0.9862778730703259,Emergency,0.8374427247127845,1.0,0.8758905387876916,1.0,6.985808362656562,15.195419911932614,3.685389155234827,2.572158876683369,0.0,0.5863017959589722,,,False,1.0,ok,0,False,0.06123499142367067,0.07584333905088624,0.0550385934819897,0.04502572898799314,0.03607775871926815,0.0,2026-06-20T01:47:21.561543+00:00
FKID005844,others,34.15716572015202,0.3496283590623213,Normal,0.38645900950650414,1.0,0.8838496420039381,-353.43750000000136,-0.3650328933575664,-0.0136503081082939,2.072642781442022,3.1494207696875907,0.0,0.612832140013127,,,False,1.0,ok,0,False,-0.13134648370497426,-0.03230417381360778,0.021719554030874794,0.023327615780445975,0.0415666094911378,0.0,2026-06-20T01:47:21.561543+00:00
FKID005845,vehicle_breakdown,53.351192052423194,0.8053173241852487,Critical,0.6073308609832995,1.0,0.8784535000583522,0.0,0.0185450217479124,6.059676823672039,3.2050914893887548,1.3910902999144672,0.0,0.5948450001945074,,,False,1.0,ok,0,False,-0.027444253859348195,-0.0010863350485991964,0.04232418524871354,0.04022298456260721,0.01866781017724414,0.0,2026-06-20T01:47:21.561543+00:00
FKID004467,procession,39.58208148358829,0.4908519153802173,Normal,0.8200935067005327,1.0,0.8044221209773618,1.0,6.911329231764804,0.4537988911398184,6.585096605263487,4.688918862562344,0.0,0.3480737365912059,,,False,0.6000000000000001,flagged,0,False,0.06123499142367067,0.05140080045740423,0.02950257289879931,0.061578044596912525,0.049113779302458554,0.0,2026-06-20T01:47:21.561543+00:00
FKID005852,others,28.431284493115562,0.21726700971983992,Normal,0.4022811849619592,1.0,0.8834394186184752,-353.43750000000136,-0.3650328933575664,3.0258896768649954,2.050996955195134,2.930094209987729,0.0,0.6114647287282505,,,False,0.8,flagged,0,False,-0.13134648370497426,-0.03230417381360778,0.03494854202401372,0.022941680960548876,0.03976558033161807,0.0,2026-06-20T01:47:21.561543+00:00
FKID005855,vehicle_breakdown,64.12086933660122,0.9313893653516295,Emergency,0.7382969220019222,1.0,0.8684970426631992,0.0,6.911329231764804,28.6267184287849,5.064720576396287,2.314533097529103,0.0,0.5616568088773304,,,False,1.0,ok,0,False,-0.027444253859348195,0.05140080045740423,0.0596483704974271,0.055746140651801036,0.03350485991995426,0.0,2026-06-20T01:47:21.561543+00:00
FKID005856,accident,44.38818112844282,0.6327901658090337,Elevated,0.5028408785202263,1.0,0.8827480625495198,-311.87946428571547,-0.3650328933575664,3.0258896768649954,2.3845614049424757,2.446222420532121,0.0,0.6091602084983991,,,False,1.0,ok,0,False,-0.06449399656946826,-0.03230417381360778,0.03494854202401372,0.028795025728987997,0.03494854202401372,0.0,2026-06-20T01:47:21.561543+00:00
FKID005857,accident,44.38818112844282,0.6327901658090337,Elevated,0.5028408785202263,1.0,0.8827480625495198,-311.87946428571547,-0.3650328933575664,3.0258896768649954,2.3845614049424757,2.446222420532121,0.0,0.6091602084983991,,,False,1.0,ok,0,False,-0.06449399656946826,-0.03230417381360778,0.03494854202401372,0.028795025728987997,0.03494854202401372,0.0,2026-06-20T01:47:21.561543+00:00
FKID005860,vehicle_breakdown,59.32448700800499,0.8882218410520297,Critical,0.6840920280703918,1.0,0.8672003849444159,-311.87946428571547,6.911329231764804,9.183178160590844,5.306861034740723,2.539184074196031,0.0,0.557334616481386,,,False,1.0,ok,0,False,-0.06449399656946826,0.05140080045740423,0.0489279588336192,0.05711835334476843,0.03582046883933676,0.0,2026-06-20T01:47:21.561543+00:00
FKID004490,road_conditions,21.054337425034173,0.1072041166380789,Normal,0.30193050541457017,1.0,0.8716549440791517,0.0,-1.2428060040066558,-1.0338461374891517,2.2440412945019386,1.8127204529474088,0.0,0.5721831469305056,,,False,0.8,flagged,0,False,-0.027444253859348195,-0.0908805031446541,-0.07407804459691252,0.026415094339622636,0.02630074328187536,0.0,2026-06-20T01:47:21.561543+00:00
FKID004492,pot_holes,27.055138855337116,0.19010863350485993,Normal,0.8791621434275548,0.6586792330533098,0.7786738076138723,1101.093750000004,6.866918216669885,0.3825569248700615,11.131162933326404,4.227239386196223,0.0,0.2622460253795743,0.6826415338933803,normal,True,0.6000000000000001,flagged,0,False,0.14391080617495713,0.040308747855917676,0.02935248713550601,0.06903945111492281,0.04814179531160663,0.0,2026-06-20T01:47:21.561543+00:00
FKID005862,vehicle_breakdown,56.41712019880706,0.8487707261292167,Critical,0.6458230694755175,1.0,0.8735692926643864,0.0,0.7260663923455583,9.518157774946047,4.120790960553781,1.4571825091114745,0.0,0.5785643088812882,,,False,1.0,ok,0,False,-0.027444253859348195,0.00849056603773586,0.04916380789022299,0.049871355060034296,0.02004002287021155,0.0,2026-06-20T01:47:21.561543+00:00
FKID004495,construction,34.67944307419103,0.3630646083476272,Normal,0.7324390209300347,1.0,0.7891315200127705,1101.093750000004,-0.8132574604975269,-0.9666911509238464,26.83534931801299,5.321398169775932,0.0,0.297105066709235,,,False,0.6000000000000001,flagged,0,False,0.14391080617495713,-0.05909090909090908,-0.03966552315608919,0.07294168096054889,0.04974271012006862,0.0,2026-06-20T01:47:21.561543+00:00
FKID005205,construction,26.677460446522065,0.18238993710691823,Normal,0.3041766641754461,1.0,0.8770383658075351,-333.0230263157908,-0.7292153541587842,-1.0338461374891517,3.251932317074116,2.4314784476623577,0.0,0.5901278860251171,,,False,1.0,ok,0,False,-0.09228130360205833,-0.04714122355631789,-0.07407804459691252,0.04073756432246998,0.03484848484848485,0.0,2026-06-20T01:47:21.561543+00:00
FKID005206,vehicle_breakdown,53.20781928530385,0.803030303030303,Critical,0.615156382169437,1.0,0.864947854359551,1.0,-0.8132574604975269,-0.9666911509238464,17.841961750665078,3.362507123565567,0.0,0.5498261811985033,,,False,1.0,ok,0,False,0.06123499142367067,-0.05909090909090908,-0.03966552315608919,0.07204116638078903,0.04365351629502573,0.0,2026-06-20T01:47:21.561543+00:00
FKID004497,accident,55.36047099059874,0.834190966266438,Critical,0.6258794619123269,1.0,0.8845228891430477,1.0,-0.022539811946212,-0.7451276762141477,1.9764910014027384,1.870229142957586,0.0,0.6150762971434923,,,False,1.0,ok,0,False,0.06123499142367067,-0.009719839908519157,-0.014622641509433959,0.02148370497427101,0.02738707833047456,0.0,2026-06-20T01:47:21.561543+00:00
FKID005865,vehicle_breakdown,62.01366579615778,0.9150943396226415,Critical,0.7084758533426838,1.0,0.8753109298442425,0.0,6.866918216669885,42.36264759474495,3.790317388282236,1.854244084985251,0.0,0.5843697661474749,,,False,1.0,ok,0,False,-0.027444253859348195,0.040308747855917676,0.06153516295025729,0.04639794168096054,0.02720125786163522,0.0,2026-06-20T01:47:21.561543+00:00
FKID004499,pot_holes,34.55713909766515,0.36049170954831333,Normal,0.4328270886834416,1.0,0.7984051830669807,-311.87946428571547,-0.8132574604975269,-0.9666911509238464,17.783425599242285,3.8838691959778577,0.0,0.3280172768899357,,,False,1.0,ok,0,False,-0.06449399656946826,-0.05909090909090908,-0.03966552315608919,0.07199828473413379,0.046197827329902796,0.0,2026-06-20T01:47:21.561543+00:00
FKID005867,road_conditions,25.889603723455043,0.16866781017724414,Normal,0.367158726539785,1.0,0.8814172812752711,-311.87946428571547,-1.1961159449295766,-0.1299695813203666,2.102320127876355,1.7765076826807875,0.0,0.6047242709175703,,,False,0.8,flagged,0,False,-0.06449399656946826,-0.08896512292738708,0.013164665523156094,0.023885077186963987,0.0256718124642653,0.0,2026-06-20T01:47:21.561543+00:00
FKID005868,others,39.23767697096838,0.47970268724985704,Normal,0.6057753626323962,1.0,0.8096581544778639,-353.43750000000136,6.866918216669885,42.36264759474495,4.75340200765632,4.050025711965432,0.0,0.3655271815928799,,,False,0.8,flagged,0,False,-0.13134648370497426,0.040308747855917676,0.06153516295025729,0.05373070325900514,0.04736992567181247,0.0,2026-06-20T01:47:21.561543+00:00
FKID001592,pot_holes,28.31093124506881,0.2138364779874214,Normal,0.8984797579073528,0.6645056840807293,0.7903071430900191,1101.093750000004,6.866918216669885,42.36264759474495,10.99671057334714,4.529698560771744,0.0,0.3010238103000637,0.6709886318385415,normal,True,0.6000000000000001,flagged,0,False,0.14391080617495713,0.040308747855917676,0.06153516295025729,0.06891080617495711,0.04874213836477988,0.0,2026-06-20T01:47:21.561543+00:00
