event_id,event_cause,corridor,n_meaningful_matches,mean_similarity,ims_score,ims_interpretation,confidence_score,confidence_level,diversity_score,diversity_interpretation
FKID001980,procession,Magadi Road,1372,0.5496,3.971,Strong institutional memory -- high reliability,0.8207,High,0.267,Low diversity -- retrieved events strongly agree; predictions reliable
FKID001988,public_event,CBD 2,2236,0.528,4.0722,Strong institutional memory -- high reliability,1.0,Very High,0.0,Low diversity -- retrieved events strongly agree; predictions reliable
FKID002005,protest,Tumkur Road,551,0.6046,3.8174,Strong institutional memory -- high reliability,0.6658,Moderate,0.3743,Low diversity -- retrieved events strongly agree; predictions reliable
FKID002008,vip_movement,Mysore Road,673,0.5655,3.6835,Strong institutional memory -- high reliability,0.9238,Very High,0.1339,Low diversity -- retrieved events strongly agree; predictions reliable
FKID002015,vip_movement,Mysore Road,673,0.5655,3.6835,Strong institutional memory -- high reliability,0.9238,Very High,0.1339,Low diversity -- retrieved events strongly agree; predictions reliable
FKID002017,vip_movement,Non-corridor,2497,0.5694,4.4547,Strong institutional memory -- high reliability,1.0,Very High,0.0,Low diversity -- retrieved events strongly agree; predictions reliable
FKID002051,vip_movement,Non-corridor,2497,0.5694,4.4547,Strong institutional memory -- high reliability,1.0,Very High,0.0,Low diversity -- retrieved events strongly agree; predictions reliable
FKID002054,vip_movement,Non-corridor,2497,0.5694,4.4547,Strong institutional memory -- high reliability,1.0,Very High,0.0,Low diversity -- retrieved events strongly agree; predictions reliable
FKID002057,vip_movement,Mysore Road,673,0.5655,3.6835,Strong institutional memory -- high reliability,0.9238,Very High,0.1339,Low diversity -- retrieved events strongly agree; predictions reliable
FKID002071,procession,Mysore Road,1634,0.5809,4.2981,Strong institutional memory -- high reliability,0.7686,High,0.1786,Low diversity -- retrieved events strongly agree; predictions reliable
FKID002110,procession,Non-corridor,3114,0.6673,5.3674,Strong institutional memory -- high reliability,0.9683,Very High,0.079,Low diversity -- retrieved events strongly agree; predictions reliable
FKID002212,procession,Bannerghata Road,2123,0.5381,4.1226,Strong institutional memory -- high reliability,0.7445,High,0.2484,Low diversity -- retrieved events strongly agree; predictions reliable
FKID002254,procession,Non-corridor,2613,0.568,4.4694,Strong institutional memory -- high reliability,0.9532,Very High,0.0791,Low diversity -- retrieved events strongly agree; predictions reliable
FKID002282,procession,Hennur Main Road,2231,0.528,4.0715,Strong institutional memory -- high reliability,0.7596,High,0.2122,Low diversity -- retrieved events strongly agree; predictions reliable
FKID002292,procession,Magadi Road,1983,0.5443,4.1327,Strong institutional memory -- high reliability,0.84,High,0.2367,Low diversity -- retrieved events strongly agree; predictions reliable
FKID002408,public_event,Old Airport Road,366,0.5542,3.2725,Strong institutional memory -- high reliability,0.9412,Very High,0.1342,Low diversity -- retrieved events strongly agree; predictions reliable
FKID002409,public_event,Old Airport Road,367,0.554,3.2733,Strong institutional memory -- high reliability,0.9412,Very High,0.1342,Low diversity -- retrieved events strongly agree; predictions reliable
FKID002410,public_event,Old Airport Road,364,0.5544,3.2706,Strong institutional memory -- high reliability,0.9411,Very High,0.1341,Low diversity -- retrieved events strongly agree; predictions reliable
FKID002411,public_event,Old Airport Road,292,0.5643,3.2054,Strong institutional memory -- high reliability,0.9374,Very High,0.1321,Low diversity -- retrieved events strongly agree; predictions reliable
FKID002416,public_event,Old Airport Road,370,0.5538,3.2766,Strong institutional memory -- high reliability,0.9412,Very High,0.1342,Low diversity -- retrieved events strongly agree; predictions reliable
FKID002440,public_event,Non-corridor,3103,0.6504,5.2299,Strong institutional memory -- high reliability,0.953,Very High,0.0972,Low diversity -- retrieved events strongly agree; predictions reliable
FKID002445,public_event,Non-corridor,3145,0.6659,5.3633,Strong institutional memory -- high reliability,0.9487,Very High,0.1385,Low diversity -- retrieved events strongly agree; predictions reliable
FKID002483,public_event,Old Madras Road,403,0.5666,3.4002,Strong institutional memory -- high reliability,0.9222,Very High,0.0778,Low diversity -- retrieved events strongly agree; predictions reliable
FKID002602,procession,Non-corridor,3131,0.6689,5.3845,Strong institutional memory -- high reliability,0.9676,Very High,0.0523,Low diversity -- retrieved events strongly agree; predictions reliable
FKID002639,protest,Non-corridor,3099,0.6657,5.3519,Strong institutional memory -- high reliability,0.8542,Very High,0.2475,Low diversity -- retrieved events strongly agree; predictions reliable
FKID002684,procession,Hosur Road,2169,0.5429,4.1706,Strong institutional memory -- high reliability,0.7864,High,0.2122,Low diversity -- retrieved events strongly agree; predictions reliable
FKID002883,public_event,Hennur Main Road,242,0.5827,3.2008,Strong institutional memory -- high reliability,0.7145,High,0.2947,Low diversity -- retrieved events strongly agree; predictions reliable
FKID003127,public_event,Non-corridor,2329,0.5626,4.3622,Strong institutional memory -- high reliability,0.9435,Very High,0.0377,Low diversity -- retrieved events strongly agree; predictions reliable
FKID003153,procession,Non-corridor,3121,0.6566,5.2835,Strong institutional memory -- high reliability,0.9455,Very High,0.0448,Low diversity -- retrieved events strongly agree; predictions reliable
FKID003180,procession,Non-corridor,2167,0.5602,4.3029,Strong institutional memory -- high reliability,0.9188,Very High,0.085,Low diversity -- retrieved events strongly agree; predictions reliable
FKID003577,public_event,Mysore Road,2145,0.5713,4.3826,Strong institutional memory -- high reliability,0.8151,High,0.2376,Low diversity -- retrieved events strongly agree; predictions reliable
FKID003704,public_event,Mysore Road,822,0.5722,3.841,Strong institutional memory -- high reliability,0.843,High,0.1868,Low diversity -- retrieved events strongly agree; predictions reliable
FKID003731,procession,Non-corridor,3027,0.6242,5.0034,Strong institutional memory -- high reliability,0.9228,Very High,0.1552,Low diversity -- retrieved events strongly agree; predictions reliable
FKID003755,public_event,Non-corridor,2806,0.5737,4.5551,Strong institutional memory -- high reliability,1.0,Very High,0.0,Low diversity -- retrieved events strongly agree; predictions reliable
FKID003758,public_event,Non-corridor,2806,0.5737,4.5551,Strong institutional memory -- high reliability,1.0,Very High,0.0,Low diversity -- retrieved events strongly agree; predictions reliable
FKID003763,public_event,ORR West 1,348,0.5661,3.3144,Strong institutional memory -- high reliability,0.8444,High,0.1,Low diversity -- retrieved events strongly agree; predictions reliable
FKID003783,procession,Non-corridor,3127,0.6686,5.3812,Strong institutional memory -- high reliability,0.9498,Very High,0.0717,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004092,procession,Non-corridor,3078,0.6549,5.2601,Strong institutional memory -- high reliability,0.9716,Very High,0.0449,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004127,procession,Non-corridor,3054,0.6527,5.2375,Strong institutional memory -- high reliability,0.9509,Very High,0.1597,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004161,protest,Non-corridor,3040,0.6494,5.2085,Strong institutional memory -- high reliability,0.8295,High,0.2475,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004165,protest,Non-corridor,2876,0.6146,4.8952,Strong institutional memory -- high reliability,0.7754,High,0.194,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004184,procession,Non-corridor,1542,0.5624,4.1285,Strong institutional memory -- high reliability,0.9302,Very High,0.1418,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004386,public_event,Magadi Road,967,0.5572,3.8305,Strong institutional memory -- high reliability,0.8531,Very High,0.133,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004418,procession,Non-corridor,2988,0.6468,5.1763,Strong institutional memory -- high reliability,0.9553,Very High,0.1207,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004426,public_event,Non-corridor,2521,0.5724,4.4838,Strong institutional memory -- high reliability,0.992,Very High,0.02,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004430,public_event,Non-corridor,3004,0.6237,4.9943,Strong institutional memory -- high reliability,0.8898,Very High,0.1926,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004449,procession,Non-corridor,3077,0.658,5.2854,Strong institutional memory -- high reliability,0.9477,Very High,0.0785,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004467,procession,Non-corridor,1895,0.5598,4.2248,Strong institutional memory -- high reliability,0.937,Very High,0.1303,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004471,procession,Non-corridor,3001,0.6493,5.1989,Strong institutional memory -- high reliability,0.9524,Very High,0.115,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004485,procession,Magadi Road,782,0.5679,3.7842,Strong institutional memory -- high reliability,0.8579,Very High,0.1786,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004486,public_event,Bellary Road 1,711,0.5643,3.7063,Strong institutional memory -- high reliability,0.8296,High,0.1556,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004488,procession,Hennur Main Road,1363,0.5324,3.8428,Strong institutional memory -- high reliability,0.7639,High,0.2122,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004505,procession,Non-corridor,3031,0.6531,5.2362,Strong institutional memory -- high reliability,0.9536,Very High,0.1207,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004509,procession,Non-corridor,2268,0.5651,4.3667,Strong institutional memory -- high reliability,0.9644,Very High,0.0865,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004527,public_event,Non-corridor,2914,0.6164,4.9173,Strong institutional memory -- high reliability,0.941,Very High,0.1528,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004535,protest,Non-corridor,3035,0.6518,5.2265,Strong institutional memory -- high reliability,0.796,High,0.2955,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004609,public_event,Non-corridor,3050,0.6486,5.2037,Strong institutional memory -- high reliability,0.962,Very High,0.08,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004629,public_event,Magadi Road,1135,0.5561,3.9126,Strong institutional memory -- high reliability,0.8512,Very High,0.1503,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004632,public_event,Non-corridor,2521,0.5724,4.4838,Strong institutional memory -- high reliability,0.992,Very High,0.02,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004641,public_event,Non-corridor,1284,0.5608,4.0147,Strong institutional memory -- high reliability,0.9226,Very High,0.119,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004671,procession,Magadi Road,775,0.5648,3.7585,Strong institutional memory -- high reliability,0.8459,High,0.1786,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004700,public_event,West of Chord Road,951,0.5478,3.7574,Strong institutional memory -- high reliability,0.8441,High,0.1459,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004703,procession,Magadi Road,2261,0.5383,4.1579,Strong institutional memory -- high reliability,0.8035,High,0.2699,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004707,public_event,Non-corridor,2806,0.5737,4.5551,Strong institutional memory -- high reliability,1.0,Very High,0.0,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004711,public_event,Non-corridor,1056,0.5615,3.91,Strong institutional memory -- high reliability,0.8647,Very High,0.1378,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004721,vip_movement,Non-corridor,2879,0.6147,4.8966,Strong institutional memory -- high reliability,0.7843,High,0.1584,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004738,procession,Non-corridor,2934,0.646,5.1577,Strong institutional memory -- high reliability,0.958,Very High,0.1207,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004747,procession,Non-corridor,2991,0.6458,5.169,Strong institutional memory -- high reliability,0.9537,Very High,0.1597,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004750,procession,Non-corridor,1701,0.5662,4.2123,Strong institutional memory -- high reliability,0.9286,Very High,0.119,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004753,procession,Non-corridor,2989,0.6462,5.1717,Strong institutional memory -- high reliability,0.9383,Very High,0.1877,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004771,public_event,Non-corridor,2806,0.5737,4.5551,Strong institutional memory -- high reliability,1.0,Very High,0.0,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004792,public_event,ORR North 1,388,0.5663,3.3772,Strong institutional memory -- high reliability,0.7824,High,0.0778,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004801,procession,Magadi Road,1258,0.5525,3.944,Strong institutional memory -- high reliability,0.8748,Very High,0.1786,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004884,public_event,Non-corridor,2958,0.6327,5.0567,Strong institutional memory -- high reliability,0.9672,Very High,0.0865,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004885,public_event,Non-corridor,2959,0.6328,5.0577,Strong institutional memory -- high reliability,0.9672,Very High,0.0865,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004887,public_event,Non-corridor,2958,0.6327,5.0567,Strong institutional memory -- high reliability,0.9672,Very High,0.0865,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004901,procession,Non-corridor,3015,0.6484,5.1944,Strong institutional memory -- high reliability,0.9524,Very High,0.1597,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004902,procession,Non-corridor,3004,0.6468,5.1797,Strong institutional memory -- high reliability,0.9508,Very High,0.1597,Low diversity -- retrieved events strongly agree; predictions reliable
FKID004906,public_event,Non-corridor,2980,0.643,5.1437,Strong institutional memory -- high reliability,0.947,Very High,0.1583,Low diversity -- retrieved events strongly agree; predictions reliable
FKID005098,public_event,Non-corridor,3085,0.6462,5.1918,Strong institutional memory -- high reliability,0.9601,Very High,0.1033,Low diversity -- retrieved events strongly agree; predictions reliable
FKID005099,public_event,Non-corridor,3085,0.6462,5.1922,Strong institutional memory -- high reliability,0.9601,Very High,0.1033,Low diversity -- retrieved events strongly agree; predictions reliable
FKID005127,procession,Non-corridor,2985,0.6448,5.1595,Strong institutional memory -- high reliability,0.9547,Very High,0.1597,Low diversity -- retrieved events strongly agree; predictions reliable
FKID005136,public_event,Non-corridor,1267,0.5623,4.0174,Strong institutional memory -- high reliability,0.9216,Very High,0.1802,Low diversity -- retrieved events strongly agree; predictions reliable
FKID005167,public_event,Non-corridor,2891,0.603,4.8056,Strong institutional memory -- high reliability,0.9335,Very High,0.1461,Low diversity -- retrieved events strongly agree; predictions reliable
FKID005248,procession,Non-corridor,2889,0.6179,4.9243,Strong institutional memory -- high reliability,0.8937,Very High,0.1533,Low diversity -- retrieved events strongly agree; predictions reliable
FKID005271,procession,Non-corridor,2930,0.6459,5.1566,Strong institutional memory -- high reliability,0.9257,Very High,0.115,Low diversity -- retrieved events strongly agree; predictions reliable
FKID005273,public_event,Magadi Road,966,0.5572,3.8302,Strong institutional memory -- high reliability,0.8531,Very High,0.133,Low diversity -- retrieved events strongly agree; predictions reliable
FKID005291,public_event,Non-corridor,2927,0.6193,4.9434,Strong institutional memory -- high reliability,0.9354,Very High,0.1627,Low diversity -- retrieved events strongly agree; predictions reliable
FKID005292,vip_movement,Non-corridor,2890,0.6177,4.9228,Strong institutional memory -- high reliability,0.7826,High,0.3112,Low diversity -- retrieved events strongly agree; predictions reliable
FKID005353,procession,Non-corridor,2053,0.5637,4.2995,Strong institutional memory -- high reliability,0.9379,Very High,0.1313,Low diversity -- retrieved events strongly agree; predictions reliable
FKID005354,procession,Non-corridor,2949,0.6452,5.1545,Strong institutional memory -- high reliability,0.9384,Very High,0.1877,Low diversity -- retrieved events strongly agree; predictions reliable
FKID005473,public_event,Bannerghata Road,302,0.5669,3.239,Strong institutional memory -- high reliability,0.7949,High,0.1244,Low diversity -- retrieved events strongly agree; predictions reliable
FKID005634,public_event,Mysore Road,745,0.5728,3.7888,Strong institutional memory -- high reliability,0.8268,High,0.1607,Low diversity -- retrieved events strongly agree; predictions reliable
FKID005659,procession,Hennur Main Road,1319,0.5325,3.8263,Strong institutional memory -- high reliability,0.7633,High,0.2122,Low diversity -- retrieved events strongly agree; predictions reliable
FKID005754,public_event,Bellary Road 1,2518,0.5578,4.3689,Strong institutional memory -- high reliability,0.8564,Very High,0.1111,Low diversity -- retrieved events strongly agree; predictions reliable
FKID005805,public_event,Non-corridor,2806,0.5737,4.5551,Strong institutional memory -- high reliability,1.0,Very High,0.0,Low diversity -- retrieved events strongly agree; predictions reliable
FKID005806,public_event,Non-corridor,2806,0.5737,4.5551,Strong institutional memory -- high reliability,1.0,Very High,0.0,Low diversity -- retrieved events strongly agree; predictions reliable
FKID005956,procession,Non-corridor,3073,0.6583,5.2864,Strong institutional memory -- high reliability,0.9486,Very High,0.1493,Low diversity -- retrieved events strongly agree; predictions reliable
FKID006105,public_event,Non-corridor,3051,0.6511,5.2245,Strong institutional memory -- high reliability,0.9526,Very High,0.0827,Low diversity -- retrieved events strongly agree; predictions reliable
FKID006248,public_event,Bellary Road 2,899,0.579,3.9383,Strong institutional memory -- high reliability,0.8788,Very High,0.1563,Low diversity -- retrieved events strongly agree; predictions reliable
FKID006283,public_event,Hosur Road,442,0.5625,3.4277,Strong institutional memory -- high reliability,0.8056,High,0.1,Low diversity -- retrieved events strongly agree; predictions reliable
FKID006314,procession,Mysore Road,819,0.5656,3.7948,Strong institutional memory -- high reliability,0.8075,High,0.1546,Low diversity -- retrieved events strongly agree; predictions reliable
FKID006315,procession,Non-corridor,2798,0.5739,4.5547,Strong institutional memory -- high reliability,0.9591,Very High,0.0824,Low diversity -- retrieved events strongly agree; predictions reliable
FKID006401,public_event,Old Airport Road,146,0.5726,2.8575,Strong institutional memory -- high reliability,0.7112,High,0.003,Low diversity -- retrieved events strongly agree; predictions reliable
FKID006473,procession,Bellary Road 2,313,0.5507,3.166,Strong institutional memory -- high reliability,0.7478,High,0.1706,Low diversity -- retrieved events strongly agree; predictions reliable
FKID006547,public_event,Non-corridor,3025,0.6516,5.2226,Strong institutional memory -- high reliability,0.9567,Very High,0.0905,Low diversity -- retrieved events strongly agree; predictions reliable
FKID006581,public_event,Non-corridor,2996,0.6488,5.1937,Strong institutional memory -- high reliability,0.9548,Very High,0.1212,Low diversity -- retrieved events strongly agree; predictions reliable
FKID006633,public_event,Bellary Road 2,1445,0.5608,4.081,Strong institutional memory -- high reliability,0.9273,Very High,0.1753,Low diversity -- retrieved events strongly agree; predictions reliable
FKID006635,public_event,Bellary Road 2,1045,0.5652,3.9299,Strong institutional memory -- high reliability,0.9208,Very High,0.1672,Low diversity -- retrieved events strongly agree; predictions reliable
FKID006638,public_event,Bellary Road 2,1445,0.5608,4.081,Strong institutional memory -- high reliability,0.9273,Very High,0.1753,Low diversity -- retrieved events strongly agree; predictions reliable
FKID006639,public_event,Bellary Road 2,517,0.5959,3.7246,Strong institutional memory -- high reliability,0.8924,Very High,0.1316,Low diversity -- retrieved events strongly agree; predictions reliable
FKID006650,public_event,Non-corridor,3040,0.6505,5.2173,Strong institutional memory -- high reliability,0.9552,Very High,0.0919,Low diversity -- retrieved events strongly agree; predictions reliable
FKID006666,public_event,Mysore Road,1590,0.5809,4.2827,Strong institutional memory -- high reliability,0.8109,High,0.1792,Low diversity -- retrieved events strongly agree; predictions reliable
FKID006703,procession,Hosur Road,978,0.5643,3.8863,Strong institutional memory -- high reliability,0.7128,High,0.2919,Low diversity -- retrieved events strongly agree; predictions reliable
FKID006806,public_event,Non-corridor,3145,0.6659,5.3633,Strong institutional memory -- high reliability,0.9487,Very High,0.1385,Low diversity -- retrieved events strongly agree; predictions reliable
FKID006807,protest,Mysore Road,790,0.6036,4.0279,Strong institutional memory -- high reliability,0.7295,High,0.3576,Low diversity -- retrieved events strongly agree; predictions reliable
FKID006838,procession,Non-corridor,2943,0.6494,5.187,Strong institutional memory -- high reliability,0.9314,Very High,0.1221,Low diversity -- retrieved events strongly agree; predictions reliable
