event_id,quantile_crossing_flag,clamp_flag,fallback_blend_flag,tail_risk_flag,duration_sanity_flag,duration_guard_reason,duration_reliability
FKID005887,0,0,0,0,1,sanitized_ok,0.5498570244886003
FKID005888,0,0,0,0,1,sanitized_ok,0.5943081616920654
FKID004512,0,0,0,0,1,sanitized_ok,0.5880101205776274
FKID005892,0,0,0,0,1,sanitized_ok,0.6138591371228022
FKID005893,0,0,0,0,1,sanitized_ok,0.5835713401032682
FKID005894,0,0,0,0,1,sanitized_ok,0.6045051636922976
FKID005895,0,0,0,0,1,sanitized_ok,0.6057867063579331
FKID005899,0,0,0,0,1,sanitized_ok,0.6485910920245588
FKID005211,0,1,0,0,0,p95_clamped,0.6225349125350085
FKID005900,0,1,0,0,0,p95_clamped,0.5564583442601114
FKID004523,0,0,0,0,1,sanitized_ok,0.5671928741410912
FKID004525,0,1,0,0,0,p95_clamped,0.5545421763788212
FKID004526,0,0,0,1,0,tail_risk_high,0.5520199821826206
FKID004555,0,0,0,0,1,sanitized_ok,0.6498846831217101
FKID005902,0,0,0,0,1,sanitized_ok,0.6072450616207279
FKID004531,1,0,0,1,0,raw_quantile_crossing|tail_risk_high,0.5407883238853544
FKID005904,0,0,0,0,1,sanitized_ok,0.667112515219299
FKID005905,0,0,0,0,1,sanitized_ok,0.6445309947397617
FKID004535,0,1,0,0,0,p95_clamped,0.6530302202269866
FKID005913,0,1,0,0,0,p95_clamped,0.5604703786027776
FKID004536,0,0,0,0,1,sanitized_ok,0.6589925037310316
FKID005915,0,0,0,0,1,sanitized_ok,0.65290202329082
FKID005916,0,0,0,0,1,sanitized_ok,0.5738097791345065
FKID005918,0,1,0,0,0,p95_clamped,0.6195295900882978
FKID004546,0,0,0,0,1,sanitized_ok,0.6503814122289536
FKID004551,0,1,0,0,0,p95_clamped,0.556261082465217
FKID004552,0,0,0,0,1,sanitized_ok,0.5729357523442109
FKID005924,0,0,0,0,1,sanitized_ok,0.5745000537402514
FKID005925,0,0,0,0,1,sanitized_ok,0.4957773063149023
FKID005213,0,1,0,0,0,p95_clamped,0.631457620238952
FKID005214,0,0,0,0,1,sanitized_ok,0.6726344811611911
FKID005928,0,0,0,0,1,sanitized_ok,0.6343941317081674
FKID005929,0,0,0,0,1,sanitized_ok,0.6285772642665225
FKID005931,0,0,0,0,1,sanitized_ok,0.6703252430456307
FKID004563,1,0,0,0,0,raw_quantile_crossing,0.6642890394245676
FKID005939,0,0,0,0,1,sanitized_ok,0.6724552404147588
FKID005942,0,0,0,0,1,sanitized_ok,0.35301047415406284
FKID005943,0,0,0,0,1,sanitized_ok,0.6737658361037797
FKID004569,0,0,0,0,1,sanitized_ok,0.6517347346212994
FKID005946,0,1,0,0,0,p95_clamped,0.5849324660814091
FKID005947,0,0,0,0,1,sanitized_ok,0.5657941508050333
FKID005216,0,0,0,0,1,sanitized_ok,0.65492599936114
FKID005948,0,0,0,0,1,sanitized_ok,0.6302367292740536
FKID004574,0,1,0,1,0,p95_clamped|tail_risk_high,0.49703183533368706
FKID005950,0,0,0,0,1,sanitized_ok,0.6826018213274572
FKID005953,0,1,0,0,0,p95_clamped,0.6572989881471298
FKID005961,0,0,0,0,1,sanitized_ok,0.6509526660698663
FKID005963,0,0,0,1,0,tail_risk_high,0.5222596434406857
FKID004589,0,0,0,0,1,sanitized_ok,0.5917389192269419
FKID005964,0,0,0,0,1,sanitized_ok,0.6250390943529733
FKID005965,0,0,0,0,1,sanitized_ok,0.6757987380962805
FKID005967,0,1,0,0,0,p95_clamped,0.6378457490743069
FKID005968,0,1,0,0,0,p95_clamped,0.6378457490743069
FKID005969,0,1,0,0,0,p95_clamped,0.6378457490743069
FKID005970,0,0,0,0,1,sanitized_ok,0.6730777391513729
FKID005218,0,1,0,0,0,p95_clamped,0.5098565921152444
FKID005975,0,1,0,0,0,p95_clamped,0.6613148745830416
FKID005976,0,1,0,0,0,p95_clamped,0.6769036907180467
FKID004600,0,0,0,0,1,sanitized_ok,0.6881201664590139
FKID005977,0,0,0,0,1,sanitized_ok,0.6798888704314012
FKID005979,0,0,0,0,1,sanitized_ok,0.6764169579782612
FKID004596,0,0,0,0,1,sanitized_ok,0.6803782006785448
FKID004597,0,0,0,0,1,sanitized_ok,0.6728290074296561
FKID005981,0,0,0,0,1,sanitized_ok,0.5418957013310777
FKID004601,0,1,0,0,0,p95_clamped,0.6772048949750087
FKID005986,0,0,0,0,1,sanitized_ok,0.6798804857099517
FKID005987,0,0,0,0,1,sanitized_ok,0.5725378192601726
FKID005219,0,0,1,1,0,fallback_blended_low_reliability|tail_risk_high,0.2726711310443102
FKID005990,0,0,0,0,1,sanitized_ok,0.6827860718026229
FKID005991,0,0,0,0,1,sanitized_ok,0.6388153158774779
FKID005993,0,0,0,0,1,sanitized_ok,0.6815879997059011
FKID005994,0,0,0,0,1,sanitized_ok,0.6713175062709413
FKID005995,0,1,0,0,0,p95_clamped,0.597687293552194
FKID005996,1,0,0,1,0,raw_quantile_crossing|tail_risk_high,0.41884434832624867
FKID004606,0,0,0,0,1,sanitized_ok,0.6922875066221235
FKID005997,0,1,0,0,0,p95_clamped,0.5994716078481791
FKID005998,0,0,0,0,1,sanitized_ok,0.6660710914834027
FKID006001,0,0,0,0,1,sanitized_ok,0.6803815071606745
FKID006002,0,0,0,0,1,sanitized_ok,0.6812245308613404
FKID006003,0,0,0,0,1,sanitized_ok,0.6808028202069746
FKID005221,0,0,0,0,1,sanitized_ok,0.6901754900202448
FKID005222,0,0,0,0,1,sanitized_ok,0.6764858003075231
FKID004609,0,1,0,0,0,p95_clamped,0.627781942828642
FKID006007,0,0,0,0,1,sanitized_ok,0.6499223379332179
FKID004612,0,0,0,0,1,sanitized_ok,0.6690062661123833
FKID006010,0,0,0,0,1,sanitized_ok,0.6781987643675915
FKID006011,0,0,0,0,1,sanitized_ok,0.6897507477196354
FKID004613,0,0,0,0,1,sanitized_ok,0.6946033933940832
FKID005223,0,0,0,0,1,sanitized_ok,0.6792734456487322
FKID006012,0,0,0,0,1,sanitized_ok,0.6969271026014012
FKID004615,0,1,0,0,0,p95_clamped,0.6792491578270575
FKID006015,0,0,0,1,0,tail_risk_high,0.30228439201767665
FKID006016,0,1,0,0,0,p95_clamped,0.5559718086664753
FKID004620,0,0,0,0,1,sanitized_ok,0.6929037050101552
FKID006023,0,0,0,0,1,sanitized_ok,0.6141563485494894
FKID006024,0,0,0,0,1,sanitized_ok,0.680310398754819
FKID004625,0,1,0,0,0,p95_clamped,0.6763796892180274
FKID006026,0,0,0,0,1,sanitized_ok,0.6939358265252871
FKID006028,0,0,0,0,1,sanitized_ok,0.6985944533540079
FKID004627,0,0,0,0,1,sanitized_ok,0.6954453882039631
FKID004629,0,1,0,0,0,p95_clamped,0.648616927275988
FKID006031,0,0,0,0,1,sanitized_ok,0.614428941271859
FKID006034,0,0,0,0,1,sanitized_ok,0.6921095391236618
FKID004634,0,0,0,0,1,sanitized_ok,0.6811845516912678
FKID006036,0,0,0,0,1,sanitized_ok,0.6872637948842454
FKID006038,0,1,0,0,0,p95_clamped,0.6733334405948213
FKID006040,0,0,0,0,1,sanitized_ok,0.597409159611708
FKID004643,0,0,0,0,1,sanitized_ok,0.6908456684241313
FKID004646,1,0,0,0,0,raw_quantile_crossing,0.6818097034380334
FKID004132,0,0,0,0,1,sanitized_ok,0.7118416987291918
FKID004647,0,0,0,0,1,sanitized_ok,0.6860816561393434
FKID006046,0,1,0,0,0,p95_clamped,0.6770674655611345
FKID006047,0,0,0,0,1,sanitized_ok,0.7106863291126785
FKID006048,0,0,0,1,0,tail_risk_high,0.5465856639987762
FKID006049,0,0,0,0,1,sanitized_ok,0.5731307579903688
FKID006050,0,0,0,0,1,sanitized_ok,0.7025984938076003
FKID006051,0,0,0,0,1,sanitized_ok,0.7106863291126785
FKID006054,0,0,0,0,1,sanitized_ok,0.6723385902390969
FKID006058,0,0,0,0,1,sanitized_ok,0.6891147084866439
FKID004660,0,1,0,0,0,p95_clamped,0.686202021556894
FKID006060,0,0,0,0,1,sanitized_ok,0.6957547613467396
FKID006061,0,0,0,0,1,sanitized_ok,0.6291387070943247
FKID004928,0,1,0,0,0,p95_clamped,0.3469524721777817
FKID006062,0,0,0,0,1,sanitized_ok,0.6723205867193716
FKID006067,0,0,0,0,1,sanitized_ok,0.712978023995046
FKID006068,0,0,0,0,1,sanitized_ok,0.6876094958229795
FKID004682,0,1,0,0,0,p95_clamped,0.6513572068242375
FKID006069,0,0,0,0,1,sanitized_ok,0.7195566548359736
FKID004685,0,0,0,0,1,sanitized_ok,0.6433449360239132
FKID006072,0,0,0,0,1,sanitized_ok,0.7043149107416978
FKID004687,0,0,0,0,1,sanitized_ok,0.6805527008766523
FKID004689,0,0,0,0,1,sanitized_ok,0.6920068438619834
FKID006073,0,0,0,0,1,sanitized_ok,0.7067566112483895
FKID004698,0,0,0,0,1,sanitized_ok,0.7222557709294939
FKID006075,0,0,0,0,1,sanitized_ok,0.38191648886422686
FKID004699,0,0,0,0,1,sanitized_ok,0.7228765923245327
FKID004700,0,1,0,0,0,p95_clamped,0.6659484399923337
FKID006076,0,0,0,0,1,sanitized_ok,0.6950681341825264
FKID006078,0,0,0,0,1,sanitized_ok,0.6874870955956214
FKID005226,0,1,0,0,0,p95_clamped,0.6406258192563975
FKID005227,0,0,0,0,1,sanitized_ok,0.7178420827277276
FKID006080,0,1,0,0,0,p95_clamped,0.7015356193735297
FKID004702,0,0,0,0,1,sanitized_ok,0.6936368056677421
FKID006083,0,0,0,0,1,sanitized_ok,0.7168902834531634
FKID006085,0,1,0,0,0,p95_clamped,0.6072831577600901
FKID006087,0,0,0,0,1,sanitized_ok,0.7189218783139191
FKID004710,0,0,0,0,1,sanitized_ok,0.7156561733790254
FKID006091,0,1,0,0,0,p95_clamped,0.692455229681271
FKID006077,0,0,0,0,1,sanitized_ok,0.7203723854078178
FKID005231,0,0,0,0,1,sanitized_ok,0.6993876340611977
FKID005232,0,0,0,0,1,sanitized_ok,0.7202020136717624
FKID006095,0,1,0,0,0,p95_clamped,0.6834422975548609
FKID006097,0,0,0,0,1,sanitized_ok,0.7133488364681766
FKID000168,0,0,0,0,1,sanitized_ok,0.39995266000416224
FKID006102,0,0,0,0,1,sanitized_ok,0.7120395815381787
FKID006103,0,0,0,0,1,sanitized_ok,0.7029087095867295
FKID006104,0,0,0,1,0,tail_risk_high,0.6555963708828388
FKID006107,0,0,0,0,1,sanitized_ok,0.6964005036763035
FKID004724,0,1,0,0,0,p95_clamped,0.6956789292058704
FKID006109,0,0,0,0,1,sanitized_ok,0.6962305491433557
FKID006110,0,0,0,0,1,sanitized_ok,0.725989954237899
FKID006111,0,0,0,0,1,sanitized_ok,0.718004741919988
FKID006113,0,0,0,0,1,sanitized_ok,0.7161420240707785
FKID006114,0,0,0,0,1,sanitized_ok,0.7188200006464979
FKID006115,0,0,0,0,1,sanitized_ok,0.5975114377730565
FKID006116,0,0,0,0,1,sanitized_ok,0.7222057829802615
FKID006117,0,0,0,1,0,tail_risk_high,0.5728493148145896
FKID006118,0,1,0,0,0,p95_clamped,0.3722160905471119
FKID004731,0,0,0,0,1,sanitized_ok,0.7242103400274221
FKID004732,0,0,0,0,1,sanitized_ok,0.7209847685431169
FKID006119,0,0,0,0,1,sanitized_ok,0.6186691495356665
FKID006124,0,0,0,0,1,sanitized_ok,0.7065616086930856
FKID006126,0,0,0,0,1,sanitized_ok,0.7136516681823099
FKID006127,0,0,0,0,1,sanitized_ok,0.7150169220598721
FKID006128,0,0,0,0,1,sanitized_ok,0.5909693649826184
FKID006129,0,1,0,0,0,p95_clamped,0.6989478197598658
FKID004766,1,0,0,0,0,raw_quantile_crossing,0.6948825077466211
FKID006130,0,1,0,0,0,p95_clamped,0.6791892778356021
FKID006133,0,1,0,0,0,p95_clamped,0.6203462814598767
FKID003897,1,0,0,1,0,raw_quantile_crossing|tail_risk_high,0.3918286586460587
FKID006134,0,1,0,0,0,p95_clamped,0.7084083951233551
FKID006135,0,1,0,0,0,p95_clamped,0.3957495191609084
FKID006136,0,0,0,0,1,sanitized_ok,0.678615862831843
FKID006140,0,0,0,0,1,sanitized_ok,0.7271708757536812
FKID004748,0,0,0,0,1,sanitized_ok,0.715038429698498
FKID005235,0,0,0,0,1,sanitized_ok,0.7027075482504787
FKID005234,0,0,0,0,1,sanitized_ok,0.6350867879368535
FKID006141,0,0,0,0,1,sanitized_ok,0.7048746392768007
FKID005236,0,0,0,0,1,sanitized_ok,0.7086894884906122
FKID004754,0,0,0,0,1,sanitized_ok,0.7028381265251961
FKID006142,0,0,0,0,1,sanitized_ok,0.7168749926905398
FKID006143,0,0,0,0,1,sanitized_ok,0.7069525669636088
FKID004756,0,0,0,0,1,sanitized_ok,0.5846195165871
FKID006146,0,0,0,0,1,sanitized_ok,0.716985040194149
FKID006147,0,0,0,0,1,sanitized_ok,0.5929226847190926
FKID006149,0,0,0,0,1,sanitized_ok,0.7176741215826435
FKID004761,0,0,0,1,0,tail_risk_high,0.5708958756569193
FKID006150,0,0,0,0,1,sanitized_ok,0.7302629987911056
FKID005237,0,0,0,0,1,sanitized_ok,0.7045907174029821
FKID006151,0,0,0,0,1,sanitized_ok,0.7260130539329956
FKID006153,0,0,0,0,1,sanitized_ok,0.7351558633105224
FKID004764,0,0,0,0,1,sanitized_ok,0.7374420395612715
FKID004770,0,0,0,0,1,sanitized_ok,0.7149308069222098
FKID006160,0,1,0,0,0,p95_clamped,0.6885782750451965
FKID006161,0,0,0,0,1,sanitized_ok,0.7155090146083144
FKID004784,0,0,0,0,1,sanitized_ok,0.6934383745493641
FKID006166,0,0,0,0,1,sanitized_ok,0.6150200781083365
FKID005239,0,1,0,0,0,p95_clamped,0.694497040189189
FKID006167,0,1,0,0,0,p95_clamped,0.7084989769140504
FKID006169,0,0,0,0,1,sanitized_ok,0.6637539598440668
FKID006174,1,1,0,0,0,raw_quantile_crossing|p95_clamped,0.6948231063554106
FKID005240,0,0,0,0,1,sanitized_ok,0.7451812670541468
FKID006176,0,1,0,0,0,p95_clamped,0.7078581409723764
FKID006178,0,0,0,0,1,sanitized_ok,0.7158159217864363
FKID006180,0,0,0,0,1,sanitized_ok,0.7132568167414146
FKID005241,0,0,0,0,1,sanitized_ok,0.7124809426749656
FKID006181,0,0,0,0,1,sanitized_ok,0.7233810347296028
FKID004797,0,0,0,0,1,sanitized_ok,0.7257389174227601
FKID004801,0,0,0,0,1,sanitized_ok,0.6500733324481411
FKID006182,0,1,0,0,0,p95_clamped,0.7158946694437034
FKID004806,0,0,0,1,0,tail_risk_high,0.5445576835139977
FKID004808,0,0,0,1,0,tail_risk_high,0.682517374429507
FKID006185,0,0,0,0,1,sanitized_ok,0.6850003153173612
FKID006186,0,0,0,0,1,sanitized_ok,0.6067501012568642
FKID004822,0,1,0,0,0,p95_clamped,0.7101311291714689
FKID004823,0,1,0,0,0,p95_clamped,0.6662725284569344
FKID006188,0,0,0,0,1,sanitized_ok,0.7187040262684775
FKID006190,0,0,0,0,1,sanitized_ok,0.7169113598182768
FKID006191,0,0,0,0,1,sanitized_ok,0.6959167237929307
FKID006193,0,1,0,0,0,p95_clamped,0.7098949456931369
FKID006194,0,1,0,0,0,p95_clamped,0.7000714157811601
FKID006195,0,0,0,0,1,sanitized_ok,0.7251075055652016
FKID004826,0,0,0,1,0,tail_risk_high,0.5443555396894217
FKID004827,0,0,0,0,1,sanitized_ok,0.7204706703794055
FKID006197,0,1,0,0,0,p95_clamped,0.7022714708874849
FKID006198,0,0,0,1,0,tail_risk_high,0.6861963928730854
FKID004829,0,0,0,1,0,tail_risk_high,0.3329688804415179
FKID006199,0,0,0,0,1,sanitized_ok,0.6749388099215006
FKID006201,0,0,0,0,1,sanitized_ok,0.7194453026112633
FKID006205,0,0,0,0,1,sanitized_ok,0.656033603711327
FKID006206,0,0,0,0,1,sanitized_ok,0.6950459989321386
FKID006208,0,0,0,0,1,sanitized_ok,0.7263948922025676
FKID006212,0,0,0,0,1,sanitized_ok,0.7130176584445587
FKID004840,0,0,0,0,1,sanitized_ok,0.7151134070934854
FKID004841,0,0,0,0,1,sanitized_ok,0.7100856312403543
FKID004844,0,1,0,0,0,p95_clamped,0.7100715390852248
FKID004845,0,0,0,0,1,sanitized_ok,0.715478078517182
FKID004846,0,0,0,0,1,sanitized_ok,0.658031349212263
FKID004139,0,0,0,0,1,sanitized_ok,0.7095979971453553
FKID006214,0,0,0,0,1,sanitized_ok,0.7147531347090099
FKID006215,0,0,0,0,1,sanitized_ok,0.6764548648221568
FKID006217,0,0,0,0,1,sanitized_ok,0.7143056294199213
FKID004856,0,1,0,0,0,p95_clamped,0.6970089172125438
FKID004855,0,1,0,0,0,p95_clamped,0.6988910848719239
FKID004857,0,0,0,0,1,sanitized_ok,0.7053925268771382
FKID004859,0,0,0,0,1,sanitized_ok,0.7192587972731722
FKID004858,0,1,0,1,0,p95_clamped|tail_risk_high,0.5857094709950222
FKID004860,0,0,0,0,1,sanitized_ok,0.7168440792561832
FKID004862,0,0,0,0,1,sanitized_ok,0.7045016392617335
FKID006224,0,0,0,0,1,sanitized_ok,0.7074991568595739
FKID006225,0,0,0,0,1,sanitized_ok,0.7219452375295289
FKID006226,0,0,0,0,1,sanitized_ok,0.7183921883362443
FKID006229,0,0,0,0,1,sanitized_ok,0.7018518358110911
FKID004873,1,1,0,0,0,raw_quantile_crossing|p95_clamped,0.3843280849092328
FKID004875,0,0,0,0,1,sanitized_ok,0.7209363746918127
FKID004885,0,1,0,0,0,p95_clamped,0.6836961564451083
FKID004887,0,1,0,0,0,p95_clamped,0.6836961564451083
FKID004884,0,1,0,0,0,p95_clamped,0.6836961564451083
FKID006233,0,1,0,0,0,p95_clamped,0.6558138729054637
FKID006237,0,0,0,0,1,sanitized_ok,0.7235118513950033
FKID006238,0,0,0,0,1,sanitized_ok,0.7287667686251101
FKID006240,0,0,0,0,1,sanitized_ok,0.6843269608205729
FKID004889,0,0,0,0,1,sanitized_ok,0.7203937292584929
FKID004891,0,0,0,0,1,sanitized_ok,0.6457817971260376
FKID006242,0,0,0,0,1,sanitized_ok,0.7158392231996697
FKID004900,0,0,0,0,1,sanitized_ok,0.725796151553922
FKID004902,0,1,0,0,0,p95_clamped,0.6756544295504421
FKID006243,0,0,0,0,1,sanitized_ok,0.7232547347426889
FKID006244,0,0,0,0,1,sanitized_ok,0.6716746108173082
FKID004906,0,1,0,0,0,p95_clamped,0.6865476528657917
FKID006245,0,0,0,0,1,sanitized_ok,0.6411397432510383
FKID006246,0,0,0,1,0,tail_risk_high,0.6088980025890653
FKID006248,0,1,0,0,0,p95_clamped,0.6662868297670518
FKID006251,0,0,0,0,1,sanitized_ok,0.6696141084852204
FKID005244,0,0,0,1,0,tail_risk_high,0.3825978948523327
FKID004915,0,0,0,0,1,sanitized_ok,0.7148804192845619
FKID004914,0,0,0,0,1,sanitized_ok,0.7045145559812265
FKID006252,0,0,0,0,1,sanitized_ok,0.6292977008172231
FKID006255,0,1,0,0,0,p95_clamped,0.7135678960071216
FKID004916,0,0,0,0,1,sanitized_ok,0.735112332149537
FKID004919,0,0,0,0,1,sanitized_ok,0.7283881909411589
FKID006257,0,0,0,0,1,sanitized_ok,0.7282584164137514
FKID006263,0,0,0,0,1,sanitized_ok,0.7247223730750714
FKID006264,0,0,0,0,1,sanitized_ok,0.7162038419843171
FKID006269,0,0,0,0,1,sanitized_ok,0.7351647681510158
FKID006271,0,0,0,0,1,sanitized_ok,0.6792490350805755
FKID004942,0,1,0,0,0,p95_clamped,0.7129314331453439
FKID004941,1,0,0,1,0,raw_quantile_crossing|tail_risk_high,0.7123267706439457
FKID006273,0,1,0,0,0,p95_clamped,0.705766197921768
FKID006274,0,1,0,0,0,p95_clamped,0.71345142307387
FKID006275,0,1,0,0,0,p95_clamped,0.7266593199595065
FKID006278,0,0,0,0,1,sanitized_ok,0.7401472248530228
FKID006281,0,0,0,0,1,sanitized_ok,0.707522956117299
FKID005247,0,0,0,0,1,sanitized_ok,0.7383459856497085
FKID004381,0,1,0,0,0,p95_clamped,0.7099275059994976
FKID004527,0,0,0,1,0,tail_risk_high,0.6214480463913583
FKID004165,0,1,0,1,0,p95_clamped|tail_risk_high,0.5871188314601783
FKID004721,0,0,0,1,0,tail_risk_high,0.6167229943105871
FKID005248,1,0,0,1,0,raw_quantile_crossing|tail_risk_high,0.6997256592475358
FKID004142,0,0,0,0,1,sanitized_ok,0.744763312390911
FKID006284,0,1,0,0,0,p95_clamped,0.6625670144202449
FKID006285,0,0,0,0,1,sanitized_ok,0.7246336775038499
FKID004138,0,0,0,0,1,sanitized_ok,0.7374948171811804
FKID006288,0,0,0,0,1,sanitized_ok,0.7271774095620058
FKID005253,0,1,0,0,0,p95_clamped,0.6643129896743278
FKID006292,0,0,0,0,1,sanitized_ok,0.7303386031278268
FKID006294,0,0,0,0,1,sanitized_ok,0.7329267607084561
FKID004166,1,1,0,1,0,raw_quantile_crossing|p95_clamped|tail_risk_high,0.6633379484770104
FKID004177,0,0,0,1,0,tail_risk_high,0.6171938214438067
FKID004176,0,0,0,0,1,sanitized_ok,0.7242251549226063
FKID006296,0,0,0,0,1,sanitized_ok,0.7325315111596834
FKID006297,0,0,0,0,1,sanitized_ok,0.757234556667494
FKID006298,0,0,0,0,1,sanitized_ok,0.7351587744210166
FKID006299,0,0,0,0,1,sanitized_ok,0.6915063108622383
FKID005254,0,0,0,1,0,tail_risk_high,0.6620930734491021
FKID005255,0,0,0,0,1,sanitized_ok,0.7087365368094622
FKID006300,0,0,0,0,1,sanitized_ok,0.7570143477260323
FKID006301,0,0,0,0,1,sanitized_ok,0.6415072247819403
FKID006304,0,0,0,0,1,sanitized_ok,0.7204568641164258
FKID004195,0,0,0,1,0,tail_risk_high,0.5853117598959255
FKID006307,0,0,0,0,1,sanitized_ok,0.7128763156368972
FKID005256,0,0,0,0,1,sanitized_ok,0.7643790854439109
FKID006308,0,0,0,0,1,sanitized_ok,0.7163289337329134
FKID006309,0,0,0,0,1,sanitized_ok,0.6720995029427739
