event_id,start_local,event_cause,high_impact_tau_c,duration_pred,duration_p50,duration_p80,duration_p95,duration_ci_lower,duration_ci_upper,high_impact_prob,high_impact_prob_calibrated,retrieval_confidence,novelty_score,novelty_flag,drift_score,drift_flag,trust_score,fragility_signal,obi_signal,ims_proxy,raw_duration_p50,raw_duration_p80,raw_duration_p95,safe_duration_p50,safe_duration_p80,safe_duration_p95,duration_reliability,tail_risk_prob,quantile_crossing_flag,clamp_flag,fallback_blend_flag,tail_risk_flag,duration_sanity_flag,duration_guard_reason,high_impact_decision,high_impact_decision_threshold,duration_pred_z,duration_p50_z,duration_p80_z,duration_p95_z,duration_ci_lower_z,duration_ci_upper_z,high_impact_prob_z,high_impact_prob_calibrated_z,retrieval_confidence_z,novelty_score_z,drift_score_z,trust_score_z,fragility_signal_z,obi_signal_z,ims_proxy_z,raw_duration_p50_z,raw_duration_p80_z,raw_duration_p95_z,safe_duration_p50_z,safe_duration_p80_z,safe_duration_p95_z,duration_reliability_z,tail_risk_prob_z
FKID004406,2023-11-10 07:33:31.549000,pot_holes,72290.59145953335,54754.45271163163,138561.61125220562,134292.1868207251,141723.9519665136,10383.526944106008,288713.1241765863,0.8660801641819392,1.0,0.0,-0.010989500577000988,False,145.66150330637356,True,0.48999999999999994,0.524036940296621,0.0,0.0,138561.61125220562,134292.1868207251,141723.9519665136,138561.61125220562,154508.84233138,175025.65599472413,0.5003408960039692,1.0,0,0,0,1,0,tail_risk_high,1,0.05,2961.4439406123274,9855.891753103295,10584.251140952463,2198.60957950316,2961.4439406123297,2961.443940612319,6.847581920986108,23.143514965464284,-4.04603363454311,3.1232166471599756,11.72201112465225,-3.598068950647605,-1.1867779331141608,-1.0338461374891517,-6.317652370496504,9855.891753103295,10584.251140952463,2198.60957950316,9855.891753103295,15331.770282360798,3046.4253532035323,-5.051226437737509,1101.093750000004
FKID005786,2023-11-10 08:43:53.240000,vehicle_breakdown,72.79449447083333,34.95375914205121,35.88319291247304,89.9441257156571,380.4506611332171,5.818732419560753,188.57670090358272,0.24890435670722982,0.24101479915433402,0.0,-0.06704445865834324,False,80.77035550736716,False,1.0,11.945354869838361,0.0,0.0,35.88319291247304,89.9441257156571,380.4506611332171,35.88319291247304,98.48627139915216,325.04965936227995,0.5573110367200163,0.24367816091954023,0,0,0,0,1,sanitized_ok,1,0.05,-0.812361674645475,-0.7535906064113379,0.25517024149307854,3.2003814329405906,-0.8123616746454753,-0.8123616746454712,0.4927570511119097,0.0,-4.04603363454311,1.328361578654693,5.298566128442372,0.0,6.750532109989306,-1.0338461374891517,-6.317652370496504,-0.7535906064113379,0.25517024149307854,3.2003814329405906,-0.7535906064113379,0.22143189787860862,2.6218047669900346,-3.9002649420718387,1.0
FKID005787,2023-11-10 09:21:45.811000,others,11745.665395570833,10178.828802160504,9194.421057241092,19458.08348147568,29247.274591174286,1929.633411783768,53675.12194463724,0.32799167215624964,0.27380952380952384,0.0,-0.017597950054852873,False,98.25672794037773,True,0.7,11.945354869838361,0.0,0.0,9194.421057241092,19458.08348147568,29247.274591174286,9194.421057241092,34281.09366243235,55287.05734173382,0.48722805479026093,0.24367816091954023,0,0,0,0,1,sanitized_ok,1,0.2520408163265306,548.3293218389938,650.9120664546684,1527.7431226403367,451.5725399672168,548.3293218389941,548.3293218389922,1.3070890988365962,1.0,-4.04603363454311,2.911617005553402,7.029507178438779,-2.116511147439768,6.750532109989306,-1.0338461374891517,-6.317652370496504,650.9120664546684,1527.7431226403367,451.5725399672168,650.9120664546684,3394.2445299875167,960.2232551686903,-5.3161437285509585,1.0
FKID005788,2023-11-10 19:23:34.823000,vehicle_breakdown,72.79449447083333,77.51111443352494,59.03540354768615,100.25092175776302,368.7971423772362,13.889855582794516,412.9727921012643,0.33822035949693746,0.27380952380952384,0.0,-0.06800903780332451,False,62.98294819149541,False,1.0,1.2227528606921156,0.0,0.0,59.03540354768615,100.25092175776302,368.7971423772362,59.03540354768615,106.28152633674492,316.2358486249978,0.5886910909494042,0.24367816091954023,0,0,0,0,1,sanitized_ok,1,0.05,1.4914933739961622,0.8937793973505762,1.0680261639421713,3.0193738731272233,1.4914933739961618,1.491493373996157,1.4124100072577093,1.0,-4.04603363454311,1.2974761792787477,3.537826237192786,0.0,-0.7012013187125369,-1.0338461374891517,-6.317652370496504,0.8937793973505762,1.0680261639421713,3.0193738731272233,0.8937793973505762,0.9954300604830042,2.468242000608512,-3.2662971530515654,1.0
FKID005201,2023-11-10 19:28:39.194000,vehicle_breakdown,72.79449447083333,58.71405200746697,49.06951076202229,96.89690898296348,460.4442922587858,10.324939367756526,313.8597878857208,0.26795274029137905,0.24101479915433402,0.0,-0.06611135234699678,False,65.0005447282398,False,1.0,0.8733949004943683,0.0,0.0,49.06951076202229,96.89690898296348,460.4442922587858,49.06951076202229,103.74481322660917,385.550589569894,0.5850286710992064,0.24367816091954023,0,0,0,0,1,sanitized_ok,1,0.05,0.47390882548964636,0.1846672916218962,0.8035085450014293,4.44287756426732,0.4739088254896463,0.4739088254896448,0.6888910217980748,0.0,-4.04603363454311,1.358239231759779,3.737544084971703,0.0,-0.9439896259133489,-1.0338461374891517,-6.317652370496504,0.1846672916218962,0.8035085450014293,4.44287756426732,0.1846672916218962,0.7435574402777347,3.675910702353191,-3.3402886190293195,1.0
FKID005791,2023-11-10 20:01:00.064000,vehicle_breakdown,72.79449447083333,48.60367149487949,49.04154281673586,83.21428636237854,401.8614301720314,8.407477021110168,260.54985234091544,0.17806018302912524,0.24101479915433402,0.0,-0.07148544149836411,False,52.41712701696142,False,1.0,3.238279554140658,0.0,0.0,49.04154281673586,83.21428636237854,401.8614301720314,49.04154281673586,93.36761954329592,341.4141184544973,0.6072572629660019,0.24299065420560748,0,0,0,0,1,sanitized_ok,1,0.05,-0.07341962168666002,0.18267726333225895,-0.27558536413795204,3.5329428797099913,-0.0734196216866601,-0.07341962168666011,-0.23669849676089713,0.0,-4.04603363454311,1.1861632641364712,2.491936721343478,0.0,0.6995004535998398,-1.0338461374891517,-6.317652370496504,0.18267726333225895,-0.27558536413795204,3.5329428797099913,0.18267726333225895,-0.28680383824059485,2.9069222585545362,-2.8912068189848577,0.0
FKID005792,2023-11-10 20:14:52.521000,pot_holes,72290.59145953335,1974.0874000348906,2366.4976943529177,2882.579842051524,8426.38519085006,373.58092859982173,10413.225444841402,0.18668213801154196,0.24101479915433402,0.0,-0.06229697044524851,False,80.60159879749592,False,1.0,11.945354869838361,0.0,0.0,2366.4976943529177,2882.579842051524,8426.38519085006,2366.4976943529177,7214.7587703180525,13186.364356675032,0.5432669482822748,0.02857142857142857,0,0,0,0,1,sanitized_ok,1,0.05,104.16321300484732,165.07871286123446,220.49921814861122,128.1733622242318,104.16321300484738,104.163213004847,-0.14792150115346198,0.0,-4.04603363454311,1.4803740602192519,5.281861239095111,0.0,6.750532109989306,-1.0338461374891517,-6.317652370496504,165.07871286123446,220.49921814861122,128.1733622242318,165.07871286123446,706.8027923346075,226.70411412137747,-4.183996118270439,-311.87946428571547
FKID005795,2023-11-10 20:59:16.139000,pot_holes,72290.59145953335,1928.9136579550516,1877.34431000351,3392.499553353422,7023.725986771311,365.0136002596703,10175.033689783751,0.21071262283721828,0.24101479915433402,0.0,-0.0641490942223098,False,67.4884968149349,False,1.0,0.524036940296621,0.0,0.0,1877.34431000351,3392.499553353422,7023.725986771311,1877.34431000351,18773.4431000351,40112.358546144926,0.5290329001445587,0.24299065420560748,0,1,0,0,0,p95_clamped,1,0.05,101.71771908155544,130.2735434840071,260.7145533130964,106.38664483041894,101.7177190815555,101.71771908155513,0.09951127368290452,0.0,-4.04603363454311,1.4210698726408104,3.98382148834869,0.0,-1.1867779331141608,-1.0338461374891517,-6.317652370496504,130.2735434840071,260.7145533130964,106.38664483041894,130.2735434840071,1854.47538353891,695.8349224126871,-4.471565029423721,0.0
FKID005807,2023-11-11 01:11:03.087000,vehicle_breakdown,72.79449447083333,49.4681770615287,61.76260531787207,91.1115776000499,482.19832441958766,8.571432954366314,265.108210552935,0.24422624444425065,0.24101479915433402,0.0,-0.06967584204803273,False,77.63235012089989,False,1.0,11.945354869838361,0.0,0.0,61.76260531787207,91.1115776000499,482.19832441958766,61.76260531787207,99.36924075539407,402.0036391811671,0.5627697827155366,0.24367816091954023,0,0,0,0,1,sanitized_ok,1,0.05,-0.02661935647603951,1.0878304303684574,0.34724251832151826,4.78077072426308,-0.02661935647603954,-0.026619356476038438,0.44458830601076316,0.0,-4.04603363454311,1.2441058415027493,4.987941248447702,0.0,6.750532109989306,-1.0338461374891517,-6.317652370496504,1.0878304303684574,0.34724251832151826,4.78077072426308,1.0878304303684574,0.3091027521147464,3.962571703937012,-3.7899824962766266,1.0
FKID005809,2023-11-11 03:45:53.353000,vehicle_breakdown,72.79449447083333,41.067620413091355,48.17031950721864,81.24544469568701,436.7466616066794,6.978243554205349,220.8138209489901,0.15595501120774619,0.24101479915433402,0.0,-0.07976335213622637,False,51.03814771146436,False,1.0,3.238279554140658,0.0,0.0,48.17031950721864,81.24544469568701,436.7466616066794,48.17031950721864,91.87718800122101,367.82256468072615,0.609649494109654,0.24299065420560748,0,0,0,0,1,sanitized_ok,1,0.05,-0.4813859817362307,0.120686329969984,-0.43086005887303447,4.07479558083251,-0.481385981736231,-0.4813859817362296,-0.46430705487680857,0.0,-4.04603363454311,0.9211082114961552,2.3554343166209084,0.0,0.6995004535998398,-1.0338461374891517,-6.317652370496504,0.120686329969984,-0.43086005887303447,4.07479558083251,0.120686329969984,-0.4347901817648322,3.367035843837614,-2.8428768359363827,0.0
FKID005811,2023-11-11 04:31:20.436000,others,11745.665395570833,97.28007781421768,89.82330074027082,369.6449992252709,1153.4490919587374,17.639095571093232,517.210428093328,0.1122347532521588,0.13276710777056777,0.0,-0.05544817147327319,False,75.25511059666653,False,1.0,11.945354869838361,0.0,0.0,89.82330074027082,369.6449992252709,1153.4490919587374,89.82330074027082,1440.0,2653.036888129501,0.5639304367296377,0.02857142857142857,0,1,0,0,0,p95_clamped,0,0.2520408163265306,2.561692068888874,3.0844582535989304,22.314063288145398,15.206931783364052,2.561692068888874,2.561692068888866,-0.9144779449353387,-3.3007653676590905,-4.04603363454311,1.6996695867663538,4.752623060302431,0.0,6.750532109989306,-1.0338461374891517,-6.317652370496504,3.0844582535989304,22.314063288145398,15.206931783364052,3.0844582535989304,133.42158626849024,43.18225808352972,-3.766533930708244,-311.87946428571547
FKID005202,2023-11-11 04:48:47.417000,vehicle_breakdown,72.79449447083333,53.53112046886059,55.62058049472883,99.03552020314763,264.0040813386287,9.341981697849775,286.5312668758294,0.3672597399355783,0.27380952380952384,0.0,-0.03691880708081996,False,99.25476355401932,True,1.0,11.945354869838361,0.0,0.0,55.62058049472883,99.03552020314763,264.0040813386287,55.62058049472883,105.36229159773694,236.9785679774073,0.5497530149158025,0.24367816091954023,0,0,0,0,1,sanitized_ok,1,0.05,0.19332928970316,0.6508014306141917,0.9721722877436957,1.391682129443672,0.19332928970315966,0.19332928970316043,1.7114174777097575,1.0,-4.04603363454311,2.2929716734027483,7.128300728652163,0.0,6.750532109989306,-1.0338461374891517,-6.317652370496504,0.6508014306141917,0.9721722877436957,1.391682129443672,0.6508014306141917,0.9041583824313794,1.0873447207704179,-4.0529588264596175,1.0
