junction,severity_hotspot_score,raw_count,mean_duration,latitude,longitude
BangaloreBodyBuildersJunc,227.2017627825516,19,5201.074522296491,12.959079889473685,77.55549174210527
SRS Peenya Junc,227.06061298980217,20,844.5857661866667,13.03450852,77.529849455
MaratahalliBridgeJunc,226.6924669045345,16,894.7724416500001,12.95636516875,77.70061835
GoruguntepalyaJunc,225.56901765973757,20,53.98308192166667,13.02965172,77.540355135
YelhankaBypass,223.93475680235346,19,58.74259802894737,13.082246415789474,77.59342907894738
BigBazaarJunction(OldMadrasRd),220.1477022343534,26,57.07676813333333,12.991387184615386,77.65742077692308
IndianExpressJunction,202.54080971756636,16,1152.9575595104168,12.98415381875,77.59736211250001
ArakereGateJunc,201.03758743288037,15,16773.918677586666,12.890589566666668,77.59770875333334
JakkurCrossJunction,197.39401517762033,18,54.25587631851852,13.073616027777778,77.59285452777777
Chokasandra (Tumkur road),196.954513673018,14,833.9784851238097,13.042173135714284,77.51471048571429
Sumanhalli,196.92633135787563,16,1083.6114567697916,12.98678775875,77.520432123125
BilekahalliJunc,195.48612157835248,14,1407.2101332309524,12.900502092857142,77.60094976428572
HennurRoad-ORR Junc,193.9481933167798,17,61.952250004901956,13.0292207,77.63169948235294
KogilluCrossJunc,190.8352622586663,15,347.03652573444447,13.104882479999999,77.60111568666666
IbblurJunction',184.4253215242703,13,2580.9702935628206,12.921296843076922,77.66464258384616
Srigandakaval,183.2305381533538,14,2630.1242122916665,12.988480971428572,77.5101611
Shivajinagar(BRV)Junction,180.6923068312198,16,3609.8734502875004,12.979665,77.60270885625
Deverabeesanahalli-ORR Junc,178.73389195216436,15,3576.397871475556,12.930817606666666,77.68505383333333
HudsonCircle,177.79824624521896,16,61.33586354895833,12.967816574375,77.590308950625
PoliceTimmaiahCircle(GPO),174.58783586579807,14,4725.70759235119,12.982200871428573,77.59418355
Batrayanapura(Amrutahalli)Junction,171.48804674999832,14,66.18815201309523,13.067096859285714,77.59289248
Kadubeesanahalli-ORR Junc,165.9187251607828,12,1633.9937069597224,12.939466620833334,77.69618835916667
KatriguppeJunction,160.48502359807222,12,13727.423842326389,12.9254345525,77.54992262166667
PeenyaPoliceStation,145.47104208602204,12,262.1435844027778,13.0371606,77.52245386666667
NaganathapuraJunction,145.32846384323,12,126.28434027499999,12.870339716666665,77.65300454166668
TataInstituteCircle,143.1638148545095,12,1973.3339531722222,13.014359833333332,77.5655854
HoramavuJunction,142.53310028599412,12,119.32318888055556,13.018759941666666,77.65638329166667
TumkurRdMarappanapalyaJunc,140.05931130030672,14,49.68482245,13.018958142857143,77.55314450714286
KundanahalliGateJunc,136.05757055677003,11,112.26231703030302,12.955880527272727,77.71681418545455
TrinityCircle,135.32261057487284,11,13755.252441018181,12.971906496363637,77.61934259909091
SarjapurRd-St JohnsRdJunc,132.82537686383006,10,6205.4823059166665,12.92788846,77.61594824
Dr TCM RoyanRd near AmbedkarStatue,132.24525155574537,12,270.3401065458333,12.965155475000001,77.56807370833333
CoffeeBoardJunc,132.1248090195431,8,35710.70831660833,12.9832485,77.5956467
Richmond circle jn,131.95959757350042,11,3862.9409811469695,12.965108050909093,77.59626807090909
K R Circle,128.12570225011325,31,1677.704760914516,12.976696022580645,77.58604781483871
UniversityJunc(Janabharti),127.5939699219376,11,50.125628334848486,12.935896474545455,77.5125528
Devasandra(k r puram),125.96611636845789,30,3386.450080181111,13.00946257,77.69615677333333
MS RamaiahJunc(TollGate),125.94038590152658,11,292.04691709545455,13.017081354545455,77.56076145454546
KodigehalliCross,124.69620772314852,11,57.07676813333333,13.055506881818182,77.59384458181817
ISRO Junction-Airport rd,119.06922020337163,9,1463.1265544462963,12.95924701111111,77.65546522222222
MotherTeressaCircle,118.11212340862848,11,48.979573028787875,12.966578086363636,77.60897399272727
SiddalingaiahCircle,118.08738955905422,11,41.216179431818176,12.971612360909091,77.59445759545454
HulimaveRd-BanneraghattaRdJunc,114.07545150808865,9,11475.982256403704,12.881814533333333,77.59606995555555
BloodBankCircle,113.42935600314193,15,8033.029709422222,12.962145634,77.594476038
UlsoorGateJunc,111.75120787357734,12,42.45822939027778,12.966829124999999,77.58747884166667
OldMadrasRd-Indranagar100ftRdJunc,109.64355463895896,12,40.71673230416666,12.984076591666666,77.64112288333332
LRDE Junction,108.2860195987214,9,59.85434842777777,12.987409266666667,77.58811161111112
Marigowda-TavarkereRdJunc,108.04667333656394,13,208.30525262820512,12.935763999999999,77.60780676153846
N R SquareJunc,105.99983188000257,10,52.92792644666666,12.96546108,77.58656263
DomlurWaterTank,104.67085894800591,12,69.03429102638889,12.961040745,77.63887486666667
MeenakshiMallJunc,102.86511949744778,8,12906.018415979166,12.876471425,77.59513195
MinskSquare(CTO Junction),101.8242321705254,8,80.68174799791666,12.9816874725,77.59743405750001
QueensStatueCircle,101.72953290021051,9,15181.197053785183,12.977181917777777,77.59924659111113
RamamurthyNagarJunction,100.69899976157211,9,91.1676709851852,13.015187844444444,77.66126624444445
UttarahalliJunction,96.71417871629414,15,4329.438096194444,12.905854761999999,77.54496494333333
JP Nagar 15th cross junction,95.84168607307274,7,1899.896051564286,12.906214328571428,77.58573547142858
KadirenahalliJunction,95.1779867580897,8,63.879748585416664,12.916272925000001,77.565058
SirsiCircle,94.80474653520453,9,8410.551872357408,12.961263,77.56049068888889
KanakapuraRd-RingRdJunction,93.42061164926437,9,57.07676813333333,12.905958257777778,77.57323213000001
OperaHouseJunc,91.87452483380727,6,959.6790485388889,12.971986748333334,77.60712471333333
JayadevaHospitalJunc,89.32928308441386,8,58.45745961041666,12.915537875,77.6001182625
KhodaysCircle(DV UrsCircle),88.37264052907224,23,56.51139729347826,12.980188352173913,77.57155901739131
DhobiGhatJunc,85.5251549535167,7,57.73211849285714,12.98687955857143,77.55060211714286
HunsemarammanahalliJunction,84.56855493050152,7,80.82302457142858,13.142240485714286,77.61770735714286
RamaiahCircle-UlsoorPoliceStation,83.26031569573055,9,55.455352587037034,12.975644066666668,77.6259338
AnepalyaJunc,81.60406847304019,6,25480.474310480557,12.951754411666668,77.60533033
SadahalliGateJunc(AirportRd),76.84282982408321,7,538.6268935857142,13.190765028571429,77.64583525714285
K R MarketJunction,75.98321722109753,7,103.4078205642857,12.963904757142858,77.57833600000001
Kudlu Gate Junc,75.13567747216874,6,66.30775307777778,12.889438966666667,77.6394545
OldMadrasRd-NGEF Junc,74.34238672201172,8,54.672964354166666,12.9867540125,77.64830568375
Ashoknagar Junction(ShoolayCircle),73.87492094933125,6,64.07493637500001,12.966321083333334,77.60641865000001
BDA Junctio-Koramangala,73.45894817565002,6,58.26427739166667,12.931545133333332,77.62268249
Rajajinagar19thMainJunc,73.11178302985907,6,57.07676813333333,12.9977006,77.55124131666666
AnilKumbleCircle,72.69190178208848,8,55.17029271041667,12.97636365,77.6015210625
OldMadrasRd-80FeetRdJunc,71.89325331269475,8,57.07676813333333,12.985833575000001,77.645409175
ItmaduJunction,71.41690280557634,6,62.52564186388889,12.92794845,77.54645538333334
AshirwadamCircle,71.00668756775777,5,8093.475177213334,12.971060399999999,77.60420058
MC Circle,70.70431876742774,6,51.73576122777778,12.976117833333333,77.54777961666666
HennurRd-DavisRdJunction,70.10597376193141,5,410257.5055345067,13.003295697999999,77.620409662
AgaraJunction,68.33560146021472,6,143.17442919722222,12.923731916666668,77.64970595
ShantalaJunction,66.05834437272476,15,2756.8277183600003,12.974563449333335,77.57028000666668
ShivajiTalkiesJunc,65.24652635467062,7,-148.11030144285715,12.962567871428572,77.58247607142857
KrishnaFlourMill,64.58049244027005,19,9.405701214035085,12.984845371578947,77.57305116631579
PrasannaJunction,64.27164792631336,6,49.61990379722223,12.975611336666667,77.55341817833333
JaiMuniRaoCircle,62.59571780849247,5,65.72323723333332,12.978470042000001,77.543288764
BasaweshwaraCircle,61.01697984688758,5,61.991627210000004,12.984270700000001,77.5886019
BiryandCircle,60.92648585821589,5,57.076768133333324,12.96412278,77.57003834
SagarHospitalJunc,60.92648585821589,5,57.076768133333324,12.9278346,77.60037306
TyagiHengalvarayaJunc(DickensonRd),60.82879691642817,5,56.70462945333334,12.981654599999999,77.60941434
Yemalur cross junc,59.317188303165565,4,1176.4817863875,12.956005000000001,77.69349825
SindhiColonyJunction,58.56669414995475,9,35720.0456747,12.994906466666666,77.61605924444444
MahalaxmiLayoutEntranceJunc,57.04859354227724,5,545.5661113399999,13.009674380000002,77.54884394000001
Jaipuria-Adugodi,56.48380777410003,4,13045.328503283334,12.93506315,77.62434095
BanashankariBusStandJunc,55.78474677439081,13,1855.7342028679486,12.916914513846153,77.57278397769231
KamrajRdJunction,55.517574646424066,5,67.35988605,12.97709826,77.6089381
A S CharStreet-MysoreRdJunc,54.822056436119055,5,2098.8356542766664,12.96481012,77.57389456000001
VijayanagarBusStandJunction,54.62365308071331,6,30.95021563333333,12.973221583333334,77.53947993333334
CMH Rd-AdarshTheaterJunc,53.61530755522998,5,57.076768133333324,12.978331579999999,77.62877914
MayohallJunction,53.45399521827407,5,46.315436786666666,12.973328760000001,77.61061404
Srinivagilu(Ejipura)Junc,51.68809780039498,4,1833.6760853708333,12.938698,77.634254475
OldPoliceStation-Ashoknagar,50.888611937672714,5,55.964921639999986,12.9683707,77.60624623999999
BucheryJunction,50.818811050843536,11,6375.356795478788,12.952048127272729,77.62148546363636
DairyCircle,50.190773699528975,5,53.231441370000006,12.936367480000001,77.6029089
GarebhavipalyaJunc,49.95971840373703,5,57.076768133333324,12.893795220000001,77.63690847000001
NavarangTheatreJunction,48.74118868657271,4,57.07676813333333,12.998120985,77.5528348225
KalyanNagar-ORR Junc,48.61933571485628,6,57.07676813333333,13.024157833333334,77.64375153333334
PES-DevegowdaCircle,48.417524040872905,4,55.591860499999996,12.93772201,77.53334387999999
StateBankofMysoreJunc,47.77612025697399,12,55.368835061111106,12.973675366666667,77.582229875
SadashivnagarJunc,47.032762521101276,13,117.0614539025641,13.015022161538461,77.57265107692308
ShivandaCircle,46.7358470202285,12,53.939169095833336,12.987866075,77.57968311666666
HopefarmJunction,46.36140660773375,10,312.198215075,12.984359663000001,77.752452978
SubbannaJunction,45.85078434858849,9,20472.339167094444,12.982947461111111,77.57678229777778
VeerasandraGateJunction,45.35738031746069,11,65.13372031060607,12.839784945454545,77.67714299090909
FTI Junction(KanteeravaStudio),44.661710912429974,11,271.3706216939394,13.021223754545453,77.53143259090909
Delmia-Jayanagar,44.6416623905507,3,34624.12368644444,12.906240366666665,77.59390086666666
Kammanahalli-RingRoadJunction,43.442178695439104,4,56.405812358333336,13.026446400000001,77.63677685
Nagarbhavi,42.00220318640979,9,4416.843471855555,12.958794555555556,77.51788084444443
Arbindo Circle,41.72708530631042,10,435.21686413500004,12.91728056,77.585654
ModiBridgeJunction,40.45558695473127,3,18874.364769322223,12.998804033333334,77.5498981
KuvempuCircle,39.95972485849284,3,595.9546173111111,13.0446343,77.56207
ShivanahalliJunctionWOC,39.75033652638003,3,96.43551106111111,12.989829300000002,77.55055643333334
CID-CarltonHouseJunc,39.09807851550019,9,5301.636261737037,12.9803552,77.5863631888889
JohnsonMarket,38.67775582768686,3,3732.422617688889,12.962821266666666,77.60661306666667
BMTCJunction-K H Road,38.10169734270811,10,3250.1529352549996,12.956571942,77.593179472
MillCornerRd-SampigeRdJunc,37.62085927276643,9,66.39435542222222,12.99226608888889,77.5714538
MysoreRd--MadhuPetrolBunkJunction,36.60693856782195,4,35.66259980833333,12.912233975,77.48536440000001
CashPharmacyJunction,36.187135982803476,3,54.837632344444444,12.966028399999999,77.5997593
SubedarChatramRd near SheshadripuramPS,36.14935513662373,8,10115.637600091666,12.9875192825,77.57405029
5thMainHSR,36.04693594983725,3,10301.599004172223,12.916451233333333,77.63131656666667
Dr RajkumarRd-10thCrossRdJunc,36.00638352039352,5,103.09797014,13.007386059999998,77.55402936
28thMainJayanagarJunc,35.877975692186915,6,44475.084297522226,12.9168331,77.59537391666667
SonyworldJunction,35.64534037393527,3,52.00893716666667,12.9374064,77.62750926666666
DevangaHostelJunction,35.24535318328342,5,48.59378317,12.963187976,77.588957566
BigBazaar(Whitefield)Junc,34.7960634279562,8,3296.5372127833334,12.98810970125,77.733229935
J D MaraJunc,33.640328428213756,3,45.04288877222222,12.907161833333333,77.6010555
KarnatakaBhavanJunction,33.63254348363455,9,52.364783509259254,12.981451431111111,77.5647627311111
BinnyMillJunction,33.62021930703921,7,8931.768480930952,12.970068857142858,77.56797037142857
ChaudrayaCircle/UdayaTVCircle(CantonmentJunc),33.33126442267435,7,14616.387379402382,12.994135485714285,77.59563775714285
BegumMahalJunc,33.29332311409473,4,442.11185735833334,12.9757196,77.620183425
29thMainRdBTM LayoutJunc,33.16213017365894,5,14392.753687916667,12.916209779999999,77.61614313999999
"Narayanapura cross, Hegde nagar",32.90030236343658,3,57.07676813333333,13.070610266666668,77.6345598
BM ShriJunc(CMH-100FtRd)Junc,32.581983841625245,3,55.12788907777778,12.978526593333333,77.64130376666667
PurnimaTheaterJunc,32.494125791048475,8,57.07676813333333,12.96036127625,77.58765571250001
WebbsCircle,32.108689841331014,3,88.00815025555555,12.973985733333334,77.61382183333333
RingRoad-UllalJunction,30.84904270252157,7,21633.889785342857,12.95178307142857,77.49974574285714
5thMainRPC Layout-Vijayanagar,30.590153858937168,3,39.12680525555555,12.9657814,77.53542256666667
Ring road-Near Kengunte Junction,30.082158017959692,7,79.96692471904763,12.959364842857143,77.50398327142857
SandeepUnnikrishnan-Yelhanka,29.005180360431662,8,689.3653441895833,13.1013404125,77.586018675
WilsonGarden12thCrossJunc,28.9200748049728,8,42.876324814583334,12.9445289375,77.596888675
HSR14thMainJunc,28.3916738734558,3,59.32017668888889,12.91803727,77.63877112333334
AnandRaoJunction,28.180586503915393,7,55.230099102380954,12.9813513,77.57418408571428
BhadrappaLayout,28.10027919314524,2,29961.392405925002,13.0466962,77.57735149999999
UrvashiJunction,27.54810346249108,6,23675.657657705557,12.955620883333333,77.58573625
K H Road-SiddaiahRdJunc(BMTC-BigBazaar),26.786680803736836,6,183.84355847777775,12.952732066666668,77.59074646666666
UCO Bank(Forum),26.502365722724996,2,87.13708853333333,12.933905,77.612605
ChandraLayoutJunc-nearWaterTank,26.226571407286126,2,81.94631262499999,12.960020400000001,77.52715265
HainsJunc,26.15605703860356,6,21612.927765438886,12.9941844,77.60665671666666
HoodiJunction,26.128386863314677,6,2839.6714388472224,12.992635916666666,77.71575451666666
DevegowdaPetrolBunkJunc,25.792577240591754,2,74.68558119166667,12.92073005,77.56126234999999
AnjaneyaTempleJunc,25.589124060450672,3,57.07676813333333,12.981286866666666,77.63094503333333
OldMadrasRd-SuddaguntepalyaRdJunc,25.589124060450672,3,57.07676813333333,12.989703999999998,77.65383403333334
Indiranasgar13thMainJunc,25.140934500351463,2,65.5780674,12.966776190000001,77.641548645
"PriyadarshiniHotel,Jayamahal,RT Nagar",24.924279358245975,6,741.4156040222223,13.001852065000001,77.59451953833333
NIMHANS Junction,24.63032535168297,6,59.94751507777778,12.940403733333333,77.5977461
LalbaghMainGateJunc,24.41304702279214,6,60.977790138888885,12.953932666666667,77.58566405
Rajajinagagr1stBlockJunction,24.370594343286356,2,57.07676813333333,13.00449865,77.54946015
MargosaRd-18thCrossJunc,24.353173621426436,6,57.400916841666664,13.0110951,77.56933845
PlatformRdJunction,24.12739112561477,6,54.98709005277777,12.981695483333333,77.57023611666666
WilsonGarden10thCrossJunc,24.082433558168805,6,33677.40243619167,12.946020894999998,77.59561568333334
MICO Bande,23.618053144912114,6,13722.324362044443,12.945653433333334,77.60280531666666
KonanakunteJunction(KanakapurarRd),23.33388048318085,6,59.346314936111106,12.890109883333333,77.56420415000001
CommandoHospitalJunc,23.30063243733017,6,49.12710842222222,12.966296783333334,77.62450715
EliteJunc,22.94449185128904,6,57.376461936111106,12.976210316666666,77.57514845
SagarTheatreJunc,22.602800735010668,6,46.240527086111115,12.974529163333331,77.57870924833334
ElectronicCityGate-2Junc,22.432458195498405,6,52.65240467222222,12.855327033333333,77.66495454999999
"Bellandur Junction, Outer ring road",22.098221141717413,3,26.8733287,12.926606866666667,77.67833689999999
MintoJunction,21.885857888683105,5,39307.00627262,12.960096060000001,77.57199944
RRR(Okalipuram)Junction,21.8612247459796,6,50.729672405555554,12.9823826,77.56777453333333
PotteryCircle,21.835417496355113,5,16771.00063489333,13.0021017,77.61223598
GangammagudiJunc,21.281806109558104,6,42.86742512777778,13.056797616666666,77.54662863333333
Shivashankara circle,21.23655194900358,5,70.86758233,12.95775582,77.57404088
SiddapuraJunction,21.089457720147763,5,70.81593182666667,12.94923378,77.59482698
JP Nagar 9th cross-24th main jn,20.993118649919488,5,68.48727242999999,12.911875760000001,77.58611252
OldMadrasRd-DoubleRdJunc,20.814557033553207,3,11.37068878888889,12.98281526,77.6375072
Krupanidhi College,20.73667481322472,5,63.27878773333333,12.92466734,77.62763722
BhashyamCircle,20.0882033351172,3,53.24403348888888,12.9850372,77.55434766666667
CholurpalyaJunction(MagadiRd),20.024433972404864,2,37.64587036666667,12.973764150000001,77.5500964
BTM16thMain-ORR Junc,19.866885851584374,6,7599.867952586111,12.916279166666667,77.6097492
Malleswaram18thCrossRd-SampigeRdJunc,19.842955523158565,5,54.95741116666667,13.008669560000001,77.57150302
ManipalCentreJunc,19.537373251150633,2,47.649068916666664,12.975913349999999,77.61298679999999
D'SouzaCircle,18.263631989400544,4,107.138884375,12.9671612,77.610776025
TC Palya-OM RoadJunc,17.224961863031343,4,13296.034795845831,13.017485675,77.705930225
Fire Force Junction,17.14687357876901,2,18.63445868333333,12.98076095,77.5495049
RajajinagarEntranceJunction,16.718877384173936,5,45.78199450666666,12.9822577,77.55984628
VetenaryHospitalJunc-Shivajinagar,16.247062895524238,4,57.07676813333333,12.98963695,77.59948262500001
CIL CrossJunction-JayamahalRd,16.247062895524238,4,57.07676813333333,13.00907855,77.59168475
Arts&CraftsCircle,15.495594968429822,2,33.136214966666664,12.9753296,77.6073261
PuttammaChoultryNagarbhavi,15.02853317835992,2,57.07676813333333,12.9756474,77.53791515
NCERT Junction,14.974767419466591,1,146.17011165,12.9318961,77.5445289
SwagathMainRd-EastEndRdJunc,14.943822600827476,2,5314.919907058333,12.92727815,77.59705165
BhashyamCircle-SadashivNagar,14.53386726735369,4,41.77305564583334,13.0071179,77.57946305
AdugodiJunc,13.75668429433104,2,16.715429425,12.942809950000001,77.60780145000001
ModiHospital,13.22923867366166,1,81.24858818333334,12.9975256,77.5470383
HalliThindi,13.035609972417085,3,77.95379610555555,12.943953533333334,77.56790193333335
DoddaballapuraCrossJunc,13.02343779419267,3,2889.039435938889,13.2572493,77.7125229
SafinaPlazaJunc,12.546837052395531,1,64.51499301666666,12.9801409,77.6074116
ASC Junction,12.335926864630903,3,71.11492378333334,12.966569033333334,77.62054773333334
GopalGowdaJUnc,12.298609853896279,3,59.399491883333326,12.9785487,77.5911902
Basappa Circle Junction,12.245724121673362,3,58.28263532222223,12.957186906666665,77.57678725333334
KHB Junction,12.185297171643178,1,57.07676813333333,12.9807626,77.5366494
HosmatJunction,12.185297171643178,3,57.07676813333333,12.968480066666666,77.61442303333334
RajarajeshwariKalyanaMantapaJunc,12.185297171643178,1,57.07676813333333,12.994492,77.5541902
Peenya2ndStageBusStand,12.028793872221616,2,1470.1748757333332,13.009776500000001,77.50594505000001
KamakyaJunction,11.455253630991665,1,44.5321139,12.9233939,77.5542916
ShankarMuttCircle,11.357440692579338,3,45.02107097222222,12.999046466666668,77.54133353333333
NandiCross(RaniCross),11.353828998634324,3,72.89407166111111,13.265405000000001,77.71870396666667
South end circle,11.078117742026791,3,44.115772255555555,12.937703816666668,77.57961607
NGV RearGateJunc,10.295262908860002,2,82805.94126136666,12.9424581,77.62256595
NavarangBarJunc-Dr RajkumarRd,9.919610067032664,2,77807.85058519167,12.987796445,77.55978970999999
Bamboobazar(Shivajinagar),9.78487777292734,2,59109.55032279167,12.9930158,77.60516129999999
LinkRoadMalleswaramJunc,9.754787681839826,3,31.081482977777778,12.9928565,77.57435053333334
KCG HospitalJunction,9.614995196369373,2,13693.166235008333,12.99931805,77.57141139999999
"Jayanagar 4th main,36th cross",9.567808976840697,2,152.82733126666668,12.9225838,77.5803166
BagalakunteCrossJunction,9.509374180163974,2,33700.01101271667,13.0599505,77.5068564
BasavamantapaJunc-Dr RajkumarRd,9.431264207821773,2,5812.446005575,12.9802019,77.55618905
LowerAgaram(IndiaGarage)Junc,9.106652571585553,3,33.64873142777778,12.964487366666667,77.61810673333333
OldMadrasRd-BMTC DepotJunc,9.076833923062052,1,19.606597833333336,12.9825565,77.6353914
UpparpetJunction,8.91840189226469,2,10108.508750733334,12.97431308,77.57463606
TamarikannanJunc,8.529708020150224,1,57.07676813333333,12.9813476,77.6285708
NTTF JunctionPeenya,8.472345179845922,2,69.19695849166666,13.0248685,77.51113294999999
"Trilight Circle,Race course Road",8.226115169629434,2,60.21378663333333,12.984309145000001,77.582696795
DevanahalliCrossJunc,8.123531447762119,2,57.07676813333333,13.24167865,77.70356475
AttiguppeCircleJunction,7.921157311968372,1,13.018610533333334,12.9621302,77.5335461
GorappanapalyaJunction,7.643722409212817,1,11.78033255,12.920906,77.6002661
RoyanCircle-Chamrajpete,7.621317042950318,1,11.68523875,12.9624886,77.5656329
ChandrikaJunction,7.404924008429772,2,44.985311458333335,12.99138545,77.59245085
MaharajaJunction,6.383558335161812,2,45.27739939166666,12.93436245,77.6296954
Minerva Circle,6.370862975003506,2,33.071051108333336,12.9549542,77.58042775
"KuvempuCircleJunc,HAL MainGate",5.768355884952951,1,5.8399833333333335,12.958055,77.668315
NagaTheaterJunc-Ulsoor,5.416422819377365,1,2292.2994898666666,12.9897527,77.6180398
WiproJunc-Koramangala,5.376773689039262,1,215.32322236666667,12.9297671,77.6330898
KR Road-14thCross Junc,4.824388322532902,1,123.51028495,12.929715,77.573648
27th Cross Jayanagar(Ganapathi Temple),4.789605049702893,1,119.25386498333334,12.9317517,77.5797388
TVS CrossJunction,4.328178397839116,1,74.80607221666668,13.0283245,77.5191569
Geeta Circle,4.266224553209622,1,70.25211858333334,12.9285748,77.5861157
K G Junction,4.061765723881059,1,57.07676813333333,12.9751381,77.5764764
VishweswaraiahJunctio(Uttamsagar),4.061765723881059,1,57.07676813333333,13.01136787,77.64639437
GovindapuraCross,4.061765723881059,1,57.07676813333333,13.032092,77.6216355
ThomasCafe-New,4.061765723881059,1,57.07676813333333,12.9905937,77.6138551
ColesParkJunc,4.061765723881059,1,57.07676813333333,12.9928238,77.6096432
Peenya14thCrossJunc,4.061765723881059,1,57.07676813333333,13.0166142,77.5054464
DMRoadJunc(Basavangudi),4.061765723881059,1,57.07676813333333,12.943615,77.5722
DickensonRd-AdigasJunc,4.061765723881059,1,57.07676813333333,12.9796588,77.613821
KensingtonOvalJunc,4.061765723881059,1,57.07676813333333,12.9821285,77.6236031
MSRamaiahHospitalJunc,4.061765723881059,1,57.07676813333333,13.0278807,77.5742038
LalbaghWestGate,4.061765723881059,1,57.07676813333333,12.9483534,77.5797302
Geethanjali jn,4.061765723881059,2,-231.69059926666665,13.002918300000001,77.57109990000001
17th Mn 1st Crs Aishwarya Stores Jn,4.0392231910248,1,55.782216733333335,12.9250436,77.6336263
YediyurMeternityHospital,3.9891056928687663,1,53.0065693,12.9267084,77.577034
BHEL Gate,3.470274839349371,1,31.145576100000003,12.8461033,77.6589267
MarenahalliRd-18thMainRdJunc,3.1916101816938602,2,10.233935591666665,12.9186031,77.58915404999999
GowdanapalyaJunction,2.9979210788709634,1,19.04382405,12.9135866,77.5590245
Basveshwarnagar 8th main Junction,2.8432360067167415,1,57.07676813333333,12.99274321,77.53414506
BrigadeMillenium,2.8432360067167415,1,57.07676813333333,12.8933772,77.5851856
Devanahalli new bus stand,2.8432360067167415,1,57.07676813333333,13.2483559,77.7156178
ESI(k r puram),2.8432360067167415,1,57.07676813333333,12.9930024,77.7063512
NationalCollege,2.8432360067167415,1,57.07676813333333,12.9516353,77.5736202
BEML GateJunc(SuranjandasRd),1.295174537829047,2,-87.26178336666668,12.9692543,77.65860705
ISRO Junction-NewBEL Rd,0.0,1,-418.3878,13.0351175,77.5677308
