event_id,event_cause,duration_pred,duration_p50,high_impact_prob,high_impact_prob_calibrated,novelty_score,fragility_signal,obi_signal,retrieval_confidence,trust_score,ims_proxy,drift_score
FKID005781,vehicle_breakdown,52.79600406719913,75.02432096872154,0.3388545115278766,0.26666666666666666,-0.03878218542807699,13.31125594131283,0.0,0.0,1.0,0.0,84.23495476494344
FKID005200,vehicle_breakdown,56.17910084382435,72.91191369410487,0.3184474457381473,0.26666666666666666,-0.043283283251758786,0.36837432298322714,0.0,0.0,1.0,0.0,76.25331742210079
FKID005782,debris,36248.916554797855,51766.10631112917,0.816222474149797,1.0,-0.008295558139264414,13.31125594131283,0.0,0.0,0.7,0.0,104.85830369374409
FKID004410,vehicle_breakdown,54.49712937750195,63.44225406831294,0.2928484505238729,0.26666666666666666,-0.037757987217702293,13.31125594131283,0.0,0.0,1.0,0.0,85.33680306405245
FKID004406,pot_holes,88431.56854917812,137921.24910372667,0.9059853483932211,1.0,0.01898018148840208,0.5973637669998277,0.0,0.0,0.48999999999999994,0.0,159.16245671831763
FKID005786,vehicle_breakdown,40.236251451631375,32.22653957375569,0.18663097397891748,0.24324324324324326,-0.037757987217702293,13.31125594131283,0.0,0.0,1.0,0.0,86.02349404461805
FKID005787,others,9076.27685600411,14822.91054414819,0.4022627747679466,0.26666666666666666,0.0005012773555156391,13.31125594131283,0.0,0.0,0.7,0.0,106.09434698889334
FKID005788,vehicle_breakdown,49.26481700741785,66.86047911480905,0.4397577962985525,0.26666666666666666,-0.03413464092710128,1.1748154084329945,0.0,0.0,1.0,0.0,73.00859036648984
FKID005201,vehicle_breakdown,46.57535883410788,60.59165470636656,0.2676187400826655,0.24358974358974358,-0.032194333407052245,0.8860895877164112,0.0,0.0,1.0,0.0,74.65544940810102
FKID005791,vehicle_breakdown,43.139264379976005,55.484764850712175,0.14335075575939235,0.2,-0.033113941705004146,3.5642704764323057,0.0,0.0,1.0,0.0,61.24199409885587
FKID005792,pot_holes,1864.8570940901548,2402.0193503986407,0.12362403018985726,0.16666666666666666,-0.02493297041711917,13.31125594131283,0.0,0.0,1.0,0.0,85.88341558885477
FKID005795,pot_holes,2085.573124330113,1981.7543368680224,0.1029300821609997,0.03773584905660377,-0.02993599434957228,0.5973637669998277,0.0,0.0,1.0,0.0,76.88166952586306
FKID005807,vehicle_breakdown,57.949112562886825,69.98982230275061,0.30221555861098015,0.26666666666666666,-0.03145493561524615,13.31125594131283,0.0,0.0,1.0,0.0,83.00725638100542
FKID005809,vehicle_breakdown,53.875349793309795,48.44403404194724,0.1414759531779246,0.2,-0.03627549591354051,3.5642704764323057,0.0,0.0,1.0,0.0,59.931069774064014
FKID005811,others,96.25500454872139,95.08527069852492,0.07001057263210228,0.03773584905660377,-0.0230180494230241,13.31125594131283,0.0,0.0,1.0,0.0,80.05951922959198
FKID005202,vehicle_breakdown,50.07079723929695,75.77143602603721,0.476244915859334,0.26666666666666666,-0.010513071894342474,13.31125594131283,0.0,0.0,1.0,0.0,98.64973919126965
FKID005812,vehicle_breakdown,73.99257733587106,74.55569224924353,0.35908722827593387,0.26666666666666666,-0.032552469176056475,0.9756941527663854,0.0,0.0,1.0,0.0,78.64882415338464
FKID005813,vehicle_breakdown,53.59019950382135,62.96771185360548,0.31162717304695764,0.26666666666666666,-0.02910046829548052,13.31125594131283,0.0,0.0,1.0,0.0,83.55864222967963
FKID005814,vehicle_breakdown,52.89580874316552,43.36261890262176,0.1511145305655878,0.24324324324324326,-0.034523100369978965,2.3098065657326674,0.0,0.0,1.0,0.0,63.02776305166455
FKID000002,others,37149.194289628,58388.32829466155,0.8616827020520182,1.0,0.031162554982677948,13.31125594131283,0.0,0.0,0.48999999999999994,0.0,153.19072584929324
FKID004433,vehicle_breakdown,198.6499579420092,65.52367110707932,0.18513380379208788,0.24324324324324326,0.015668594330808694,0.8860895877164112,0.0,0.0,0.7,0.0,130.90329179986776
FKID005823,vehicle_breakdown,50.50944624606976,65.2878289468062,0.43935417248693653,0.26666666666666666,-0.02847411072715711,3.6413183176005592,1.4758104686240883,0.0,1.0,0.0,54.37377728757863
FKID005825,vehicle_breakdown,72.9042008722306,92.18033398139926,0.5951527031362458,0.47619047619047616,0.026262859810988193,13.649804501012692,15.485365877106492,0.0,0.7,0.0,118.51674425468036
FKID004440,vehicle_breakdown,53.8271113245861,66.70543042835455,0.5682900732668683,0.47619047619047616,-0.035528284861675696,2.403267634330034,0.1988328000604348,0.0,1.0,0.0,52.44484029179577
FKID005827,vehicle_breakdown,41.27313109693681,59.108628112829095,0.2694430628215987,0.24358974358974358,-0.007382810764340553,13.649804501012692,15.485365877106492,0.0,1.0,0.0,70.85166900221503
FKID005828,vehicle_breakdown,35.005510119115364,45.83655874545417,0.2868356371508834,0.24358974358974358,-0.006035860088049572,3.6413183176005592,1.4722896982730584,0.0,1.0,0.0,87.27115354239527
FKID005831,vehicle_breakdown,67.82584970915929,67.51191185704663,0.5795277007713139,0.47619047619047616,-0.03477299108697196,2.403267634330034,1.930134896015403,0.0,1.0,0.0,51.90007017878895
FKID004444,road_conditions,9247.97172316057,16097.174432667505,0.46583797312024827,0.26666666666666666,0.03405501063805172,13.649804501012692,1.5952245947481296,0.0,0.7,0.0,111.39981638643621
FKID005836,construction,186.61476375655536,174.83656375710333,0.05666227907236026,0.03773584905660377,-0.0011551177246750255,0.9991497433504406,0.9649390309964183,0.0,1.0,0.0,62.31747032530829
FKID005837,construction,181.57974554899954,147.67176494515326,0.05589944165734693,0.03773584905660377,-0.002597766982479821,0.9991497433504406,0.9649390309964183,0.0,1.0,0.0,62.21334242324396
FKID005838,vehicle_breakdown,46.926284380978636,47.103239178068414,0.3991416841029217,0.26666666666666666,-0.04235919292748824,1.5133215430662306,0.9734331568754806,0.0,1.0,0.0,54.87244029636106
FKID005839,vehicle_breakdown,39.05054564717653,50.97016763618874,0.22315354654782232,0.24358974358974358,-0.013641063754430638,13.649804501012692,15.485365877106492,0.0,1.0,0.0,69.76929597827949
FKID005204,vehicle_breakdown,34.373889052225834,39.090592365110126,0.22699934505112515,0.24358974358974358,-0.025419189587848612,13.649804501012692,1.5952245947481296,0.0,1.0,0.0,69.8972894783725
FKID005842,vehicle_breakdown,39.336289436906426,53.42897351302123,0.2228856157975989,0.24358974358974358,-0.013403243226158268,13.649804501012692,15.485365877106492,0.0,1.0,0.0,69.96992898925701
FKID005844,others,243.6356554689099,242.848098749106,0.01563027463073949,0.0,0.007101282905697448,1.5133215430662306,0.9734331568754806,0.0,1.0,0.0,56.418551446345845
FKID005845,vehicle_breakdown,43.71448018556463,51.92029409164575,0.14014060269907147,0.2,-0.02601199072934779,2.4317733853674603,6.768377453221342,0.0,1.0,0.0,65.9658413063282
FKID004467,procession,131.18217762226834,20.334306507505115,0.1447835850199745,0.2,0.05757370578744836,13.542633453338947,1.4194559072126949,0.0,0.7,0.0,104.09956235473297
FKID005852,others,278.863723966715,328.5801618013161,0.014512742885599625,0.0,-0.008763597966433112,1.5133215430662306,3.8736498778333055,0.0,1.0,0.0,55.76025603892572
FKID005855,vehicle_breakdown,35.22721895293891,39.13622456570709,0.05536708889064909,0.037037037037037035,-0.02074507470104603,13.542633453338947,28.301014539512014,0.0,1.0,0.0,90.55118495062123
FKID005856,accident,33.527310469139934,19.24253352256665,0.09983578223953501,0.03773584905660377,-0.010164677286319868,1.5133215430662306,3.8736498778333055,0.0,1.0,0.0,59.527058737470696
FKID005857,accident,33.527310469139934,19.24253352256665,0.09983578223953501,0.03773584905660377,-0.010164677286319868,1.5133215430662306,3.8736498778333055,0.0,1.0,0.0,59.527058737470696
FKID005860,vehicle_breakdown,34.75641238759567,35.94295057697095,0.051938876529670865,0.037037037037037035,-0.023004487119461903,13.542633453338947,9.74870699323417,0.0,1.0,0.0,92.61702628346694
FKID004490,road_conditions,499.36444654411906,700.2611779781295,0.057572514350297165,0.03773584905660377,-0.02977503119052094,0.35841826019989664,0.0,0.0,1.0,0.0,56.943434410940114
FKID004492,pot_holes,97294.60025634029,135410.12048306264,0.9045242542587233,1.0,0.04213272274939661,13.478728639211965,1.351479455897389,0.0,0.48999999999999994,0.0,154.3407459026027
FKID005862,vehicle_breakdown,37.04901275940018,36.1540031212132,0.18782233494961334,0.24324324324324326,-0.033830629154762426,3.6024972851198678,10.068332161363521,0.0,1.0,0.0,76.94560248547393
FKID004495,construction,73730.46735798316,63712.66430746844,0.952387170593876,1.0,0.09033416705656139,1.0254744666830378,0.06407680632439774,0.0,0.48999999999999994,0.0,345.0442300469739
FKID005205,construction,573.7172869274765,658.9617947417934,0.03650833055990573,0.0,-0.015960502222547412,1.2644199734829686,0.0,0.0,1.0,0.0,66.37544832840032
FKID005206,vehicle_breakdown,51.885182100681774,52.27736347513425,0.3074423083797568,0.26666666666666666,0.03013102927549538,1.0254744666830378,0.06407680632439774,0.0,1.0,0.0,252.8436126710996
FKID004497,accident,80.63877027998086,77.43852780726088,0.21376069909840673,0.24358974358974358,-0.031819956583240105,2.405517436261378,0.2754844855401167,0.0,1.0,0.0,53.83476774362592
FKID005865,vehicle_breakdown,32.37814720560369,34.06215500757216,0.07525669868207228,0.03773584905660377,-0.027843059635635825,13.478728639211965,41.40733050901872,0.0,1.0,0.0,77.17855655866303
FKID004499,pot_holes,4061.7295770717933,3921.486439030011,0.06942167218263129,0.03773584905660377,0.04715815157208636,1.0254744666830378,0.06407680632439774,0.0,1.0,0.0,252.99584862498062
FKID005867,road_conditions,1097.402493430327,1324.726138651069,0.05559796841625286,0.03764857574886029,-0.03600376167884611,0.4679349508165318,0.8624456052041446,0.0,1.0,0.0,55.72477496006374
FKID005868,others,72.05266867219959,77.57786395659285,0.017327161759633676,0.0,0.022832112347890177,13.478728639211965,41.40733050901872,0.0,1.0,0.0,85.24373411391397
FKID001592,pot_holes,103690.44379662401,155890.21135372983,0.9080522557990648,1.0,0.053370820884283576,13.478728639211965,41.40733050901872,0.0,0.48999999999999994,0.0,153.08778584884035
FKID005870,construction,10797.89819720243,12935.219490944093,0.8123273730088929,1.0,0.008435346175831748,1.0226231958659036,1.207958004851021,0.0,0.7,0.0,103.12314812035368
FKID005872,vehicle_breakdown,37.14495778662035,41.24640573338438,0.09377025360991487,0.03773584905660377,-0.027843059635635825,13.478728639211965,41.40733050901872,0.0,1.0,0.0,76.81367205006225
FKID005873,congestion,65.98332932045476,65.36787701184511,0.073244411023325,0.03773584905660377,0.03441874460035188,13.478728639211965,21.934452921742494,0.0,1.0,0.0,89.9318790511466
FKID005874,pot_holes,3145.8480199419364,12080.193562292548,0.04649646284350449,0.0,0.04258364754575683,0.10951669061663509,0.0,0.0,1.0,0.0,160.67880754528534
FKID005208,others,36576.03968230162,34649.91167765423,0.9069374671349201,1.0,0.05995054453232185,1.204683596782986,0.030210522322492005,0.0,0.48999999999999994,0.0,152.73836933902749
FKID005875,construction,202.48912683101565,269.9733667198382,0.06330559603549633,0.03773584905660377,0.004436846271610451,1.0226231958659036,1.207958004851021,0.0,1.0,0.0,90.04106710453443
FKID005876,others,17889.089093288327,17689.454920307144,0.6683948100191733,0.8235294117647058,0.07930735879664041,1.0254744666830378,1.9632185201623709,0.0,0.7,0.0,280.8687835371637
FKID005877,construction,202.02246170818387,239.7596874780969,0.03353858240459476,0.0,0.0214725221348967,13.478728639211965,41.40733050901872,0.0,1.0,0.0,84.35004861398392
FKID005209,vehicle_breakdown,27.858173289371777,24.699123588534594,0.08394565986922256,0.03773584905660377,-0.04298060424050759,13.478728639211965,1.351479455897389,0.0,1.0,0.0,75.92067021819473
FKID005880,vehicle_breakdown,28.37390516197011,30.067666246920986,0.07917119092568285,0.03773584905660377,-0.031245723572355,13.478728639211965,41.40733050901872,0.0,1.0,0.0,76.25925088209479
FKID005881,vehicle_breakdown,32.477781535786924,32.89145295620808,0.19006864656656816,0.24324324324324326,-0.04117644404116849,3.6024972851198678,2.678347059955071,0.0,1.0,0.0,75.44118867442288
FKID005883,vehicle_breakdown,34.805712162459244,36.21722157115995,0.2733684506472327,0.24358974358974358,-0.03971603242888322,3.6024972851198678,3.559188382219147,0.0,1.0,0.0,75.31778667065036
FKID005210,vehicle_breakdown,30.463612827478503,29.976044531304183,0.09658866797623959,0.03773584905660377,-0.04298060424050759,13.478728639211965,1.351479455897389,0.0,1.0,0.0,75.92067021819473
FKID005884,vehicle_breakdown,48.215883303085675,55.86983017145581,0.257381073122278,0.24358974358974358,-0.05870295391390917,0.8263532110164283,0.9622742430911211,0.0,1.0,0.0,57.11682612005994
FKID005886,vehicle_breakdown,29.709134569336626,34.081484053050985,0.06846874686618547,0.03773584905660377,-0.03293357019900245,13.478728639211965,41.40733050901872,0.0,1.0,0.0,76.5251103720055
FKID005887,vehicle_breakdown,52.41957994966601,42.1861905952122,0.17233485686228603,0.24324324324324326,0.035043373687083545,0.2090773184499397,6.3736744831022305,0.0,1.0,0.0,261.32261110771657
FKID005888,accident,41.65628251664122,56.1055512392012,0.310413119396977,0.26666666666666666,-0.038479066098643155,3.6024972851198678,10.068332161363521,0.0,1.0,0.0,67.16574333970911
FKID004512,accident,44.017423668003076,40.595365117106915,0.07507803702268898,0.03773584905660377,-0.008082148702875491,13.478728639211965,1.351479455897389,0.0,1.0,0.0,72.01571253297126
FKID005892,vehicle_breakdown,49.30699611552068,52.5227877998322,0.2953863970023579,0.26666666666666666,-0.034390492721581234,0.39824251133321853,0.9548199484813081,0.0,1.0,0.0,54.801717352425584
FKID005893,vehicle_breakdown,29.90645727794732,34.50104433627084,0.09032548305342374,0.03773584905660377,-0.03838848791501426,13.478728639211965,21.700381178540212,0.0,1.0,0.0,76.98031287985343
FKID005894,vehicle_breakdown,44.06343399103971,49.76478153851681,0.1299703482059553,0.16666666666666666,-0.0482655353002317,0.35841826019989664,0.0,0.0,1.0,0.0,61.064229113313004
FKID005895,vehicle_breakdown,56.522660690936256,57.85635725699259,0.14349218394458488,0.2,-0.04955899306131534,2.35493429545893,8.947334502735673,0.0,1.0,0.0,59.84913199574901
FKID005899,vehicle_breakdown,45.487425731259115,49.91032236452756,0.13606341666262387,0.19228624713308884,-0.08425193783070878,13.437064102792123,45.18585647277373,0.1839718117870967,1.0,0.6687506959439639,58.28959371881343
FKID005211,others,156.44293992253006,552.9235693855261,0.04413090642000237,0.0,-0.05418288312536185,13.437064102792123,1.1635198207807804,0.1839718117870967,1.0,0.6687506959439639,70.0432351060173
FKID005900,others,5881.889572918892,5525.428743808782,0.23211510426940543,0.24358974358974358,-0.027252048397057638,3.5677383342772275,2.6423086625236474,0.09449223923974125,0.7,0.47931916833751903,59.63507486984088
FKID004523,others,10120.179352702953,7759.121281258125,0.41878934356689884,0.26666666666666666,-0.06100199278896268,1.204683596782986,0.0478243265712374,0.21729614341010509,0.7,0.677361219926075,76.50594125206177
FKID004525,water_logging,9383.849535956728,4709.570357640173,0.16146970853013676,0.24324324324324326,-0.0006353327992612012,13.437064102792123,1.1635198207807804,0.17721538520890398,0.7,0.6199577267120008,72.37852365948498
FKID004526,construction,10164.061873792338,16008.562783232768,0.7358149226293456,0.8235294117647058,-0.04652516151043168,0.35841826019989664,0.0,0.0975013824055142,0.7,0.48792969231963024,70.40692480636201
FKID004555,construction,556.2112131443786,564.447454125187,0.03189620203843,0.0,-0.06532677308727369,1.2644199734829686,0.0,0.0975013824055142,1.0,0.48792969231963024,41.983215544607106
FKID005902,vehicle_breakdown,32.05908004483244,31.9129398238736,0.11404999940327885,0.03773584905660377,-0.03035673088200941,3.5677383342772275,5.139599557283691,0.06843100189035917,1.0,0.42191567512344497,65.001267620298
FKID004531,construction,59898.31095656872,73126.01356979932,0.9157919463460388,1.0,-0.02087248164159461,13.437064102792123,1.1635198207807804,0.19239741265126084,0.48999999999999994,0.685971743908186,95.74112739647693
FKID005904,vehicle_breakdown,37.82638746928437,41.38476030200262,0.11271308240076001,0.03773584905660377,-0.12321567681608314,2.3139004610100318,4.07086202057491,0.162215963890282,1.0,0.6199577267120008,42.417070285950736
FKID005905,construction,911.7831628526437,673.3256761825816,0.05294214637814974,0.037037037037037035,-0.061185672914635614,0.39824251133321853,2.8395041446666363,0.0975013824055142,1.0,0.48792969231963024,43.97389989710184
FKID004535,protest,33.15369003389434,21.07551154831698,0.05494230923361976,0.037037037037037035,-0.06372494030613163,13.437064102792123,1.1635198207807804,0.19936730836001698,1.0,0.6974524425510008,54.67416175649991
FKID005913,others,6441.962860517694,6377.626714858763,0.21682565990939814,0.24358974358974358,-0.022273938838800467,3.5677383342772275,9.577293807535856,0.10248061417383589,0.7,0.49941039096244505,59.28131373174557
FKID004536,vehicle_breakdown,24.98791954192593,38.790930722492014,0.1773619183573837,0.24324324324324326,-0.1226833649026976,1.204683596782986,0.0478243265712374,0.23219268803929888,1.0,0.7003226172117045,56.40222747636565
FKID005915,vehicle_breakdown,41.36273991084905,47.46588098674086,0.1439219237130023,0.2,-0.09516382288987474,13.437064102792123,24.49790344847776,0.20207039337474123,1.0,0.7003226172117045,57.28154759385097
FKID005916,vehicle_breakdown,43.33540888817479,58.04159686662002,0.3703505013515792,0.26666666666666666,-0.01815614922693276,1.0254744666830378,1.8674712231031956,0.10516569576791018,1.0,0.49941039096244505,219.89301580416384
FKID005918,congestion,93.21154675895494,80.63077558036363,0.09405817108135062,0.03773584905660377,-0.04502111909496226,13.437064102792123,45.18585647277373,0.19667965484870695,1.0,0.6945822678902972,67.78872658884055
FKID004546,vehicle_breakdown,39.24861565210051,32.07159991073395,0.14072679087860204,0.2,-0.10444164776110026,13.437064102792123,1.1635198207807804,0.19135064233632962,1.0,0.6888419185688898,56.7313698182284
FKID004551,road_conditions,1951.24567729004,1440.7939366273422,0.13827727786180152,0.2,-0.004831684730168928,0.35841826019989664,0.0,0.06729678638941398,0.7,0.42191567512344497,73.71940329645398
FKID004552,accident,92.86235517413873,47.21071384998307,0.08657426161295445,0.03773584905660377,0.008633173136701311,1.0254744666830378,0.048086723422571774,0.10866350320846677,1.0,0.4850595176589266,234.90674778929528
FKID005924,vehicle_breakdown,52.65189106953395,46.207552758136195,0.181246531119282,0.24324324324324326,-0.007187638606838909,0.2090773184499397,0.8584136294168103,0.10866350320846677,1.0,0.4850595176589266,229.74920805440036
FKID005925,pot_holes,26405.791523038086,31820.299496681728,0.1922885248484825,0.24324324324324326,-0.023234222733162224,13.437064102792123,45.18585647277373,0.18608335583760915,0.7,0.6831015692474823,90.18096100485691
FKID005213,congestion,90.36628633479148,57.68367478846535,0.09181315221782319,0.03773584905660377,-0.07572606095404233,0.4679429998862592,0.02136695070482597,0.10866350320846677,1.0,0.4850595176589266,48.474470418365414
FKID005214,vehicle_breakdown,35.90329570556534,38.90886255031333,0.23091672268053584,0.24358974358974358,-0.1222132831628463,2.372806474883415,0.28133067504475656,0.12428275658089324,1.0,0.5482033601944082,34.70928247354149
FKID005928,accident,56.13021154916563,89.43446400278516,0.2044048624543481,0.24358974358974358,-0.04513932580100144,13.437064102792123,45.18585647277373,0.23304399264431672,1.0,0.7204138398366305,70.8100705434428
FKID005929,vehicle_breakdown,27.29247284355262,17.99046505205071,0.10601539567656626,0.03773584905660377,-0.08856120840785081,3.5677383342772275,2.6423086625236474,0.09978010107634736,1.0,0.45635777105188946,57.32822383258508
FKID005931,vehicle_breakdown,34.02727314930134,52.512039071341405,0.37782982294071504,0.26666666666666666,-0.07461554083275435,1.5239608870661505,10.682014071080534,0.10223563905713513,1.0,0.5037156529535005,33.931344320802
FKID004563,construction,419.86917007129114,721.9646129501633,0.020098756700920206,0.0,-0.05514957682736227,1.2813028086126699,0.01791933388663541,0.08621773851317463,1.0,0.4549226837215376,33.22276712627994
FKID005939,vehicle_breakdown,53.68319363773942,66.84097015262846,0.5449994592354392,0.47619047619047616,-0.07490721561032881,0.4140554711653711,1.2511511956909742,0.08621773851317463,1.0,0.4549226837215376,29.93826070690777
FKID005942,pot_holes,2361.793748483097,2538.7450122305204,0.0317549792496289,0.0,0.05156787777344163,1.0936869346177451,1.907968205779658,0.08621773851317463,1.0,0.4549226837215376,190.25326735643975
FKID005943,vehicle_breakdown,40.995111040143016,54.21083231247845,0.2919194377359016,0.26666666666666666,-0.11430363450208242,0.46793568101166333,2.724917906373006,0.0890957138999267,1.0,0.4635332077036487,28.432785254192037
FKID004569,vehicle_breakdown,46.643610206405825,48.46337998381679,0.32711214386672577,0.26666666666666666,-0.05961390481397505,13.664280110119163,1.1316418168102933,0.1805157980016203,1.0,0.6615752592922045,55.62652035839041
FKID005946,others,529.3615281742132,288.54151637484523,0.09077119073335908,0.03773584905660377,0.011190910292683487,13.664280110119163,60.342551506248064,0.1830851433200879,0.7,0.6644454339529082,94.85557519604552
FKID005947,others,19560.926355224263,14183.47710684015,0.48828212592747444,0.26666666666666666,-0.004536463952424463,0.8861480855643404,2.5232206201500036,0.09090119979939044,0.7,0.4664033823643523,56.46364272500374
FKID005216,construction,263.39537123698,327.0831402485439,0.024336189222171064,0.0,-0.0381540531615705,0.8861480855643404,0.04731954310059444,0.09272211720226842,1.0,0.4692735570250561,40.03359517876113
FKID005948,construction,168.75981546067308,219.57041634929521,0.0201174530086706,0.0,-0.0023804764407204804,1.0115464054029988,1.4554352827520356,0.0601655028741175,1.0,0.4032595398288708,46.611974675732164
FKID004574,others,9294.28968021962,12122.960329201576,0.6473850042070551,0.8235294117647058,0.004071843047611101,13.664280110119163,1.1316418168102933,0.18566992014196984,0.48999999999999994,0.6673156086136119,87.58573625434678
FKID005950,vehicle_breakdown,48.63573282592344,71.19479541035402,0.4046694709571979,0.26666666666666666,-0.08775378790774824,0.4756010681438324,1.7376337649803215,0.09272211720226842,1.0,0.4692735570250561,25.149020729870177
FKID005953,others,188.8086632935569,165.26251356259485,0.013639348507778882,0.0,-0.04481447221579704,1.5239608870661505,3.8275631559879497,0.11174916091200188,1.0,0.5295472248998341,41.37892281914776
FKID005961,vehicle_breakdown,39.7614185803178,43.64824065339111,0.19272109743542978,0.24324324324324326,-0.05215753984732452,13.664280110119163,33.69991687703256,0.17290035106670268,1.0,0.6529647353100935,54.678290449999494
FKID005963,others,14662.317383277505,21283.818632862327,0.7486376333146988,0.8235294117647058,-0.03594145186142461,0.3683752864859169,0.8975589224174456,0.09661085606265188,0.7,0.45205250906083383,60.51903636912814
FKID004589,vehicle_breakdown,34.14183659454467,60.273135502910826,0.4069868213885392,0.26666666666666666,-0.016941946259399487,1.0936869346177451,0.10513175917289184,0.09661085606265188,1.0,0.45205250906083383,86.43303743660256
FKID005964,vehicle_breakdown,47.57592703021644,48.890746116501084,0.20902772224278823,0.24358974358974358,-0.05304719589807494,13.664280110119163,21.56312502374208,0.20215076578835692,1.0,0.7792524203810565,73.03425695298205
FKID005965,vehicle_breakdown,39.511067318376135,60.4832988177112,0.3209881296118841,0.26666666666666666,-0.09107270996464822,1.5239608870661505,3.8275631559879497,0.11149068322981365,1.0,0.5151963515963154,31.90291136448859
FKID005967,road_conditions,4414.911146569152,13321.494657668245,0.03862372182736763,0.0,-0.03175354647658679,13.664280110119163,33.89297823155471,0.16790054396049534,1.0,0.647224385988686,53.38009050642245
FKID005968,road_conditions,4414.911146569152,13321.494657668245,0.03862372182736763,0.0,-0.03175354647658679,13.664280110119163,33.89297823155471,0.16790054396049534,1.0,0.647224385988686,53.38009050642245
FKID005969,road_conditions,4414.911146569152,13321.494657668245,0.03862372182736763,0.0,-0.03175354647658679,13.664280110119163,33.89297823155471,0.16790054396049534,1.0,0.647224385988686,53.38009050642245
FKID005970,vehicle_breakdown,37.031103081016454,67.41336085339618,0.3900502568253752,0.26666666666666666,-0.08035930461660723,1.5239608870661505,10.682014071080534,0.10826549901624166,1.0,0.5065858276142043,32.925463486870505
FKID005218,others,4613.151453468976,12757.041455096984,0.5852718413724061,0.47619047619047616,-0.01682394057014036,13.664280110119163,1.1316418168102933,0.19358628139346476,0.7,0.7620313724168343,86.01133042528387
FKID005975,others,67.77410877240087,56.379345213327035,0.04240311747820914,0.0,-0.021574780865459164,13.622609124231676,78.63952761162732,0.24373916758469819,1.0,0.908016213536837,56.11786459020047
FKID005976,others,70.8321875841486,48.84294223038208,0.03218962081463422,0.0,-0.021278448886417833,13.622609124231676,78.63952761162732,0.21288044728498412,1.0,0.7930563626486872,43.25434288678419
FKID004600,vehicle_breakdown,39.16893164047993,63.57220207248098,0.26264628145786656,0.24358974358974358,-0.1177312473375044,0.8860948945214471,0.048058569052515855,0.14157689961092607,1.0,0.6206165863164621,26.99190965215624
FKID005977,accident,35.05782318032508,42.351780755923684,0.1278086351386881,0.16666666666666666,-0.10886293680853915,2.3323652012039435,5.456099842017622,0.14157689961092607,1.0,0.6206165863164621,31.556052111755186
FKID005979,vehicle_breakdown,27.228562706033898,24.363931412520223,0.23602964701673668,0.24358974358974358,-0.10004248061918869,0.4864335157555395,3.5670123031188035,0.08844537605002094,1.0,0.5156532442011946,27.08495662312491
FKID004596,vehicle_breakdown,44.92707082015079,44.03709714523942,0.3727869474825293,0.26666666666666666,-0.07777573455145892,13.622609124231676,1.1223219580071222,0.26494105308580057,1.0,0.8605327968656447,48.47385321804198
