junction,severity_raw,persistence_norm,hawkes_norm,duration_risk_norm,severity_norm,frailty_norm,obi_entropy,obi_equal,obi_pca,operational_burden_index,entropy_weight_hawkes,pca_weight_hawkes,entropy_weight_severity,pca_weight_severity,entropy_weight_persistence,pca_weight_persistence,entropy_weight_duration_risk,pca_weight_duration_risk,entropy_weight_frailty,pca_weight_frailty
TownhallJunction,356.52439340762373,0.15331634692550064,0.0,0.99999994,0.47724402468801475,0.8530678749162918,0.15905820403882298,0.4967256373850325,0.676586985948954,0.4441236091242698,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
AyyappaTempleJunc,629.4602540048987,0.30406743471614106,0.0,0.56776863,0.8425963287706254,0.7846937698552102,0.1636971386002778,0.4998252333415216,0.6345323305678794,0.43268490083655964,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
GoruguntepalyaJunc,225.56901765973757,0.5058351433891178,0.0,0.6421281,0.30194698546131254,1.0,0.1555969155145993,0.48998204775647525,0.6465583104399946,0.4307124245703564,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
SRS Peenya Junc,227.06061298980217,0.5688142165762754,0.0,0.49364078,0.30394363694347915,1.0,0.1493624867963957,0.47327972679373365,0.6152852497647103,0.41264248778494655,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
HebbalFlyoverJunc,348.7990965568259,1.0,0.0,0.5418704,0.4669029321031684,0.2939435972903264,0.2055105071694051,0.4605433889208438,0.5474057949355641,0.40448656367527097,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
RajeshwariJunc,258.3542226440709,0.44757061691051847,0.0,0.6361467,0.34583330422732106,0.8530678749162918,0.14948530688033548,0.4565237040556444,0.5997488892683817,0.4019193000681205,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
SilkBoardJunc,386.54209836358547,0.5348361818655109,0.0,0.6620423,0.517425764254714,0.4362794735145532,0.16886226194559342,0.43011674788188115,0.540820475450314,0.3799331617592629,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
Bommanahalli,317.0122527312272,0.472583498412407,0.0,0.46837825,0.4243530209050482,0.7846937698552102,0.1419382626766588,0.4300017070006403,0.5513076539398063,0.37441587453903513,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
SantheCircle,302.0611834162734,0.45545359527420665,0.0,0.53972876,0.40433949974017225,0.7189757650313102,0.14400531666665467,0.4236995241529977,0.5460353561727471,0.3712467323307998,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
BangaloreBodyBuildersJunc,227.2017627825516,0.3541958102558348,0.0,0.56079775,0.30413258024279105,0.8530678749162918,0.12857521212621867,0.41443880327295546,0.5495450290426515,0.3641863481472752,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
MysoreRd-RingRdJunc(Nayandanahallii),257.0344436144693,0.4700998061141876,0.0,0.45805073,0.34406664627226274,0.7676981650041279,0.1342903000765789,0.4079830690469633,0.5259903602225708,0.3560879097820377,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
CMP GateJunc,370.7669257384987,0.07531246400284346,0.0,0.6468921,0.4963090973086266,0.7846937698552102,0.11800851121934958,0.40064148038738884,0.5393453655759152,0.35266511906088455,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
Chokasandra (Tumkur road),196.954513673018,0.5820836023380604,0.0,0.2057164,0.26364357256843957,1.0,0.12131847646562026,0.41028871524901545,0.5233441070226005,0.3516504329124121,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
PoliceCornerJunc,255.9720368368549,0.22363392452634953,0.0,0.5596657,0.3426445071542114,0.8530678749162918,0.11634969309902647,0.39580239730569866,0.5308265120413346,0.34765953414868656,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
YelhankaBypass,223.93475680235346,0.3578749846026872,0.0,0.58573395,0.29975936171553325,0.7189757650313102,0.12895111225390476,0.39246881229752456,0.5181351400776287,0.3465183548763527,0.7008966279867451,0.0,0.07668496770597802,0.20946572671998667,0.11545994061412446,0.20255965676020243,0.09198833308074497,0.29934076080173705,0.01497013061240744,0.2886338557180738
