grid_time_utc,zone,horizon_h,prob_bin_hawkes,D_hat_norm,SSC_norm,ERI_base,ERI,ERI_ci_lo,ERI_ci_hi,SSC_adjustment,local_activity_contribution,spillover_contribution,Y_bin_actual,Y_count_actual,count_forecast,ci_note
2024-01-01T21:00:00+00:00,Central Zone 1,3,0.540305,0.05,0.915985,0.027015,0.051761,0.010162,0.09336,0.024746,0.027015,0.024746,0,0,0.8822,
2024-01-01T22:00:00+00:00,Central Zone 1,3,0.317972,0.05,0.915985,0.015899,0.030461,0.0,0.07206,0.014563,0.015899,0.014563,0,0,0.5011,
2024-01-01T23:00:00+00:00,Central Zone 1,3,0.363077,0.05,0.915985,0.018154,0.034782,0.0,0.076381,0.016629,0.018154,0.016629,0,0,0.576,
2024-01-02T00:00:00+00:00,Central Zone 1,3,0.233962,0.05,0.915985,0.011698,0.022413,0.0,0.064012,0.010715,0.011698,0.010715,1,1,0.352,
2024-01-02T01:00:00+00:00,Central Zone 1,3,0.233962,0.05,0.915985,0.011698,0.022413,0.0,0.064012,0.010715,0.011698,0.010715,1,1,0.3313,
2024-01-02T02:00:00+00:00,Central Zone 1,3,0.233962,0.05,0.915985,0.011698,0.022413,0.0,0.064012,0.010715,0.011698,0.010715,1,1,0.3112,
2024-01-02T03:00:00+00:00,Central Zone 1,3,0.504537,0.05,0.915985,0.025227,0.048334,0.006735,0.089933,0.023107,0.025227,0.023107,0,0,0.9118,
2024-01-02T04:00:00+00:00,Central Zone 1,3,0.504537,0.05,0.915985,0.025227,0.048334,0.006735,0.089933,0.023107,0.025227,0.023107,0,0,0.8896,
2024-01-02T05:00:00+00:00,Central Zone 1,3,0.336842,0.05,0.915985,0.016842,0.032269,0.0,0.073868,0.015427,0.016842,0.015427,0,0,0.5355,
2024-01-02T06:00:00+00:00,Central Zone 1,3,0.317972,0.05,0.915985,0.015899,0.030461,0.0,0.07206,0.014563,0.015899,0.014563,0,0,0.4127,
2024-01-02T07:00:00+00:00,Central Zone 1,3,0.196911,0.05,0.915985,0.009846,0.018864,0.0,0.060463,0.009018,0.009846,0.009018,0,0,0.2276,
2024-01-02T08:00:00+00:00,Central Zone 1,3,0.187302,0.05,0.915985,0.009365,0.017943,0.0,0.059542,0.008578,0.009365,0.008578,0,0,0.2287,
2024-01-02T09:00:00+00:00,Central Zone 1,3,0.090737,0.05,0.915985,0.004537,0.008693,0.0,0.050291,0.004156,0.004537,0.004156,0,0,0.1082,
2024-01-02T10:00:00+00:00,Central Zone 1,3,0.040773,0.05,0.915985,0.002039,0.003906,0.0,0.045505,0.001867,0.002039,0.001867,0,0,0.047,
2024-01-02T11:00:00+00:00,Central Zone 1,3,0.016032,0.05,0.915985,0.000802,0.001536,0.0,0.043135,0.000734,0.000802,0.000734,0,0,0.0185,
2024-01-02T12:00:00+00:00,Central Zone 1,3,0.005089,0.05,0.915985,0.000254,0.000488,0.0,0.042086,0.000233,0.000254,0.000233,0,0,0.006,
2024-01-02T13:00:00+00:00,Central Zone 1,3,0.0,0.05,0.915985,0.0,0.0,0.0,0.041599,0.0,0.0,0.0,0,0,0.0,
2024-01-02T14:00:00+00:00,Central Zone 1,3,0.0,0.05,0.915985,0.0,0.0,0.0,0.041599,0.0,0.0,0.0,0,0,0.0,
2024-01-02T15:00:00+00:00,Central Zone 1,3,0.0,0.05,0.915985,0.0,0.0,0.0,0.041599,0.0,0.0,0.0,0,0,0.0,
2024-01-02T16:00:00+00:00,Central Zone 1,3,0.017544,0.05,0.915985,0.000877,0.001681,0.0,0.04328,0.000804,0.000877,0.000804,0,0,0.0252,
2024-01-02T17:00:00+00:00,Central Zone 1,3,0.233962,0.05,0.915985,0.011698,0.022413,0.0,0.064012,0.010715,0.011698,0.010715,1,1,0.3501,
2024-01-02T18:00:00+00:00,Central Zone 1,3,0.445783,0.05,0.915985,0.022289,0.042706,0.001107,0.084305,0.020417,0.022289,0.020417,1,1,0.6857,
2024-01-02T19:00:00+00:00,Central Zone 1,3,0.504537,0.05,0.915985,0.025227,0.048334,0.006735,0.089933,0.023107,0.025227,0.023107,1,1,0.7875,
2024-01-02T20:00:00+00:00,Central Zone 1,3,0.663342,0.05,0.915985,0.033167,0.063548,0.021949,0.105147,0.030381,0.033167,0.030381,0,0,1.2711,
2024-01-02T21:00:00+00:00,Central Zone 1,3,0.572917,0.05,0.915985,0.028646,0.054885,0.013286,0.096484,0.026239,0.028646,0.026239,0,0,1.0423,
2024-01-02T22:00:00+00:00,Central Zone 1,3,0.383333,0.05,0.915985,0.019167,0.036723,0.0,0.078322,0.017556,0.019167,0.017556,0,0,0.6609,
2024-01-02T23:00:00+00:00,Central Zone 1,3,0.317972,0.05,0.915985,0.015899,0.030461,0.0,0.07206,0.014563,0.015899,0.014563,0,0,0.5282,
2024-01-03T00:00:00+00:00,Central Zone 1,3,0.47314,0.05,0.915985,0.023657,0.045326,0.003727,0.086925,0.021669,0.023657,0.021669,0,0,0.7959,
2024-01-03T01:00:00+00:00,Central Zone 1,3,0.380952,0.05,0.915985,0.019048,0.036495,0.0,0.078094,0.017447,0.019048,0.017447,0,0,0.5673,
2024-01-03T02:00:00+00:00,Central Zone 1,3,0.233962,0.05,0.915985,0.011698,0.022413,0.0,0.064012,0.010715,0.011698,0.010715,1,1,0.3123,
2024-01-03T03:00:00+00:00,Central Zone 1,3,0.233962,0.05,0.915985,0.011698,0.022413,0.0,0.064012,0.010715,0.011698,0.010715,1,2,0.3604,
2024-01-03T04:00:00+00:00,Central Zone 1,3,0.233962,0.05,0.915985,0.011698,0.022413,0.0,0.064012,0.010715,0.011698,0.010715,1,3,0.3335,
2024-01-03T05:00:00+00:00,Central Zone 1,3,0.390625,0.05,0.915985,0.019531,0.037422,0.0,0.079021,0.01789,0.019531,0.01789,1,3,0.6245,
2024-01-03T06:00:00+00:00,Central Zone 1,3,0.433709,0.05,0.915985,0.021685,0.041549,0.0,0.083148,0.019864,0.021685,0.019864,1,4,0.6507,
2024-01-03T07:00:00+00:00,Central Zone 1,3,0.307825,0.05,0.915985,0.015391,0.029489,0.0,0.071088,0.014098,0.015391,0.014098,1,3,0.5055,
2024-01-03T08:00:00+00:00,Central Zone 1,3,0.145299,0.05,0.915985,0.007265,0.01392,0.0,0.055518,0.006655,0.007265,0.006655,1,2,0.2664,
2024-01-03T09:00:00+00:00,Central Zone 1,3,0.090737,0.05,0.915985,0.004537,0.008693,0.0,0.050291,0.004156,0.004537,0.004156,0,0,0.1619,
2024-01-03T10:00:00+00:00,Central Zone 1,3,0.048387,0.05,0.915985,0.002419,0.004635,0.0,0.046234,0.002216,0.002419,0.002216,1,1,0.0838,
2024-01-03T11:00:00+00:00,Central Zone 1,3,0.016518,0.05,0.915985,0.000826,0.001582,0.0,0.043181,0.000757,0.000826,0.000757,1,1,0.0254,
2024-01-03T12:00:00+00:00,Central Zone 1,3,0.016518,0.05,0.915985,0.000826,0.001582,0.0,0.043181,0.000757,0.000826,0.000757,1,1,0.0247,
2024-01-03T13:00:00+00:00,Central Zone 1,3,0.016518,0.05,0.915985,0.000826,0.001582,0.0,0.043181,0.000757,0.000826,0.000757,0,0,0.0302,
2024-01-03T14:00:00+00:00,Central Zone 1,3,0.016032,0.05,0.915985,0.000802,0.001536,0.0,0.043135,0.000734,0.000802,0.000734,0,0,0.0309,
2024-01-03T15:00:00+00:00,Central Zone 1,3,0.015385,0.05,0.915985,0.000769,0.001474,0.0,0.043073,0.000705,0.000769,0.000705,0,0,0.0299,
2024-01-03T16:00:00+00:00,Central Zone 1,3,0.081301,0.05,0.915985,0.004065,0.007789,0.0,0.049388,0.003724,0.004065,0.003724,0,0,0.1327,
2024-01-03T17:00:00+00:00,Central Zone 1,3,0.380952,0.05,0.915985,0.019048,0.036495,0.0,0.078094,0.017447,0.019048,0.017447,0,0,0.5762,
2024-01-03T18:00:00+00:00,Central Zone 1,3,0.572917,0.05,0.915985,0.028646,0.054885,0.013286,0.096484,0.026239,0.028646,0.026239,1,1,0.8881,
2024-01-03T19:00:00+00:00,Central Zone 1,3,0.612903,0.05,0.915985,0.030645,0.058716,0.017117,0.100315,0.02807,0.030645,0.02807,1,2,0.963,
2024-01-03T20:00:00+00:00,Central Zone 1,3,0.612903,0.05,0.915985,0.030645,0.058716,0.017117,0.100315,0.02807,0.030645,0.02807,1,2,1.0167,
2024-01-03T21:00:00+00:00,Central Zone 1,3,0.728916,0.05,0.915985,0.036446,0.06983,0.028231,0.111429,0.033384,0.036446,0.033384,1,1,1.4007,
2024-01-03T22:00:00+00:00,Central Zone 1,3,0.540305,0.05,0.915985,0.027015,0.051761,0.010162,0.09336,0.024746,0.027015,0.024746,0,0,1.1168,
2024-01-03T23:00:00+00:00,Central Zone 1,3,0.504537,0.05,0.915985,0.025227,0.048334,0.006735,0.089933,0.023107,0.025227,0.023107,0,0,1.0617,
2024-01-04T00:00:00+00:00,Central Zone 1,3,0.47314,0.05,0.915985,0.023657,0.045326,0.003727,0.086925,0.021669,0.023657,0.021669,0,0,0.9155,
2024-01-04T01:00:00+00:00,Central Zone 1,3,0.47314,0.05,0.915985,0.023657,0.045326,0.003727,0.086925,0.021669,0.023657,0.021669,0,0,0.7894,
2024-01-04T02:00:00+00:00,Central Zone 1,3,0.504537,0.05,0.915985,0.025227,0.048334,0.006735,0.089933,0.023107,0.025227,0.023107,0,0,0.742,
2024-01-04T03:00:00+00:00,Central Zone 1,3,0.504537,0.05,0.915985,0.025227,0.048334,0.006735,0.089933,0.023107,0.025227,0.023107,1,1,0.8473,
2024-01-04T04:00:00+00:00,Central Zone 1,3,0.504537,0.05,0.915985,0.025227,0.048334,0.006735,0.089933,0.023107,0.025227,0.023107,1,2,0.8018,
2024-01-04T05:00:00+00:00,Central Zone 1,3,0.440633,0.05,0.915985,0.022032,0.042212,0.000613,0.083811,0.020181,0.022032,0.020181,1,2,0.659,
2024-01-04T06:00:00+00:00,Central Zone 1,3,0.455285,0.05,0.915985,0.022764,0.043616,0.002017,0.085215,0.020852,0.022764,0.020852,1,1,0.6455,
2024-01-04T07:00:00+00:00,Central Zone 1,3,0.363077,0.05,0.915985,0.018154,0.034782,0.0,0.076381,0.016629,0.018154,0.016629,0,0,0.4707,
2024-01-04T08:00:00+00:00,Central Zone 1,3,0.17037,0.05,0.915985,0.008519,0.016321,0.0,0.05792,0.007803,0.008519,0.007803,0,0,0.2181,
2024-01-04T09:00:00+00:00,Central Zone 1,3,0.090737,0.05,0.915985,0.004537,0.008693,0.0,0.050291,0.004156,0.004537,0.004156,0,0,0.1107,
2024-01-04T10:00:00+00:00,Central Zone 1,3,0.041667,0.05,0.915985,0.002083,0.003992,0.0,0.045591,0.001908,0.002083,0.001908,0,0,0.0529,
2024-01-04T11:00:00+00:00,Central Zone 1,3,0.040773,0.05,0.915985,0.002039,0.003906,0.0,0.045505,0.001867,0.002039,0.001867,0,0,0.0513,
2024-01-04T12:00:00+00:00,Central Zone 1,3,0.016518,0.05,0.915985,0.000826,0.001582,0.0,0.043181,0.000757,0.000826,0.000757,0,0,0.0208,
2024-01-04T13:00:00+00:00,Central Zone 1,3,0.005089,0.05,0.915985,0.000254,0.000488,0.0,0.042086,0.000233,0.000254,0.000233,0,0,0.0081,
2024-01-04T14:00:00+00:00,Central Zone 1,3,0.0,0.05,0.915985,0.0,0.0,0.0,0.041599,0.0,0.0,0.0,0,0,0.0,
2024-01-04T15:00:00+00:00,Central Zone 1,3,0.0,0.05,0.915985,0.0,0.0,0.0,0.041599,0.0,0.0,0.0,0,0,0.0,
2024-01-04T16:00:00+00:00,Central Zone 1,3,0.048387,0.05,0.915985,0.002419,0.004635,0.0,0.046234,0.002216,0.002419,0.002216,0,0,0.0721,
2024-01-04T17:00:00+00:00,Central Zone 1,3,0.336842,0.05,0.915985,0.016842,0.032269,0.0,0.073868,0.015427,0.016842,0.015427,0,0,0.5215,
2024-01-04T18:00:00+00:00,Central Zone 1,3,0.504537,0.05,0.915985,0.025227,0.048334,0.006735,0.089933,0.023107,0.025227,0.023107,0,0,0.8029,
2024-01-04T19:00:00+00:00,Central Zone 1,3,0.610994,0.05,0.915985,0.03055,0.058533,0.016934,0.100132,0.027983,0.03055,0.027983,0,0,1.0759,
2024-01-04T20:00:00+00:00,Central Zone 1,3,0.504537,0.05,0.915985,0.025227,0.048334,0.006735,0.089933,0.023107,0.025227,0.023107,1,1,0.849,
2024-01-04T21:00:00+00:00,Central Zone 1,3,0.504537,0.05,0.915985,0.025227,0.048334,0.006735,0.089933,0.023107,0.025227,0.023107,1,1,0.8911,
2024-01-04T22:00:00+00:00,Central Zone 1,3,0.47314,0.05,0.915985,0.023657,0.045326,0.003727,0.086925,0.021669,0.023657,0.021669,1,1,0.8476,
2024-01-04T23:00:00+00:00,Central Zone 1,3,0.47314,0.05,0.915985,0.023657,0.045326,0.003727,0.086925,0.021669,0.023657,0.021669,0,0,0.8901,
2024-01-05T00:00:00+00:00,Central Zone 1,3,0.504537,0.05,0.915985,0.025227,0.048334,0.006735,0.089933,0.023107,0.025227,0.023107,1,1,0.9936,
2024-01-05T01:00:00+00:00,Central Zone 1,3,0.47314,0.05,0.915985,0.023657,0.045326,0.003727,0.086925,0.021669,0.023657,0.021669,1,1,0.8408,
2024-01-05T02:00:00+00:00,Central Zone 1,3,0.47314,0.05,0.915985,0.023657,0.045326,0.003727,0.086925,0.021669,0.023657,0.021669,1,1,0.7951,
2024-01-05T03:00:00+00:00,Central Zone 1,3,0.504537,0.05,0.915985,0.025227,0.048334,0.006735,0.089933,0.023107,0.025227,0.023107,0,0,1.0262,
2024-01-05T04:00:00+00:00,Central Zone 1,3,0.47314,0.05,0.915985,0.023657,0.045326,0.003727,0.086925,0.021669,0.023657,0.021669,0,0,0.7129,
2024-01-05T05:00:00+00:00,Central Zone 1,3,0.363077,0.05,0.915985,0.018154,0.034782,0.0,0.076381,0.016629,0.018154,0.016629,0,0,0.4959,
2024-01-05T06:00:00+00:00,Central Zone 1,3,0.440633,0.05,0.915985,0.022032,0.042212,0.000613,0.083811,0.020181,0.022032,0.020181,0,0,0.5168,
2024-01-05T07:00:00+00:00,Central Zone 1,3,0.233962,0.05,0.915985,0.011698,0.022413,0.0,0.064012,0.010715,0.011698,0.010715,0,0,0.2913,
2024-01-05T08:00:00+00:00,Central Zone 1,3,0.142857,0.05,0.915985,0.007143,0.013686,0.0,0.055285,0.006543,0.007143,0.006543,0,0,0.1753,
2024-01-05T09:00:00+00:00,Central Zone 1,3,0.126582,0.05,0.915985,0.006329,0.012126,0.0,0.053725,0.005797,0.006329,0.005797,0,0,0.1618,
2024-01-05T10:00:00+00:00,Central Zone 1,3,0.040773,0.05,0.915985,0.002039,0.003906,0.0,0.045505,0.001867,0.002039,0.001867,0,0,0.0503,
2024-01-05T11:00:00+00:00,Central Zone 1,3,0.016518,0.05,0.915985,0.000826,0.001582,0.0,0.043181,0.000757,0.000826,0.000757,0,0,0.0203,
2024-01-05T12:00:00+00:00,Central Zone 1,3,0.016032,0.05,0.915985,0.000802,0.001536,0.0,0.043135,0.000734,0.000802,0.000734,0,0,0.021,
2024-01-05T13:00:00+00:00,Central Zone 1,3,0.0,0.05,0.915985,0.0,0.0,0.0,0.041599,0.0,0.0,0.0,0,0,0.0,
2024-01-05T14:00:00+00:00,Central Zone 1,3,0.0,0.05,0.915985,0.0,0.0,0.0,0.041599,0.0,0.0,0.0,0,0,0.0,
2024-01-05T15:00:00+00:00,Central Zone 1,3,0.0,0.05,0.915985,0.0,0.0,0.0,0.041599,0.0,0.0,0.0,0,0,0.0,
2024-01-05T16:00:00+00:00,Central Zone 1,3,0.040773,0.05,0.915985,0.002039,0.003906,0.0,0.045505,0.001867,0.002039,0.001867,0,0,0.0622,
2024-01-05T17:00:00+00:00,Central Zone 1,3,0.233962,0.05,0.915985,0.011698,0.022413,0.0,0.064012,0.010715,0.011698,0.010715,1,1,0.371,
2024-01-05T18:00:00+00:00,Central Zone 1,3,0.455285,0.05,0.915985,0.022764,0.043616,0.002017,0.085215,0.020852,0.022764,0.020852,1,1,0.7421,
2024-01-05T19:00:00+00:00,Central Zone 1,3,0.504537,0.05,0.915985,0.025227,0.048334,0.006735,0.089933,0.023107,0.025227,0.023107,1,1,0.8344,
2024-01-05T20:00:00+00:00,Central Zone 1,3,0.663342,0.05,0.915985,0.033167,0.063548,0.021949,0.105147,0.030381,0.033167,0.030381,0,0,1.3537,
2024-01-05T21:00:00+00:00,Central Zone 1,3,0.612903,0.05,0.915985,0.030645,0.058716,0.017117,0.100315,0.02807,0.030645,0.02807,0,0,1.3016,
2024-01-05T22:00:00+00:00,Central Zone 1,3,0.504537,0.05,0.915985,0.025227,0.048334,0.006735,0.089933,0.023107,0.025227,0.023107,0,0,1.0284,
2024-01-05T23:00:00+00:00,Central Zone 1,3,0.363077,0.05,0.915985,0.018154,0.034782,0.0,0.076381,0.016629,0.018154,0.016629,0,0,0.6691,
2024-01-06T00:00:00+00:00,Central Zone 1,3,0.504537,0.05,0.915985,0.025227,0.048334,0.006735,0.089933,0.023107,0.025227,0.023107,0,0,0.7975,
2024-01-06T01:00:00+00:00,Central Zone 1,3,0.47314,0.05,0.915985,0.023657,0.045326,0.003727,0.086925,0.021669,0.023657,0.021669,0,0,0.6825,
2024-01-06T02:00:00+00:00,Central Zone 1,3,0.363077,0.05,0.915985,0.018154,0.034782,0.0,0.076381,0.016629,0.018154,0.016629,0,0,0.4635,
2024-01-06T03:00:00+00:00,Central Zone 1,3,0.380952,0.05,0.915985,0.019048,0.036495,0.0,0.078094,0.017447,0.019048,0.017447,0,0,0.5628,
2024-01-06T04:00:00+00:00,Central Zone 1,3,0.380952,0.05,0.915985,0.019048,0.036495,0.0,0.078094,0.017447,0.019048,0.017447,1,2,0.5354,
2024-01-06T05:00:00+00:00,Central Zone 1,3,0.390625,0.05,0.915985,0.019531,0.037422,0.0,0.079021,0.01789,0.019531,0.01789,1,2,0.5357,
2024-01-06T06:00:00+00:00,Central Zone 1,3,0.380952,0.05,0.915985,0.019048,0.036495,0.0,0.078094,0.017447,0.019048,0.017447,1,3,0.4256,
2024-01-06T07:00:00+00:00,Central Zone 1,3,0.233962,0.05,0.915985,0.011698,0.022413,0.0,0.064012,0.010715,0.011698,0.010715,1,1,0.3129,
2024-01-06T08:00:00+00:00,Central Zone 1,3,0.132632,0.05,0.915985,0.006632,0.012706,0.0,0.054305,0.006074,0.006632,0.006074,1,1,0.152,
2024-01-06T09:00:00+00:00,Central Zone 1,3,0.090737,0.05,0.915985,0.004537,0.008693,0.0,0.050291,0.004156,0.004537,0.004156,0,0,0.1133,
2024-01-06T10:00:00+00:00,Central Zone 1,3,0.040773,0.05,0.915985,0.002039,0.003906,0.0,0.045505,0.001867,0.002039,0.001867,0,0,0.0516,
2024-01-06T11:00:00+00:00,Central Zone 1,3,0.034483,0.05,0.915985,0.001724,0.003303,0.0,0.044902,0.001579,0.001724,0.001579,0,0,0.0413,
2024-01-06T12:00:00+00:00,Central Zone 1,3,0.016032,0.05,0.915985,0.000802,0.001536,0.0,0.043135,0.000734,0.000802,0.000734,0,0,0.0193,
2024-01-06T13:00:00+00:00,Central Zone 1,3,0.0,0.05,0.915985,0.0,0.0,0.0,0.041599,0.0,0.0,0.0,0,0,0.0,
2024-01-06T14:00:00+00:00,Central Zone 1,3,0.0,0.05,0.915985,0.0,0.0,0.0,0.041599,0.0,0.0,0.0,0,0,0.0,
2024-01-06T15:00:00+00:00,Central Zone 1,3,0.0,0.05,0.915985,0.0,0.0,0.0,0.041599,0.0,0.0,0.0,0,0,0.0,
2024-01-06T16:00:00+00:00,Central Zone 1,3,0.016518,0.05,0.915985,0.000826,0.001582,0.0,0.043181,0.000757,0.000826,0.000757,0,0,0.0221,
2024-01-06T17:00:00+00:00,Central Zone 1,3,0.196911,0.05,0.915985,0.009846,0.018864,0.0,0.060463,0.009018,0.009846,0.009018,0,0,0.2734,
2024-01-06T18:00:00+00:00,Central Zone 1,3,0.390625,0.05,0.915985,0.019531,0.037422,0.0,0.079021,0.01789,0.019531,0.01789,0,0,0.5576,
2024-01-06T19:00:00+00:00,Central Zone 1,3,0.440633,0.05,0.915985,0.022032,0.042212,0.000613,0.083811,0.020181,0.022032,0.020181,0,0,0.6383,
2024-01-06T20:00:00+00:00,Central Zone 1,3,0.440633,0.05,0.915985,0.022032,0.042212,0.000613,0.083811,0.020181,0.022032,0.020181,0,0,0.6902,
2024-01-06T21:00:00+00:00,Central Zone 1,3,0.47314,0.05,0.915985,0.023657,0.045326,0.003727,0.086925,0.021669,0.023657,0.021669,0,0,0.7679,
2024-01-06T22:00:00+00:00,Central Zone 1,3,0.504537,0.05,0.915985,0.025227,0.048334,0.006735,0.089933,0.023107,0.025227,0.023107,0,0,0.8312,
2024-01-06T23:00:00+00:00,Central Zone 1,3,0.504537,0.05,0.915985,0.025227,0.048334,0.006735,0.089933,0.023107,0.025227,0.023107,0,0,0.7966,
2024-01-07T00:00:00+00:00,Central Zone 1,3,0.440633,0.05,0.915985,0.022032,0.042212,0.000613,0.083811,0.020181,0.022032,0.020181,0,0,0.6471,
2024-01-07T01:00:00+00:00,Central Zone 1,3,0.47314,0.05,0.915985,0.023657,0.045326,0.003727,0.086925,0.021669,0.023657,0.021669,0,0,0.6817,
2024-01-07T02:00:00+00:00,Central Zone 1,3,0.445783,0.05,0.915985,0.022289,0.042706,0.001107,0.084305,0.020417,0.022289,0.020417,0,0,0.5976,
2024-01-07T03:00:00+00:00,Central Zone 1,3,0.390625,0.05,0.915985,0.019531,0.037422,0.0,0.079021,0.01789,0.019531,0.01789,0,0,0.5871,
2024-01-07T04:00:00+00:00,Central Zone 1,3,0.390625,0.05,0.915985,0.019531,0.037422,0.0,0.079021,0.01789,0.019531,0.01789,1,1,0.5619,
2024-01-07T05:00:00+00:00,Central Zone 1,3,0.390625,0.05,0.915985,0.019531,0.037422,0.0,0.079021,0.01789,0.019531,0.01789,1,1,0.5378,
2024-01-07T06:00:00+00:00,Central Zone 1,3,0.380952,0.05,0.915985,0.019048,0.036495,0.0,0.078094,0.017447,0.019048,0.017447,1,1,0.4259,
2024-01-07T07:00:00+00:00,Central Zone 1,3,0.233962,0.05,0.915985,0.011698,0.022413,0.0,0.064012,0.010715,0.011698,0.010715,0,0,0.2908,
2024-01-07T08:00:00+00:00,Central Zone 1,3,0.126582,0.05,0.915985,0.006329,0.012126,0.0,0.053725,0.005797,0.006329,0.005797,0,0,0.1418,
2024-01-07T09:00:00+00:00,Central Zone 1,3,0.126582,0.05,0.915985,0.006329,0.012126,0.0,0.053725,0.005797,0.006329,0.005797,0,0,0.1497,
2024-01-07T10:00:00+00:00,Central Zone 1,3,0.051345,0.05,0.915985,0.002567,0.004919,0.0,0.046518,0.002352,0.002567,0.002352,0,0,0.0633,
2024-01-07T11:00:00+00:00,Central Zone 1,3,0.041667,0.05,0.915985,0.002083,0.003992,0.0,0.045591,0.001908,0.002083,0.001908,0,0,0.0509,
2024-01-07T12:00:00+00:00,Central Zone 1,3,0.016032,0.05,0.915985,0.000802,0.001536,0.0,0.043135,0.000734,0.000802,0.000734,0,0,0.0193,
2024-01-07T13:00:00+00:00,Central Zone 1,3,0.0,0.05,0.915985,0.0,0.0,0.0,0.041599,0.0,0.0,0.0,0,0,0.0,
2024-01-07T14:00:00+00:00,Central Zone 1,3,0.0,0.05,0.915985,0.0,0.0,0.0,0.041599,0.0,0.0,0.0,0,0,0.0,
2024-01-07T15:00:00+00:00,Central Zone 1,3,0.0,0.05,0.915985,0.0,0.0,0.0,0.041599,0.0,0.0,0.0,0,0,0.0,
2024-01-07T16:00:00+00:00,Central Zone 1,3,0.016518,0.05,0.915985,0.000826,0.001582,0.0,0.043181,0.000757,0.000826,0.000757,0,0,0.0227,
2024-01-07T17:00:00+00:00,Central Zone 1,3,0.169811,0.05,0.915985,0.008491,0.016268,0.0,0.057867,0.007777,0.008491,0.007777,0,0,0.2421,
