junction,network_gi_star,p_sim,is_significant,severity_hotspot_score,kernel_bandwidth_h
Dr TCM RoyanRd near AmbedkarStatue,-0.17698844322567797,0.0020000000949949026,True,132.24525155574537,1.0
KogilluCrossJunc,-0.17738985637723417,0.0020000000949949026,True,190.8352622586663,1.0
K R Circle,-0.17743282934244195,0.0020000000949949026,True,128.12570225011325,1.0
MotherTeressaCircle,-0.17760958447563133,0.0020000000949949026,True,118.11212340862848,1.0
Marigowda-TavarkereRdJunc,-0.17776121117525617,0.0020000000949949026,True,108.04667333656394,1.0
BloodBankCircle,-0.17794694492070007,0.0020000000949949026,True,113.42935600314193,1.0
Kadubeesanahalli-ORR Junc,-0.1780478762521564,0.0020000000949949026,True,165.9187251607828,1.0
Devasandra(k r puram),-0.17805048796620127,0.0020000000949949026,True,125.96611636845789,1.0
TataInstituteCircle,-0.17835537083648006,0.0020000000949949026,True,143.1638148545095,1.0
Batrayanapura(Amrutahalli)Junction,-0.1783763871898121,0.0020000000949949026,True,171.48804674999832,1.0
PoliceTimmaiahCircle(GPO),-0.17848108025959208,0.0020000000949949026,True,174.58783586579807,1.0
KhodaysCircle(DV UrsCircle),-0.17915714764415483,0.0020000000949949026,True,88.37264052907224,1.0
UttarahalliJunction,-0.17923265398044141,0.0020000000949949026,True,96.71417871629414,1.0
DomlurWaterTank,-0.17927860769115242,0.0020000000949949026,True,104.67085894800591,1.0
KanakapuraRd-RingRdJunction,-0.17951170275846398,0.0020000000949949026,True,93.42061164926437,1.0
AgaraJunction,-0.1799808977876431,0.0020000000949949026,True,68.33560146021472,1.0
ShantalaJunction,-0.17998202729695606,0.0020000000949949026,True,66.05834437272476,1.0
KrishnaFlourMill,-0.18002168876735225,0.0020000000949949026,True,64.58049244027005,1.0
SindhiColonyJunction,-0.18025761700772772,0.0020000000949949026,True,58.56669414995475,1.0
MahalaxmiLayoutEntranceJunc,-0.1802986253885744,0.0020000000949949026,True,57.04859354227724,1.0
BanashankariBusStandJunc,-0.18032271407894848,0.0020000000949949026,True,55.78474677439081,1.0
SadashivnagarJunc,-0.1805027791234996,0.0020000000949949026,True,47.032762521101276,1.0
BegumMahalJunc,-0.1805070132367776,0.0020000000949949026,True,33.29332311409473,1.0
ShivandaCircle,-0.18054673477703853,0.0020000000949949026,True,46.7358470202285,1.0
StateBankofMysoreJunc,-0.1805809471069583,0.0020000000949949026,True,47.77612025697399,1.0
BucheryJunction,-0.18059004483624141,0.0020000000949949026,True,50.818811050843536,1.0
HopefarmJunction,-0.1806053770075067,0.0020000000949949026,True,46.36140660773375,1.0
Nagarbhavi,-0.18062325522415276,0.0020000000949949026,True,42.00220318640979,1.0
FTI Junction(KanteeravaStudio),-0.1806994806780148,0.0020000000949949026,True,44.661710912429974,1.0
HSR14thMainJunc,-0.18071483205260302,0.0020000000949949026,True,28.3916738734558,1.0
SubbannaJunction,-0.18074264008738006,0.0020000000949949026,True,45.85078434858849,1.0
VeerasandraGateJunction,-0.1807460351270641,0.0020000000949949026,True,45.35738031746069,1.0
AnandRaoJunction,-0.18076416457898967,0.0020000000949949026,True,28.180586503915393,1.0
MillCornerRd-SampigeRdJunc,-0.18077624814816892,0.0020000000949949026,True,37.62085927276643,1.0
JP Nagar 9th cross-24th main jn,-0.18078871236664668,0.0020000000949949026,True,20.993118649919488,1.0
Arbindo Circle,-0.18080776865978304,0.0020000000949949026,True,41.72708530631042,1.0
CoffeeBoardJunc,-0.18082128224488866,0.0020000000949949026,True,132.1248090195431,1.0
PuttammaChoultryNagarbhavi,-0.18083884205125914,0.0020000000949949026,True,15.02853317835992,1.0
HosmatJunction,-0.18086246626609576,0.0020000000949949026,True,12.185297171643178,1.0
KarnatakaBhavanJunction,-0.1808669499831637,0.0020000000949949026,True,33.63254348363455,1.0
NagaTheaterJunc-Ulsoor,-0.18086864899337338,0.0020000000949949026,True,5.416422819377365,1.0
DairyCircle,-0.18087277518324946,0.0020000000949949026,True,50.190773699528975,1.0
ChaudrayaCircle/UdayaTVCircle(CantonmentJunc),-0.18088797391148964,0.0020000000949949026,True,33.33126442267435,1.0
BhashyamCircle,-0.18090644697130168,0.0020000000949949026,True,20.0882033351172,1.0
Geeta Circle,-0.18091000679954777,0.0020000000949949026,True,4.266224553209622,1.0
CIL CrossJunction-JayamahalRd,-0.18091036426341098,0.0020000000949949026,True,16.247062895524238,1.0
Ring road-Near Kengunte Junction,-0.18091243974157598,0.0020000000949949026,True,30.082158017959692,1.0
BrigadeMillenium,-0.18091741144848456,0.0020000000949949026,True,2.8432360067167415,1.0
UpparpetJunction,-0.1809251521855447,0.0020000000949949026,True,8.91840189226469,1.0
K G Junction,-0.18092566280710232,0.0020000000949949026,True,4.061765723881059,1.0
GangammagudiJunc,-0.1809374548908555,0.0020000000949949026,True,21.281806109558104,1.0
BinnyMillJunction,-0.18094402037953616,0.0020000000949949026,True,33.62021930703921,1.0
29thMainRdBTM LayoutJunc,-0.1809445371285403,0.0020000000949949026,True,33.16213017365894,1.0
KonanakunteJunction(KanakapurarRd),-0.18094649704985535,0.0020000000949949026,True,23.33388048318085,1.0
ThomasCafe-New,-0.18095111322330215,0.0020000000949949026,True,4.061765723881059,1.0
BMTCJunction-K H Road,-0.1809587317179154,0.0020000000949949026,True,38.10169734270811,1.0
MSRamaiahHospitalJunc,-0.18096383754571826,0.0020000000949949026,True,4.061765723881059,1.0
HoodiJunction,-0.18098896369301087,0.0020000000949949026,True,26.128386863314677,1.0
MaharajaJunction,-0.18098971737599293,0.0020000000949949026,True,6.383558335161812,1.0
ESI(k r puram),-0.18099532385075603,0.0020000000949949026,True,2.8432360067167415,1.0
SiddapuraJunction,-0.18100497482016864,0.0020000000949949026,True,21.089457720147763,1.0
Dr RajkumarRd-10thCrossRdJunc,-0.18104426388241182,0.0020000000949949026,True,36.00638352039352,1.0
CID-CarltonHouseJunc,-0.18106451776020166,0.0020000000949949026,True,39.09807851550019,1.0
Geethanjali jn,-0.18106561087406015,0.0020000000949949026,True,4.061765723881059,1.0
NIMHANS Junction,-0.1810676593658428,0.0020000000949949026,True,24.63032535168297,1.0
SandeepUnnikrishnan-Yelhanka,-0.18107263691632497,0.0020000000949949026,True,29.005180360431662,1.0
YediyurMeternityHospital,-0.18109230669009,0.0020000000949949026,True,3.9891056928687663,1.0
DMRoadJunc(Basavangudi),-0.18110376613486454,0.0020000000949949026,True,4.061765723881059,1.0
Krupanidhi College,-0.1811042916335317,0.0020000000949949026,True,20.73667481322472,1.0
ISRO Junction-NewBEL Rd,-0.18110704842383557,0.0020000000949949026,True,0.0,1.0
BigBazaar(Whitefield)Junc,-0.18113032958311304,0.0020000000949949026,True,34.7960634279562,1.0
NationalCollege,-0.18113810693415336,0.0020000000949949026,True,2.8432360067167415,1.0
KCG HospitalJunction,-0.18115628263322708,0.0020000000949949026,True,9.614995196369373,1.0
Devanahalli new bus stand,-0.1811640596675269,0.0020000000949949026,True,2.8432360067167415,1.0
Basappa Circle Junction,-0.18116864171614563,0.0020000000949949026,True,12.245724121673362,1.0
SubedarChatramRd near SheshadripuramPS,-0.18117357700245834,0.0020000000949949026,True,36.14935513662373,1.0
TC Palya-OM RoadJunc,-0.18117992881951545,0.0020000000949949026,True,17.224961863031343,1.0
LalbaghWestGate,-0.18118006072895348,0.0020000000949949026,True,4.061765723881059,1.0
BhashyamCircle-SadashivNagar,-0.18119255495902323,0.0020000000949949026,True,14.53386726735369,1.0
K H Road-SiddaiahRdJunc(BMTC-BigBazaar),-0.18120030982380472,0.0020000000949949026,True,26.786680803736836,1.0
PurnimaTheaterJunc,-0.18120254097583535,0.0020000000949949026,True,32.494125791048475,1.0
ColesParkJunc,-0.18120548754225468,0.0020000000949949026,True,4.061765723881059,1.0
GopalGowdaJUnc,-0.18122224448869217,0.0020000000949949026,True,12.298609853896279,1.0
ASC Junction,-0.1812323386068956,0.0020000000949949026,True,12.335926864630903,1.0
BasavamantapaJunc-Dr RajkumarRd,-0.18124095319283387,0.0020000000949949026,True,9.431264207821773,1.0
DickensonRd-AdigasJunc,-0.18125633409373398,0.0020000000949949026,True,4.061765723881059,1.0
ChandrikaJunction,-0.18126113682088105,0.0020000000949949026,True,7.404924008429772,1.0
WilsonGarden12thCrossJunc,-0.1812672516103961,0.0020000000949949026,True,28.9200748049728,1.0
DevangaHostelJunction,-0.1812705216326923,0.0020000000949949026,True,35.24535318328342,1.0
Peenya2ndStageBusStand,-0.18127237244107175,0.0020000000949949026,True,12.028793872221616,1.0
VetenaryHospitalJunc-Shivajinagar,-0.18127424519852348,0.0020000000949949026,True,16.247062895524238,1.0
WiproJunc-Koramangala,-0.18127962789002341,0.0020000000949949026,True,5.376773689039262,1.0
BTM16thMain-ORR Junc,-0.1812840382115081,0.0020000000949949026,True,19.866885851584374,1.0
MarenahalliRd-18thMainRdJunc,-0.1812996084337122,0.0020000000949949026,True,3.1916101816938602,1.0
EliteJunc,-0.18130192590279665,0.0020000000949949026,True,22.94449185128904,1.0
"Jayanagar 4th main,36th cross",-0.1813186865318207,0.0020000000949949026,True,9.567808976840697,1.0
17th Mn 1st Crs Aishwarya Stores Jn,-0.1813203559891418,0.0020000000949949026,True,4.0392231910248,1.0
PlatformRdJunction,-0.18134149993366033,0.0020000000949949026,True,24.12739112561477,1.0
ElectronicCityGate-2Junc,-0.18134387423474593,0.0020000000949949026,True,22.432458195498405,1.0
RajajinagarEntranceJunction,-0.18136211602113742,0.0020000000949949026,True,16.718877384173936,1.0
SagarTheatreJunc,-0.1813647676287881,0.0020000000949949026,True,22.602800735010668,1.0
MargosaRd-18thCrossJunc,-0.18136761172792112,0.0020000000949949026,True,24.353173621426436,1.0
NTTF JunctionPeenya,-0.1813677224274524,0.0020000000949949026,True,8.472345179845922,1.0
RRR(Okalipuram)Junction,-0.18137057185933944,0.0020000000949949026,True,21.8612247459796,1.0
GovindapuraCross,-0.18139611348800047,0.0020000000949949026,True,4.061765723881059,1.0
RingRoad-UllalJunction,-0.18142318265870275,0.0020000000949949026,True,30.84904270252157,1.0
CommandoHospitalJunc,-0.18142840359268544,0.0020000000949949026,True,23.30063243733017,1.0
TVS CrossJunction,-0.18147865170034275,0.0020000000949949026,True,4.328178397839116,1.0
LowerAgaram(IndiaGarage)Junc,-0.18149214365679692,0.0020000000949949026,True,9.106652571585553,1.0
"PriyadarshiniHotel,Jayamahal,RT Nagar",-0.18150503285420705,0.0020000000949949026,True,24.924279358245975,1.0
DoddaballapuraCrossJunc,-0.1815078368197662,0.0020000000949949026,True,13.02343779419267,1.0
HainsJunc,-0.18153870683730605,0.0020000000949949026,True,26.15605703860356,1.0
Shivashankara circle,-0.18154354337922826,0.0020000000949949026,True,21.23655194900358,1.0
ShankarMuttCircle,-0.18154437647281313,0.0020000000949949026,True,11.357440692579338,1.0
HalliThindi,-0.18156136475383522,0.0020000000949949026,True,13.035609972417085,1.0
Malleswaram18thCrossRd-SampigeRdJunc,-0.18156437129778394,0.0020000000949949026,True,19.842955523158565,1.0
UrvashiJunction,-0.18158344150243017,0.0020000000949949026,True,27.54810346249108,1.0
DevanahalliCrossJunc,-0.18162440553128673,0.0020000000949949026,True,8.123531447762119,1.0
South end circle,-0.1816306535133165,0.0020000000949949026,True,11.078117742026791,1.0
BEML GateJunc(SuranjandasRd),-0.18163095633636134,0.0020000000949949026,True,1.295174537829047,1.0
KensingtonOvalJunc,-0.1816373827879301,0.0020000000949949026,True,4.061765723881059,1.0
WilsonGarden10thCrossJunc,-0.1816457452293225,0.0020000000949949026,True,24.082433558168805,1.0
MintoJunction,-0.18165397352329665,0.0020000000949949026,True,21.885857888683105,1.0
MICO Bande,-0.1816558630566714,0.0020000000949949026,True,23.618053144912114,1.0
D'SouzaCircle,-0.18166688856714477,0.0020000000949949026,True,18.263631989400544,1.0
LinkRoadMalleswaramJunc,-0.18169315405425296,0.0020000000949949026,True,9.754787681839826,1.0
LalbaghMainGateJunc,-0.1817074746588274,0.0020000000949949026,True,24.41304702279214,1.0
28thMainJayanagarJunc,-0.1817436872084894,0.0020000000949949026,True,35.877975692186915,1.0
NandiCross(RaniCross),-0.18176707678351453,0.0020000000949949026,True,11.353828998634324,1.0
PotteryCircle,-0.18178024372186133,0.0020000000949949026,True,21.835417496355113,1.0
Basveshwarnagar 8th main Junction,-0.1818897599613032,0.0020000000949949026,True,2.8432360067167415,1.0
GowdanapalyaJunction,-0.18192382798810466,0.0020000000949949026,True,2.9979210788709634,1.0
LRDE Junction,-0.18198517709558223,0.0020000000949949026,True,108.2860195987214,1.0
BHEL Gate,-0.18205014592229538,0.0020000000949949026,True,3.470274839349371,1.0
NGV RearGateJunc,-0.18207389428034712,0.0020000000949949026,True,10.295262908860002,1.0
27th Cross Jayanagar(Ganapathi Temple),-0.18209412126661714,0.0020000000949949026,True,4.789605049702893,1.0
Minerva Circle,-0.18211251998972774,0.0020000000949949026,True,6.370862975003506,1.0
NavarangBarJunc-Dr RajkumarRd,-0.18214515808326112,0.0020000000949949026,True,9.919610067032664,1.0
BagalakunteCrossJunction,-0.18218408676538436,0.0020000000949949026,True,9.509374180163974,1.0
Bamboobazar(Shivajinagar),-0.1821961568431824,0.0020000000949949026,True,9.78487777292734,1.0
"Trilight Circle,Race course Road",-0.18219913006131164,0.0020000000949949026,True,8.226115169629434,1.0
KR Road-14thCross Junc,-0.1822304752965918,0.0020000000949949026,True,4.824388322532902,1.0
VishweswaraiahJunctio(Uttamsagar),-0.18232193707570096,0.0020000000949949026,True,4.061765723881059,1.0
QueensStatueCircle,-0.18250517894392676,0.0020000000949949026,True,101.72953290021051,1.0
MinskSquare(CTO Junction),-0.18253280530866806,0.0020000000949949026,True,101.8242321705254,1.0
Peenya14thCrossJunc,-0.18254974177669017,0.0020000000949949026,True,4.061765723881059,1.0
GoruguntepalyaJunc,-0.18287854294647699,0.0020000000949949026,True,225.56901765973757,1.0
SwagathMainRd-EastEndRdJunc,-0.182972138750676,0.0020000000949949026,True,14.943822600827476,1.0
HunsemarammanahalliJunction,-0.18343229190927043,0.0020000000949949026,True,84.56855493050152,1.0
GokuldasImagesJunc,-0.18349636111297077,0.0020000000949949026,True,320.67049248867295,1.0
JalahalliCross(SM Circle),-0.18354552787491163,0.0020000000949949026,True,367.80090252785175,1.0
SadahalliGateJunc(AirportRd),-0.1838842696136839,0.0020000000949949026,True,76.84282982408321,1.0
SRS Peenya Junc,-0.18402544659391737,0.0020000000949949026,True,227.06061298980217,1.0
Chokasandra (Tumkur road),-0.18411333651970035,0.0020000000949949026,True,196.954513673018,1.0
PeenyaPoliceStation,-0.18430624468102533,0.0020000000949949026,True,145.47104208602204,1.0
DhobiGhatJunc,-0.18436615020512662,0.0020000000949949026,True,85.5251549535167,1.0
MC Circle,-0.1843964776557436,0.0020000000949949026,True,70.70431876742774,1.0
Rajajinagar19thMainJunc,-0.1844057481064011,0.0020000000949949026,True,73.11178302985907,1.0
5thMainRPC Layout-Vijayanagar,-0.18440728187301964,0.0020000000949949026,True,30.590153858937168,1.0
TumkurRdMarappanapalyaJunc,-0.18441231155266913,0.0020000000949949026,True,140.05931130030672,1.0
VijayanagarBusStandJunction,-0.1844180008691795,0.0020000000949949026,True,54.62365308071331,1.0
RajarajeshwariKalyanaMantapaJunc,-0.1844253053512983,0.0020000000949949026,True,12.185297171643178,1.0
NavarangTheatreJunction,-0.18443921720675355,0.0020000000949949026,True,48.74118868657271,1.0
CholurpalyaJunction(MagadiRd),-0.1844422248881887,0.0020000000949949026,True,20.024433972404864,1.0
MS RamaiahJunc(TollGate),-0.18444440253630093,0.0020000000949949026,True,125.94038590152658,1.0
ShivanahalliJunctionWOC,-0.18444462082444915,0.0020000000949949026,True,39.75033652638003,1.0
Rajajinagagr1stBlockJunction,-0.1844561479702399,0.0020000000949949026,True,24.370594343286356,1.0
ModiBridgeJunction,-0.18447799690594213,0.0020000000949949026,True,40.45558695473127,1.0
Fire Force Junction,-0.18448378146161043,0.0020000000949949026,True,17.14687357876901,1.0
AttiguppeCircleJunction,-0.1845215252535597,0.0020000000949949026,True,7.921157311968372,1.0
ModiHospital,-0.1845435237197827,0.0020000000949949026,True,13.22923867366166,1.0
BasaweshwaraCircle,-0.18478623092354096,0.0020000000949949026,True,61.01697984688758,1.0
ChandraLayoutJunc-nearWaterTank,-0.18684234672975664,0.0020000000949949026,True,26.226571407286126,1.0
OperaHouseJunc,-0.19200572762979173,0.0020000000949949026,True,91.87452483380727,1.0
TrinityCircle,-0.1927109964005303,0.0020000000949949026,True,135.32261057487284,1.0
OldMadrasRd-Indranagar100ftRdJunc,-0.19299748902805813,0.0020000000949949026,True,109.64355463895896,1.0
RamaiahCircle-UlsoorPoliceStation,-0.19319515669345116,0.0020000000949949026,True,83.26031569573055,1.0
OldMadrasRd-NGEF Junc,-0.1932266875785067,0.0020000000949949026,True,74.34238672201172,1.0
AnilKumbleCircle,-0.19325310696985087,0.0020000000949949026,True,72.69190178208848,1.0
OldMadrasRd-80FeetRdJunc,-0.19326030179291723,0.0020000000949949026,True,71.89325331269475,1.0
CMH Rd-AdarshTheaterJunc,-0.19336115815430166,0.0020000000949949026,True,53.61530755522998,1.0
KamrajRdJunction,-0.1933681272617801,0.0020000000949949026,True,55.517574646424066,1.0
MayohallJunction,-0.19338113090325534,0.0020000000949949026,True,53.45399521827407,1.0
AnjaneyaTempleJunc,-0.19352840129225204,0.0020000000949949026,True,25.589124060450672,1.0
ManipalCentreJunc,-0.19355353807997486,0.0020000000949949026,True,19.537373251150633,1.0
WebbsCircle,-0.19356377544405937,0.0020000000949949026,True,32.108689841331014,1.0
Arts&CraftsCircle,-0.19356545005388137,0.0020000000949949026,True,15.495594968429822,1.0
OldMadrasRd-BMTC DepotJunc,-0.1935875738362177,0.0020000000949949026,True,9.076833923062052,1.0
OldMadrasRd-DoubleRdJunc,-0.19359188046312695,0.0020000000949949026,True,20.814557033553207,1.0
OldMadrasRd-SuddaguntepalyaRdJunc,-0.19360861186769007,0.0020000000949949026,True,25.589124060450672,1.0
TamarikannanJunc,-0.1937196720230924,0.0020000000949949026,True,8.529708020150224,1.0
SilkBoardJunc,-0.19748356874805897,0.0020000000949949026,True,386.54209836358547,1.0
CMP GateJunc,-0.19816571833989222,0.0020000000949949026,True,370.7669257384987,1.0
SatteliteBusStandJunc,-0.19929219707689352,0.0020000000949949026,True,484.48576149006175,1.0
Bommanahalli,-0.20152456800528398,0.0020000000949949026,True,317.0122527312272,1.0
toll gate mysore road,-0.20353065423006128,0.0020000000949949026,True,399.1137379304063,1.0
KoramangalaWaterTankJunc,-0.20382695624270566,0.0020000000949949026,True,369.8443715960219,1.0
TownhallJunction,-0.20562589477694465,0.0020000000949949026,True,356.52439340762373,1.0
NaganathapuraJunction,-0.21112268878380352,0.0020000000949949026,True,145.32846384323,1.0
SarjapurRd-St JohnsRdJunc,-0.21187488375046717,0.0020000000949949026,True,132.82537686383006,1.0
BilekahalliJunc,-0.21190637655136363,0.0020000000949949026,True,195.48612157835248,1.0
BangaloreBodyBuildersJunc,-0.21218285702598366,0.0020000000949949026,True,227.2017627825516,1.0
MaratahalliBridgeJunc,-0.21363355267626746,0.0020000000949949026,True,226.6924669045345,1.0
IbblurJunction',-0.2141318728637717,0.0020000000949949026,True,184.4253215242703,1.0
Deverabeesanahalli-ORR Junc,-0.21424103404285702,0.0020000000949949026,True,178.73389195216436,1.0
AnepalyaJunc,-0.21469683647652069,0.0020000000949949026,True,81.60406847304019,1.0
HudsonCircle,-0.2150073396821578,0.0020000000949949026,True,177.79824624521896,1.0
Kudlu Gate Junc,-0.21508413884087227,0.0020000000949949026,True,75.13567747216874,1.0
ISRO Junction-Airport rd,-0.2153850797441552,0.0020000000949949026,True,119.06922020337163,1.0
Yemalur cross junc,-0.21593882584460758,0.0020000000949949026,True,59.317188303165565,1.0
5thMainHSR,-0.2162672115640192,0.0020000000949949026,True,36.04693594983725,1.0
"KuvempuCircleJunc,HAL MainGate",-0.21642327012311402,0.0020000000949949026,True,5.768355884952951,1.0
"Bellandur Junction, Outer ring road",-0.2164456610773037,0.0020000000949949026,True,22.098221141717413,1.0
GarebhavipalyaJunc,-0.21648192239627323,0.0020000000949949026,True,49.95971840373703,1.0
Richmond circle jn,-0.21704481618280777,0.0020000000949949026,True,131.95959757350042,1.0
JohnsonMarket,-0.2170830884770252,0.0020000000949949026,True,38.67775582768686,1.0
HulimaveRd-BanneraghattaRdJunc,-0.21717517247104048,0.0020000000949949026,True,114.07545150808865,1.0
UniversityJunc(Janabharti),-0.2175776665251682,0.0020000000949949026,True,127.5939699219376,1.0
UCO Bank(Forum),-0.21776837830321916,0.0020000000949949026,True,26.502365722724996,1.0
SiddalingaiahCircle,-0.21786460679089945,0.0020000000949949026,True,118.08738955905422,1.0
MeenakshiMallJunc,-0.217952545887125,0.0020000000949949026,True,102.86511949744778,1.0
UlsoorGateJunc,-0.21816731178403964,0.0020000000949949026,True,111.75120787357734,1.0
AdugodiJunc,-0.21846066562873917,0.0020000000949949026,True,13.75668429433104,1.0
N R SquareJunc,-0.2185384759583386,0.0020000000949949026,True,105.99983188000257,1.0
JayadevaHospitalJunc,-0.21881814960012144,0.0020000000949949026,True,89.32928308441386,1.0
SirsiCircle,-0.21894826355967592,0.0020000000949949026,True,94.80474653520453,1.0
KatriguppeJunction,-0.2196797575052501,0.0020000000949949026,True,160.48502359807222,1.0
Nagavara-ORR Junction,-0.21994413298531731,0.0020000000949949026,True,415.46815502120864,1.0
K R MarketJunction,-0.220018971792228,0.0020000000949949026,True,75.98321722109753,1.0
BDA Junctio-Koramangala,-0.22002879731654815,0.0020000000949949026,True,73.45894817565002,1.0
Ashoknagar Junction(ShoolayCircle),-0.2200528264875578,0.0020000000949949026,True,73.87492094933125,1.0
AshirwadamCircle,-0.220217734640327,0.0020000000949949026,True,71.00668756775777,1.0
JP Nagar 15th cross junction,-0.22036943917317842,0.0020000000949949026,True,95.84168607307274,1.0
KadirenahalliJunction,-0.22042602417405657,0.0020000000949949026,True,95.1779867580897,1.0
ShivajiTalkiesJunc,-0.2204945355062129,0.0020000000949949026,True,65.24652635467062,1.0
ItmaduJunction,-0.22065849890183234,0.0020000000949949026,True,71.41690280557634,1.0
SagarHospitalJunc,-0.22067789643885344,0.0020000000949949026,True,60.92648585821589,1.0
TyagiHengalvarayaJunc(DickensonRd),-0.22069130669066708,0.0020000000949949026,True,60.82879691642817,1.0
BiryandCircle,-0.2207075501573247,0.0020000000949949026,True,60.92648585821589,1.0
PES-DevegowdaCircle,-0.22090180305058843,0.0020000000949949026,True,48.417524040872905,1.0
Jaipuria-Adugodi,-0.22093579925314824,0.0020000000949949026,True,56.48380777410003,1.0
Delmia-Jayanagar,-0.22094883898089077,0.0020000000949949026,True,44.6416623905507,1.0
A S CharStreet-MysoreRdJunc,-0.2210032673178757,0.0020000000949949026,True,54.822056436119055,1.0
DevegowdaPetrolBunkJunc,-0.22111344830762833,0.0020000000949949026,True,25.792577240591754,1.0
Srinivagilu(Ejipura)Junc,-0.22119316347652462,0.0020000000949949026,True,51.68809780039498,1.0
OldPoliceStation-Ashoknagar,-0.2211986423726243,0.0020000000949949026,True,50.888611937672714,1.0
NCERT Junction,-0.2212394815591652,0.0020000000949949026,True,14.974767419466591,1.0
KamakyaJunction,-0.22124293688099483,0.0020000000949949026,True,11.455253630991665,1.0
MysoreRd--MadhuPetrolBunkJunction,-0.22183293947978083,0.0020000000949949026,True,36.60693856782195,1.0
CashPharmacyJunction,-0.2218627605280348,0.0020000000949949026,True,36.187135982803476,1.0
SonyworldJunction,-0.22205294253703894,0.0020000000949949026,True,35.64534037393527,1.0
BM ShriJunc(CMH-100FtRd)Junc,-0.2222114369934842,0.0020000000949949026,True,32.581983841625245,1.0
J D MaraJunc,-0.22241979839543466,0.0020000000949949026,True,33.640328428213756,1.0
Indiranasgar13thMainJunc,-0.2226323790345669,0.0020000000949949026,True,25.140934500351463,1.0
RoyanCircle-Chamrajpete,-0.2231388572498983,0.0020000000949949026,True,7.621317042950318,1.0
SafinaPlazaJunc,-0.22355608717065667,0.0020000000949949026,True,12.546837052395531,1.0
GorappanapalyaJunction,-0.22412539709686122,0.0020000000949949026,True,7.643722409212817,1.0
LeprosyhospitalJunc,-0.23212005746352302,0.0020000000949949026,True,244.97567164308,1.0
BEL Circle,-0.2324585972241814,0.0020000000949949026,True,289.597784550514,1.0
HennurRoad-ORR Junc,-0.23306709144682666,0.0020000000949949026,True,193.9481933167798,1.0
Sumanhalli,-0.2349295684847462,0.0020000000949949026,True,196.92633135787563,1.0
Srigandakaval,-0.23580776396350578,0.0020000000949949026,True,183.2305381533538,1.0
KuvempuCircle,-0.2362631383298923,0.0020000000949949026,True,39.95972485849284,1.0
BhadrappaLayout,-0.2364557152938723,0.0020000000949949026,True,28.10027919314524,1.0
"VeerannapalyaJunction(BEL,HO)",-0.23908307936514103,0.0020000000949949026,True,334.16390396004886,1.0
HoramavuJunction,-0.24203552071781562,0.0020000000949949026,True,142.53310028599412,1.0
RamamurthyNagarJunction,-0.2426449386297502,0.0020000000949949026,True,100.69899976157211,1.0
PrasannaJunction,-0.24282289240174001,0.0020000000949949026,True,64.27164792631336,1.0
JaiMuniRaoCircle,-0.24292273747704987,0.0020000000949949026,True,62.59571780849247,1.0
KalyanNagar-ORR Junc,-0.2433826531237109,0.0020000000949949026,True,48.61933571485628,1.0
Kammanahalli-RingRoadJunction,-0.2434559205236214,0.0020000000949949026,True,43.442178695439104,1.0
KHB Junction,-0.24585796825563727,0.0020000000949949026,True,12.185297171643178,1.0
KundanahalliGateJunc,-0.37231374754934066,0.0020000000949949026,True,136.05757055677003,1.0
