event_id,event_cause,corridor,junction,T,survival_risk_score
FKID000081,tree_fall,Non-corridor,,116.8119772,0.22323822693866402
FKID000082,construction,ORR East 2,,762.4895166666666,0.1094161931971539
FKID000083,others,Mysore Road,,13265.728999266667,0.25377973883888305
FKID000084,others,Non-corridor,,17229.866743983333,0.22798435669414963
FKID000085,pot_holes,Non-corridor,,44592.990813649994,0.22387710727030008
FKID000086,vehicle_breakdown,Non-corridor,,83.47854003333333,0.6081241788842437
FKID000087,vehicle_breakdown,Mysore Road,,52.75157615,0.5955196715018727
FKID000088,vehicle_breakdown,ORR North 1,,74.82553706666666,0.5866042942693293
FKID000090,water_logging,Mysore Road,,8282.429940516666,0.2892267258632507
FKID000093,vehicle_breakdown,Mysore Road,,47.68990556666667,0.6065093289120844
FKID000095,tree_fall,Non-corridor,,8.620181266666666,0.26075182328967517
FKID000099,tree_fall,Non-corridor,,8761.173063133332,0.2936000723230371
FKID000100,tree_fall,Mysore Road,,13245.791290366667,0.2497200414096934
FKID000107,vehicle_breakdown,ORR West 1,,141.02791743333333,0.5291687531070222
FKID000109,tree_fall,Mysore Road,,13203.4163744,0.20309908949896738
FKID000110,tree_fall,Non-corridor,,13212.042736283332,0.26075182328967517
FKID000112,pot_holes,ORR East 1,SilkBoardJunc,171296.69161185002,0.2144857080760012
FKID000113,construction,Bellary Road 1,,545.3734030166667,0.24224419851752144
FKID000122,tree_fall,Non-corridor,,61.79462865,0.2804406094658526
FKID000123,vehicle_breakdown,Mysore Road,,102.3569732,0.6571799059926493
FKID000129,others,Non-corridor,RingRoad-UllalJunction,150768.82749298334,0.2255491420407012
FKID000131,vehicle_breakdown,Bellary Road 2,,102.53794968333334,0.5692911278565919
FKID000132,vehicle_breakdown,Magadi Road,,106.48373361666667,0.580032615407674
FKID000134,vehicle_breakdown,Hosur Road,,75.3592525,0.5531958622763546
FKID000135,others,ORR North 2,BhadrappaLayout,59870.439726950004,0.2391868722392977
FKID000138,pot_holes,Non-corridor,,365.2268505833334,0.2919924491425516
FKID000139,construction,ORR East 2,,720.6875,0.1094161931971539
FKID000142,water_logging,ORR East 1,,49.972616783333336,0.2916215388574692
FKID000143,vehicle_breakdown,Mysore Road,,111.6212591,0.6608765014414024
FKID000144,tree_fall,Mysore Road,,13118.919869416666,0.27131182814866783
FKID000145,road_conditions,ORR West 1,,56341.49851448333,0.18293622246553343
FKID000157,vehicle_breakdown,Hosur Road,,52.83199456666667,0.7045724484817296
FKID000159,water_logging,ORR East 1,IbblurJunction',9653.8610076,0.32464187420618507
FKID000161,others,Non-corridor,,81.46960444999999,0.28767675288782224
FKID000162,others,Mysore Road,,15.3042995,0.23484887337074245
FKID000163,tree_fall,Non-corridor,,178.15932105,0.2645860244080799
FKID000164,pot_holes,Non-corridor,,94064.39405434999,0.24481775906182124
FKID000166,construction,Bellary Road 2,,31.910260883333333,0.28336862331610124
FKID000168,pot_holes,Non-corridor,,1510.57253935,0.2810017888871088
FKID000171,vehicle_breakdown,Non-corridor,,11.80107465,0.6155511659708159
FKID000172,vehicle_breakdown,Magadi Road,,24.504338233333332,0.6500315585552956
FKID000174,tree_fall,Non-corridor,,1228.0686473666667,0.2170754649807981
FKID000176,vehicle_breakdown,Tumkur Road,,86.29591815,0.7229715777137684
FKID000183,vehicle_breakdown,ORR North 1,,18.84050655,0.6218220078777599
FKID000184,vehicle_breakdown,Bellary Road 1,,23.641425966666667,0.6060481216848478
FKID000185,vehicle_breakdown,Tumkur Road,,36.504006333333336,0.6500653067496956
FKID000186,vehicle_breakdown,Mysore Road,,23.382822833333332,0.5816929611726329
FKID000187,vehicle_breakdown,Non-corridor,,104.21347743333334,0.6234250700489481
FKID000188,vehicle_breakdown,Bellary Road 1,,86.29412574999999,0.6375352392990796
FKID000189,vehicle_breakdown,Old Airport Road,,70.8526748,0.618661474332622
FKID000192,construction,Non-corridor,,0.08095000000000001,0.27716646757191254
FKID000197,vehicle_breakdown,Magadi Road,,72.9697583,0.6006972388824858
FKID000199,construction,Bellary Road 2,,60.798384383333335,0.2621259182992385
FKID000201,road_conditions,CBD 2,,40387.38096753333,0.22019772900308543
FKID000202,others,Bannerghata Road,,119.59072880000001,0.2743184294792623
FKID000203,vehicle_breakdown,Non-corridor,,78.98550595,0.6234250700489481
FKID000205,vehicle_breakdown,ORR North 2,,138.03128305,0.5306511651116661
FKID000206,vehicle_breakdown,Old Airport Road,,28.376774483333335,0.5380073207896996
FKID000208,vehicle_breakdown,Non-corridor,,93.05635131666666,0.5700000366876172
FKID000209,others,Magadi Road,Sumanhalli,16403.151545516666,0.1857616685116823
FKID000214,vehicle_breakdown,Hosur Road,,11.49699995,0.5851055602511669
FKID000215,pot_holes,Non-corridor,,31510.201385300003,0.2156883796357597
FKID000216,construction,Non-corridor,,9655.520589099999,0.2571739186420089
FKID000217,vehicle_breakdown,Mysore Road,,66.23017465000001,0.591365713265249
FKID000218,others,Non-corridor,,199.88949181666666,0.25922981747840756
FKID000224,vehicle_breakdown,Hosur Road,,75.03727443333334,0.6492054735469821
FKID000226,others,Hennur Main Road,,43.87439846666667,0.2591797453330644
FKID000227,pot_holes,Non-corridor,,11562.4573284,0.20750113213178756
FKID000229,construction,Mysore Road,,0.07918333333333334,0.3053294601542501
FKID000234,vehicle_breakdown,Tumkur Road,,22.174727083333334,0.6312432911583861
FKID000235,construction,ORR East 2,,746.7284166666667,0.1094161931971539
FKID000236,pot_holes,Non-corridor,,11560.307439216667,0.20750113213178756
FKID000241,vip_movement,Mysore Road,,20.98006666666667,0.40032764826484835
FKID000243,tree_fall,Non-corridor,,105.48940756666666,0.2243168921463501
FKID000244,tree_fall,Non-corridor,,2198.129693766667,0.21790480184926753
FKID000245,vehicle_breakdown,Mysore Road,,57.51257438333334,0.5842050219064514
FKID000246,tree_fall,Non-corridor,,2195.455855816667,0.21790480184926753
FKID000249,vehicle_breakdown,Tumkur Road,,33.33879541666667,0.6498428914174048
FKID000250,vehicle_breakdown,Mysore Road,,39.6093981,0.591365713265249
FKID000253,construction,Non-corridor,,0.35335,0.3375525984919888
FKID000254,vehicle_breakdown,Tumkur Road,,10.150965166666667,0.6234729378586725
FKID000255,tree_fall,Non-corridor,,66.3340463,0.24093428966267594
FKID000256,vehicle_breakdown,ORR East 1,,19.115834,0.6128758008723894
FKID000257,tree_fall,Non-corridor,,64.12170315,0.25037972041163503
FKID000260,others,Non-corridor,,42.96236663333333,0.32703537353508205
FKID000264,road_conditions,Non-corridor,,1107.1190462833333,0.22265242800342067
FKID000265,others,Non-corridor,,87.31756581666667,0.2646147176569629
FKID000267,vehicle_breakdown,Mysore Road,,66.13607151666666,0.6571799059926493
FKID000268,vehicle_breakdown,ORR East 1,,13.551236183333334,0.5847165357469697
FKID000271,vehicle_breakdown,Tumkur Road,,30.63011775,0.6272913390779344
FKID000273,vehicle_breakdown,Non-corridor,,18.7735204,0.5467529303736126
FKID000274,vehicle_breakdown,Non-corridor,,77.0688961,0.5467529303736126
FKID000283,water_logging,Non-corridor,,820.8788695333334,0.2762854380287395
FKID000285,pot_holes,Non-corridor,,65572.5368325,0.260051132305936
FKID000286,construction,ORR East 1,IbblurJunction',19427.48784265,0.2211769322165934
FKID000287,others,Non-corridor,,101592.23127151668,0.2808682420861017
FKID000294,others,Non-corridor,,25.367629383333334,0.27229031213545785
FKID000299,vehicle_breakdown,Mysore Road,,15.771932999999999,0.5968351944008325
FKID000301,accident,Old Airport Road,,35.956496816666665,0.45271100825183863
FKID000303,vehicle_breakdown,Old Airport Road,,27.47141106666667,0.6217657460764959
FKID000304,others,Mysore Road,,1922.4556106166667,0.21285964497859566
FKID000309,others,Mysore Road,,17.062712316666666,0.21285964497859566
FKID000312,construction,ORR East 2,,685.2822166666666,0.17413083580129962
FKID000313,vehicle_breakdown,Non-corridor,,35.281999049999996,0.6049493810061235
FKID000315,others,Non-corridor,,1.0946760500000001,0.25915325288380897
FKID000316,pot_holes,Non-corridor,PotteryCircle,83621.89525755,0.20171520358814443
FKID000317,others,Non-corridor,,3015.3421913166667,0.25915325288380897
FKID000321,vehicle_breakdown,ORR West 1,,20.211203416666667,0.7438420414904512
FKID000322,vehicle_breakdown,Bellary Road 1,,141.64393971666667,0.596085832122706
FKID000328,accident,Non-corridor,,78.2774947,0.47544342383057503
FKID000330,vehicle_breakdown,ORR West 1,,36.08605643333333,0.5984589388780841
FKID000332,others,ORR North 1,"VeerannapalyaJunction(BEL,HO)",79376.58893283334,0.2493580479311529
FKID000336,vehicle_breakdown,Hosur Road,,31.520573033333335,0.5565772438082428
FKID000337,construction,ORR East 2,,8801.107604216666,0.1662064069592255
FKID000338,vehicle_breakdown,Tumkur Road,,132.2670364,0.5774847536305883
FKID000343,vehicle_breakdown,Non-corridor,,72.34147603333332,0.5307743039230121
FKID000344,vehicle_breakdown,Hosur Road,,96.5241556,0.5848953476476169
FKID000345,others,Non-corridor,,2522.9359043,0.2808560376335595
FKID000346,water_logging,Non-corridor,,35883.953440833335,0.21227286773735887
FKID000348,tree_fall,Non-corridor,,508.2992390666667,0.24553362590263883
FKID000349,vehicle_breakdown,ORR West 1,,75.99775528333333,0.5815241632051031
FKID000354,vehicle_breakdown,Old Airport Road,,10.359373833333333,0.6502865102473137
FKID000355,construction,Non-corridor,,180.51771666666667,0.31595358611316837
FKID000358,vehicle_breakdown,Bellary Road 1,,10.859754400000002,0.6415479347741584
FKID000366,vehicle_breakdown,ORR North 1,,80.29286535,0.6190553104279697
FKID000369,vehicle_breakdown,ORR East 1,,16.53580991666667,0.6178864189749365
FKID000372,others,Mysore Road,,36.87994801666667,0.22748623062375029
FKID000376,water_logging,ORR West 1,JP Nagar 15th cross junction,12971.988448166667,0.32682326461203615
FKID000377,vehicle_breakdown,Non-corridor,,83.28090113333333,0.6049493810061235
FKID000380,vehicle_breakdown,Non-corridor,,23.753298683333334,0.6138121908426779
FKID000382,vehicle_breakdown,Non-corridor,,73.46585520000001,0.6138121908426779
FKID000383,vehicle_breakdown,Magadi Road,,72.26638113333334,0.7102542326994536
FKID000384,vehicle_breakdown,Bellary Road 1,,92.67076003333334,0.596085832122706
FKID000385,vehicle_breakdown,Mysore Road,,14.5656122,0.7133710509532588
FKID000387,vehicle_breakdown,Non-corridor,,12.90432295,0.6755057853373698
FKID000393,others,Bannerghata Road,,21814.1884831,0.32164607771176934
FKID000394,road_conditions,Non-corridor,,86671.19320001667,0.2085519771975125
FKID000395,vehicle_breakdown,Tumkur Road,,102.77983354999999,0.6235991169183824
FKID000397,others,Bellary Road 2,,1654.0888025333334,0.3065871854062694
FKID000398,vehicle_breakdown,Tumkur Road,,104.3606748,0.7022293262600312
FKID000399,vehicle_breakdown,Non-corridor,,11.195320116666666,0.6100504904035586
FKID000402,vehicle_breakdown,Non-corridor,,79.53191238333334,0.6092641451232974
FKID000404,accident,Non-corridor,,0.8491233333333333,0.4891235634499811
FKID000407,vehicle_breakdown,Non-corridor,,17.161744300000002,0.5645918110794232
FKID000410,vehicle_breakdown,Non-corridor,,69.83975466666668,0.6100504904035586
FKID000412,construction,ORR North 1,,113.57115,0.33343544132404257
FKID000413,vehicle_breakdown,Tumkur Road,,10.261219083333334,0.6235991169183824
FKID000415,pot_holes,Non-corridor,,70050.26984013333,0.23088518838994365
FKID000416,vehicle_breakdown,Non-corridor,,15.854282233333333,0.5645918110794232
FKID000417,vehicle_breakdown,Old Airport Road,,40.82496125,0.555397783249592
FKID000420,vehicle_breakdown,Mysore Road,,39.93153236666667,0.5902689940643533
FKID000421,tree_fall,Non-corridor,,52.854736083333336,0.25701137468052093
FKID000425,water_logging,Non-corridor,,45.86103,0.20164493772647962
FKID000426,construction,Non-corridor,,4320.543,0.27330809856914895
FKID000427,water_logging,Mysore Road,,40590.64575138334,0.24866767620343677
FKID000430,others,Magadi Road,,24.955134649999998,0.2901139944274779
FKID000431,vehicle_breakdown,Non-corridor,,22.23222121666667,0.5724709620829908
FKID000434,vehicle_breakdown,Non-corridor,,32.981926566666665,0.6434583195617483
FKID000441,water_logging,ORR West 1,,31067.90847805,0.23223140690331046
FKID000442,vehicle_breakdown,Non-corridor,,24.749764333333335,0.5756922757205274
FKID000443,water_logging,Bannerghata Road,,18623.928009216666,0.2551401197352191
FKID000444,others,Non-corridor,,89679.99652428334,0.27649619093596833
FKID000450,vehicle_breakdown,Magadi Road,,107.40422818333333,0.5716576468727919
FKID000453,water_logging,Non-corridor,,21555.31223965,0.20164493772647962
FKID000456,water_logging,Non-corridor,,634.7593560833334,0.22218844623075895
FKID000457,tree_fall,ORR West 1,,628.0100223833334,0.2552547539811999
FKID000458,vehicle_breakdown,ORR West 1,,39.407815049999996,0.6167957200665297
FKID000461,accident,Tumkur Road,,34.37267258333333,0.46127576303180473
FKID000464,vehicle_breakdown,Tumkur Road,,45.264776866666665,0.7502742618795151
FKID000467,vehicle_breakdown,Non-corridor,,45.61544075,0.6155511659708159
FKID000468,procession,Non-corridor,,340.33611666666667,0.30031051552797317
FKID000471,vehicle_breakdown,Magadi Road,,77.75613968333333,0.6526277554351667
FKID000472,others,ORR East 2,,170.56828548333334,0.2430481981272118
FKID000473,others,ORR East 2,,18.06991683333333,0.2430481981272118
FKID000474,vehicle_breakdown,ORR North 2,,90.19006885,0.6046987810529786
FKID000477,water_logging,Non-corridor,,1043.3983678333332,0.22218844623075895
FKID000478,procession,Non-corridor,,0.27158333333333334,0.2750320428340892
FKID000479,vehicle_breakdown,Bellary Road 2,,12.225998116666666,0.5275863972641581
FKID000480,water_logging,Non-corridor,,1039.9556850166666,0.22218844623075895
FKID000482,water_logging,Non-corridor,,3481.07047895,0.19913741284353592
FKID000485,water_logging,Mysore Road,,48925.08282431667,0.2267974180632878
FKID000491,pot_holes,Old Madras Road,TrinityCircle,92792.88329971668,0.21531261659780032
FKID000492,tree_fall,Hosur Road,,62.19627536666667,0.2675259837808158
FKID000493,water_logging,Old Madras Road,,38922.47945293333,0.3004237766169755
FKID000494,water_logging,Old Madras Road,,38927.736953499996,0.3004237766169755
FKID000495,vehicle_breakdown,Bellary Road 2,,76.96167763333332,0.6219351827593516
FKID000499,water_logging,Non-corridor,,10540.669296933334,0.25807238868094007
FKID000500,vehicle_breakdown,Mysore Road,,61.782266433333334,0.6113449875659713
FKID000501,vehicle_breakdown,Varthur Road,,37.483846299999996,0.639688298696871
FKID000503,vehicle_breakdown,ORR West 1,,39.58132188333333,0.5816066310247295
FKID000504,congestion,Hennur Main Road,,41.08258143333333,0.4428749666095737
FKID000505,others,Mysore Road,,1862.94228465,0.19064339327217772
FKID000506,water_logging,ORR West 1,,3321.72448815,0.26289746046791773
FKID000513,others,Non-corridor,,567.0433455166666,0.30021291514000736
FKID000515,tree_fall,Mysore Road,,2191.5870473500004,0.25092636350530595
FKID000520,vehicle_breakdown,Bellary Road 1,,110.65663531666668,0.5837080622109743
FKID000521,pot_holes,Non-corridor,,6478.14761105,0.2810017888871088
FKID000522,road_conditions,Bellary Road 1,HebbalFlyoverJunc,88409.34102665,0.2026357438015196
FKID000525,tree_fall,Non-corridor,,1938.8078038166668,0.24452738044698497
FKID000527,tree_fall,Non-corridor,,7741.090977233333,0.23232395589416632
FKID000528,tree_fall,Non-corridor,,7725.8088132,0.2696432322909683
FKID000529,tree_fall,Non-corridor,,7714.292728683333,0.23232395589416632
FKID000530,water_logging,Non-corridor,,18791.138211166668,0.24674988701231837
FKID000531,vehicle_breakdown,Non-corridor,,75.83953751666667,0.5830628461995466
FKID000532,pot_holes,Non-corridor,,60308.72783935,0.21336846533769616
FKID000533,others,Non-corridor,,19.413640933333333,0.2741205906235905
FKID000535,vehicle_breakdown,Bellary Road 1,,21.48659638333333,0.6963406556394246
FKID000537,vehicle_breakdown,Old Airport Road,,10.285472433333332,0.7577374639665517
FKID000538,vehicle_breakdown,Mysore Road,,78.04236811666667,0.621090651355729
FKID000539,vehicle_breakdown,Tumkur Road,,8.949905016666666,0.6054315471560754
FKID000541,vehicle_breakdown,Old Airport Road,,85.34070533333333,0.5901704000904748
FKID000542,tree_fall,Non-corridor,,7684.336017833333,0.22473453934554166
FKID000543,water_logging,Old Madras Road,,6102.368835766667,0.28413504336928697
FKID000544,vehicle_breakdown,Bellary Road 1,,74.08036368333335,0.6001767257597187
FKID000547,others,Non-corridor,CID-CarltonHouseJunc,47238.69848676667,0.19659241321659193
FKID000548,others,CBD 2,CoffeeBoardJunc,37822.9705345,0.18759841638835562
FKID000553,construction,ORR East 2,,778.5956666666666,0.13015808272720697
FKID000556,vehicle_breakdown,Hosur Road,,57.48541201666667,0.6093977762553664
FKID000557,construction,ORR West 1,,1.9375833333333332,0.1983285123875319
FKID000559,pot_holes,Non-corridor,,36490.44095341666,0.23256878632087097
FKID000561,construction,ORR North 1,,25835.501772983334,0.2460055332054909
FKID000563,accident,Bellary Road 1,,16.25948615,0.50263932926974
FKID000564,water_logging,IRR(Thanisandra road),,53354.217873333335,0.28674108963831
FKID000565,water_logging,CBD 2,CoffeeBoardJunc,80517.23230166666,0.30028123284066366
FKID000567,vehicle_breakdown,Bellary Road 1,,88.67010386666668,0.596085832122706
FKID000568,vehicle_breakdown,ORR North 2,,49.33388356666667,0.7396104803834791
FKID000569,road_conditions,Bannerghata Road,,41.26528335,0.25954565527001006
FKID000578,vehicle_breakdown,Bellary Road 2,,35.9550146,0.5953584116882653
FKID000582,vehicle_breakdown,Tumkur Road,,11.41129385,0.690954592749883
FKID000586,accident,Bellary Road 2,,65.95049823333333,0.452049105454705
FKID000587,vehicle_breakdown,Non-corridor,,110.95514761666666,0.5903872042358307
FKID000588,vehicle_breakdown,Non-corridor,,28.716758966666664,0.5834212855453902
FKID000589,vehicle_breakdown,Mysore Road,,131.20510380000002,0.5765997574575491
FKID000590,vehicle_breakdown,Mysore Road,,102.62026928333333,0.5842050219064514
FKID000597,vehicle_breakdown,Tumkur Road,,125.82290351666667,0.6161948868925748
FKID000598,vehicle_breakdown,Non-corridor,,51.529733783333334,0.6347450914845068
FKID000599,vehicle_breakdown,Mysore Road,,3.73901635,0.5842050219064514
FKID000604,vehicle_breakdown,Non-corridor,,18.3825912,0.5944853868729791
FKID000605,vehicle_breakdown,Tumkur Road,,7.900588366666667,0.6546134718430947
FKID000608,others,ORR East 2,,12941.585693,0.24217154942282892
FKID000609,vehicle_breakdown,Non-corridor,,14.79356025,0.6234250700489481
FKID000610,vehicle_breakdown,Hennur Main Road,,100.59974936666667,0.5728706518095368
FKID000612,vehicle_breakdown,Magadi Road,,102.56760073333334,0.5946221144801236
FKID000615,others,Magadi Road,,156.8681104,0.2871022149606889
FKID000616,others,CBD 2,PoliceTimmaiahCircle(GPO),65287.39152793333,0.2038579335031292
FKID000617,pot_holes,CBD 2,,70035.4109677,0.22815664599411078
FKID000618,pot_holes,ORR West 1,Delmia-Jayanagar,102211.0217912,0.22665205677962785
FKID000623,others,ORR North 1,,65.11967595,0.25914353422790437
FKID000624,others,Old Airport Road,,23045.811545316665,0.2590784672140589
FKID000629,construction,ORR East 2,,712.2417,0.1094161931971539
FKID000631,vehicle_breakdown,Mysore Road,,46.61182065,0.5902689940643533
FKID000632,vehicle_breakdown,Non-corridor,,41.68652611666666,0.6350009031117703
FKID000633,vehicle_breakdown,Varthur Road,,37.8018373,0.5863689600128305
FKID000634,vehicle_breakdown,Non-corridor,,118.13179021666666,0.6116301941154707
FKID000635,vehicle_breakdown,Non-corridor,,58.84397311666667,0.6144908089236427
FKID000636,vehicle_breakdown,Bellary Road 1,,40.3799524,0.6069319797756265
FKID000638,others,CBD 2,,8750.818675366667,0.19470340943639242
FKID000640,water_logging,CBD 2,CoffeeBoardJunc,51674.3600317,0.3091752235277314
FKID000641,others,Mysore Road,SirsiCircle,75420.19727465,0.23641495283254854
FKID000646,others,Non-corridor,,187.72091528333334,0.22798435669414963
FKID000647,pot_holes,Bellary Road 2,,28386.76052491667,0.17322858914680195
FKID000650,vehicle_breakdown,Hennur Main Road,,92.29220731666666,0.5772712215875437
FKID000651,road_conditions,Non-corridor,,88542.22809078333,0.24830346829502614
FKID000653,pot_holes,Non-corridor,,22847.570394516668,0.2810017888871088
FKID000655,others,Non-corridor,,48.6091393,0.2808560376335595
FKID000657,accident,Non-corridor,,4.357959916666667,0.4838444608356032
FKID000658,vehicle_breakdown,Mysore Road,,4.0160994500000005,0.621090651355729
FKID000659,pot_holes,Non-corridor,K R Circle,43297.95095176667,0.25722603353769014
FKID000664,others,Tumkur Road,,1303.7770233833332,0.30141823409357216
FKID000668,vehicle_breakdown,Non-corridor,,41.98896968333334,0.5307743039230121
FKID000670,water_logging,Hosur Road,CMP GateJunc,14636.951830766666,0.33946138821444827
FKID000672,others,ORR North 2,,10320.266869116665,0.19151109595350468
FKID000673,vehicle_breakdown,Non-corridor,,99.42997704999999,0.5307743039230121
FKID000674,others,Non-corridor,,2267.11059435,0.2875728191329525
FKID000675,others,ORR North 2,,83795.66197925,0.28649696881632536
FKID000676,vehicle_breakdown,Mysore Road,,49.17207883333333,0.6148341484641482
FKID000679,others,IRR(Thanisandra road),,34689.907691316665,0.27900765990130494
FKID000681,vehicle_breakdown,Tumkur Road,,7.371330166666667,0.6500653067496956
FKID000684,vehicle_breakdown,Varthur Road,,59.29006258333333,0.6384424969538871
FKID000685,vehicle_breakdown,Non-corridor,,15.77857665,0.6234250700489481
FKID000692,water_logging,ORR West 1,,6178.0393693333335,0.26991977326897654
FKID000694,construction,ORR West 1,,59.02461666666667,0.2665022106647421
FKID000695,vehicle_breakdown,Tumkur Road,,45.83979136666667,0.6272913390779344
FKID000697,vehicle_breakdown,Bellary Road 1,,105.14612633333333,0.6356059733382703
FKID000698,water_logging,Bellary Road 2,YelhankaCircle,21480.110906166665,0.44269100690751706
FKID000699,construction,Bellary Road 2,,17.343116666666667,0.2906499166671427
FKID000700,vehicle_breakdown,Bellary Road 1,,27.93791925,0.6221999168307393
FKID000701,vehicle_breakdown,Tumkur Road,,12.276266133333333,0.6210738709718191
FKID000706,tree_fall,Non-corridor,,56.79600258333333,0.25055826601736664
FKID000708,vehicle_breakdown,Bellary Road 2,,45.69163531666666,0.6373772212077686
FKID000711,tree_fall,Non-corridor,,52510.90529903334,0.2450216699600991
FKID000712,vehicle_breakdown,Non-corridor,,42.935636433333336,0.5834212855453902
FKID000714,others,Non-corridor,,280.83443520000003,0.22798435669414963
FKID000715,others,Hosur Road,,26.72452003333333,0.22379207485987873
FKID000717,procession,Non-corridor,,39.301233333333336,0.29140430848116206
FKID000719,vehicle_breakdown,Non-corridor,,95.82774763333333,0.5903872042358307
FKID000720,vehicle_breakdown,Non-corridor,,34.2924117,0.6347450914845068
FKID000721,vehicle_breakdown,Non-corridor,,129.19878353333334,0.6347450914845068
FKID000725,vehicle_breakdown,Tumkur Road,,19.84877475,0.6491158666279613
FKID000726,water_logging,Non-corridor,,71984.07921398334,0.24436688899492442
FKID000732,others,Magadi Road,,611.3854716000001,0.20238679046382946
FKID000741,others,Non-corridor,,30112.756747433334,0.22798435669414963
FKID000744,vehicle_breakdown,West of Chord Road,,115.28882806666667,0.7005650197342441
FKID000745,vehicle_breakdown,Magadi Road,,7.7180967,0.588290271503843
FKID000748,vehicle_breakdown,Varthur Road,,98.82358633333334,0.6325820627778196
FKID000749,others,Tumkur Road,,1327.4565705999998,0.22539824640279604
FKID000750,pot_holes,ORR West 1,,10155.104486383332,0.18496434702204
FKID000752,vehicle_breakdown,Bellary Road 1,,12.097447016666667,0.6179970479211083
FKID000755,vehicle_breakdown,Bannerghata Road,,10.48741705,0.6339375697409313
FKID000756,vehicle_breakdown,Non-corridor,,73.79083653333333,0.6660811324601121
FKID000757,vehicle_breakdown,ORR East 1,,40.523691066666665,0.7051640218762315
FKID000763,vehicle_breakdown,Mysore Road,,25.035437483333332,0.6516047087568486
FKID000766,vehicle_breakdown,Mysore Road,,48.54255426666667,0.6148341484641482
FKID000769,vehicle_breakdown,Non-corridor,,27.657876616666666,0.5913152220048918
FKID000773,vehicle_breakdown,Tumkur Road,,148.41387268333335,0.6272913390779344
FKID000775,others,Mysore Road,,154.96781246666666,0.2535720559646304
FKID000778,vehicle_breakdown,Bellary Road 1,,29.79319548333333,0.5882535986754653
FKID000781,vehicle_breakdown,Non-corridor,,119.41805864999999,0.6234250700489481
FKID000783,vehicle_breakdown,Non-corridor,,30.14560906666667,0.5700000366876172
FKID000787,vehicle_breakdown,Mysore Road,,79.44030501666666,0.5340193806850824
FKID000789,vehicle_breakdown,ORR North 1,,33.73741513333333,0.5848327635038381
FKID000791,vehicle_breakdown,Non-corridor,,71.70723046666667,0.5467529303736126
FKID000792,vehicle_breakdown,Mysore Road,,41.48662983333334,0.6571799059926493
FKID000798,tree_fall,West of Chord Road,,31.80648258333333,0.2850069250803512
FKID000800,vehicle_breakdown,Hosur Road,,47.110916849999995,0.6448868320884196
FKID000805,construction,ORR East 2,,726.6753666666666,0.1094161931971539
